Contexte gauche,Chaîne,Transcription,Contexte droit
ce; 2they're a tryin,’,', @ich on 'em can see
re a tryin' @ich on ,’,',em can see farthest 
"loser at it, old gem",’,',"man,'' eried the por"
 get over the railin,’,',; tley must hs' drop
ee what it is.'' e I,’,',m afraid o' spikin' 
is.'' e I'm afraid o,’,'," spikin' myself, Joe"
I'm afraid o' spikin,’,'," myself, Joe,'' repl"
to chuck tho little ,’,',"un off the post, and"
nd him. @Arrahl let ,’,',"em alone, will yon t"
sh bricklayer; ' don,’,',t you see they'ra on
' don't you see they,’,',ra only two paiccabl
"-CROSB. 109 Oh, they",’,',"re antiquaries, are "
er see the likes on ,’,',"em afore; did you, S"
rther in Irish l1 ye,’,',"re upsettin' me, an'"
sh l1 ye're upsettin,’,'," me, an' all tha fru"
"'re upsettin' me, an",’,', all tha fruits of m
ss wagabone@ Why don,’,',t you look where ye'
't you look where ye,’,',"re goin', and not dh"
ook where ye're goin,’,',", and not dhrive int"
"quaries, that I didn",’,',t obsarre ye.'' @Ant
ries be hanged1 what,’,',s such warmint to me
"man, furiously. @You",’,',ve destroyed my day'
've destroyed my day,’,',"s market, and bad lu"
; @I@ll make it up t,’,',ye. Pick up your app
f the craiter if you,’,',ll come along wid me
" shonulder, @but don",’,',t you see the crowd 
ou see the crowd you,’,',re collccting round 
cting round you7 You,’,',ll be mobbed present
"r of the mob; ""` you",’,',ll bo shocked to hea
n in Qaeen Elizabeth,’,',s time.'' ee It's no
beth's time.'' ee It,’,',"s no faney,'' ecried"
ed with Auriol Darcy,’,',s history. He drank 
black cloak.'' @What,’,',s that yo@ say 7'' e
arance.'' @I shouldn,’,',"t wonder if he had,'"
 `` ex-actly. I didn,’,',t think you would re
she@s in the hands o,’,', the black gentleman
", Old Parr, that ain",’,',t you 7'' cried Ging
"G-CO8s. 113 4 No, he",’,',s as much a wictim o
ront at first-but I ,’,',ve altered my mind e
plied Ginger. @I ain,’,',t got the exaet clue
"-night, at the ITurk",’,',"s Head, at the back "
" Head, at the back o",’,'," Shoreditch Church, "
neyeroft. @Ho couldn,’,',"t help you,'' replie"
ty of assistance. It,’,',s a dangerous bus'ne
It's a dangerous bus,’,',"ness, ]and can only "
"artin person, and he",’,',d objeet to any @on 
 discovered the Turk,’,',"s Head, at tho door "
on the iron-merchant,’,',s entrance. e You ar
" @Tm happy to say, I",’,',ve arranged e@erythi
e arranged e@erythin,’,'," for you, sir. My fr"
e job. Only they von,’,',t do it on quite sic
rence in MIr. Ginger,’,',"s remarkc, @As 1I sa"
d to you this mornin,’,',", Mr. Thorneycroft,'"
 and a dangerous bus,’,',"ness, and there's no"
" bus'ness, and there",’,',s no knowin' wot may
nd there's no knowin,’,'," wot may come on it,"
"y come on it, Dut it",’,',s your only chance o
s your only chance o,’,', recoverin' yonr dar
 chance o' recoverin,’,', yonr darter.'' @Y@s
aid the Tinkere that,’,',s my lowest'' 2: And
@I shnll take nnffin,’,'," but the glory, as I"
emarked Ginger. `` I,’,',m sworn champion o' 
I'm sworn champion o,’,', poor distressed you
" @All right, then-ve",’,',ve all got pops and 
said Ginger. @So let,’,',"s be off@, As he spo"
To tho iron-merchant,’,',"s surprise, he perce"
"d, the iron-merchant",’,',s conductor whispere
d from Thormneyerof@,’,',"s eyes, and he fonnd"
to the night of Ebba,’,',s seizare by the mys
oticing the stranger,’,',s glance of exultati
 in a large horseman,’,',"s cloak, and of stra"
stooned with spiders,’,'," webs, and in some p"
 of Henry the Eighth,’,',"s time, painted agni"
rance to my ancestor,’,',"s tomb,'' cried Roug"
 lamp. But Rougemont,’,',s astonishmont at th
 and these Rougemont,’,',s imagination pictur
ned into Saint James,’,',"s-square, and paused"
able eye upon Auriol,’,',s attentions to his 
TR TALBOT. 145 James,’,',"s-square, which full"
ully bore ont Auriol,’,',s account of his new
ith his young friend,’,',"s reqnest, but he w@"
 with him at se@en o,’,',"clock. Anriol, it ne"
nd glossy as a ra@en,’,',s wing. Her cleeks w
", dnring your father",’,',"s absenee.'' e Oh, n"
b@se my deuar fnther,’,',se trusting love. -I
r during her fuather,’,',s absence. This lady
"l. @Why, one shouldn",’,',t believe all the il
B TALBOT. 149 l@wyer,’,',"s in Lineoln's Inn, "
 l@wyer's in Lineoln,’,',"s Inn, at noon on th"
"persuasion, on Edith",’,',"s pasrt at least, th"
e brightly on Auriol,’,',"s gorgeous equipage,"
 droro to St. George,’,',"s, Iano@er-square, w"
assed through Auriol,’,',s frame. Ie looked u
w a cloak o@er Edith,’,',s shoulders. The nex
"of a lamp, Rougemont",’,',s face at the window
g trepidation. IThat,’,',"s impossible to say,"
e quite sure you don,’,',t mean to abandon us
"ks, sternly. @Oh1 @e",’,',"ll take care of yon,"
"ake care of yon, don",’,',"t be afeerd, old gen"
"id Ginger. e Yes, ve",’,',"ll take care on yo@,"
"is np-stairs,'' @@ot",’,',s that you say about
osed Ginger. @@e ain,’,',"t a-goin' below, oh "
er. @@e ain't a-goin,’,'," below, oh t Bat wit"
 elspsed since Reeks,’,',"s departure, and Mr."
about7 I hope nuffin,’,', has happened to him
ened to him.'' 2 Don,’,',t mention a certain 
ntion a certain gent,’,',"s name here,'' remar"
 impatiently; @I don,’,',t like a man stayin'
't like a man stayin,’,', a@ay in this manner
 nap by himself. Don,’,',t distarb @ourTRE EN
 @e@ll only jist gi@,’,'," a look about ns, an"
"oft, a@grily. @I won",’,',t be loft. Btay wher
"ptain, I@m a-thinkin",’,',",'' said tha Tinker,"
it@s locked I' e hat,’,',s locked 1'' cried T
"' @Oh, Lord, you don",’,',t say sol'' oried th
ped me@ ruffians. It,’,',s all a trick. You m
pistol at the Tinker,’,',s head. @@olloaI wot
. @Yon're s labonrin,’,', nnder as mistake-a 
" If it is a trap, ve",’,',re catched in it as 
. I dessay Mr. Reeks,’,',"ll come back, and it"
"ome back, and it von",’,',t do no good gettin'
't do no good gettin,’,', into a passion.'' e
ng into a chair. @It,’,',s a terrible situati
t vay to get out on@,’,',em wos to take thing
eroft. @If Reeks don,’,',"t come back soon, I'"
"'t come back soon, I",’,',ll bust open the doo
he door.'' @Plenty o,’,'," time for that,'' sa"
sasy to a mouthful o,’,', wittles ?' :I would
wittles ?' :I wouldn,’,',t touch 'em for the 
' :I wouldn't touch ,’,',"em for the world,'' "
 cried Ginger; ``don,’,',t yon see] soms von 
von has been a-takin,’,', his supper heret I@
aid the Tinker. @Don,’,',t touch it on any ac
isoned.'' @Oht I ain,’,',"t afeerd,'' cried Gi"
asted sich a glass o,’,', wine in all my born
et: @I wonder wot it,’,',s called 2 @Prussie 
e vorse for it@1 @He,’,',"s gettin' svipy,'' s"
or it@1 @He's gettin,’,'," svipy,'' said tha T"
 @I@vonder vether it,’,',s really Iokay 1' @N
proffored him. @Here,’,',s the beaks' healths
m. @Here's the beaks,’,', healths I'' eried G
that toast 'cos they,’,',re alvays so kind to
g-stealers; for that,’,',s the name such vaga
"erity. @Vell, @e von",’,',t quarrel about name
reumstance to you as,’,',ll pro@e] t@at wote@
"and that is, that it",’,',s as bad as horse-st
"to my story, and don",’,',"t interrupt me, or I"
h it properly. There,’,',s a gent livin' not@
There's a gent livin,’,', not@a hundred miles
s recovery. This don,’,',t bring it back quit
"expeets, 'cos he don",’,',t offer enough; so h
u some days ago. You,’,',ve com'd about that 
days ago. You've com,’,',d about that ere Sco
nd. A man told me he,’,',d ha@e that afore lo
a@e that afore long.,’,', Seein' the gent sta
t afore long.' Seein,’,'," the gent stare, Mr."
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin'
't vorth six shillin,’,',", but it's a great f"
"six shillin', but it",’,',"s a great favourite,"
m a precious sig@t o,’,', trouble in gettin' 
o' trouble in gettin,’,', it.' @Give lim trou
ouble in gettin' it.,’,', @Give lim troublel'
 pasy no such money.,’,'," tWorry vell,' repli"
"money.' tWorry vell,",’,', replies Mr. Simpkin
"olly, `then your d@g",’,',"l1 be bled@to death,"
"ath, as the nobleman",’,',"s wos, and thrown do"
"nr door.''"" @You don",’,',t mean to say that s
he relation. @Only t,’,',"other dasy, I assure"
to hanimals. But don,’,',t interrapt me again
a bit more chafferin,’,'," @ith Mr. Simpkins, "
 he reads a report i,’,', the Times noospaper
n np for dog-stealin,’,',", and that a lot o' "
"n', and that a lot o",’,', dogs is shut up in 
es there in search o,’,'," his farourite, and "
ut the inspector @on,’,',"t give it up to him,"
erintendent is ont o,’,', the vay.'' @Shamefu
", laughing. @Thinkin",’,', his dog safe enongh
nongh in the hands o,’,'," the police, the gen"
oes back next mornin,’,', he finds it has dis
ow comes the cream o,’,', the jest. Xou shall
s assistanee.@`I can,’,',t interfere in the m
"rfere in the matter,",’,'," says he, a-bendin' "
",' says he, a-bendin",’,', of his brows in a m
manner. `Parties don,’,',t ought to come hera
aints of vhich I csn,’,',t take notice. This 
tice. This plaee ain,’,',t an advertisin' off
 ain't an advertisin,’,'," office, and I sha'n"
"n' office, and I sha",’,',n't euffer it to be 
" office, and I sha'n",’,',t euffer it to be ms
o be msde von. I von,’,',t listen to st@temen
 st@tements affectin,’,', the characters of a
s of absent parties.,’,', Statements affectin
 Statements affectin,’,'," our characters,-da "
om tho bench.'' @You,’,',re right to say drop
was a subject of ser,’,',o@s importance to al
et there be a meetin,’,', of dog-owners to di
heir grie@@nces. Don,’,',t como to me. I can'
't como to me. I can,’,',t help you.' And hoe
e. I can't help you.,’,', And hoe vonldn't if
you.' And hoe vonldn,’,',"t if he could, 'cos "
"if he could, 'cos he",’,',s thoe dog-fancier's
e's thoe dog-fancier,’,',s friend.'' @It look
 suid Ginger; ``here,’,',s the vorthy beak1 I
me.'' ee Halloa1 wot,’,',s that7'' cried the 
; `'a strange sart o,’,', rumblin' sound over
ange sart o' rumblin,’,', sound overheal.'' e
"ide him. @Vy, it can",’,',"t be, sure@ly@,'' he"
" was Old Par,'' @You",’,',"re near the mark,'' "
 soe you this mornin,’,',", you wos in the ser"
is @ead. e You hav'n,’,',"t eold yourself, lik"
in my present master,’,',s service.'' @I don'
's service.'' @I don,’,',t like to ask the qu
"es, @@m afraid there",’,',s no denying it.'' @
e flesh creep on one,’,',s bones. Then we're 
one's bones. Then we,’,',re in your master's 
we're in your master,’,',s power t'' @Yory li
arr. t Aud there ain,’,',t no chance o' dvliv
re ain't no chance o,’,'," dvliveranco 2"" @Non"
" Old Parr. tNo, that",’,',"ll ne@er do,'' cried"
'' cried Ginger. @@e,’,',re all in the same b
rtal; and if you don,’,',t help me to deliver
ipe for yon.'' 4That,’,',s not the way to ind
eel out of the other,’,',s gripe. @Now get on
", if you can.'' @Don",’,',"t be angry,'' cried "
ot of her 1'' @I cnn,’,',"t say,'' rejoined Ol"
o living.' eThen she,’,',s dead1'' eriod Ging
ok of horror. e That,’,',"s a secret,'' replie"
f yon notvithstandin,’,',",'' muttered Ginger."
"d, old feller. I can",’,',t help `thinkin' I@'
 can't help `thinkin,’,', I@'e got a terribla
got a terribla fit o,’,', the nightmare.'' 17
 : Yon know what you,’,',re about now.'' @Not
h I wos fairly ont o,’,', this cursed place I
e I'' te You @houldn,’,',t have @entured into
ntured into the lion,’,',"s den,'' said Old Pa"
to the ironnierchant,’,',s cries and entreati
can injare me.'' @@e,’,',ll try thatl'' cried
ents; ' I hope there,’,',s no chan@es of it''
an@es of it'' @There,’,',s every chanee of it
"If you@re taken, you",’,',ll share A@riol's fa
 you'll share A@riol,’,',"s fate.'' te Oh, Lor"
 the passage. @I cnn,’,',"t stir another step,"
"for ever, if yon don",’,',t get out of this ac
e incurred Rongemont,’,',s displeasure.'' The
lied by a groan. @It,’,',"s all o@er with me,'"
nto this plaeel' @It,’,',s too late to think 
age leasds to 2 :Don,’,',t you know 7'' inqui
matter.'' @@on haven,’,',t told me how you ca
t his hand. @I feel ,’,',em. Lord ha@o mercy 
lls tho passage. Don,’,',"t you perceive it, M"
Thorneyeroft 2 eeDon,’,',t I.--to be snre I d
'm choking I'' 4 Don,’,',"t mind it,'' cried t"
" the smoke.'"" :I can",’,',"t stand it,'' eried "
"o on, I tell you-you",’,',ll get some fresh ai
 Parr. ` Hallos1 how,’,',s thist No onutlet. 
e iron-merchant. @We,’,',ve como to that long
Morely that the road,’,',s blocked np by a so
by a solid wull@that,’,',"s all,'' replied Old"
omneyeroft. @Then we,’,',re antombed ali@o.''
"nce. `A@ to you, you",’,',ve the comfort of kn
omfort of knowing it,’,',ll soon be o@er with
 can harm me.'' 2Don,’,',t bo too suro of tha
n alarm. @Then there,’,',s no escape.'' @None
 you to do.'' @I won,’,',t lea@e MIr. Thorney
"s my 'art, if it ain",’,',t Mister Thorneycrof
"rneycroft'' @Yes, it",’,',"s me, certainly, Mr."
iron@merchant. 4eWho,’,',s that you're got wi
" other, gruffly. @@e",’,',ve set oursel@es fre
the Tinker. 4 Ve ain,’,',t sure as 'ow ve@'e 
her without a moment,’,',s delay.'' @But ve c
delay.'' @But ve can,’,',"t get to her, I tell"
s the place vere she,’,',"s a-shut up,-that's "
"he's a-shut up,-that",’,',s all.'' @Take me to
"done. Vy, zounds, it",’,',s shut of itself and
d bolted itself on t,’,',other tide t' @Some 
" Thorneycroft, ee We",’,',re watched on all si
ents of alarm. @What,’,',s the matter2 What n
ed the Sandman. @Don,’,',"t ye ses, Tinker7 ]-"
the other. eThe roof,’,',s a-comin' in upon u
 eThe roof's a-comin,’,', in upon us. Let's g
min' in upon us. Let,’,',s get ont o' this as
 us. Let's get ont o,’,', this as fast as ve 
rnamented with death,’,',s-heads and cross@bo
fashion of Elizabeth,’,',s days. After rem@in
ntleman of Elizabeth,’,',s time. e What can t
n Charles the Second,’,',s ti@e. Ha l-who tol
ty from my grandsire,’,',s dying lips-w@ether
Then I am mad'' 4 It,’,',s plain your reason 
id. Without a moment,’,',s hesitation Auriol 
d to unfasten Auriol,’,',"s chain. @Now then, "
dson1 I-D@@@@r. Lamb,’,',s grandson 1'' cried
aware that my master,’,',s name is the sa@e a
 girdle. The old man,’,',s gaze wass fixed up
mself at the old mnn,’,',"s feet, ``pity me if"
uctures of Elizabeth,’,',s time. He persuaded
