Contexte gauche,Chaîne,Transcription,Contexte droit
ee what it is.”@ “@I,’,',m afraid o’ spikin’ 
is.”@ “@I’m afraid o,’,'," spikin’ myself, Joe"
I’m afraid o’ spikin,’,'," myself, Joe,”@ repl"
to chuck the little ,’,',"un off the post, and"
nd him. “Arrah! let ,’,',"em alone, will you t"
sh bricklayer; “@don,’,',t you see they’re on
“@don’t you see they,’,',re only two paiceabl
"@@@O@@@@@@@@@h, they",’,',"re antiquaries, are "
er see the likes on ,’,',"em afore; did you, S"
rther in Irish@!@ ye,’,',"re upsettin’ me, an’"
sh@!@ ye’re upsettin,’,'," me, an’ all the fru"
"’re upsettin’ me, an",’,', all the fruits of m
ss wagabone! Why don,’,',t you look where ye’
’t you look where ye,’,',"re goin’, and not dh"
ook where ye’re goin,’,',", and not dhrive int"
"quaries, that I didn",’,',t obsarve ye.”@ “Ant
ries be hanged! what,’,',s such warmint to me
man@ furiously. “You,’,',ve destroyed my day’
’ve destroyed my day,’,',"s market, and bad lu"
; “I’ll make it up t,’,',ye. Pick up your app
f the craiter if you,’,',ll come along wid me
 sho@ulder; “but don,’,',t you see the crowd 
ou see the crowd you,’,',re collecting round 
cting round you? You,’,',ll be mobbed present
r of the mob; “@@you,’,',ll be shocked to hea
n in Queen Elizabeth,’,',s time.”@ “@@It’s no
beth’s time.”@ “@@It,’,',"s no fancy,”@ @cried"
ed with Auriol Darcy,’,',s history. He drank 
black cloak.”@ “What,’,',s that you say@?”@ c
arance.”@ “I shouldn,’,',"t wonder if he had,”"
 “@@ex-actly. I didn,’,',t think you would re
she’s in the hands o,’,', the black gentleman
", Old Parr, that ain",’,',t you@?”@ cried Ging
"@@@@@@@@@@@@@@@o, he",’,',s as much a wictim o
rent at first—but I@,’,',ve altered my mind e
plied Ginger. “I ain,’,',t got the exact clue
"-night, at the @Turk",’,',"s Head, at the back "
" Head, at the back o",’,'," Shoreditch Church, "
neycroft. “He couldn,’,',"t help you,”@ replie"
ty of assistance. It,’,',s a dangerous bus’ne
It’s a dangerous bus,’,',"ness, @and can only "
"artin person, and he",’,',d object to any von 
 discovered the Turk,’,',"s Head, at the door "
on the iron-merchant,’,',s entrance. “@You ar
" I’m happy to say, I",’,',ve arranged everythi
e arranged everythin,’,'," for you, sir. My fr"
e job. Only they von,’,',t do it on quite sic
rence in M@r. Ginger,’,',s remark.@ “As @I sa
d to you this mornin,’,',", Mr. Thorneycroft,”"
 and a dangerous bus,’,',"ness, and there’s no"
" bus’ness, and there",’,',s no knowin’ wot may
nd there’s no knowin,’,', wot may come on it.
y come on it. But it,’,',s your only chance o
s your only chance o,’,', recoverin’ your dar
 chance o’ recoverin,’,', your darter.”@ “Yes
aid the Tinker—“that,’,',s my lowest.” “@@And
“I shall take nuffin,’,'," but the glory, as I"
emarked Ginger. “@@I,’,',m sworn champion o’ 
I’m sworn champion o,’,', poor distressed you
" “All right, then—ve",’,',ve all got pops and 
said Ginger. “So let,’,',s be off.” As he spo
To the iron-merchant,’,',"s surprise, he perce"
"d, the iron-merchant",’,',s conductor whispere
d from Thor@neycroft,’,',"s eyes, and he found"
to the night of Ebba,’,',s seizure by the mys
oticing the stranger,’,',s glance of exultati
 in a large horseman,’,',"s cloak, and of stra"
stooned with spiders,’,'," webs, and in some p"
 of Henry the Eighth,’,',"s time, painted agai"
rance to my ancestor,’,',"s tomb,”@ cried Roug"
 lamp. But Rougemont,’,',s astonishment at th
 and these Rougemont,’,',s imagination pictur
ned into Saint James,’,',"s Square, and paused"
able eye upon Auriol,’,',s attentions to his 
@@@@@@@@@@@@@@@James,’,',"s Square, which full"
ully bore out Auriol,’,',s account of his new
ith his young friend,’,',"s request, but he wa"
 with him at seven o,’,',"clock. Auriol, it ne"
nd glossy as a raven,’,',s wing. Her cheeks w
", during your father",’,',s absence.”@ “@Oh@ n
buse my de@ar father,’,',s@ trusting love. @I
r during her f@ather,’,',s absence. This lady
"l. “Why, one shouldn",’,',t believe all the il
@@@@@@@@@@@@@@lawyer,’,',"s in Lincoln’s Inn, "
@lawyer’s in Lincoln,’,',"s Inn, at noon on th"
"persuasion, on Edith",’,',"s pa@rt at least, th"
e brightly on Auriol,’,',"s gorgeous equipage,"
 drove to St. George,’,',"s, Hanover Square, w"
assed through Auriol,’,',s frame. He looked u
w a cloak over Edith,’,',s shoulders. The nex
"of a lamp, Rougemont",’,',s face at the window
g trepidation. “That,’,',"s impossible to say,"
e quite sure you don,’,',t mean to abandon us
ks@ sternly. “Oh! ve,’,',"ll take care on you,"
"ake care on you, don",’,',"t be afeerd, old gen"
"id Ginger. “@Yes, ve",’,',"ll take care on you,"
is up-stairs.”@ “Wot,’,',s that you say about
osed Ginger. “Ve ain,’,',"t a-goin’ below, eh?"
er. “Ve ain’t a-goin,’,'," below, eh?” But wit"
 elapsed since Reeks,’,',"@ departure, and Mr."
about? I hope nuffin,’,', has happened to him
ened to him.”@ “@Don,’,',t mention a certain 
ntion a certain gent,’,',"s name here,”@ remar"
 impatiently; “I don,’,',t like a man stayin’
’t like a man stayin,’,', avay in this manner
 nap by himself. Don,’,',t disturb your@@@@@@
 Ve’ll only jist giv,’,'," a look about us, an"
oft@ angrily. “I won,’,',t be left. Stay wher
"ptain, I’m a-thinkin",’,',",”@ said the Tinker,"
it’s locked@!” “What,’,',s locked@?”@ cried T
"@ “O@@ Lord, you don",’,',t say so!”@ cried th
"ped me, ruffians. It",’,',s all a trick. You m
pistol at the Tinker,’,',s head. “Holloa! wot
. “You’re a-labourin,’,', under a@ mistake—a 
" If it is a trap, ve",’,',re catched in it as 
. I dessay Mr. Reeks,’,',"ll come back, and it"
"ome back, and it von",’,',t do no good gettin’
’t do no good gettin,’,', into a passion.”@ “
ng into a chair. “It,’,',s a terrible situati
t vay to get out on ,’,',em wos to take thing
croft. “If Reeks don,’,',"t come back soon, I’"
"’t come back soon, I",’,',ll bust open the doo
he door.”@ “Plenty o,’,'," time for that,”@ sa"
sa@y to a mouthful o,’,', wittles@?” “I would
wittles@?” “I wouldn,’,',t touch ’em for the 
” “I wouldn’t touch ,’,',"em for the world,”@ "
 cried Ginger; “@don,’,',t you see@ some von 
von has been a-takin,’,', his supper here? I’
aid the Tinker. “Don,’,',t touch it on any ac
isoned.”@ “Oh! I ain,’,',"t afeerd,”@ cried Gi"
asted sich a glass o,’,', wine in all my born
et: “I wonder wot it,’,',s called?” “Prussic 
e vorse for it!” “He,’,',"s gettin’ svipy,”@ s"
or it!” “He’s gettin,’,'," svipy,”@ said the T"
 “I vonder vether it,’,',s really Tokay@?” “N
proffered him. “Here,’,',s the beaks’ healths
m. “Here’s the beaks,’,', healths@!”@ cried G
that toast ‘cos they,’,',re alvays so kind to
g-stealers; for that,’,',s the name such vaga
"erity. “Vell, ve von",’,',t quarrel about name
rcumstance to you as,’,',ll prove@ that wotev
"and that is, that it",’,',s as bad as horse-st
"to my story, and don",’,',"t interrupt me, or I"
h it properly. There,’,',s a gent livin’ not 
There’s a gent livin,’,', not a hundred miles
s recovery. This don,’,',t bring it back quit
"expects, ‘cos he don",’,',t offer enough; so h
u some days ago. You,’,',ve com’d about that 
days ago. You’ve com,’,',d about that ere Sco
nd. A man told me he,’,',d have that afore lo
ave that afore long.,’,', Seein’ the gent sta
t afore long.’ Seein,’,'," the gent stare, Mr."
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin’
’t vorth six shillin,’,',", but it’s a great f"
"six shillin’, but it",’,',"s a great favourite,"
m a precious sight o,’,', trouble in gettin’ 
o’ trouble in gettin,’,', it.’ ‘Give him trou
ouble in gettin’ it.,’,', ‘Give him trouble!’
 pa@y no such money.,’,'," ‘Werry vell,’ repli"
"money.’ ‘Werry vell,",’,', replies Mr. Simpkin
"olly, ‘then your dog",’,',"ll be bled to death,"
"ath, as the nobleman",’,',"s wos, and thrown do"
ur door.’”@ “You don,’,',t mean to say that s
he relation. “Only t,’,',"other da@y, I assure"
to hanimals. But don,’,',t interrupt me again
a bit more chafferin,’,'," vith Mr. Simpkins, "
 he reads a report i,’,', the Times noospaper
n up for dog-stealin,’,',", and that a lot o’ "
"n’, and that a lot o",’,', dogs is shut up in 
es there in search o,’,'," his favourite, and "
ut the inspector von,’,',"t give it up to him,"
erintendent is out o,’,', the vay.”@ “Shamefu
", laughing. “Thinkin",’,', his dog safe enough
nough in the hands o,’,'," the police, the gen"
oes back next mornin,’,', he finds it has dis
ow comes the cream o,’,', the jest. You shall
s assistance. ‘I can,’,',t interfere in the m
"rfere in the matter,",’,'," says he, a-bendin’ "
",’ says he, a-bendin",’,', of his brows in a m
manner. ‘Parties don,’,',t ought to come here
aints of vhich I can,’,',t take notice. This 
tice. This place ain,’,',t an advertisin’ off
 ain’t an advertisin,’,'," office, and I sha’n"
"n’ office, and I sha",’,',n’t suffer it to be 
" office, and I sha’n",’,',t suffer it to be ma
o be made von. I von,’,',t listen to statemen
 statements affectin,’,', the characters of a
s of absent parties.,’,', Statements affectin
 Statements affectin,’,'," our characters,—do "
om the bench.”@ “You,’,',re right to say drop
was a subject of ser,’,',ous importance to al
et there be a meetin,’,', of dog-owners to di
heir grievances. Don,’,',t come to me. I can’
’t come to me. I can,’,',t help you.’ And h@e
e. I can’t help you.,’,', And h@e vouldn’t if
you.’ And h@e vouldn,’,',"t if he could, ‘cos "
"if he could, ‘cos he",’,',s th@e dog-fancier’s
e’s th@e dog-fancier,’,',s friend.”@ “It look
 said Ginger; “@here,’,',s the vorthy beak! I
me.”@ “@@Halloa! wot,’,',s that?”@ cried the 
; “@a strange sort o,’,', rumblin’ sound over
ange sort o’ rumblin,’,', sound overhead.”@ “
"ide him. “Vy, it can",’,',"t be, sure ly ,”@ he"
 was Old Parr.” “You,’,',"re near the mark,”@ "
 see you this mornin,’,',", you wos in the ser"
is head. “@You haven,’,',"t sold yourself, lik"
in my present master,’,',s service.”@ “I don’
’s service.”@ “I don,’,',t like to ask the qu
"es, I’m afraid there",’,',s no denying it.”@ “
e flesh creep on one,’,',s bones. Then we’re 
one’s bones. Then we,’,',re in your master’s 
we’re in your master,’,',s power@?”@ “Very li
arr. “@And there ain,’,',t no chance o’ deliv
re ain’t no chance o,’,', deliverance@?” “Non
" Old Parr. “No, that",’,',"ll never do,”@ cried"
”@ cried Ginger. “Ve,’,',re all in the same b
rtal; and if you don,’,',t help me to deliver
ipe for you.”@ “That,’,',s not the way to ind
eel out of the other,’,',s gripe. “Now get o@
", if you can.”@ “Don",’,',"t be angry,”@ cried "
ot of her@?”@ “I can,’,',"t say,”@ rejoined Ol"
e living.” “Then she,’,',s dead!”@ cried Ging
ok of horror. “@That,’,',"s a secret,”@ replie"
f you notvithstandin,’,',",”@ muttered Ginger."
"d, old feller. I can",’,',t help @thinkin’ I’v
 can’t help @thinkin,’,', I’ve got a terrible
got a terrible fit o,’,', the nightmare.”@ “@
 “@You know what you,’,',re about now.”@ “Not
h I wos fairly out o,’,', this cursed place@!
e@!”@ “@@You shouldn,’,',t have ventured into
ntured into the lion,’,',"s den,”@ said Old Pa"
to the iron-merchant,’,',s cries and entreati
can injure me.”@ “Ve,’,',ll try that!”@ cried
ents; “@I hope there,’,',s no chance@ of it.”
ance@ of it.” “There,’,',s every chance of it
"If you’re taken, you",’,',ll share Auriol’s fa
 you’ll share Auriol,’,',s fate.”@ “@@O@@ Lor
 the passage. “I can,’,',"t stir another step,"
"for ever, if you don",’,',t get out of this ac
e incurred Rougemont,’,',s displeasure.”@ The
lied by a groan. “It,’,',"s all over with me,”"
nto this place!” “It,’,',s too late to think 
age lea@ds to?” “Don,’,',t you know@?”@ inqui
matter.”@ “You haven,’,',t told me how you ca
t his hand. “I feel ,’,',em. Lord have mercy 
lls the passage. Don,’,',"t you perceive it, M"
Thorneycroft?” “@Don,’,',t I!—@to be sure I d
’m choking@!”@ “@Don,’,',"t mind it,”@ cried t"
 the smoke.”@ “I can,’,',"t stand it,”@ cried "
"e on, I tell you—you",’,',ll get some fresh ai
 Parr. “@Halloa! how,’,',s this? No o@utlet. 
e iron-merchant. “We,’,',ve come to that long
Merely that the road,’,',s blocked up by a so
by a solid wall—that,’,',"s all,”@ replied Old"
orneycroft. “Then we,’,',re entombed alive.”@
"nce. “As to you, you",’,',ve the comfort of kn
omfort of knowing it,’,',ll soon be over with
 can harm me.”@ “Don,’,',t be too sure of tha
n alarm. “Then there,’,',s no escape.”@ “None
 you to do.”@ “I won,’,',t leave M@r. Thorney
"s my ‘art, if it ain",’,',t Mister Thorneycrof
"rneycroft.” “Yes, it",’,',"s me, certainly, Mr."
iron-merchant. “@Who,’,',s that you’ve got wi
 other@ gruffly. “Ve,’,',ve set ourselves fre
the Tinker. “@Ve ain,’,',t sure as ‘ow ve’ve 
her without a moment,’,',s delay.”@ “But ve c
delay.”@ “But ve can,’,',"t get to her, I tell"
s the place vere she,’,',"s a-shut up,—that’s "
"he’s a-shut up,—that",’,',s all.”@ “Take me to
"done. Vy, zounds, it",’,',s shut of itself and
d bolted itself on t,’,',other side@!” “Some 
 Thorneycroft. “@@We,’,',re watched on all si
ents of alarm. “What,’,',s the matter? What n
ed the Sandman. “Don,’,',"t ye see, Tinker?@”@"
the other. “The roof,’,',s a-comin’ in upon u
 “The roof’s a-comin,’,', in upon us. Let’s g
min’ in upon us. Let,’,',s get out o’ this as
 us. Let’s get out o,’,', this as fast as ve 
rnamented with death,’,',s-heads and cross-bo
fashion of Elizabeth,’,',s days. After remain
ntleman of Elizabeth,’,',s time. “@What can t
n Charles the Second,’,',s time. Ha@!—who tol
ty from my grandsire,’,',s dying lips—whether
Then I am mad.” “@It,’,',s plain your reason 
id. Without a moment,’,',s hesitation Auriol 
d to unfasten Auriol,’,',"s chain. “Now then, "
dson! I—Doctor@ Lamb,’,',s grandson@!”@ cried
aware that my master,’,',s name is the same a
 girdle. The old man,’,',s gaze was@ fixed up
mself at the old man,’,',"s feet, “@pity me if"
uctures of Elizabeth,’,',s time. He persuaded
