Contexte gauche,Chaîne,Transcription,Contexte droit
" opening, of its squ",a,n,"lid habitations, and"
 ruffianly occupants,!,l, Who but mnst hare b
occupantsl Who but m,u,n,st hare bcen struck 
ntsl Who but mnst ha,v,r,e bcen struck with a
 Who but mnst hare b,e,c,en struck with amaze
"ent, that such a hug",e,a, receptacle of @ice 
the @ery heart of th,e,o," metropolis, like an"
"metropolis, like an ",u,n,"lcerated spot, capab"
ing the whole system,!,I," Of late, tlo progre"
"e systemI Of late, t",he,lo, progress of impro@e
ts removal; but whet,h,l,er any lcss cogent m
l; but whetler any l,e,c,ss cogent motive wou
gent motive would ha,ve,ro, abatod tho nuisance
tive would haro abat,e,o,"d tho nuisance, may "
would haro abatod th,e,o," nuisance, may bo qu"
" tho nuisance, may b",e,o, questioned. For yea
stioned. For years t,h,l,"e evil was felt, and"
o cleanse these wors,e,o, than Augean stables
ugean stables. As th,e,o, place is now partia
"ally, if not altoget",h,l,"er, swept a@ay, and "
"@ay, and a wide and ",a,n,iry street passes th
y street passes thro,u,n,gh the midst of its 
 midst of its foul r,e,c,"cesses, a slight ske"
"s, a slight sketch @",a,n,y be given of its fo
"sts and cross@bars, ",a,n, few steps from the 
roughfare brought yo,u,n, into a frigltful re
ught yon into a frig,h,l,"tful region, the ref"
aldry assailed your ,e,c,"ars, and noisome odo"
nd noisome odours af,f,l,licted your sense of
" As you advanced, pi",c,e,kiug your wny throug
" you advanced, pieki",n,u,g your wny througl k
"nced, piekiug your w",a,n,y througl kennels fl
kiug your wny throug,h,l, kennels flowing vit
ugl kennels flowing ,w,v,"ith filth, TiIE DoG-"
or over putrescent h,e,c,aps of rubbish and o
ideous features of t,h,o,e place were display
here was something s,a,u,vagely pictures@ue i
 in the aspect of th,e,o," place, but its feca"
"place, but its fecat",u,a,res were too loathso
ing than disg@st. Th,e,a, honses looked as so
than disg@st. Tha ho,u,n,ses looked as sordid
" as sordid, and as t",h,l,ickly crusted with t
y crusted with the l,e,c,"prosy of vice, as th"
@rible habitations t,h,l,"ey were, in trath. M"
"ons tley were, in tr",u,a,th. MIany of then we
 trath. MIany of the,m,n, were withont window
y of then were witho,u,n,"t windows, and whero"
"nt windows, and wher",e,o, the frames were lef
s; some even wanted ,d,l,"oors, and no offort "
"anted loors, and no ",e,o,ffort was nade to co
", and no offort was ",m,n,ade to conceal the s
"rary, it seemed to b",e,o, intruded on observa
; floors and walls c,a,u,"ked with dirt, or de"
omen; children witho,u,n,t shoes and stocking
scarcely a rag to th,e,c,ir backs: these were
c@ief objects that m,e,c,"t the @icw. Of men, "
ects that mct the @i,e,c,"w. Of men, few were "
"en, few were @isible",—,-,the majority being o
attire were in perfe,c,e,t keeping with the s
 with the spot. So t,h,l,ickly inhabited were
ere these wretched d,w,s,"ellings, that e@cry "
"d dsellings, that e@",e,c,"ry chamber, irom gur"
"that e@cry chamber, ",f,i,rom gurret to ccllar
"@cry chamber, irom g",a,u,"rret to ccllar, swar"
"er, irom gurret to c",e,c,"llar, swar@ed with i"
n. Clothes@lines wer,e,o, hung from houso to 
 wero hung from hous,e,o," to louse, festooned"
 hung from houso to ,h,l,"ouse, festooned with"
 Out of the main str,e,c,et branched several 
branched several all,e,c,"ys and passages, all"
ing with occupants. ,P,T,"ersonal security, ho"
to mo@e a step witho,u,n,t insult or annoyanc
very human being see,m,n,ed brutalised and de
ons. It was a positi,v,r,e relief to escape f
"ime, what must it ha",v,r,e been when crowded 
ts denizens at night,!,1, Yet at such an hour
g @@om the ruined ho,u,n,so in the Vauxhall@r
@@om the ruined hons,e,o, in the Vauxhall@roa
nso in the Vauxhall@,R,r,"oad, the two ruffian"
 towards Saint Giles,’,',"s, running the great"
"of the way, and reac",h,u,ing the Bro@dway jus
of which w@s a swing,-, ,door that admitted t
 a tattered watchman,’,',"s great-coat, seated"
 were about to enter,.,",", Addressing him by t
ntered a sort of kit,c,e,"hen, at the farther "
hich blazed a cheerf,u,n,"l fire, with as larg"
"l fire, with as larg",e,o, copper kettle boili
"able, round which se",v,s,eral men of sinister
 sordid attire were ,c,e,"ollected, playing@ a"
ircase leading to th,e,o, upper rooms. The pl
ed with filth. In on,e,o," corner, with his he"
"weep, fast asleep. H",e,o, was the waiter. The
the waiter. The prin,c,e,ipal light was affor
dle stuck against th,e,o," wall, with as tin r"
"rds it, stood a noti",c,e,"eable individual, el"
"ieeable individual, ",c,e,lad in a velveteen j
"jacket, with ivory b",u,n,"ttons, a striped wai"
"stcoat, drab knees, ",a,s, falod black silk ne
"at, drab knees, s fa",de,lo,d black silk neckclo
ly thin when compare,d,l, with the upper part
upper part of his sq,u,n,"are, robustious, and"
 somewhat pursy fram,e,o,. His face was broad
 his whiskers and be,a,n,rd. A superannuated 
knowingly on one sid,e,o," of his head, and ga"
"of his head, and gav",e,o, him a flashy and sp
. His particular @oc,a,n,tion was 38 AnIoL. m
r of dogs he had abo,u,n,t him. A benntiful b
 had abont him. A be,au,nn,tiful black-and-tan 
 Charles thoe Second,’,',"s breed, popped its "
se and long silken e,a,n,rs ont of each coat-
d long silken enrs o,u,n,t of each coat-pocke
ach coat-pocket. A p,u,n,g was thrust into hi
site Blenheim under ,e,c,ither arm. At his fe
"errier, and a partly", ,-,cropped French poodl
ed worsted riband ro,u,n,nd his throat. This 
"in other words, a de",a,n,"ler in, nnd a stenle"
"words, a denler in, ",a,n,"nd a stenler of, dog"
"denler in, nnd a ste",a,n,"ler of, dogs, as wel"
"gs, as well as a pra",c,e,tiser of all the tri
tiser of all the tri,c,e,ks connected with th
ed with that nefario,u,n,s trade. His self-sa
self-satisfied air m,a,n,de it evident he tho
"art@ cle@er fellow, ",—,-,and adroit and kn@si
 -and adroit and kn@,v,s,"ish he was, no doubt"
"sh he was, no doubt,",—,-,"-while his droll, pl"
ers. His real name w,a,n,"s Taylor, bnt he was"
"l name wns Taylor, b",u,n,t he was known among
nger. On the entranc,e,c, of the Sandman and 
"nd the Tinker, he no",d,l,ded familinrly to th
"er, he nolded famili",a,n,"rly to them, and wit"
as sly look inquired,—“,-e," Vell, my 'artics@-o"
"inquired-e Vell, my ",‘,',artics@-ot lu@k 2' @
"red-e Vell, my 'arti",e,c,"s@-ot lu@k 2' @Oh, p"
"-e Vell, my 'artics@",w,-,"ot lu@k 2' @Oh, pret"
my 'artics@-ot lu@k ,?”,2'," @Oh, pretty midllin"
"k 2' @Oh, pretty mid",d,l,"lin','' replied the "
" @Oh, pretty midllin",’,',",'' replied the Sand"
"Oh, pretty midllin',",”,',' replied the Sand@a
"lied the Sand@an, gr",u,n,ffly. Anl scating hi
"Sand@an, grnffly. An",d,l, scating himself at 
"d@an, grnffly. Anl s",e,c,ating himself at tho
cating himself at th,e,o," table, near the fir"
"ar the fire, he kick",e,c,"d np the lad, who wa"
"the fire, he kickcd ",u,n,"p the lad, who was l"
 was lying fast asle,e,c,"p on tho co@ls, and "
ng fast aslecp on th,e,o," co@ls, and bad@ him"
 and bad@ him fetch ,a,s, pot of half-and-hal
 pot of half-and-hal,f,t,. Tle Tinker took a 
 of half-and-halt. T,h,l,e Tinker took a plac
Tinker took a place ,b,h,"eside him, a@d they "
e arri@al of the liq,u,n,"or, which, when it c"
 of at a couple of p,u,a,lls; while Mr. Ginge
", attended by his fo",u,n,r-footed compnnions.
his fonr-footed comp,a,n,"nions. 'And now,'' s"
-footed compnnions. ,“,',"And now,'' said tha "
"ompnnions. 'And now,",”,',"' said tha Sandman, "
" 'And now,'' said th",e,a," Sandman, nnable to "
"' said tha Sandman, ",u,n,nable to control his
"longer, and taking o",u,n,"t his pocket-book, `"
"nt his pocket-book, ",“,`, we@ll see what fort
e@ll see what fortun,’,', has gi@en us.'' So 
ortun' has gi@en us.,”,',"' So saying, he uncl"
 he unclasped the po,c,e,"ket-book, while the "
n eager curiosity. B,u,n,t their search for m
ere several memorand,a,s," and slips of paper,"
lmanack for the year,—,-,that was all. It was
sappointment. @@o we,’,',vo had all this tron
ppointment. @@o we'v,e,o, had all this tronbl
'vo had all this tro,u,n,"ble for nuffin', and"
s tronble for nuffin,’,',", and nearly got sho"
"ot into the bargain,",”,',"' eried the Sandman,"
"into the bargain,'' ",c,e,"ried the Sandman, sl"
 undertaken the job.,”,',' e Don't let's gi@e
dertaken the job.'' ,“,e, Don't let's gi@e it
ken the job.'' e Don,’,',t let's gi@e it up i
e job.'' e Don't let,’,',s gi@e it up in sich
@e it up in sich an ,‘,',"urry,'' replied the "
"up in sich an 'urry,",”,',' replied the Tinker
replied the Tinker; ,“,',` summat may be made
 made on it yet. Let,’,',s look o@er them pap
ok o@er them papers.,”,',' @Look 'em over you
hem papers.'' @Look ,’,',"em over yourself,'' "
"k 'em over yourself,",”,',' rejoined tha Sandm
"rself,'' rejoined th",e,a," Sandman, pushing th"
ook towards him. @I@,v,',e done wi'@'em. Here
s him. @I@'e done wi,’,',"@'em. Here, lazy-bon"
him. @I@'e done wi'@,’,',"em. Here, lazy-bones"
" lazy-bones, bring t",w,s,o glassos o' rum-and
"nes, bring tso glass",e,o,s o' rum-and-wuater-
 bring tso glassos o,’,', rum-and-wuater-stif
os o' rum-and-wuater,—,-,"stiff, d@ye hear7"" W"
"ter-stiff, d@ye hear",?”,"7""", While the sleepy yo
"hese injunctions, th",e,o, @inker read over ev
efully to examine th,e,a, li@ferent scraps of
ully to examine tha ,d,l,i@ferent scraps of p
ith great glee. @Wot,’s,'a, the matter2'' cried
e. @Wot'a the matter,?”,2',"' cried the Sandman,"
", who had lighted a ",c,e,"utty, and was quietl"
tly smoking it. @Wot,’,',"s t@l row, eh 27' @V"
moking it. @Wot's t@,e,l," row, eh 27' @Vy, th"
" @Wot's t@l row, eh ",?”,27,"' @Vy, this is it,''"
"27' @Vy, this is it,",”,',' replied the Tinker
"replied the Tinker, ",u,n,nable to contain 1 .
. his satisfaction; ,“,`,` there's secrets co
tisfaction; `` there,’,',s secrets contained 
 here pocket-book as,’,',ll be worth a hundre
 and better to us. W,e,o, ha'n't had our trou
 better to us. Wo ha,’,',n't had our trouble 
etter to us. Wo ha'n,’,',t had our trouble fo
r trouble for nuffin,’.”,"','", t Glad to hear it l
"ouble for nuffin',' ",“,t, Glad to hear it l''
' t Glad to hear it ,!”,l',"' said the Sandman, "
 at him. @Wot kind o,’,', seecrets are they 2
' seecrets are they ,?”,2',"' @Vy, hangi@' secre"
"they 2'' @Vy, hangi@",’,'," secrets@,'' replied"
"y, hangi@' secrets@,",”,',' replied the Tinker
ted murder wholesale,.”,",'",' @Wholesale I'' ech
"esale,'' @Wholesale ",!”,I',' echoed the Sandman
"Sandman, remo@ing th",e,o, pipe from his lips.
egister his crimes i,’,', that way.'' @He did
 crimes i' that way.,”,',' @He didn't expect 
that way.'' @He didn,’,',t expect the poeket-
didn't expect the po,c,e,ket-book to fuall in
"uall into our hands,",”,',' said the Tinker. @
". @Werry likely not,",”,',' replied the Sandma
eplied the Sandman; ,“,"""",but somobody else mi
"he Sandman; ""but som",e,o,body else might see 
he must be a fool. S,’,',pose we wos to make 
a entry of everythin,’,'," we dies, Wot a nico"
y of everythin' we d,o,i,"es, Wot a nicoe bala"
f everythin' we dies,.,",", Wot a nicoe balanee
"s, Wot a nicoe balan",c,e,e there'd be agin us
 nicoe balanee there,’,',d be agin us ven our
comed to be wound up,!”,.',' @Ou@m is a differe
 be wound up.'' @Ou@,n,m, is a different bus'
m is a different bus,’,',"ness altog@ther,'' r"
"bus'ness altog@ther,",”,',' replied tho Tinker
"g@ther,'' replied th",e,o, Tinker. @Tlis seems
plied tho Tinker. @T,h,l,is seems a werry mys
ry mysterious sort o,’,', person. Wot age sho
d you take him to be,?”,2',"' @Vy, five-an'-twen"
"o be2'' @Vy, five-an",’,',-twenty at the outsi
"enty at the outside,",”,',' replied the Sandma
eplied the Sandman. ,“,e, Fi@e-an'-sixty 'ud 
e Sandman. e Fi@e-an,’,',-sixty 'ud be nearer
n. e Fi@e-an'-sixty ,‘,',ud be nearer the mar
" be nearer the mark,",”,',' replied the Tinker
ed the Tinker. @Ther,e’,o',s dates as far back 
as far back as that.,”,',' e Five-an'-sixty d
far back as that.'' ,“,e, Five-an'-sixty devi
as that.'' e Five-an,’,',-sixty devilsI'' ocr
ive-an'-sixty devils,!”,I',' ocried the Sandman
ocried the Sandman; ,“,`,` there must be some
st be some mistake i,’,', tho reckonin' there
e some mistake i' th,e,o," reckonin' there,'' "
take i' tho reckonin,’,'," there,'' @No, it's "
 tho reckonin' there,.”,",'","' @No, it's all clen"
"in' there,'' @No, it",’,',s all clenr an' reg'
"'' @No, it's all cle",a,n,"r an' reg'lar,'' rej"
"o, it's all clenr an",’,'," reg'lar,'' rejoined"
's all clenr an' reg,’,',"lar,'' rejoined the "
"l clenr an' reg'lar,",”,',' rejoined the other
rejoined the other; ,“,`,`and that doesn't se
er; ``and that doesn,’,',t seem to bo the end
at doesn't seem to b,e,o, the end of it neith
"780, refers to some ",o,e,ther dokiments'' e T
some ether dokiments,.”,'', e They must relate 
e ether dokiments'' ,“,e, They must relate to
" his granddad, then,",”,',' said the Sandman; 
' said the Sandman; ,“,`,` it's impossible th
d the Sandman; `` it,’,',s impossible they ca
ey can refer to him.,”,',' e But I tell 'ee t
can refer to him.'' ,“,e, But I tell 'ee they
him.'' e But I tell ,‘,',ee they do refer to 
"hey do refer to him,",”,',"' said the Tinker, s"
s assertion denied; ,“,`,"` at least, if his o"
"ast, if his own word",’s,'a, to be taken. Anyhow
rs Gi@@@@@@@@@@@@@@@,s,G,.@@@@@@@@@@@@@@@ @@@
@@@@@@ @@@i@@@@@i@@@,"em,",aia,@i@i] @@e@@ he belie
 @@@i@@@@@i@@@aia@i@,’s,i], @@e@@ he believes i
@e@@ he believes in ,’,',"em hisself, and will"
will be glad to buy ,’,',eP ] from us.'' @Tha
ll be glad to buy 'e,m,P, ] from us.'' @That'
o buy 'eP ] from us.,”,',' @That's a@view o' 
P ] from us.'' @That,’,',s a@view o' the case
.'' @That's a@view o,’,', the case worthy of 
"n Old Bailey lawyer,",”,',' replied thoe Sandm
plied thoe Sandman. ,“,e, Wot's the gemman's 
 thoe Sandman. e Wot,’,',s the gemman's name 
. e Wot's the gemman,’,',s name 1'' e The nam
s the gemman's name ,?”,1',' e The name on the 
e gemman's name 1'' ,“,e, The name on the car
e on the card is A@@,i,n,"o. Danor@@,'' replie"
on the card is A@@no,l,.," Danor@@,'' replied "
"d is A@@no. Danor@@,",”,',' replied the Tinker
inker. @Any address ,?”,7',' asked the Sandman.
sked the Sandman. Th,e,o, Tinker shook his he
hook his head. @That,’,',"s unlucky agin,'' sa"
"That's unlucky agin,",”,',' said the Sandman. 
' said the Sandman. ,“,"""", Ain't there no sort
"d the Sandman. "" Ain",’,',t there no sort o' c
in't there no sort o,’,', clue7' e Nono votiv
here no sort o' clue,?”,7'," e Nono votiver, as "
e no sort o' clue7' ,“,e," Nono votiver, as I "
sort o' clue7' e Non,e,o," votiver, as I can p"
", as I can percei@e,",”,',' said the Tinker. @
"Vy, zounds, then, ve",’,',re jist verc ve star
"then, ve're jist ver",e,c," ve started from,'' "
"erc ve started from,",”,',' cried the Sandman.
Sandman. @But it don,’,',t matter. There's no
 don't matter. There,’,',s not much chance o'
's not much chance o,’,', makin' a bargin vit
much chance o' makin,’,', a bargin vith him. 
argin vith him. The ,c,e,raek o' tho skull I 
in vith him. The era,c,e,k o' tho skull I ga@
ith him. The eraek o,’,', tho skull I ga@e hi
him. The eraek o' th,e,o, skull I ga@e him ha
I ga@e him has done ,h,l,is bus'ness.'' @Nu@H
him has done lis bus,’,',ness.'' @Nu@Hin' o' 
s done lis bus'ness.,”,',' @Nu@Hin' o' th@ ki
lis bus'ness.'' @Nu@,f,H,"in' o' th@ kind,'' r"
 bus'ness.'' @Nu@Hin,’,'," o' th@ kind,'' repl"
s'ness.'' @Nu@Hin' o,’,'," th@ kind,'' replied"
"Nu@Hin' o' th@ kind,",”,',' replied the Tinker
plied the Tinker. @H,e,a, al@ays recovers fro
ry kind of accident.,”,',' 4 Al@ays reco@ers 
kind of accident.'' ,“,4, Al@ays reco@ers I''
' 4 Al@ays reco@ers ,!”,I',' exelaimed tho Sand
@ays reco@ers I'' ex,c,e,"laimed tho Sandman, "
ers I'' exelaimed th,e,o," Sandman, in amazeme"
"dman, in amazement. ",“,t, Wot a constitootion
tootion he must have,!”,",'",' @Snrprisin' 1'' re
"n he must have,'' @S",u,n,rprisin' 1'' replied
"t have,'' @Snrprisin",’,', 1'' replied the Tin
"have,'' @Snrprisin' ",!”,1',' replied the Tinker
replied the Tinker; ,“,',` ho never snffers f
ied the Tinker; '` h,e,o, never snffers from 
inker; '` ho never s,u,n,ffers from injuries-
nffers from injuries,—,-,"at least, not much; "
 ne@er expects to di,e,o,; for ho mentions wo
xpects to dio; for h,e,o, mentions wot he int
entions wot he inten,d,l,s doin' a hundrel ye
 wot he intenls doin,’,', a hundrel years hen
tenls doin' a hundre,d,l, years henco.'' % Oh
a hundrel years henc,e,o,".'' % Oh, he's a lu-"
hundrel years henco.,”,',"' % Oh, he's a lu-na"
drel years henco.'' ,“,%," Oh, he's a lu-natti"
"rs henco.'' % Oh, he",’,',s a lu-natticl'' exe
"Oh, he's a lu-nattic",!”,l',' exelaimed the Sand
's a lu-natticl'' ex,c,e,"laimed the Sandman,`"
"elaimed the Sandman,", “,`',a downrig@t ln-natti
"dman,`'a downrig@t l",u,n,-nattic; and that ac
-nattic; and that ac,c,e,ounts fcr his wisiti
 and that aceounts f,o,c,r his wisitin' that 
unts fcr his wisitin,’,', that @ere ruinet ho
tin' that @ere ruine,d,t," house, ani a-faneyi"
"ere ruinet house, an",d,i, a-faneyin' he heerd
"net house, ani a-fan",c,e,yin' he heerd some o
"house, ani a-faneyin",’,', he heerd some one t
 he heerd some one t,a,n,lk to lim. IIe@s mua
rd some one tnlk to ,h,l,"im. IIe@s mual, depe"
me one tnlk to lim. ,H,I,"Ie@s mual, depend up"
lk to lim. IIe@s mua,d,l,", depend upon it. Th"
"t. That is, if I ain",’,',t cured him.'' t Tm 
f I ain't cured him.,”,',' t Tm of a differen
 ain't cured him.'' ,“I’,t T,m of a different opi
"a different opinion,",”,',' said the Tinker. @
"inker. @And so am I,",”,',"' said Mr. Ginger, w"
"Mr. Ginger, who had ",a,s,pproached unobservel
spproached unobserve,d,l,", and orerheard the "
"ed unobservel, and o",v,r,erheard the greater 
f their di@@@@@se@ @,V,W,"y, @ot c@n you know "
"now about it, Ginger",?”,7',"' ssid the Sandmsn, "
"bout it, Ginger7'' s",a,s,"id the Sandmsn, look"
er7'' ssid the Sandm,a,s,"n, looking up, ovide"
"andmsn, looking up, ",e,o,vidently rather anno
". @I only know this,",”,',"' replied Ginger, ``"
",'' replied Ginger, ",“,`,` that you@'e got@a 
"Ginger, `` that you@",v,',"e got@a good case, a"
"ood case, and if you",’,',"ll let me into it, I"
to make summat of it,.”,",'","' e Vell, I@m agreea"
"ake summat of it,'' ",“,e," Vell, I@m agreeable"
"Vell, I@m agreeable,",”,',' said the Sandman. 
' said the Sandman. ,“,t," Anl so am I,'' adde"
id the Sandman. t An,d,l," so am I,'' added tu"
"dman. t Anl so am I,",”,',' added tue Tinker. 
"l so am I,'' added t",h,u,e Tinker. @Not that 
h regard to wot you@,ve,'o, bin a readin' in hi
 you@'o bin a readin,’,'," in his pspers,'' pu"
n a readin' in his p,a,s,"pers,'' pur@suel Gin"
"adin' in his pspers,",”,',' pur@suel Ginger; `
"is pspers,'' pur@sue",d,l, Ginger; `` tlo gemm
'' pur@suel Ginger; ,“,`,` tlo gemman's evile
ur@suel Ginger; `` t,he,lo, gemman's evilently 
inger; `` tlo gemman,’,',s evilently half-cra
 `` tlo gemman's evi,d,l,"ently half-cracked, "
"f-cracked, if he ain",’,',t erackod altogether
"racked, if he ain't ",c,e,rackod altogether@-u
"d, if he ain't erack",e,o,d altogether@-ut @e'
 erackod altogether@,b,-,ut @e's jist the per
od altogether@-ut @e,’,',s jist the person to
 the person to work ,u,n,pon. Ha fanciee liss
rson to work npon. H,e,a, fanciee lisself imm
work npon. Ha fancie,s,e, lisself immortnl-oe
rk npon. Ha fanciee ,h,l,isself immortnl-oeh 
nciee lisself immort,a,n,"l-oeh 2"""" @Exaetly s"
iee lisself immortnl,—,-,"oeh 2"""" @Exaetly so,"
isself immortnl-oeh ,?”,"2""",""" @Exaetly so,'' rep"
"mmortnl-oeh 2"""" @Exa",c,e,"tly so,'' replicd th"
"oeh 2"""" @Exaetly so,",”,',' replicd thc Tinker
"@Exaetly so,'' repli",e,c,d thc Tinker. 4And l
"tly so,'' replicd th",e,c, Tinker. 4And le als
replicd thc Tinker. ,“,4,And le also fancies 
cd thc Tinker. 4And ,h,l,e also fancies he's 
d le also fancies he,’,',s committed a lot o'
's committed a lot o,’,', murders t pnr@sued 
ted a lot o' murders,?”, t, pnr@sued Ginger. @A
a lot o' murders t p,e,n,r@sued Ginger. @A de
 Ginger. @A desperat,e,o," lot,'' replied the "
"r. @A desperato lot,",”,',' replied the Tinker
replied the Tinker. ,“T,eI,hen he'll be glad to
the Tinker. eIhen he,’,',ll be glad to bny th
n he'll be glad to b,u,n,y thoso papers at an
 be glad to bny thos,e,o, papers at any price
"papers at any price,",”,',' ]said Ginger. AVe@
"ce,'' ]said Ginger. ",“,A,Ve@ll deal v@th him 
vith regard to a dog,—,-,ask a price for its 
or its restitootion.,”,',' e We must find him
its restitootion.'' ,“,e, We must find him ou
" find him out first,",”,',' said the Sandman. 
 the Sandman. @There,’,',s no difficulty in t
" difficulty in that,",”,',' rejoined Ginger. @
rejoined Ginger. @Yo,u,n, must be constantly 
tantly on the look-o,u,n,t. Yon're stre to mc
 on the look-ont. Yo,u’,n',re stre to mcet him 
e look-ont. Yon're s,u,t,re to mcet him some 
nt. Yon're stre to m,e,c,et him some time or 
 some time or other.,”,',"' @That's true,'' re"
me or other.'' @That,’,',"s true,'' repliod th"
"her.'' @That's true,",”,',' repliod the Sandma
"That's true,'' repli",e,o,d the Sandman ; `'an
pliod the Sandman ; ,“,`,'and there's no feur
andman ; `'and there,’,',s no feur of his kno
 `'and there's no fe,a,u,"r of his knowin' ns,"
o feur of his knowin,’,'," ns, for the werry m"
feur of his knowin' ,u,n,"s, for the werry mom"
nocked him on the he,a,n,"d,' :Arter all,'' aa"
cked him on the hend,.”,",'"," :Arter all,'' aaid "
"d him on the hend,' ",“,:,"Arter all,'' aaid th"
"e hend,' :Arter all,",”,',"' aaid the Tinker, '"
"end,' :Arter all,'' ",s,a,"aid the Tinker, '' t"
"'' aaid the Tinker, ",“,',' there's no branch 
"the Tinker, '' there",’,',s no branch o' the p
 there's no branch o,’,', the perfession so s
"rable to you, and th",e,o, beaks is afeerd to 
u. I think I @hall t,u,a,rn dog-fancier mysel
 dog-fancier myself@,”,', @It's a good busine
fancier myself@' @It,’,',"s a good business,''"
"t's a good business,",”,',"' replied Ginger, '`"
",'' replied Ginger, ",“,',` but it requires a 
tion. As I wos sayin,’,',", we gets a high pri"
metimes for restorin,’,'," a fa@ourite, especi"
"e, especially @en @e",’,',va a soft-heartol la
 especially @en @e'v,e,a, a soft-heartol lady
n @e'va a soft-heart,ed,ol, lady to deal with. 
eartol lady to deal ,v,w,ith. There's somo vi
 to deal with. There,’,',s somo vimen as fond
al with. There's som,e,o, vimen as fond o' do
somo vimen as fond o,’,', dogs as o' their ow
as fond o' dogs as o,’,'," their own ehilder, "
ogs as o' their own ,c,e,"hilder, and ven ve g"
nd ven ve gets one o,’,', their precious pets
"ious pets, ve makes ",’,',em ransom it as tho 
 'em ransom it as th,e,o, brigands yo@ see at
the Surrey sarves th,e,c,"ir prisoners, threat"
"risoners, threatenin",’,', to send first an ea
" tail, and so on. @@",l,T,l tell you wot happe
l you wot happened t,’,',other day. Thera wos
ed t'other day. Ther,e,a, wos a lady-n Misc V
ay. Thera wos a lady,—a,-n, Misc Vite-as was de
era wos a lady-n Mis,s,c, Vite-as was despera
s a lady-n Misc Vite,—,-,as was desperate fon
 desperate fond of h,e,o,r dog. It wos s @gly
 of hor dog. It wos ,a,s," @gly warmint, but n"
t no matter for that,—,-,the creater had gain
"mehow or other, I fo",u,n,nd it. She vos in gr
"s in great trouble, ",a,n,nd a friend o' mino 
"uble, nnd a friend o",’,', mino culls to say s
 nnd a friend o' min,e,o, culls to say she ca
d a friend o' mino c,a,u,lls to say she can h
"the dog agin, but sh",e,o, must pay eight ponn
ho must pay eight po,u,n,nd for it. She think
"dear, and a friend o",’,', her own alwises her
 friend o' her own a,d,l,"wises her to wait, s"
"s her to wait, sayin",’,', bettcr ----1 44 ADB
"to wait, sayin' bett",e,c,r ----1 44 ADBIOL. t
iend that if she don,’,',t come down at once 
once the poor animal,’,',s throat @ill be cun
nt that werry night.,”,', @Ha 1-ha 1-ha I'' l
t werry night.' @Ha ,!—,1-,ha 1-ha I'' laughed 
ry night.' @Ha 1-ha ,!—,1-,ha I'' laughed the o
ght.' @Ha 1-ha 1-ha ,!”,I',' laughed the others
"t,@ pursued Ginger; ",“,`,` but about a month 
 takes care this tim,e,o, that I sh'n't repea
 this timo that I sh,a,',n't repeat the trick
his timo that I sh'n,’,',t repeat the trick; 
 her dog safe there.,”,',"' @Oh1t Miss Bailey,"
og safe there.'' @Oh,!,1,"t Miss Bailey, unfor"
nfortin@te Miss Bail,e,o,y 1-Fol-de@riddle-to
rtin@te Miss Bailoy ,!—,1-,Fol-de@riddle-tol-ol
de@riddle-tol-ol-lol,—,-,unfortinate Miss Bai
nfortinate Miss Bail,e,c,yl'' sang the Tinker
ortinate Miss Bailcy,!”,l',' sang the Tinker. @
e Tinker. @But there,’,',s dog-fanciers in Fr
"ciers in France, ain",’,',t thore 7'' asked th
" in France, ain't th",e,o,re 7'' asked tho San
"France, ain't thore ",?”,7',' asked tho Sandman.
t thore 7'' asked th,e,o, Sandman. @Lor' bles
ed tho Sandman. @Lor,’,'," bless 'ee, yes,'' r"
andman. @Lor' bless ,‘,',"ee, yes,'' replied G"
"Lor' bless 'ee, yes,",”,',' replied Ginger; @t
s as many fanciers i,’,'," Fr@nce as here. Vy,"
 a smartish trade wi,’,', them through them f
eign steamers. There,’,',s scarcely a steamer
as le@ves the port o,’,', London but takes ou
 takes out a cargo o,’,', dogs. Voe sells 'em
 o' dogs. Voe sells ,’,',"em to thc stewards, "
 Voe sells 'em to th,e,c," stewards, stokers, "
"stokers, and sailors",—,-,cheap-and no questin
"s, and sailors-cheap",—,-,and no questins aske
imes to Havre. There,’,',s a Mounseer Coqquil
" dogs, and ve takes ",’,',em to him at a house
r Billinsgit market.,”,',' e Then you're alva
illinsgit market.'' ,“,e, Then you're alvays 
market.'' e Then you,’,',re alvays sure o' a 
you're alvays sure o,’,', a ready markot some
sure o' a ready mark,e,o,"t somehow,'' obser@e"
"eady markot somehow,",”,',' obser@ed the Sandm
ser@ed the Sandman. ,“,T,IE DOG-FANCIER. 43 t
"n,@ replied Ginger, ",“,`,`cos the law's so ki
"inger, ``cos the law",’,',"s so kind to ns. Vy,"
he law's so kind to ,u,n,"s. Vy, bless you, a "
"ou, a perliceman can",’,',"t detain us, even if"
 even if h@ knows ve,’,',ve as stolen dog in 
"ur persession, and v",e,o, s@ears it's our own
"on, and vo s@ears it",’,',s our own; and yet h
 our own; and yet he,’,',d stop you in a minn
 a suspicious-lookin,’,', bundle under your a
ifferoence atwixt th,e,o, two perfessions :--
ho two perfessions :,—,-,-I steals a dog-walu
ns :--I steals a dog,—,-,"walue, maybe, fifty "
"e, fifty pound, or p",’,',raps more. E@en if @
raps more. E@en if @,’,T,m catched i' the fac
@en if @Tm catched i,’,', the fact I may get 
", or have six months",’,'," imprisonment; vile,"
"gle, walue three far",d,l,"ens, you'll get seve"
"e three farlens, you",’,',ll get seven years a
