Contexte gauche,Chaîne,Transcription,Contexte droit
ve minutes more agre,e,c,"ably. Besides, you a"
e of the chief—I don,’,',t recollect him orde
 friends. Mr. Trigge,’,',s shop is none of yo
pruce West End hair@,-,T,@@@@@@@@@@@@@@@@@@@@
st Mr. Trigge’s live,-, ,stock may be enumera
 well as a Christian,.,",",” @@@A@@@@@@@@nd now
ression. One cannot ,e,c,arn the appellation 
ds. Such is Mr. Tuff,n,u,"ell Trigge, yclept t"
 time of his introdu,c,e,"tion to the reader, "
. It was about two o,’,',"clock, and Mr. Trigg"
ird screamed forth: ,“,‘,@Pretty dear@!—prett
 dear@!—pretty dear@,!,{,” “Ah! what’s that? 
ty dear@!” “Ah! what,’,',s that? Who is it@?”
 is it@?” cried Trig,g,c,e. “Pretty dear@!—pr
"ing mouth, like that", ,-,"of a baboon, and a g"
“@Pretty dear@!—pret,t,f,y dear!” screamed th
 dear@!—pretty dear!,”,"""", screamed the magpie
reamed the magpie. “,I,T, see nothing pretty 
trange little fellow,!,., It would puzzle the
"arber, unfolded the ",T,Z,"imes newspaper, whic"
 screamed the magpie,.,:," “Is this yours, sir"
reamed the magpie. “,I,T,"s this yours, sir?” "
"er. “@Yes, yes, that",’,',"s my advertisement, "
n occurred. While ey,e,c,"ing the new-comer, W"
While eyeing the new,-, ,"comer, Watts neglect"
"ness,” cried Trigge—",”,‘,"@‘@take care, or I’l"
"—”@‘@take care, or I",’,',ll commit you!’” “D—
D—n Judge Learmouth@,!,{,” cried the gentlema
"If I were a judge, I",’,',d hang such a carele
"ir,” cried Watts. “I",’,',ll rectify you in a 
ject in coming to me,?,",", as the great convey
ed the little man. “,I,T,t was in Queen Anne’
It was in Queen Anne,’,',s time.” “@Perhaps y
"rn, my little Nestor",?,",",” cried Mr. Trigge. 
"e barber, with a sne",e,c,"r. “@I did,” replied"
"er, with a sneer. “@",I,T," did,” replied the l"
ls would observe.” “,I,T, hope I may suit you
id the little man. “,I,T, don’t think you wil
plied Mr. Trigge@; “,I,T, don’t think you wil
 Barber of London? I,’,',m as proud of that t
 title as if I were—,—, ,” “Lord Chancellor@!
"hancellor.” “Well, I",’,',"m sorry for it,” sai"
" shop. “@Why, sir, I",’,',ve had many names in
"he gentleman, “and I",’,',ll see what can be d
the First Quarter@ I,n,w, spite of his resolu
onsiderable marriage, ,-,portion. For the las
" Ebba,” he replied. ",“,‘,@But my spirits are 
ess this evening.” “,I,T, never felt so happy
sun has set@!—And se,e,c,", yonder hangs the c"
 her first quarter@!,”,""""," cried Auriol, in a "
unless you aid me.” ,“,T,@@@@@@@@I’@@@@@@@@@@
 aid me.” “@@@@@@@@I,’,N,@@@@@@@@@@@@@@@@@@@@
" oh, release me@!” “",I,T,n a few moments the 
owards the abbey.” “,I,T,t is in vain to stru
e direction proposed,.,",", Ebba continued to t
nd?” cried Auriol. “,I,T,t was nothing but th
ought you to me.” “@,I,T,t is false!” cried A
lse!” cried Auriol. ,“,‘,@I never will yield 
l. You have not made, ,',a compact with this 
plied the stranger; ,“,‘,@and by that compact
instantly @stifled. ,“,-,@You shall not go!” 
all not go!” cried A,u,n,"riol, seizing him. “"
you wholly.” “@Fool!,”,""""," cried the stranger,"
words are fulfilled@,!,|,” @@@@A@@@@@@@@nd he
e! what a noble stat,u,n,"e that is, Morse!” c"
"ftus, gazing at it. ",“,‘,The horse is magnifi
vely magnificent.” “,I,T, recollect when the 
he time of the Prote,c,e,torate.” “@You canno
eedless of the other,’,',s remark. “@It was m
ct was beautiful.” “,I,T,t must have been cha
n in Oliver Cromwell,’,',s time!” “I can tell
iver Cromwell’s time,!,.,” “I can tell you ho
 Cromwell’s time!” “,I,T, can tell you how th
"633, was ordered by ",P,p,arliament to be sold
"rs, being a sta@nch ",R,r,"oyalist, though he d"
 But how to dispose ,o,e,f it was the difficu
se of it was the dif,f,i,iculty? He could tru
he Cavaliers bought ,’,‘,em as memorials of t
 got back his outlay,.,",",” “@Ha! ha! ha!” lau
 done a noble action,.,",", But let us go and e
"et-porter, a butcher",’,',"s apprentice, an old"
If they ain’t green ,‘,’,"uns, I’m done.” “Old"
@@@@@@@@@ “Plesh ma ,‘,’,"art,” cried the Jew,"
inks they sees?” “I’,l,T,"l tell ‘ee, master,”"
y sees?” “I’ll tell ,‘,',"ee, master,” rejoine"
rejoined the butcher,’,',s apprentice@; “they
s apprentice@; “they,’,',re a tryin’ vich on 
n’ vich on ’em can s,e,c,e farthest into a mi
"ou get, the more you",’,',ll admire it.” “@Qui
orse had spoken; “it,’,',ll bear the closest 
osest inspection.” “,I,T," say, Ned,” observed"
 See what it is.” “I,’,T,m afraid o’ spikin’ 
"ive us a lift, and I",’,',ll try.” “@Wot are y
"er; “come down, or I",’,',ll send the perlice 
ious guys these is@!,”,"""", cried a ragamuffin 
" off the post, and s",e,c,t Tartar at him. Her
n Irish bricklayer; ,“,‘,don’t you see they’r
 “don’t you see they,’,',re only two paiceabl
hey’re only two paic,e,c,able antiquaries.” @
vil seize you for a ,c,e,areless wagabone! Wh
’t you look where ye,’,',"re goin’, and not dh"
ries be hanged! what,’,',s such warmint to me
n@ furiously. @“@You,’,',ve destroyed my day’
’ve destroyed my day,’,',"s market, and bad lu"
tured bricklayer; “I,’,',ll make it up t’ye. 
; “I’ll make it up t,’,',ye. Pick up your app
f the craiter if you,’,',ll come along wid me
"ving Loftus, cried@—",“, ,"Why, brother-in-law,"
hout turning round. ,“,‘,Horace Walpole said 
 him by the shoulder,;,",", “but don’t you see 
ou see the crowd you,’,',re collecting round 
cting round you? You,’,',ll be mobbed present
". “Come along, and I",’,',"ll tell you,” replie"
sely behind them. “I,’,',m so glad to have me
ar of the mob; “@you,’,',ll be shocked to hea
 the mob; “@you’ll b,e,o, shocked to hear wha
"to your niece, Ebba.",”,*," “@Why, what has hap"
it at once. I hate t,o,e, be kept in suspense
eplied Thorneycroft—,“,*,@left her old indulg
us. “@Impossible! I’,l,T,l not believe it—eve
iar circumstances.” ,“,T,@@@@@@@@@@@@@@@@@I@@
interposed Morse. “I,’,',ve known him these t
ars.” “@Eh day@! who,’,',s this?” cried Thorn
"t,” replied Loftus. ",“,‘,He fancies he was bo
Elizabeth’s time.” “,I,T,"t’s no fancy,” cried"
ed with Auriol Darcy,’,',s history. He drank 
lixir as myself.” “@,I,T,"f you know him, can "
sked Thorneycroft. “,I,T," am sorry I cannot,”"
black cloak.” “@What,’,',s that you say?” cri
neycroft@ quickly. “,I,T, have heard Ebba spe
me mysterious connec,t,x,ion with Auriol. I h
er disappearance.” “,I,T, shouldn’t wonder if
earance.” “I shouldn,’,',"t wonder if he had,”"
black gentleman to b,e,h,——” “@What@!—who@?” 
ur news is good.” “@,I,J," wish it wos better,"
er@ gravely@; “but I,’,',m afeerd she’s in we
", Old Parr, that ain",’,',t you?” cried Ginger
of my daughter?” cri,e,c,d Thorneycroft@; “wh
"r,” replied Ginger, ",“,‘,@for my heart bleeds
cried Thorneycroft. ,“,T,@@@@@@@@@@@@@@@@@@N@
",” replied Ginger@; ",“,‘,I thought him quite 
erent at first—but I,’,',ve altered my mind e
 alarm me greatly by, ,-,"these dark hints,” c"
 is to be done@?” “@,I,T, shall know in a few
lied Ginger. “@I ain,’,',t got the exact clue
me to me at eleven o,’,',"clock to-night, at t"
"editch Church, and I",’,',ll put you on the ri
"h Church, and I’ll p",u,e,t you on the right s
 must come alone.” “,I,T, should wish this ge
eycroft. “@He couldn,’,',"t help you,” replied"
"you,” replied Ginger",.,",", “I’ll take care to 
” replied Ginger. “I,’,',ll take care to have
ty of assistance. It,’,',s a dangerous bus’ne
 he’d object to any ,v,y,on but you. To-night
"ght, at eleven! Good",-, ,"bye, Old Parr. Ve sh"
"! Good-bye, Old Parr",.,",", Ve shall meet again
"s a tall, powerfully", ,-,"built man, wrapped i"
"You are punctual, Mr",.,","," Thorneycroft,” said"
t the table; “@and I,’,',"m happy to say, I’ve"
" I’m happy to say, I",’,',ve arranged everythi
 and a dangerous bus,’,',"ness, and there’s no"
" bus’ness, and there",’,',s no knowin’ wot may
n’ your darter.” “@Y,e,o,"s, it’s your only ch"
@@@@@@@@@@@@@@@@“@Ve,’,',re about to risk our
rtionate revard.” “@,I,T,f you enable me to r
the iron-merchant. “,I,T, must have a hundred
 said the Sandman. “,I,T,@ shall take nuffin’
remarked Ginger. “@I,’,',m sworn champion o’ 
@and the sooner we s,e,c,t out the better.” “
"“@All right, then—ve",’,',ve all got pops and 
rape. “@Who is this@,?,!,” he demanded with s
” said Thorneycroft@,.,1,@ “@@@@@@I@@@ @@will
aid Thorneycroft@.@ ,“,1,@@@@@@I@@@ @@will te
l not divulge it.” “,I,T," give it,” replied t"
de you where your da,u,n,ghter is detained.” 
d Mr. Thorneycroft; ,“,‘,but your proceedings
"d, the door was open",e,c,"d, and Mr. Thorneycr"
ed from Thorneycroft,’,',"s eyes, and he found"
 your resolution.” “,I,J," will deliver her, o"
llowed by the others,.,",", Chapter 12@ The Cha
y the others. Chapte,r,:, 12@ The Chamber of 
hamber of Mystery@ W,e,E, shall now return to
"agger, with a richly", ,-,"wrought hilt, was st"
se stood a curiously, ,-,carved ebony chair. 
" anon,” he replied. ",“,‘,"@Meanwhile, seat you"
"aper,” he cried@ imp",e,o,riously. Ebba glance
e cried@ imperiously,.,",", Ebba glanced at the
assed over her frame,.,","," “@By this,” she cri"
lied the stranger. “,I,T, have committed no c
he chamber with stup,e,i,fying fragrance. Aga
ir hands were crosse,d,a, upon their breasts.
"n black, hooded and ",v,y,"eiled, and having th"
 breasts. Slowly and, ,_,noiselessly advancin
the second figure. “,I,T,s that a crime?” cri
he curtain exclaimed,",",—," “@Sign, or Auriol i"
is lost for ever.” “,I,T, cannot yield my sou
Ebba@ distractedly. ,“,«,@Witness his chastis
" this fiend, Ebba@@!",”,""""," cried Auriol, gazin"
",” cried the voice; ",“,‘,"and, as he is immort"
nity of torture.”@ “,I,T," cannot save him so,"
n a voice of despair,.,",", “Is it you?”@@@@@@@
"ard, and saw that th",e,o, name inscribed ther
d thereon was Ebba T,h,u,orneycroft. The groa
 was Ebba Thorneycro,f,r,t. The groan to whic
 brought forth. Cha@,p,O,@@@@@@@@@@@@@@@@@@@@
@@@@@ter@@@@@@@@@@@ ,1,I,@ The Tomb of the Ro
"frightful excesses, ",w,W,hile his dark gleami
bed with the name “C,y,p,prianus de Rougemont
h the name “Cyprianu,s,g," de Rougemont, Fra. "
 thus addressed it: ,“,T,@@@@@@@@@@@@@@@@@@@@
minati—and didst pen,e,c,trate the mysteries 
rance to my ancestor,’,',"s tomb,” cried Rouge"
owing inscription@: ,“,2,@POST C.C.L. ANNOS P
cription@: “@POST C.,C,0,".L. ANNOS PATEBO, 15"
ption@: “@POST C.C.L,.,","," ANNOS PATEBO, 1550."
casion for the devil,’,',s interference. And 
y is in the lock. So,!,l,"” And he turned it, "
"e workmanship, both ",e,i,ncrusted with gems. 
s mihi sepulcrum fec,i,t,".” “@Here, then, old"
"ll his strength, spe",e,c,dily raised the frag
" the brain, and crea",t,l,es maddening fancies
ft.” Ch@apt@er@@@@@ ,2,I,@@ The Compact@ Abou
@ 2@@ The Compact@ A,b,s,ou@t two months afte
2@@ The Compact@ Abo,u,v,@t two months after 
 from a prison@?” “@,I,J," will do all this, a"
ood to bear them.” “,I,T," am not jesting,” re"
ned into Saint James,’,',"s Square, and paused"
one Auriol exclaimed,",",—, “@Is it to mock me 
", filling the cup. “",I,T,"t is a strange, bewi"
"nk,” cried Auriol, s",e,c,tting down the empty
l be better anon.” “,I,T, feel as if I were g
ir you once quaffed—,e,c,h@?” “A truce to thi
illery@!” cried Auri,o,c,l@ angrily. “I have 
d Auriol@ angrily. “,I,1, have said I am in n
 no mood to bear it@,.,?,” “@Pshaw! I mean no
"ol, gazing around. “",I,T, envy you its posses
u its possession.” “,I,T,"t shall be yours, if"
rials were placed. “,I,T,t were a fruitless b
"it down,” he added, ",“,‘,@and read this.” Aur
“Then you are the Fi,e,c,nd?” he cried. “If y
" knew,” cried Auriol",.,",", “@Avaunt! I will ha
dealings with you.” ,“,1,@@@@@@I@@@ @@@though
rejoined the other. ,“,‘,Granting even your s
ghtfully@; “@@but ye,t,p,——” “@Pshaw!” rejoin
y on the document. “,I,J,@ shall bring eterna
"self if I sign it,” ",h,f,e muttered. “@A stro
 rang in his ears. “,I,T,@ repent—give it me 
@@@@@@@@@@@@@@@@@@@“,I,T,t is too late@!” cri
back on the couch. “,I,T,@ leave you in posse
than life to you?” “,I,T,t is because she lov
"I have chosen her,” ",r,T,"ejoined Rougemont, w"
rn this day week.” “,I,T,f he comes I will no
” replied the porter,",",., staring with surpri
s. I am indeed lost@,!,1,” C@hapt@@@@@@@@er @
I am indeed lost@!” ,C,;,@hapt@@@@@@@@er @3@ 
Irre@solution@@@@@ O,n,x, returning to the ca
"light, he exclaimed—",“,*,"@Yes, yes—all obstac"
y checking himself@—,“, ,"worse than mad, to i"
"tion! If it be man, ",I,T, am scarcely less te
rribly fettered. In ,e,c,"ither case, I will n"
upon him to stay. “@,I,T,t will be in vain to
 around@ furiously. ,“,‘,"@Show yourself, that"
iol@ imploringly. “@,I,T,t was signed in igno
 replied the voice. ,“,‘,"@You are only, there"
 forward and tried t,o,w, crush the reptile w
 @@@@Edith Talbot@ I,t,r, was late when Aurio
 gone out about half,-, ,an-hour ago. Auriol 
ne out about half-an,-, ,hour ago. Auriol loo
"unamiable person, Mr",.,",", Talbot was entirely
tion that the connec,t,x,ion would be very un
ith his young friend,’,',"s request, but he wa"
n under three days. ,“,‘,@@But we can be marr
 with him at seven o,’,',"clock. Auriol, it ne"
"softness, and her te",e,c,th like ranges of pe
pursued Auriol@; “@b,u,a,t I wish an earlier 
"iol,” she replied. “",I,T," confess it,” he sai"
e said; “and my appr,e,c,hensions have risen 
 cannot urge me to i,t,l,. I would not abuse 
 the best assurance ,I,{, can give you that I
 the old gentleman w,a,e,"s in high spirits, a"
!” exclaimed Edith. ,“,‘,"@Now, Auriol, you ca"
 more apprehensions@,.,!,” @@@@@@@@@@@@@@@“@A
?” remarked Edith. “,I,T, hope you have not i
". “@Why, one shouldn",’,',t believe all the il
", and, to Mr. Talbot",’,',"s great delight, and"
revent his intrusion,.,",", Cha@pter@@@ 5@@ The
rusion. Cha@pter@@@ ,5,V,@@ The Seventh Night
The Seventh Night@ I,t,r, was a delicious mor
ght he could now bil,l,d, defiance to fate. W
e splendour to his f,e,é,te. It was in all re
 with tenderness@; “,I,T, long to be alone wi
t was now impossible,.,",", “@You thought to de
im.” “@Mr. Rougemont,!,",",” cried Edith. “@You
ad approached Auriol,",",., “I came to bid you 
" approached Auriol, ",“,‘,I came to bid you go
"pproached Auriol, “I", ,-,came to bid you good
ice of distraction. ,“,‘,I heard that Cyprian
ied Auriol@ wildly. ,“,‘,@Would I could yield
@@@@@@@@@@@@@@@@@@@o,f,o,@ the I@@@nte@@@@rme
@@@@@@@@@@@@of@ the ,I,S,@@@nte@@@@rmean Chap
f@ the I@@@nte@@@@rm,e,i,an Chapte@@r@@ 1 The
@@rmean Chapte@@r@@ ,1,L, The Cell@ Mr. Thorn
@@ 1 The Cell@ Mr. T,h,u,orneycroft and his c
1 The Cell@ Mr. Thor,n,y,eycroft and his comp
orded light enough t,o,e, reveal the dilapida
nd any one here@?” “,I,T," hardly know,” repli"
 replied the other. ,“,‘,That bell may have g
g trepidation. “That,’,',"s impossible to say,"
ks@ sternly. “Oh! ve,’,',"ll take care on you,"
h! ve’ll take care o,n,f," you, don’t be afeer"
"id Ginger. “@Yes, ve",’,',"ll take care on you,"
", sir,” said Reeks. ",“,‘,@Before we explore t
 is up-stairs.” “Wot,’,',s that you say about
eks. @@@@@@@@@@@@@@“,I,T, have no friend here
"staken,” rejoined Re",e,c,ks. “I have come wit
o her@?” demanded Re,e,c,ks. “@She is in the 
"r,” rejoined Reeks. ",“,‘,She may yet be saved
ed! how?” cried Auri,o,u,l. “@All is over.” “
"r again,” said Reeks",.,",", “Who are you who gi
"again,” said Reeks. ",“,«,Who are you who give
"ness,” said Auriol. ",“,1,@@@@@@I@@@@@@ have n
pproaches.” Chapter ,2,., The Enchanted Chair
impatiently; “@I don,’,',t like a man stayin’
"@@@@@@@@@@@self, sir",.,",", Ve’ll only jist giv
"@@@@@@@self, sir. Ve",’,',ll only jist giv’ a 
"ok about us, and the",n,f, come back.” “@Stay 
neycroft@ angrily. “,I,T, won’t be left. Stay
oft@ angrily. “I won,’,',t be left. Stay wher
at the others. @“@Ve,’,',ve no vish to dis@@@
"@obleege you, sir. I",’,',ll only jist peep ou
t’s locked@!” “@What,’,',s locked@?” cried Th
ied the Tinker. “@Ve,’,',re prisoners.” “@O@@
an agony of fright. ,“,‘,@What will become of
 terror into fury. “,I,T," see how it is,” he "
"he spoke, he levelle",d,a, a pistol at the Tin
 head with his hands,.,",", @“@You’re a-labouri
th his hands. @“@You,’,',re a-labourin’ under
s hands. @“@You’re a,-, ,labourin’ under a mi
",@@@@@@@@@@@@@@ and ",v,y,ait a bit. I dessay 
"l come back, and it ",v,y,on’t do no good gett
 a haunted house.” “,I,T,’ve been in many muc
"’t come back soon, I",’,',ll bust open the doo
wittles@?” “I wouldn,’,',t touch ’em for the 
’ his supper here? I,’,',ll jist finish it fo
him.” “@Vith all my ,‘,’,"art,” said the Tinke"
 Mr. Thorneycroft. “,I,J,@ agree with your co
 be poisoned.” “Oh! ,I,J," ain’t afeerd,” crie"
 vorse for it!” “@He,’,',"s gettin’ svipy,” sa"
said the Tinker. “I ,v,y,onder vether it’s re
; “let him alone.” “,I,T," must taste it,” sai"
ist the temptation. ,“,‘,"Here, give us a glas"
ing it to him. “@You,’,',d better be perwaile
“I gives that toast ,‘,’,cos they’re alvays s
that toast ‘cos they,’,',re alvays so kind to
"@@ laughing, “@but I",’,',ll relate a circumst
rcumstance to you as,’,',ll prove that woteve
h it properly. There,’,',s a gent livin’ not 
dred miles from Pall, ,-,"Mall, as the noospap"
" wallerable to him, ",‘,*,cos it wos a favouri
"soon as he expects, ",‘,’,cos he don’t offer e
"an agent, Mr. Simpki",n,a,"s, in the Edger Road"
u some days ago. You,’,',ve com’d about that 
days ago. You’ve com,’,',d about that ere Sco
 Scotch terrier. You,’,',ve got a wallable gr
nd. A man told me he,’,',d have that afore lo
"the gent stare, Mr. ",S,8,". adds, ‘@Vel, I’ll "
"r. S. adds, ‘@Vel, I",’,',ll tell you wot you 
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin’
m a precious sight o,’,', trouble in gettin’ 
 the gent@ angrily—@,‘,“,and what has it give
@@@@@@@@@@@@@@hanged,!,?, I shall pay no such
” replied Ginger. “I,’,T,d shoot the ruffian 
" dog of mine so, if ",I,1, caught him!” cried 
ads a report i’ the ,T,Z,imes noospaper that 
oes there in search ,o,0,"’ his favourite, and"
" give it up to him, ",‘,’,cos the superintende
o be made von. I von,’,',t listen to statemen
"u tvig that, sir?” “",I,J,"@ do, indeed,” said "
rom the bench.” “You,’,',re right to say drop
",” laughed Ginger. “",I,T, told you the beaks 
’t come to me. I can,’,',t help you.’ And he 
t help you.’ And he ,v,y,ouldn’@t if he could
fancier’s friend.” “,I,T,"t looks like it, I m"
t to be protected.” ,“,T,@@@@@@@@@@@@@@@@I’@@
” “@@@@@@@@@@@@@@@@I,’,R,@@@@@@@@@@m quite sa
"state of the law,” s",a,u,id Ginger; “here’s t
” said Ginger; “here,’,',s the vorthy beak! I
s the vorthy beak! I,’,',ll drink his health 
time.” “@Halloa! wot,’,',s that?” cried the T
andman; “a strange s,o,a,rt o’ rumblin’ sound
"ale, and trembling. ",“,‘,It sounds as if some
d round their ankles,.,","," Thus fixed, they st"
"m of the sea, and ha",v,y,ing round eyelet-hol
was Old Parr.” “@You,’,',"re near the mark,” r"
?” inquired Ginger. ,“,‘,@Ven I see you this 
ce of Mr. Loftus.” “,I,T,’ve got a new master
is head. “@You haven,’,',"t sold yourself, lik"
"be plain with you, I",’,',ve no desire to rema
in my present master,’,',s service.” “@I don’
aster’s service.” “@,I,T, don’t like to ask t
’s service.” “@I don,’,',t like to ask the qu
is he—hem@!—the—the—,—, ,"” “@The devil, you w"
one’s bones. Then we,’,',re in your master’s 
we’re in your master,’,',s power@?” “@Very li
s to me.” “O@ Lord! ,O,o,@ Lord!” groaned Gin
” groaned Ginger; “I,’,',ll repent. I’ll beco
er; “I’ll repent. I’,l,T,l become a reformed 
eformed character. I,’,',ll never steal dogs 
eal dogs no more.” “,I,T,"n that case, there m"
" Come with me, and I",’,',ll try and get you o
" Old Parr. “No, that",’,',"ll never do,” cried "
" do,” cried Ginger. ",“,‘,@Ve’re all in the sa
"e the devil, but you",’,',re mortal; and if yo
"er my companions, I’",l,T,l squeege your windp
pipe for you.” “That,’,',s not the way to ind
eel out of the other,’,',s gripe. “@Now get o
", if you can.” “@Don",’,',"t be angry,” cried G"
 seeing the mistake ,h,l,"@e had committed, an"
"bber, wot of her?” “",I,T," can’t say,” rejoine"
 rejoined Old Parr. ,“,‘,@I can only speak to
ok of horror. “@That,’,',"s a secret,” replied"
arf@ mysteriously@; ,“,‘,and I’m bound by a t
ysteriously@; “and I,’,',m bound by a terribl
to disclose it.” “I’,l,T,l have it out of you
n’t help @thinkin’ I,’,',ve got a terrible fi
@“@You know what you,’,',re about now.” “@Not
 you’re about now.” ,“,*,"@Not exactly,” said "
er complied. Chapte@,r,P,@@@@@@ 3@@ @@@@Gerar
ied. Chapte@r@@@@@@ ,3,1,@@ @@@@Gerard Paston
@@@Gerard Paston@ Be,f,r,"ore the chair, in wh"
to the iron-merchant,’,',s cries and entreati
" terror, the poor ir",o,u,n-merchant threw him
ew himself at the fe,e,c,"t of Rougemont, who,"
"gnant triumph, cried",—,",", “You have come to s
“You have come to se,e,c,k your daughter. Beh
 “@Ebba!” he cried@—,“,*,@Ebba@!” But she app
emained immovable. “,I,T, told you you should
old you you should s,e,c,"e her,” replied Roug"
cried Thorneycroft. ,“,‘,"Come to me, Ebba!—co"
k of her. You will s,e,c,"e her no more.” And,"
"m, then,” replied Ro",u,n,gemont. “@But before
h other piteously. “,O,Q,"h, Mr. Thorneycroft,"
 in astonishment. “@,I,T,"t is true,” said Rou"
",” said Rougemont. “",I,T, would have saved he
 a derisive laugh. “,I,J,@ would have given m
cried Thorneycroft. ,“,‘,@Merciless wretch!” 
o tie me to life.” “,I,J, would have the mise
” exclaimed Auriol. ,“,‘,@A word before we pa
@@@@@@@@@@@@@. @@@@“,I,T,", Gerard Paston@!” e"
ol in either hand. “,I,T,"s it you, Gerard Pas"
 second victim@!” “@,I,T,"t is,” replied the o"
 replied the other. ,“,‘,@Your deliverance is
 share his fate.” “@,I,T, am not to be intimi
can injure me.” “@Ve,’,',ll try that!” cried 
h a derisive laugh. ,“,1,@@@@@@I@@@@@@@t must
"ger, running off. “@",I,T," will try mine,” sai"
d his arms. Chapter ,4,., The Pit@ So bewilde
ents@; “I hope there,’,',s no chance of it.” 
d Old Parr. “@If you,’,',"re taken, you’ll sha"
"If you’re taken, you",’,',ll share Auriol’s fa
the iron-merchant. “,I,T," declare, you fright"
along the passage. “,I,T, can’t stir another 
"for ever, if you don",’,',t get out of this ac
aid. “I give it up—I,’,T,ll die here@!” “@No—
. Thorneycroft.” “I’,l,T,"l try,” replied the "
into this place@!” “,I,«,@@t’s too late to th
is passage leads to@,?,2,” “@Don’t you know@?
?” “@Don’t you know@,?,2,” inquired the iron-
matter.” “@You haven,’,',t told me how you ca
rved Thorneycroft. “,I,T," hardly know myself,"
passage twists about,!,., I declare we seem t
hing out his hand. “,I,T, feel ’em. Lord have
r of the Evil One!” ,“,«,@The place seems on 
Thorneycroft@?” “Don,’,',t I!—to be sure I do
dow open. Oh!—oh!@—I,’,',m choking@!” “Don’t 
out of the smoke.” “,I,T," can’t stand it,” cr"
"e on, I tell you—you",’,',ll get some fresh ai
 Parr. “@Halloa! how,’,',s this? No outlet. W
 this? No outlet. We,’,',re come to a dead st
 iron-merchant. “@We,’,',ve come to that long
claimed Thorneycroft,.,",", “Then we’re entombe
orneycroft. “Then we,’,',re entombed alive.” 
re entombed alive.” ,“,T,"@@ @I@@ @@@@@@@am,” "
"ce. “@As to you, you",’,',ve the comfort of kn
omfort of knowing it,’,',ll soon be over with
 can harm me.” “@Don,’,',t be too sure of tha
he iron-merchant. “I,’,',m suffocating—help t
t had just spoken. “,I,T,t’s Rougemont himsel
he unseen speaker. “,I,T, want you. I have mo
 you to do.” “@I won,’,',t leave Mr. Thorneyc
 dwarf@ resolutely. ,“,‘,I’ve promised to pre
warf@ resolutely. “I,’,',ve promised to prese
" preserve him, and I",’,',ll keep my word.” “@
creamed Old Parr. “I,’,',m going up again—lay
e little fellow was ,c,1,@@@@@@@@@@@@arried o
the Tinker exclaimed,—,","," “Vy, bless my ‘art,"
"s my ‘art, if it ain",’,',t Mister Thorneycrof
 the iron-merchant. ,“,‘,@Who’s that you’ve g
iron-merchant. “@Who,’,',s that you’ve got wi
nt. “@Who’s that you,’,',ve got with you@?” “
ther@ gruffly. @“@Ve,’,',ve set ourselves fre
hant@ breathlessly. ,“,‘,@Have @@@@@@@@@@@@@y
? Take me to@ her.” ,“,«,"@Not so fast, old ge"
eep of a nice young ,‘,’,ooman.” “Oh! it must
" get to her, I tell ",‘,’,"ee,” replied the Tin"
"inker, “@but not que",v,r,ite so easily done. 
roaned Thorney@croft,.,",", @“@We’re watched on
Thorney@croft. @“@We,’,',re watched on all si
nts of alarm. “@What,’,',s the matter? What n
ed the iron-merchant,.,","," “@Look up, I say,” "
 cried the Sandman. ,“,‘,"@Don’t ye see, Tinke"
d the Sandman. “@Don,’,',"t ye see, Tinker@?” "
min’ in upon us. Let,’,',s get out o’ this as
n us. Let’s get out ,o,0,’ this as fast as ve
them in it. Chapter ,5,., New Perplexities@ F
rnamented with death,’,',s-heads and cross-bo
d features. His dark,-, ,brown hair hung abou
vacancy—if that can ,h,b,e called vacancy@ wh
fashion of Elizabeth,’,',s days. After remain
is mean?” he cried. ,“,‘,@Have I endured a lo
"d, with a shudder; “",I,T,@ have been mad—perh
 I have laboured.” “,I,J, will act upon that 
r? But I am mad—mad@,!,|,” The listener laugh
d@!” The listener la,u,n,ghed to himself. “@H
he fabled elixir vit,æ,e,"? And yet, is it a f"
r I am puzzled still,.,",", Methinks I am old—o
suppressed fit of la,u,n,ghter. “@Would I cou
d to hope this@!” “@,I,T, must interrupt him 
"” cried Auriol, stup",e,i,fied with astonishme
"d Auriol, stupefied ",w,v,ith astonishment; “i
 “Then I am mad.” “@,I,T,t’s plain your reaso
her. “@And you are——,”,""""," “@Your keeper,” rep"
 replied Rougemont. ,“,‘,@But she is a mere c
d the cell. Chapter ,6,L, Doctor Lamb Again@ 
 the ground. The new,-, ,comer kicked it to a
ich I now repent.” “,I,T, dare not trust you.
e met a mischief.” “,I,T,@ have no recollecti
ly take me forth.” “,I,T, came for that purpo
n Auriol complied. “,I,T,t seems to me rather
ten Auriol’s chain. ,“,‘,"@Now then, come with"
 people in Elizabeth,’,',"s reign, and wore a "
mind how or where. “,I,T,s your master a-bed@
on!” cried Auriol. “,I,T,"n sooth are you, you"
dson goes up to him@,?,2,"” said the latter, a"
 delusion. He was ar,o,c,used at length by th
"e we go,” cried Auri",o,c,"l, seizing his arm. "
"go,” cried Auriol, s",e,c,izing his arm. @@@@@
r?” said the dwarf. ,“,‘,"Oh, he is within cal"
 that well-nigh stup,e,i,fied Auriol. It was 
ve two centuries ago,.,",", The floor was strew
ts term it. So you a,r,«,"e@ better, your keep"
o me a mischief.” “@,I,T, have no such intent
s this real@?” “@You, ,-,"are not deceived, my"
reak the silence. “@,I,T, should feel perfect
uctures of Elizabeth,’,',s time. He persuaded
