Contexte gauche,Chaîne,Contexte droit
ster—hem@!—is he—hem, ,!—the—the——”@@ “The 
", with a sh@udder; “", ,it makes the flesh c
 your master’s power, ,"?”@ “Very like it,”@"
 replied Old Parr. “, ,And there ain’t no c
hance o’ deliverance, ,?” “None that occurs
al dogs no more.”@ “, ,"In that case, there "
 become of the other, ,s?” demanded Ginger.
to conciliate him; “, ,I only meant to frig
Auriol Darcy is here, ,"?” “@Yes, he is, and"
l Darcy is here@?” “, ,"Yes, he is, and a cl"
"ss Ebber, wot of her", ,"?”@ “I can’t say,”@ "
 a look of horror. “, ,"That’s a secret,”@ r"
creamed the dwarf. “, ,You know what you’re
o’ this cursed place, ,!”@ “@@You shouldn’t
ba!”@ he cried—“Ebba, ,!” But she appeared 
ned away from him. “, ,What ails her?”@ cri
 agonised f@ather. “, ,Ebba! Ebba!” “@Call 
er. “@Ebba! Ebba!” “, ,"Call louder,”@ said "
"t. “Come to me, Ebba", ,!—come to your fathe
@ cried Rougemont. “, ,Will you depart in p
" you, accursed being", ,!”@ cried Thorneycro
”@ “@@@@@@@@@@@@@You, ,!” exclaimed the iro
hes—but in vain.”@ “, ,Oh@!”@ ejaculated Th
—but in vain.”@ “@Oh, ,!”@ ejaculated Thorn
t. “Merciless wretch, ,"!”@ he added, to Rou"
"ded, to Rougemont, “", ,fiend—whatever you a
 him no more.” “Hold, ,!”@ exclaimed Auriol
 exclaimed Auriol. “, ,A word before we par
 of the passage. “Ha, ,!—who speaks@?” dema
ge. “Ha@!—who speaks, ,?” demanded Rougemon
"@@@@I, Gerard Paston", ,"!”@ exclaimed Reeks,"
"ra, my second victim", ,"!” “It is,”@ replied"
"netrate here, Gerard", ,"?” cried Rougemont, "
 ground with rage. “, ,"Re@collect, you are "
ound with rage. “@Re, ,"collect, you are bou"
 a scornful laugh. “, ,You have employed yo
istols at him. “Fire, ,"!” cried Rougemont, "
@t must be the devil, ,"!” cried Ginger, run"
he rest of your life, ,"?” “Certainly not,” "
ing his movements; “, ,I hope there’s no ch
 accursed place.”@ “, ,She is lost for ever
"aught,”@ he cried, “", ,and then woe to both
t up—@@I’ll die here, ,!”@ “@No—we are save
@I’ll die here@!”@ “, ,"No—we are saved,”@ c"
"n it,—“@@saved—saved", ,"!” As he spoke, he p"
parently withdrew. “, ,They are gone by som
 moment to listen; “, ,"come on, Mr. Thorney"
rejoined Old Parr. “, ,Take care and keep n
to?” “Don’t you know, ,?”@ inquired the iro
"ves,”@ cried Thorney", ,"croft, in an agony o"
ng. Oh dear! oh dear, ,"!” “@@@@@@@@@Why, it"
hing and sneezing. “, ,I feel as if I were 
 Oh!—oh!—I’m choking, ,"!”@ “@Don’t mind it,"
h!—I’m choking@!”@ “, ,"Don’t mind it,”@ cri"
ft; “I shall die. Oh, ,! poah—pish—puff!” “
rejoined Old Parr. “, ,Halloa! how’s this? 
"@ “Dead stop, indeed", ,!”@ echoed the iron-
ifficulty has arisen, ,?” “Merely that the 
ld Parr. “Blocked up, ,!”@ exclaimed Thorne
@ asked the dwarf. “, ,"N-o-o—not I,”@ gaspe"
p my word.”@ “@@Fool, ,!”@ cried the other.
 drew him upwards. “, ,"Lay hold of me, Mr. "
 you’ve got with you, ,"?”@ “@Vy, who should"
into the bargin.”@ “, ,"Yes, ve’ve found it "
t have you found out, ,?”@ cried the iron-m
 Take me to her.”@ “, ,"Not so fast, old gen"
joined the Tinker. “, ,Ve ain’t sure as ‘ow
 young ‘ooman.”@ “Oh, ,! it must be her—no 
the iron-merchant. “, ,Where is she? Take m
t the door arter you, ,"?”@ “Not I,” replied"
self on t’other side, ,!” “Some one must ha
ed on all sides.”@ “, ,"Ay, and from above, "
cried the Sandman. “, ,Look up there@!”@ he
man. “@Look up there, ,"!”@ he added, in acc"
"on’t ye see, Tinker?", ,"”@@@@@ “@@@@@@@@@Ay,"
 Elizabeth’s time. “, ,What can this mean@?
“@What can this mean, ,?”@ he cried. “Have 
I have been dreaming, ,—@and what a dream i
 a dream it has been, ,!—what @strange glim
"ed aloud with joy, “", ,This is proof enough
and exulting gaze. “, ,"And yet, why am I he"
"d yet, why am I here", ,"?”@ pursued Auriol, "
"l, looking around. “", ,"Ah! I see how it is,"
ar? But I am mad—mad, ,!” The listener laug
he Second’s time. Ha, ,!—who told me of Cha
Fourth. Oh! I am mad, ,—clean mad@!”@@@@@@@
 I am mad@—clean mad, ,!”@@@@@@@@@@@@@@@@@@
ct with Rougemont—ha, ,"!”@ “@Now it comes,”"
h Rougemont—ha@!”@ “, ,"Now it comes,”@ crie"
I dared to hope this, ,!” “@I must interrup
ed to hope this@!” “, ,I must interrupt him
"ed, “What ho, Auriol", ,!—Auriol Darcy@!”@ “
uriol@!—Auriol Darcy, ,!”@ “@Who speaks@?”@
!—Auriol Darcy@!”@ “, ,Who speaks@?”@ deman
rcy@!”@ “@Who speaks, ,?”@ demanded Auriol.
with astonishment; “, ,in what age I am liv
. “Then I am mad.” “, ,It’s plain your reas
t up here for safety, ,?”@ demanded Auriol.
@ demanded Auriol. “, ,"Precisely,”@ observe"
bserved the other. “, ,And you are——” “@You
. “@And you are——” “, ,"Your keeper,”@ repli"
!”@@ cried Auriol. “, ,Answer me one questi
 against the wall. “, ,Since you have becom
 blade of a knife. “, ,"This will, at all ev"
"roy yourself, madman", ,?” roared a voice. “
nce with his foot. “, ,You shall be removed
"ber,”@ he pursued, “", ,where you can be mor
”@ “Take me forth—oh, ,"! take me forth,”@ c"
and reason gone!”@ “, ,"Ay, both gone,”@ cri"
essible chuckle. “Ha, ,!”@ ex@claimed Aurio
“Let me be—let me be, ,"!”@ implored Auriol,"
 the captive. “Drink, ,!” he said. Without 
Is your master a-bed, ,?”@ demanded Rougemo
 stars have set.”@ “, ,Doctor@ Lamb@!”@ rep
et.”@ “@Doctor@ Lamb, ,!”@ repeated Auriol.
ard that name before, ,"?”@ “Very likely,”@ "
tor@ Lamb’s grandson, ,!”@ cried Auriol. “I
eturned the dwarf. “, ,Were you in your rea
s my grandsire dwell, ,?” asked Auriol. “Wh
live under the river, ,?”@@@@@@@@@@@@@@@@@@
ndson goes up to him, ,"?”@ said the latter,"
. “Sit down—sit down, ,!”@ said Rougemont@ 
claimed the dwarf. “, ,You must keep compos
ou to my master.”@ “, ,"Pardon me,”@ replied"
"” “What, your keeper", ,?”@ said the dwarf. 
r to be forgotten. “, ,"Come in, grandson,”@"
e old man@ kindly. “, ,"Come in, and close t"
o me a mischief.”@ “, ,I have no such inten
y aged relative.”@ “, ,"To be sure he is, yo"
erposed the dwarf. “, ,Why should you doubt
uld you doubt it?” “, ,"O@ @@sir,”@ cried Au"
"ved, or is this real", ,?”@ “@You are not de
r is this real@?”@ “, ,You are not deceived
plied the old man. “, ,You have been in thi
 somewhat sharply. “, ,That I am what I see
 said the old man. “, ,But do not disturb m
