Contexte gauche,Chaîne,Contexte droit
 replied Old Parr. t, ,Aud there ain't no c
hance o' dvliveranco, ,"2"" @None that occurs"
"nl dogs no more,'' t", ,"In that csse, there "
 becore of tho other, ,2'' demanded Ginger.
to conciliate him; `, ,I only meant to frig
Auriol Darcy is here, ,"2' e Yes, he is, and"
l Darcy is here 2' e, ,"Yes, he is, and a cl"
"ss Ebber, wot of her", ,"1'' @I cnn't say,'' "
 a look of horror. e, ,"That's a secret,'' r"
creamed the dwarf. :, ,Yon know what you're
o' this cursed place, ,I'' te You @houldn't
ba1'' ho eried-tEbba, ,I' But she appeared 
ned away from him. e, ,What ails her1'' cri
 agonised fuather. t, ,Ebba1 E@ba1' e CnIl 
er. t Ebba1 E@ba1' e, ,"CnIl londer,'' said "
"t. @Come to me, Ebba", ,:-come to your fathe
' eried Rougemont. t, ,W@ll yon depart in p
" you, aecnrsed being", ,l'' @eied Thorneycro
'' 176 AUnIOL. 1 Yon, ,1' exelsimed the iro
hes-but in v@in.'' e, ,Oh 1'' ejaeulated Th
-but in v@in.'' e Oh, ,1'' ejaeulated Thorn
t. @Merciless wretch, ,"I'' he added, to Rou"
"ded, to Rougemont, `", ,flend-whatever you a
 him no more'' @@old, ,:'' oxclaimed Auriol
 oxclaimed Auriol. `, ,A word before we par
 of the passage. @Ha, ,1-who speaks '' dema
ge. @Ha 1-who speaks, ,'' demanded Rougemon
"7 e I, Gerard Paston", ,"1'' exclaimed Reeks,"
"ra, my seeond victim", ,"1' @It is,'' replied"
"netrate here, Gerard", ,"7' eried Rougemont, "
 gronnd with rage. F, ,"Re collect, you are "
onnd with rage. F Re, ,"collect, you are bo@"
 a scornful laugh. A, ,Yon ha@e employed yo
istols at him. @F@re, ,"I' cried Rougemont, "
It mmst be the dewil, ,'' er@ed Ginger@ r@n
he rest of your life, ,"7"" @Certainly not'' "
ing his mo@ements; ', ,I hope there's no ch
" accursed place,'' e", ,Sho is lost for e@er
"anght,'' he cried, t", ,and then woe to both
t up--TI@@l die here, ,I'' e No-we are save
TI@@l die here I'' e, ,"No-we are saved,'' e"
"n it,-'` saved-sa@ed", ,"I"" As he spoke, @o p"
parently withdrew. 4, ,They are gone by som
 moment to listen; t, ,"come on, Mr. Thorney"
rejoined Old Parr. ?, ,Take care and keep n
to 2 :Don't you know, ,7'' inquired the iro
"ves,'' cried Thorney", ,"croft, in an agony o"
ng. Oh dearl oh dear, ,"t' 18 ARIOL. Why, it"
hing and mneezing. e, ,I feel as if I were 
 Oh1-ohl -'m choking, ,"I'' 4 Don't mind it,"
hl -'m choking I'' 4, ,"Don't mind it,'' cri"
ft; 'I shall die. Oh, ,1 poah-pish-puffl' @
rejoined Old Parr. `, ,Hallos1 how's thist 
"' 4Dead stop, indeed", ,1'' echoed the iron-
ifficulty has arisen, ,"7"" 4Morely that the "
ld Parr. @Blocked up, ,l'' exclaimed Thomne
' asked the dwarf. e, ,"N-o-o-not I,'' gaspe"
p my word.'' ee Fool, ,I'' cried tho other.
" drew him upwarde. """, ,"Lsy hold of me, Mr. "
 you're got with you, ,"?'' `:Vy, who should"
into the bargin.'' 4, ,"Yes, ve@'e fonnd it "
t have you fotnd out, ,1'' eried tho iron-m
" Take me@t@ her,'' e", ,"Not so fast, old gen"
joined the Tinker. 4, ,Ve ain't sure as 'ow
 young 'ooman.'' @Oh, ,1 it m@st be her-no 
the iron@merchant. e, ,where is shet Take m
t the door arter yon, ,"7'' @Not I,' replied"
self on t'other tide, ,t' @Some one mnst ha
"ed on all sides,'' '", ,"Ay, and from above, "
cried the Sandman. `, ,Look np there l'' he
man. ` Look np there, ,"l'' he added, in acc"
"on't ye ses, Tinker7", ,"]---18 ARIOL. t"" Ay,"
 Elizabeth's time. e, ,What can this mean 7
e What can this mean, ,7'' he cried. @Have 
I have been dreaming, ,--and what a dream i
 a dream it has been, ,l-what astrange glim
"ed alond with joy, `", ,This is proof enough
and exulting gaze. e, ,"And yet, why am I he"
"d yet, why am I here", ,"7'' pursued Auriol, "
"l, looking around. """, ,"Ah1 I see how it is,"
ar7 But I am mad-mad, ,I' The listener lang
he Second's ti@e. Ha, ,l-who told me of Cha
Fourth. Oh1 I am @sd, ,-clean msd I' LLLLLL
 I am @sd -clean msd, ,I' LLLLLLLLLLLLLLLLL
ct with Rougemont-ha, ,"1'' e Now it comes,'"
h Rougemont-ha 1'' e, ,"Now it comes,'' erie"
I darel to hope this, ,t' % I must interrup
el to hope this t' %, ,I must interrupt him
"ed, @Wlat ho, Auriol", ,1-Auriol Darcy 1'' e
uriol 1-Auriol Darcy, ,1'' e Who speaks 7''
1-Auriol Darcy 1'' e, ,Who speaks 7'' deman
rcy 1'' e Who speaks, ,7'' demanded Auriol.
@ith astonishment; `, ,in what age I am liv
. @Then I am mad'' 4, ,It's plain your reas
t np here for safety, ,?'' demanded Auriol.
' demanded Auriol. e, ,"Precisely,'' obserre"
bserred tlo other. %, ,And you are@-' 4 You
. % And you are@-' 4, ,"Your keeper,'' repli"
1f'' eried Auriol. ', ,Answer me ono questi
" against the wall, 4", ,Since yon ha@e becom
 blade of a knife. ., ,"This will, at all ev"
"roy yourself, madm@n", ,1' ronred a voice. @
nce with his foot. e, ,You shall be removed
"ber,'' he pursued, t", ,where you can be mor
'' @Take me forth-oh, ,"I take me forth,'' c"
and reason gonel'' ', ,"Ay, both gone,'' cri"
essible chuckle. @Ha, ,1'' execlaimed Anrio
@Let me be-let ms be, ,"t'' implored Anriol,"
 the captire. @Drink, ,:' he said. Without 
Is your master a-bed, ,3'' demanded Rougemo
" stars have set,'' e", ,D@@@@r. Lamb l'' rep
"et,'' e D@@@@r. Lamb", ,l'' repeated Auriol.
ard that name before, ,"2'"" @Very likely,'' "
@@r. Lamb's grandson, ,1'' cried Auriol. @I
eturned the dwarf. 4, ,Were you in your rea
s my grandsire dwell, ,'' asked Auriol. @wh
li@e nnder the river, ,2'' DB. LAMB AGAN. 1
ndson goes up to him, ,"1'' said tho latter,"
. @Sit down-sit down, ,"I'' said Rougemont, "
elaimed the dwarf@ 4, ,You must keep eompos
"on to my master,'' e", ,"Pardon me,'' replied"
"2 @What, your keeper", ,2'' said tha dwarf. 
r to be forgotten. e, ,"Come in, grandson,''"
"e old man, kindly. '", ,"Come in, and close t"
o me a mischief.'' e, ,I have no such inten
y aged relative.'' 4, ,"To be sure he is, yo"
erposed the dwarf. s, ,Why should yon doubt
uld yon doubt it@1 e, ,"Oh 1 sir,'' cried Au"
"@ed, or is this real", ,"7'"" 4 Yon are not de"
"r is this real 7'"" 4", ,Yon are not decei@ei
plied the old man. a, ,Yon have been in thi
 somewhat sharply. e, ,That I am what I see
 said tha old man. 4, ,But do not disturb m
