Contexte gauche,Chaîne,Transcription,Contexte droit
ng lady?” said Aurio,l,},". “@Oh, then, in coo"
"then, in coorse, you",’,',ll get her at the lo
 replied Ginger. @@“,I,T, hope you don’t mean
us—preposterous.” “@,I,J,t may appear so to y
"inger, “@because you",’,',re ignorant o’ the w
“@because you’re ign,o,c,rant o’ the wally of
"dirt cheap. Vy, his ",E,e,xcellency the Proosh
llency the Prooshan ,A,a,mbassador bought a C
"uaintance, and wot d",’,',ye think he give for
 he give for it?” “@,I,T," don’t know, and I d"
ive for it?” “@I don,’,',"t know, and I don’t "
"Eighty guineas, as I",’,T,"m a livin’ man, and "
oned in that way.” “,I,T,"t’s no gammon,” said"
s@—an’ I’m sure you ,v,y,on’t say she’s dear 
an’ I’m sure you von,’,',t say she’s dear at 
oitring Auriol. “@It,’,',s him!” whispered th
t’s the young man ve,’,',ve been lookin’ for—
or—Auriol Darcy.” “@,I,T,"t seems like him,” s"
exposure. “I vish he,’,',d turn his face a le
le more this vay.” “,I,T,"t’s him, I tell you,"
"ur comrade.” “Vell, ",I’,T',ll tell you wot it i
"coaxingly, “@your sv",e,c,et’art—I’m sure he’s
", “@your sveet’art—I",’,',m sure he’s your sve
veet’art—I’m sure he,’,',s your sveet’art—I c
I’m sure he’s your s,v,y,eet’art—I can @@@@@@
m sure he’s your sve,e,c,t’art—I can @@@@@@@@
re remarked@: “@What,’,',s that you are sayin
"e saying, fellow?” “",I,T," vos a-sayin’, sir, "
close with you. Here,’,',"s the money,” said A"
 cried Ebba@ quickly,.,",", “@It’s too much.” “
his be the gemman ve,’,',re a-lookin’ for. Ve
"re’s my two pals, I ",v,y,"onder? Oh, it’s all "
"id Ginger, “but hadn",’,',t I better carry the
but hadn’t I better ,c,e,arry the dog home fo
!” cried Mr. Thorney,c,e,roft. “The rascal on
l the dog back again,.,","," Take my advice, Mr."
"ng his hat, “but ain",’,',t your name Mr. Auri
r. Auriol Darcy@?” “,I,T,"t is,” replied Aurio"
“@Why do you ask?” “,I,T, vants a vord or two
” rejoined Auriol. “,I,T, know nothing of you
thing of you.” “@You,’,',ll know me better by
"o you, and alone.” “",I,T,f you don’t go about
" fellow, instantly, ",I’,T',ll give you in charg
" von’t, sir—no, you ",v,y,"on’t,” replied the T"
"n’t, sir—no, you von",’,',"t,” replied the Tink"
"ice, he added, “@You",’,',ll be glad to purcha
my knowledge.” “@Won,’,',"t you get in, Mr. Da"
s towards the Tinker,.,",", “I must speak to th
owards the Tinker. “,I,T, must speak to this 
” replied Auriol. @“,I’,T',ll come to you in th
replied the Tinker. ,“,‘,@There’s two friends
 friends o’ mine as ,v,y,ishes to be present 
t our conference. Ve,’,',d better valk into a
a back street.” Chap,ter,VII, 7 The Hand@ Again@!
ck street.” Chapter ,7,., The Hand@ Again@! F
street.” Chapter 7 T,he,HE, Hand@ Again@! Follo
et.” Chapter 7 The H,and,AND,@ Again@! Followed b
hapter 7 The Hand@ A,gain,GAIN,@! Followed by Aurio
The Hand@ Again@! Fo,ll,tt,"owed by Auriol, who,"
and@ Again@! Followe,d,p," by Auriol, who, in "
ps to Great Windmill, S,-s,"treet, where he ente"
"first, it may be as ",v,y,"ell to state, that a"
certain pocket-book ,h,l,@as been found.” “Ah
ouse in the Vauxhall, R,-r,oad.” “@Your pocket-
most awful diskiveri,e,c,s. Our werry ‘air st
"be! Vy, ve finds you",’,',ve been i’ the habit
ery ten years. Your ,l,i,ast wictim wos in 18
ut if ve peaches you,’,',re sartin to sving.”
sartin to sving.” “@,I,T, hope that pretty cr
"the Sandman, “@for s",c,e,reenin’ sich atteroc
" Sandman, “@for scre",e,c,nin’ sich atterociou
 has parpetrated. Ve,’,',re not werry partic’
’re not werry partic,’,',"lar ourselves, but v"
"urselves, but ve don",’,',t commit murder whol
"Tinker, “that ve ain",’,',t perfectly acvainte
"prove that ve are, I",’,',ll just rub up your 
" ve are, I’ll just r",u,a,b up your memory. Di
@@@@@@@@@@@@chemist ,o,0,"’ Queen Bess’s time,"
e said@ at length. “,I,T,"t is no idle tale,” "
 cried Auriol. “@Don,’,',t you reckilect the 
ed the Tinker. @“@He,’,',s alive still; and v
alive still; and ve ,c,v,"alls him Old Parr, o"
"ded Auriol. “@Oh, ve",’,',ll perduce him in do
 traces of him.” “He,’,',ll turn up somewhere
"or the money, and ve",’,',"ll undertake, on our"
 the Tinker@; “there,’,',s a difficulty in th
be brought aginst yo,u,n,—you may rest assure
u may rest assured o,’,', that.” “I must have
 assured o’ that.” “,I,T," must have it, or yo"
 Here are the words:, ,—,‘@How many crimes ha
 dog-fancier. Just a,s,t," this moment, and wh"
gain. “@Halloa! What,’,',s that?” he cried. “
’s that?” he cried. ,“,‘,The paper’s gone@!” 
he cried. “The paper,’,',s gone@!” “@The hand
" Sandman, in alarm. ",“,‘,See who’s in the pas
", in alarm. “See who",’,',s in the passage—ope
"peeping forth, said@",—,:, “@There’s no one th
must be the devil. I,’,',ll have nuffin’ more
don’t be so chicken-,‘,’,arted!” cried the Ti
any longer. I wouldn,’,',t take his money.” A
er. I wouldn’t take ,h,k,is money.” And he qu
ouldn’t take his mon,e,c,y.” And he quitted t
oom. “@I’ll go and s,e,c,e wot’s the matter w
aid it down again. “,I’, T,m bad enough—but I w
bad enough—but I won,’,',t sell myself to the
side him. A demoniac,a,s,l smile played upon 
 stranger. “I came t,o,u, watch over your saf
other matters. You h,a,e,ve just parted from 
ed the stranger@ per,e,c,mptorily. “@Remember
terrible. With the m,e,c,ans of renewal in yo
te@?” “@Because I wi,l,i,l not sacrifice the 
ied the stranger@ sc,o,e,rnfully. “I command 
ranger@ scornfully. ,“,‘,I command you to bri
 bring her to me.” “,I,T, persist in my refus
",” replied Auriol. “",I,T,t is useless to brav
hrough the door. Cha,pter,VIII, 8 The Barber of Lon
h the door. Chapter ,8,., The Barber of Londo
he door. Chapter 8 T,he,HE, Barber of London@ W
oor. Chapter 8 The B,arber,ARBER, of London@ Who has 
hapter 8 The Barber ,of,OF, London@ Who has not
er 8 The Barber of L,ondon,ONDON,@ Who has not heard 
 Barber of London@ W,h,u,o has not heard of t
uffnell @@@@@@@@@@@T,r,z,igge. Not only will 
ve minutes more agre,e,c,"ably. Besides, you a"
e of the chief—I don,’,',t recollect him orde
 friends. Mr. Trigge,’,',s shop is none of yo
 of your spruce West, E,-e,nd hair@-@@@@@@@@@@@
pruce West End hair@,-,T,@@@@@@@@@@@@@@@@@@@@
st Mr. Trigge’s live,-, ,stock may be enumera
 well as a Christian,.,",",” @@@A@@@@@@@@nd now
ression. One cannot ,e,c,arn the appellation 
ds. Such is Mr. Tuff,n,u,"ell Trigge, yclept t"
 time of his introdu,c,e,"tion to the reader, "
. It was about two o,’,',"clock, and Mr. Trigg"
ird screamed forth: ,“,‘,@Pretty dear@!—prett
 dear@!—pretty dear@,!,{,” “Ah! what’s that? 
ty dear@!” “Ah! what,’,',s that? Who is it@?”
 is it@?” cried Trig,g,c,e. “Pretty dear@!—pr
"ing mouth, like that", ,-,"of a baboon, and a g"
“@Pretty dear@!—pret,t,f,y dear!” screamed th
 dear@!—pretty dear!,”,"""", screamed the magpie
ar@!—pretty dear!” s,cr,ev,eamed the magpie. “I
reamed the magpie. “,I,T, see nothing pretty 
trange little fellow,!,., It would puzzle the
"arber, unfolded the ",T,Z,"imes newspaper, whic"
 screamed the magpie,.,:," “Is this yours, sir"
reamed the magpie. “,I,T,"s this yours, sir?” "
"er. “@Yes, yes, that",’,',"s my advertisement, "
n occurred. While ey,e,c,"ing the new-comer, W"
While eyeing the new,-, ,"comer, Watts neglect"
"ness,” cried Trigge—",”,‘,"@‘@take care, or I’l"
"—”@‘@take care, or I",’,',ll commit you!’” “D—
D—n Judge Learmouth@,!,{,” cried the gentlema
"If I were a judge, I",’,',d hang such a carele
"ir,” cried Watts. “I",’,',ll rectify you in a 
ject in coming to me,?,",", as the great convey
ed the little man. “,I,T,t was in Queen Anne’
It was in Queen Anne,’,',s time.” “@Perhaps y
"rn, my little Nestor",?,",",” cried Mr. Trigge. 
"e barber, with a sne",e,c,"r. “@I did,” replied"
"er, with a sneer. “@",I,T," did,” replied the l"
ls would observe.” “,I,T, hope I may suit you
id the little man. “,I,T, don’t think you wil
plied Mr. Trigge@; “,I,T, don’t think you wil
 Barber of London? I,’,',m as proud of that t
 title as if I were—,—, ,” “Lord Chancellor@!
"hancellor.” “Well, I",’,',"m sorry for it,” sai"
" shop. “@Why, sir, I",’,',ve had many names in
Gregory Morse@—alias,——,. ,” “@Pretty dear!” sc
"he gentleman, “and I",’,',ll see what can be d
 the shop together. ,Cha,THE,@pter @@@@@@@@@@@@@@
 shop together. Cha@,pter,MOON, @@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@9@ T,he,X., @@@@Moon in the Fir
@@@@@@@@9@ The @@@@M,oon,OON, in the First Quarte
@@@@9@ The @@@@Moon ,in,IN, the First Quarter@ 
@9@ The @@@@Moon in ,the,THE, First Quarter@ In s
he @@@@Moon in the F,irst,IRST, Quarter@ In spite o
@Moon in the First Q,uarter,UARTER,@ In spite of his re
the First Quarter@ I,n,w, spite of his resolu
onsiderable marriage, ,-,portion. For the las
" Ebba,” he replied. ",“,‘,@But my spirits are 
ess this evening.” “,I,T, never felt so happy
sun has set@!—And se,e,c,", yonder hangs the c"
 her first quarter@!,”,""""," cried Auriol, in a "
unless you aid me.” ,“,T,@@@@@@@@I’@@@@@@@@@@
 aid me.” “@@@@@@@@I,’,N,@@@@@@@@@@@@@@@@@@@@
" oh, release me@!” “",I,T,n a few moments the 
owards the abbey.” “,I,T,t is in vain to stru
e direction proposed,.,",", Ebba continued to t
eeded along Millbank, S,-s,treet and Abingdon S
 Street and Abingdon, S,-s,"treet, until, turnin"
nd?” cried Auriol. “,I,T,t was nothing but th
ought you to me.” “@,I,T,t is false!” cried A
lse!” cried Auriol. ,“,‘,@I never will yield 
l. You have not made, ,',a compact with this 
plied the stranger; ,“,‘,@and by that compact
instantly @stifled. ,“,-,@You shall not go!” 
all not go!” cried A,u,n,"riol, seizing him. “"
you wholly.” “@Fool!,”,""""," cried the stranger,"
words are fulfilled@,!,|,” @@@@A@@@@@@@@nd he
 the vault. Chapter ,10,x., The Statue at Chari
 vault. Chapter 10 T,he,HE, Statue at Charing C
lt. Chapter 10 The S,tatue,TATUE, at Charing Cross@ O
apter 10 The Statue ,at,AT, Charing Cross@ One 
r 10 The Statue at C,haring ,HARING-,"Cross@ One morning, "
 Statue at Charing C,ross,ROSS,"@ One morning, two p"
way along Parliament, S,-s,"treet and Whitehall,"
e entrance of Spring, G,-g,"ardens, for the purp"
he statue at Charing, C,-c,ross. One of them wa
nd lived in Abingdon, S,-s,treet. He was a bach
e! what a noble stat,u,n,"e that is, Morse!” c"
"ftus, gazing at it. ",“,‘,The horse is magnifi
vely magnificent.” “,I,T, recollect when the 
he time of the Prote,c,e,torate.” “@You canno
eedless of the other,’,',s remark. “@It was m
ct was beautiful.” “,I,T,t must have been cha
n in Oliver Cromwell,’,',s time!” “I can tell
iver Cromwell’s time,!,.,” “I can tell you ho
 Cromwell’s time!” “,I,T, can tell you how th
"633, was ordered by ",P,p,arliament to be sold
"rs, being a sta@nch ",R,r,"oyalist, though he d"
 But how to dispose ,o,e,f it was the difficu
se of it was the dif,f,i,iculty? He could tru
he Cavaliers bought ,’,‘,em as memorials of t
 got back his outlay,.,",",” “@Ha! ha! ha!” lau
 done a noble action,.,",", But let us go and e
"et-porter, a butcher",’,',"s apprentice, an old"
If they ain’t green ,‘,’,"uns, I’m done.” “Old"
@@@@@@@@@ “Plesh ma ,‘,’,"art,” cried the Jew,"
inks they sees?” “I’,l,T,"l tell ‘ee, master,”"
y sees?” “I’ll tell ,‘,',"ee, master,” rejoine"
rejoined the butcher,’,',s apprentice@; “they
s apprentice@; “they,’,',re a tryin’ vich on 
n’ vich on ’em can s,e,c,e farthest into a mi
"ou get, the more you",’,',ll admire it.” “@Qui
orse had spoken; “it,’,',ll bear the closest 
osest inspection.” “,I,T," say, Ned,” observed"
 See what it is.” “I,’,T,m afraid o’ spikin’ 
"ive us a lift, and I",’,',ll try.” “@Wot are y
"er; “come down, or I",’,',ll send the perlice 
ious guys these is@!,”,"""", cried a ragamuffin 
" off the post, and s",e,c,t Tartar at him. Her
n Irish bricklayer; ,“,‘,don’t you see they’r
 “don’t you see they,’,',re only two paiceabl
hey’re only two paic,e,c,able antiquaries.” @
vil seize you for a ,c,e,areless wagabone! Wh
’t you look where ye,’,',"re goin’, and not dh"
ries be hanged! what,’,',s such warmint to me
n@ furiously. @“@You,’,',ve destroyed my day’
’ve destroyed my day,’,',"s market, and bad lu"
tured bricklayer; “I,’,',ll make it up t’ye. 
; “I’ll make it up t,’,',ye. Pick up your app
f the craiter if you,’,',ll come along wid me
"ving Loftus, cried@—",“, ,"Why, brother-in-law,"
hout turning round. ,“,‘,Horace Walpole said 
 him by the shoulder,;,",", “but don’t you see 
ou see the crowd you,’,',re collecting round 
cting round you? You,’,',ll be mobbed present
". “Come along, and I",’,',"ll tell you,” replie"
sely behind them. “I,’,',m so glad to have me
ar of the mob; “@you,’,',ll be shocked to hea
 the mob; “@you’ll b,e,o, shocked to hear wha
"to your niece, Ebba.",”,*," “@Why, what has hap"
it at once. I hate t,o,e, be kept in suspense
eplied Thorneycroft—,“,*,@left her old indulg
us. “@Impossible! I’,l,T,l not believe it—eve
iar circumstances.” ,“,T,@@@@@@@@@@@@@@@@@I@@
interposed Morse. “I,’,',ve known him these t
ars.” “@Eh day@! who,’,',s this?” cried Thorn
"t,” replied Loftus. ",“,‘,He fancies he was bo
Elizabeth’s time.” “,I,T,"t’s no fancy,” cried"
ed with Auriol Darcy,’,',s history. He drank 
lixir as myself.” “@,I,T,"f you know him, can "
sked Thorneycroft. “,I,T," am sorry I cannot,”"
black cloak.” “@What,’,',s that you say?” cri
neycroft@ quickly. “,I,T, have heard Ebba spe
me mysterious connec,t,x,ion with Auriol. I h
er disappearance.” “,I,T, shouldn’t wonder if
earance.” “I shouldn,’,',"t wonder if he had,”"
black gentleman to b,e,h,——” “@What@!—who@?” 
ur news is good.” “@,I,J," wish it wos better,"
er@ gravely@; “but I,’,',m afeerd she’s in we
", Old Parr, that ain",’,',t you?” cried Ginger
of my daughter?” cri,e,c,d Thorneycroft@; “wh
e well rewarded.” “@,I’,T',ll do my best to tak
"r,” replied Ginger, ",“,‘,@for my heart bleeds
cried Thorneycroft. ,“,T,@@@@@@@@@@@@@@@@@@N@
",” replied Ginger@; ",“,‘,I thought him quite 
erent at first—but I,’,',ve altered my mind e
 alarm me greatly by, ,-,"these dark hints,” c"
 is to be done@?” “@,I,T, shall know in a few
lied Ginger. “@I ain,’,',t got the exact clue
me to me at eleven o,’,',"clock to-night, at t"
"editch Church, and I",’,',ll put you on the ri
"h Church, and I’ll p",u,e,t you on the right s
 must come alone.” “,I,T, should wish this ge
eycroft. “@He couldn,’,',"t help you,” replied"
"you,” replied Ginger",.,",", “I’ll take care to 
” replied Ginger. “I,’,',ll take care to have
ty of assistance. It,’,',s a dangerous bus’ne
 he’d object to any ,v,y,on but you. To-night
"ght, at eleven! Good",-, ,"bye, Old Parr. Ve sh"
"! Good-bye, Old Parr",.,",", Ve shall meet again
"e, he hurried away. ",Cha,114,@pter@@@ 11@ Prepara
e hurried away. Cha@,pter,AURI,@@@ 11@ Preparations
d away. Cha@pter@@@ ,11,xi,@ Preparations@ On t
y. Cha@pter@@@ 11@ P,reparations,REPARATIONS,@ On that same night
"s a tall, powerfully", ,-,"built man, wrapped i"
"You are punctual, Mr",.,","," Thorneycroft,” said"
t the table; “@and I,’,',"m happy to say, I’ve"
" I’m happy to say, I",’,',ve arranged everythi
 and a dangerous bus,’,',"ness, and there’s no"
" bus’ness, and there",’,',s no knowin’ wot may
n’ your darter.” “@Y,e,o,"s, it’s your only ch"
@@@@@@@@@@@@@@@@“@Ve,’,',re about to risk our
rtionate revard.” “@,I,T,f you enable me to r
the iron-merchant. “,I,T, must have a hundred
 said the Sandman. “,I,T,@ shall take nuffin’
remarked Ginger. “@I,’,',m sworn champion o’ 
@and the sooner we s,e,c,t out the better.” “
"“@All right, then—ve",’,',ve all got pops and 
rape. “@Who is this@,?,!,” he demanded with s
” said Thorneycroft@,.,1,@ “@@@@@@I@@@ @@will
aid Thorneycroft@.@ ,“,1,@@@@@@I@@@ @@will te
l not divulge it.” “,I,T," give it,” replied t"
", “@provided always—",—”, _," “@No provision, sir"
de you where your da,u,n,ghter is detained.” 
d Mr. Thorneycroft; ,“,‘,but your proceedings
"d, the door was open",e,c,"d, and Mr. Thorneycr"
ed from Thorneycroft,’,',"s eyes, and he found"
 your resolution.” “,I,J," will deliver her, o"
llowed by the others,.,",", Chapter 12@ The Cha
y the others. Chapte,r,:, 12@ The Chamber of 
the others. Chapter ,12,XI,@ The Chamber of Mys
thers. Chapter 12@ T,he,HE, Chamber of Mystery@
s. Chapter 12@ The C,hamber,HAMBER, of Mystery@ We shal
ter 12@ The Chamber ,of,OF, Mystery@ We shall n
12@ The Chamber of M,ystery,YSTERY,@ We shall now retur
hamber of Mystery@ W,e,E, shall now return to
"agger, with a richly", ,-,"wrought hilt, was st"
se stood a curiously, ,-,carved ebony chair. 
" anon,” he replied. ",“,‘,"@Meanwhile, seat you"
"aper,” he cried@ imp",e,o,riously. Ebba glance
e cried@ imperiously,.,",", Ebba glanced at the
assed over her frame,.,","," “@By this,” she cri"
lied the stranger. “,I,T, have committed no c
he chamber with stup,e,i,fying fragrance. Aga
ir hands were crosse,d,a, upon their breasts.
"n black, hooded and ",v,y,"eiled, and having th"
 breasts. Slowly and, ,_,noiselessly advancin
the second figure. “,I,T,s that a crime?” cri
he curtain exclaimed,",",—," “@Sign, or Auriol i"
is lost for ever.” “,I,T, cannot yield my sou
Ebba@ distractedly. ,“,«,@Witness his chastis
" this fiend, Ebba@@!",”,""""," cried Auriol, gazin"
",” cried the voice; ",“,‘,"and, as he is immort"
nity of torture.”@ “,I,T," cannot save him so,"
n a voice of despair,.,",", “Is it you?”@@@@@@@
"ard, and saw that th",e,o, name inscribed ther
cribed thereon was E,bb,nz,a Thorneycroft. The 
d thereon was Ebba T,h,u,orneycroft. The groa
 was Ebba Thorneycro,f,r,t. The groan to whic
been brought forth. ,Cha,END,@p@@@@@@@@@@@@@@@@@@
 brought forth. Cha@,p,O,@@@@@@@@@@@@@@@@@@@@
@@@@@ter@@@@@@@@@@@ ,1,I,@ The Tomb of the Ro
@ter@@@@@@@@@@@ 1@ T,he,HE, Tomb of the Rosicru
@@@@@@@@@@@ 1@ The T,omb,OMB, of the Rosicrucian 
@@@@@@@ 1@ The Tomb ,of,OF, the Rosicrucian On 
@@@@ 1@ The Tomb of ,the,THE, Rosicrucian On the 
1@ The Tomb of the R,osicrucian,OSICRUCIAN, On the night of the
hbourhood of Stepney, G,-g,"reen. He was tall, c"
"frightful excesses, ",w,W,hile his dark gleami
bed with the name “C,y,p,prianus de Rougemont
h the name “Cyprianu,s,g," de Rougemont, Fra. "
 thus addressed it: ,“,T,@@@@@@@@@@@@@@@@@@@@
minati—and didst pen,e,c,trate the mysteries 
rance to my ancestor,’,',"s tomb,” cried Rouge"
owing inscription@: ,“,2,@POST C.C.L. ANNOS P
cription@: “@POST C.,C,0,".L. ANNOS PATEBO, 15"
ption@: “@POST C.C.L,.,","," ANNOS PATEBO, 1550."
casion for the devil,’,',s interference. And 
y is in the lock. So,!,l,"” And he turned it, "
"e workmanship, both ",e,i,ncrusted with gems. 
s mihi sepulcrum fec,i,t,".” “@Here, then, old"
"ll his strength, spe",e,c,dily raised the frag
" the brain, and crea",t,l,es maddening fancies
"tan, for the gift.” ",Ch,K2,@apt@er@@@@@ 2@@ The
", for the gift.” Ch@",apt,132,@er@@@@@ 2@@ The Com
r the gift.” Ch@apt@,er,AU,@@@@@ 2@@ The Compac
ft.” Ch@apt@er@@@@@ ,2,I,@@ The Compact@ Abou
Ch@apt@er@@@@@ 2@@ T,he,HE, Compact@ Abou@t two
pt@er@@@@@ 2@@ The C,ompact,OMPACT,@ Abou@t two months 
@ 2@@ The Compact@ A,b,s,ou@t two months afte
2@@ The Compact@ Abo,u,v,@t two months after 
 hurrying along Pall, M,-m,"all, with a look of "
 from a prison@?” “@,I,J," will do all this, a"
ood to bear them.” “,I,T," am not jesting,” re"
ned into Saint James,’,',"s Square, and paused"
d into Saint James’s, S,-s,"quare, and paused be"
one Auriol exclaimed,",",—, “@Is it to mock me 
", filling the cup. “",I,T,"t is a strange, bewi"
"nk,” cried Auriol, s",e,c,tting down the empty
l be better anon.” “,I,T, feel as if I were g
ir you once quaffed—,e,c,h@?” “A truce to thi
illery@!” cried Auri,o,c,l@ angrily. “I have 
d Auriol@ angrily. “,I,1, have said I am in n
 no mood to bear it@,.,?,” “@Pshaw! I mean no
"ol, gazing around. “",I,T, envy you its posses
u its possession.” “,I,T,"t shall be yours, if"
rials were placed. “,I,T,t were a fruitless b
"it down,” he added, ",“,‘,@and read this.” Aur
“Then you are the Fi,e,c,nd?” he cried. “If y
 Fiend?” he cried. “,If,TE, you will have it so
" knew,” cried Auriol",.,",", “@Avaunt! I will ha
dealings with you.” ,“,1,@@@@@@I@@@ @@@though
rejoined the other. ,“,‘,Granting even your s
ghtfully@; “@@but ye,t,p,——” “@Pshaw!” rejoin
y on the document. “,I,J,@ shall bring eterna
"self if I sign it,” ",h,f,e muttered. “@A stro
 rang in his ears. “,I,T,@ repent—give it me 
@@@@@@@@@@@@@@@@@@@“,I,T,t is too late@!” cri
back on the couch. “,I,T,@ leave you in posse
than life to you?” “,I,T,t is because she lov
"I have chosen her,” ",r,T,"ejoined Rougemont, w"
rn this day week.” “,I,T,f he comes I will no
” replied the porter,",",., staring with surpri
s. I am indeed lost@,!,1,” C@hapt@@@@@@@@er @
I am indeed lost@!” ,C,;,@hapt@@@@@@@@er @3@ 
am indeed lost@!” C@,hapt,IRRE,@@@@@@@@er @3@ Irre@
hapt@@@@@@@@er @3@ I,rre,II.,@solution@@@@@ On re
@@@@@@@@er @3@ Irre@,solution,IRRESOLU,@@@@@ On returning t
Irre@solution@@@@@ O,n,x, returning to the ca
"light, he exclaimed—",“,*,"@Yes, yes—all obstac"
y checking himself@—,“, ,"worse than mad, to i"
"tion! If it be man, ",I,T, am scarcely less te
rribly fettered. In ,e,c,"ither case, I will n"
upon him to stay. “@,I,T,t will be in vain to
 around@ furiously. ,“,‘,"@Show yourself, that"
iol@ imploringly. “@,I,T,t was signed in igno
 replied the voice. ,“,‘,"@You are only, there"
 forward and tried t,o,w, crush the reptile w
"y, out of the room. ",Chapt,EDITH,@er@@@@@ @4@ @@@@Edi
 of the room. Chapt@,er,TA,@@@@@ @4@ @@@@Edith 
pt@er@@@@@ @4@ @@@@E,dith,DITH, Talbot@ It was late
@@@@ @4@ @@@@Edith T,albot,ALBOT,@ It was late when A
 @@@@Edith Talbot@ I,t,r, was late when Aurio
"retold, however, by ",Ro,hc,"ugemont, his positio"
 upper end of Curzon, S,-s,treet. His heart bea
 gone out about half,-, ,an-hour ago. Auriol 
ne out about half-an,-, ,hour ago. Auriol loo
"unamiable person, Mr",.,",", Talbot was entirely
tion that the connec,t,x,ion would be very un
@@@@@@@@@@@@@James’s, S,-s,"quare, which fully b"
ith his young friend,’,',"s request, but he wa"
n under three days. ,“,‘,@@But we can be marr
 with him at seven o,’,',"clock. Auriol, it ne"
"softness, and her te",e,c,th like ranges of pe
pursued Auriol@; “@b,u,a,t I wish an earlier 
"iol,” she replied. “",I,T," confess it,” he sai"
e said; “and my appr,e,c,hensions have risen 
 cannot urge me to i,t,l,. I would not abuse 
 the best assurance ,I,{, can give you that I
 the old gentleman w,a,e,"s in high spirits, a"
!” exclaimed Edith. ,“,‘,"@Now, Auriol, you ca"
 more apprehensions@,.,!,” @@@@@@@@@@@@@@@“@A
?” remarked Edith. “,I,T, hope you have not i
". “@Why, one shouldn",’,',t believe all the il
", and, to Mr. Talbot",’,',"s great delight, and"
revent his intrusion,.,",", Cha@pter@@@ 5@@ The
vent his intrusion. ,Cha,150,@pter@@@ 5@@ The Sev
 his intrusion. Cha@,pter,AURI,@@@ 5@@ The Seventh 
rusion. Cha@pter@@@ ,5,V,@@ The Seventh Night
n. Cha@pter@@@ 5@@ T,he,HE, Seventh Night@ It w
ha@pter@@@ 5@@ The S,eventh,EVENTH, Night@ It was a del
@@ 5@@ The Seventh N,ight,IGHT,@ It was a delicious
The Seventh Night@ I,t,r, was a delicious mor
"t. George’s, Hanover", S,-s,"quare, where he was "
ght he could now bil,l,d, defiance to fate. W
e splendour to his f,e,é,te. It was in all re
 with tenderness@; “,I,T, long to be alone wi
t was now impossible,.,",", “@You thought to de
im.” “@Mr. Rougemont,!,",",” cried Edith. “@You
d the corner of King, S,-s,"treet, Auriol, who h"
ad approached Auriol,",",., “I came to bid you 
" approached Auriol, ",“,‘,I came to bid you go
"pproached Auriol, “I", ,-,came to bid you good
ice of distraction. ,“,‘,I heard that Cyprian
ied Auriol@ wildly. ,“,‘,@Would I could yield
s whither he went. E,nd,XD, @@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@@o,f,o,@ the I@@@nte@@@@rme
@@@@@@@@@@@@of@ the ,I,S,@@@nte@@@@rmean Chap
@@@@@@@of@ the I@@@n,te,d.,@@@@rmean Chapte@@r@
f@ the I@@@nte@@@@rm,e,i,an Chapte@@r@@ 1 The
e I@@@nte@@@@rmean C,hapt,Boug,e@@r@@ 1 The Cell@ M
@@rmean Chapte@@r@@ ,1,L, The Cell@ Mr. Thorn
mean Chapte@@r@@ 1 T,he,HE, Cell@ Mr. Thorneycr
 Chapte@@r@@ 1 The C,ell,ELL,@ Mr. Thorneycroft a
@@ 1 The Cell@ Mr. T,h,u,orneycroft and his c
1 The Cell@ Mr. Thor,n,y,eycroft and his comp
Cell@ Mr. Thorneycro,ft,rr, and his companions 
orded light enough t,o,e, reveal the dilapida
nd any one here@?” “,I,T," hardly know,” repli"
 replied the other. ,“,‘,That bell may have g
g trepidation. “That,’,',"s impossible to say,"
ks@ sternly. “Oh! ve,’,',"ll take care on you,"
h! ve’ll take care o,n,f," you, don’t be afeer"
"id Ginger. “@Yes, ve",’,',"ll take care on you,"
", sir,” said Reeks. ",“,‘,@Before we explore t
 is up-stairs.” “Wot,’,',s that you say about
eks. @@@@@@@@@@@@@@“,I,T, have no friend here
"staken,” rejoined Re",e,c,ks. “I have come wit
o her@?” demanded Re,e,c,ks. “@She is in the 
"r,” rejoined Reeks. ",“,‘,She may yet be saved
ed! how?” cried Auri,o,u,l. “@All is over.” “
"r again,” said Reeks",.,",", “Who are you who gi
"again,” said Reeks. ",“,«,Who are you who give
"ness,” said Auriol. ",“,1,@@@@@@I@@@@@@ have n
e approaches.” Chapt,er,II, 2 The Enchanted Cha
pproaches.” Chapter ,2,., The Enchanted Chair
oaches.” Chapter 2 T,he,HE, Enchanted Chairs@ M
es.” Chapter 2 The E,nchanted,NCHANTED, Chairs@ More than t
er 2 The Enchanted C,hairs,HAIRS,@ More than ten minu
impatiently; “@I don,’,',t like a man stayin’
"@@@@@@@@@@@self, sir",.,",", Ve’ll only jist giv
"@@@@@@@self, sir. Ve",’,',ll only jist giv’ a 
"ok about us, and the",n,f, come back.” “@Stay 
neycroft@ angrily. “,I,T, won’t be left. Stay
oft@ angrily. “I won,’,',t be left. Stay wher
at the others. @“@Ve,’,',ve no vish to dis@@@
"@obleege you, sir. I",’,',ll only jist peep ou
"reabouts. Vy, zounds",!”, %," he added, as he tri"
t’s locked@!” “@What,’,',s locked@?” cried Th
ied the Tinker. “@Ve,’,',re prisoners.” “@O@@
an agony of fright. ,“,‘,@What will become of
 terror into fury. “,I,T," see how it is,” he "
