OCR Text,Ground Truth
"The whole world’s wealth should not purchase it from me.” Auriol gazed earnestly at his aged relative, but he said nothing.","The whole world’s wealth should not purchase it from me.” Auriol gazed earnestly at his aged relative, but he said nothing."
"And then, lowering his voice, he added, “ You'll be glad to purchase my silence ven you larns wot secrets o’ yourn has come to my knowledge.” “ Won't you get in, Mr.","And then, lowering his voice, he added, “You’ll be glad to purchase my silence ven you larns wot secrets o’ yourn has come to my knowledge.” “Won’t you get in, Mr."
"Famous tipple, by Jove!” drawing a long breath after the draught, and smacking his lips with amazing satisfaction.","Famous tipple, by Jove!” drawing a long breath after the draught, and smacking his lips with amazing satisfaction."
"I have proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude mercury, and convert all bodies into sol and ]una; but I have ever failed in fermenting the stone into the true elixir.","I have proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude mercury, and convert all bodies into sol and luna; but I have ever failed in fermenting the stone into the true elixir."
"“T see nothing pretty about him,” thought Mr.","“I see nothing pretty about him,” thought Mr."
His dwelling is in the neighbourhood of Lincoln’s Inn.,His dwelling is in the neighbourhood of Lincoln’s Inn.
"It bears the imprint of innumerable customers, and is scattered over with their hair.","It bears the imprint of innumerable customers, and is scattered over with their hair."
"They made signs, therefore, to each other not to let Auriol escape, and one of them, raising the dwarf’s head on his knee, produced a flask, and poured some brandy from it down his throat, while others chafed his hands.","They made signs, therefore, to each other not to let Auriol escape, and one of them, raising the dwarf’s head on his knee, produced a flask, and poured some brandy from it down his throat, while others chafed his hands."
"‘“ You have mentioned but one.” “The other was not so foul as that I have described,” replied Darcy, in an altered tone, “inasmuch as it was unintentional, and occasioned by no base motive.","“You have mentioned but one.” “The other was not so foul as that I have described,” replied Darcy, in an altered tone, “inasmuch as it was unintentional, and occasioned by no base motive."
"Having learnt this, I went down stairs, wondering what would next ensue.","Having learnt this, I went down-stairs, wondering what would next ensue."
"‘See who's in the passage—open the door—quick !” Ginger cautiously complied, and, peeping forth, said : “ There’s no one there.","“See who’s in the passage—open the door—quick!” Ginger cautiously complied, and, peeping forth, said— “There’s no one there."
“ But his chief aim was to produce the Elixir of Long Life.,“But his chief aim was to produce the elixir of long life.
"“ Well, if it must be, I do swear to keep silence,” rejoined Mr.","“Well, if it must be, I do swear to keep silence,” rejoined Mr."
"“ Now, what do you want with me?” demanded Auriol.","“Now, what do you want with me?” demanded Auriol."
Thorneycroft has come too late.,Thorneycroft has come too late.
"As you advanced, picking your way through kennels flowing with filth, or over putrescent heaps of rubbish and oyster-shells, all the repulsive and hideous features of the place were displayed before you. There was something savagely picturesque in the aspect of the place, but its features were too loathsome to be regarded with any other feeling than disgust.","As you advanced, picking your way through kennels flowing with filth, or over putrescent heaps of rubbish and oyster-shells, all the repulsive and hideous features of the place were displayed before you. There was something savagely picturesque in the aspect of the place, but its features were too loathsome to be regarded with any other feeling than disgust."
"“ Ebba, you are mine,” cried the stranger.","“Ebba, you are mine,” cried the stranger."
“ My bodily health has been excellent.,“My bodily health has been excellent.
But don’t interrupt me again.,But don’t interrupt me again.
"Ere an hour had elapsed, Mr.","Ere an hour had elapsed, Mr."
A lovelicr creature than Ebba Thorneycroft cannot be imagined.,A lovelier creature than Ebba Thorneycroft cannot be imagined.
"It might be the reverberation of the vaulted roof, but a deep groan seemed to reproach the young man for his sacrilege.","It might be the reverberation of the vaulted roof, but a deep groan seemed to reproach the young man for his sacrilege."
"“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial beneath his gown.","“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial beneath his gown."
"Persuaded this must be the draught of immortality, I raised it to my lips; but apprehension lest it might be poison stayed my hand.","Persuaded this must be the draught of immortality, I raised it to my lips; but apprehension lest it might be poison stayed my hand."
"“The york's done!” cried the Sandman to his companion, who instantly came up with the dark lantern; “Jet's take him below, and strip him.” « Agreed,” replied the Tinker; “but first let’s see wot che has got in his pockets.” “Vith all my ‘art,” replied the Sandman, searching the clothes of the victim,","“The vork’s done!” cried the Sandman to his companion, who instantly came up with the dark lantern; “let’s take him below, and strip him.” “Agreed,” replied the Tinker; “but first let’s see wot he has got in his pockets.” “Vith all my ‘art,” replied the Sandman, searching the clothes of the victim."
"oh, Heaven !” exclaimed Auriol.","oh, Heaven!” exclaimed Auriol."
I knew not the price I was to pay for your assistance.,I knew not the price I was to pay for your assistance.
Trigge’s features their apparently conecited expression.,Trigge’s features their apparently conceited expression.
"Methinks I am old—old— old—though I feel young, and look young.","Methinks I am old—old—old—though I feel young, and look young."
"An attraction like that of the snake seemed to reside in his dark blazing eyes, for Ebba trembled like a bird beneath their influence, and could not remove her gaze from them.","An attraction like that of the snake seemed to reside in his dark blazing eyes, for Ebba trembled like a bird beneath their influence, and could not remove her gaze from them."
"e In both these instances the helmets had dropped without guidance, but in the case of Mr.","In both these instances the helmets had dropped without guidance, but in the case of Mr."
“ Release me!,“Release me!
"Talbot finds I am become thus wealthy, he will no longer refuse me his daughter.","Talbot finds I am become thus wealthy, he will no longer refuse me his daughter."
"Tinker,” replied the ironmerchant.","Tinker,” replied the iron-merchant."
"“ Ve'll deal vith him in regard to the pocket THE DOG-book, as I deals vith regard to a dog—ask a price for its restitootion.” “ We must find him out first,” said the Sandman.","“Ve’ll deal vith him in regard to the pocket-book, as I deals vith regard to a dog—ask a price for its restitootion.” “We must find him out first,” said the Sandman."
"what a noble statne that is, Morse!” cried Loftus, gazing at it.","what a noble statue that is, Morse!” cried Loftus, gazing at it."
"“ Come in, and close the door after you. The draught affects the furnace—my Athanor, as we adepts term it.","“Come in, and close the door after you. The draught affects the furnace—my Athanor, as we adepts term it."
"An immense iron cover worked in a groove was pushed by some unseen machinery over the top of the pit, and enclosed them in it.","An immense iron cover worked in a groove was pushed by some unseen machinery over the top of the pit, and enclosed them in it."
"“To be sure I am,” replied Loftus—“ to be sure.","“To be sure I am,” replied Loftus—“to be sure."
"“That's impossible to say,” answered Reeks; “but I warn you not to cry out unnecessarily, as such an imprudence would endanger our safety.” “You are quite sure you don’t mean to abandon us ?” persisted Thorneycroft.","“That’s impossible to say,” answered Reeks; “but I warn you not to cry out unnecessarily, as such an imprudence would endanger our safety.” “You are quite sure you don’t mean to abandon us?” persisted Thorneycroft."
"I bring you some news of your darter.” “ Of Ebba!” exclaimed Thorneycroft, in a tone of deep emotion.","I bring you some news of your darter.” “Of Ebba!” exclaimed Thorneycroft, in a tone of deep emotion."
"“ Under their werry noses,” replied Ginger.","“Under their werry noses,” replied Ginger."
"177 “T, Gerard Paston !” exclaimed Reeks, stepping forward.","“I, Gerard Paston!” exclaimed Reeks, stepping forward."
"“ Who are you that put the question ?” “A friend,” replied Reeks.","“Who are you that put the question?” “A friend,” replied Reeks."
I'll drink his health a second time.” “ Halloa!,I’ll drink his health a second time.” “Halloa!
“ Ah!,“Ah!
"no—that he ain’t,” returned the Tinker.","no—that he ain’t,” returned the Tinker."
“Do you live here?” he inquired.,“Do you live here?” he inquired.
"Wo have been expecting you these four days, and were now walking about to try and find you. My daughter has been terribly uneasy.","We have been expecting you these four days, and were now walking about to try and find you. My daughter has been terribly uneasy."
"Doctor Lamb then applied himself to his task with renewed ardour, and in a few seconds became wholly insensible of the presence of a stranger.","Doctor Lamb then applied himself to his task with renewed ardour, and in a few seconds became wholly insensible of the presence of a stranger."
“T told you the beaks vos our best friends; they alvays takes our parts.,“I told you the beaks vos our best friends; they alvays takes our parts.
"Near this was the leathern bag containing the two decapitated heads, one of which had burst forth.","Near this was the leathern bag containing the two decapitated heads, one of which had burst forth."
"“ T should feel perfectly convinced, if I might look forth from that window,” he said.","“I should feel perfectly convinced, if I might look forth from that window,” he said."
"“ Ve're about to risk our precious lives for you, sir,” said the Sandman ; “so, in coorse, ve expects a perportionate revard.” “ Tf you enable me to regain my daughter, you shall not find me ungrateful,” rejoined the iron-merchant.","“Ve’re about to risk our precious lives for you, sir,” said the Sandman; “so, in coorse, ve expects a perportionate revard.” “If you enable me to regain my daughter, you shall not find me ungrateful,” rejoined the iron-merchant."
"“ That was in the time of the Proteetorate.” “ You cannot get those dreams out of your head, Morse,” said Loftus, smiling.","“That was in the time of the Protectorate.” “You cannot get those dreams out of your head, Morse,” said Loftus, smiling."
"“It is your venerable friend.” “Vot the deuce are you doing here, and in this dress, or rayther undress ?” inquired Ginger.","“It is your venerable friend.” “Vot the deuce are you doing here, and in this dress, or rayther undress?” inquired Ginger."
"150 AURIOL. Vv. THE SEVENTH NIGHT. Ir was a delicious morning in May, and the sun shone brightly on Auriol’s gorgeous equipage, as he drove to St.","Chapter 5 THE SEVENTH NIGHT It was a delicious morning in May, and the sun shone brightly on Auriol’s gorgeous equipage, as he drove to St."
"“It reminds you of the elixir you once quaffed—ch ?” “A truce to this raillery !” cried Auricl, angrily.",“It reminds you of the elixir you once quaffed—eh?” “A truce to this raillery!” cried Auriol angrily.
"“ Convinced of what?” rejoined the old man, somewhat sharply.",“Convinced of what?” rejoined the old man somewhat sharply.
"“ You must swear to keep) silence unconditionally, or I will not move a footstep with you; and I alone can guide you where your danghter is detained.” “ Svear, sir; it is your only chance,” whispered Ginger.","“You must swear to keep silence unconditionally, or I will not move a footstep with you; and I alone can guide you where your daughter is detained.” “Svear, sir; it is your only chance,” whispered Ginger."
"On his part, the stranger was not insensible to the impression he had produced, and suddenly halting, he kept his eyes riveted on those of the girl, who, after remaining spell-bound, as it were, for a few moments, precipitately retreated towards the house.","On his part, the stranger was not insensible to the impression he had produced, and suddenly halting, he kept his eyes riveted on those of the girl, who, after remaining spell-bound, as it were, for a few moments, precipitately retreated towards the house."
“I brought you here to succour you. You will be easier anon.,“I brought you here to succour you. You will be easier anon.
"Wealth is of no value to me without Edith.” “ Without wealth you could not obtain her,” replied the voice.","Wealth is of no value to me without Edith.” “Without wealth you could not obtain her,” replied the voice."
"take me forth,” cried Auriol.","take me forth,” cried Auriol."
"Miss Bailey, unfortinate Miss Bailey !—Fol-deriddle-tol-ol-lol— unfortinate Miss Bailey!” sang the Tinker.","Miss Bailey, unfortinate Miss Bailey!—Fol-de-riddle-tol-ol-lol—unfortinate Miss Bailey!” sang the Tinker."
"Instantly possessing himself of this mysterious-looking volume, Rougemont knelt upon the nearest chest, and opened it.","Instantly possessing himself of this mysterious-looking volume, Rougemont knelt upon the nearest chest, and opened it."
"“I'm so glad to have met you,” pursued Thorneycroft, as soon as they were clear of the mob; “ you'll bo shocked to hear what has happened to your niece, Ebba* “ Why, what has happened to her?” demanded Loftus.","“I’m so glad to have met you,” pursued Thorneycroft, as soon as they were clear of the mob; “you’ll be shocked to hear what has happened to your niece, Ebba.” “Why, what has happened to her?” demanded Loftus."
"Without tarrying to confront them, Reeks started back, and hurried along the gallery till he came to a back staircase, which conducted him, by various descents, to the basement floor, where, after traversing one or two vaults, he entered a subterranean passage, arched overhead, and having several openings at the sides, apparently communicating with other passages.","Without tarrying to confront them, Reeks started back, and hurried along the gallery till he came to a back staircase, which conducted him, by various descents, to the basement floor, where, after traversing one or two vaults, he entered a subterranean passage, arched overhead, and having several openings at the sides, apparently communicating with other passages."
"“ A crack-brained little fellow, whom I’ve engaged as valet,” replied Loftus.","“A crack-brained little fellow, whom I’ve engaged as valet,” replied Loftus."
"At his feet reposed an Isle of Skye terrier, and a partly-cropped French poodle, of snowy whiteness, with a red worsted riband round his throat.","At his feet reposed an Isle of Skye terrier, and a partly cropped French poodle, of snowy whiteness, with a red worsted riband round his throat."
"I have only been too sensible to them—but I will not dwell on that theme, nor run the risk of exciting a passion which must destroy you. I will ask you to hate me—to regard me as a monster whom yon ought to shun rather than as a being for whom you should entertain the slightest sympathy.” “ You have some motive in saying this to me,” cried the terrified girl.","I have only been too sensible to them—but I will not dwell on that theme, nor run the risk of exciting a passion which must destroy you. I will ask you to hate me—to regard me as a monster whom you ought to shun rather than as a being for whom you should entertain the slightest sympathy.” “You have some motive in saying this to me,” cried the terrified girl."
No expense had been spared by Auriol to give splendour to his féte.,No expense had been spared by Auriol to give splendour to his fete.
"The conditions he proposed were, that I should either give him my own soul, or win him that of Auriol Darcy.","The conditions he proposed were, that I should either give him my own soul, or win him that of Auriol Darcy."
"Come, let us continue our walk,” she added, taking his arm kindly.","Come, let us continue our walk,” she added, taking his arm kindly."
"Rougemont had quitted the house some moments ago, telling them that their master was perfectly satisfied with the arrangements he had made for him.","Rougemont had quitted the house some moments ago, telling them that their master was perfectly satisfied with the arrangements he had made for him."
"“I am sure he will be sorry to learn you are going 60 soon.” “ [have been here a week,” said Auriol.","“I am sure he will be sorry to learn you are going so soon.” “I have been here a week,” said Auriol."
"On coming up, and finding Auriol bending over a water-sprite—for such, at first sight, the dwarf appeared—they could not repress their astonishment.","On coming up, and finding Auriol bending over a water-sprite—for such, at first sight, the dwarf appeared—they could not repress their astonishment."
"Take me to her without a moment’s delay.” “ But ve can’t get to her, I tell ’ee,” replied the Tinker.","Take me to her without a moment’s delay.” “But ve can’t get to her, I tell ‘ee,” replied the Tinker."
"“ Oh, lovers are full of idle fears!” cried Mr.","“Oh, lovers are full of idle fears!” cried Mr."
But he instantly started back aghast at the fiendish laugh that rang in his ears.,But he instantly started back aghast at the fiendish laugh that rang in his ears.
I have devoted myself to abstrusest science; have held commune with the stars; and have wrested the most hidden secrets from Nature—bnut that is all.,"I have devoted myself to abstrusest science, have held commune with the stars, and have wrested the most hidden secrets from Nature—but that is all."
"“ Och, murther in Irish!","“Och, murther in Irish!"
"Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not divulge it.” “T give it,” replied the iron-merchant, “ provided always _ “ No provision, sir,” interrupted the other, quickly.","Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not divulge it.” “I give it,” replied the iron-merchant, “provided always——” “No provision, sir,” interrupted the other quickly."
"Her eyes were of a serene summer blue, arched over by brows some shades darker than the radiant tresses that fell on either cheek, and were parted over a brow smoother than alabaster.","Her eyes were of a serene summer blue, arched over by brows some shades darker than the radiant tresses that fell on either cheek, and were parted over a brow smoother than alabaster."
"“T!"" rejoined Auriol.",“I!” rejoined Auriol.
"“TJ leave you in possession of your house,” pursued Rougemont; “ but I shall return in a week, when I shall require my first victim.” “Your first victim!","“I leave you in possession of your house,” pursued Rougemont; “but I shall return in a week, when I shall require my first victim.” “Your first victim!"
"Between them squatted two other spectral forms, similarly cloaked, hooded, and masked, with their gleaming eyes fixed upon her, and their skinny fingers pointed derisively at her.","Between them squatted two other spectral forms, similarly cloaked, hooded, and masked, with their gleaming eyes fixed upon her, and their skinny fingers pointed derisively at her."
"‘ You are only, therefore, where you were.","“You are only, therefore, where you were."
"Beyond this was an open doorway leading to the workshop, where the two men before mentioned were busy at the forge.","Beyond this was an open doorway leading to the workshop, where the two men before mentioned were busy at the forge."
"He was arcused at length by the dwarf, who returned alone.","He was aroused at length by the dwarf, who returned alone."
"“ Fairy seems to have taken quite a fancy to you, miss,” observed Ginger; “and she ain’t i’ the habit o’ fallin’ i’ love at first sight.","“Fairy seems to have taken quite a fancy to you, miss,” observed Ginger; “and she ain’t i’ the habit o’ fallin’ i’ love at first sight."
"I need not remind you of the mysterious individual who tapped at your window last night.” ‘“‘ What of him?” demanded Ebba, with a thrill of apprehension.","I need not remind you of the mysterious individual who tapped at your window last night.” “What of him?” demanded Ebba, with a thrill of apprehension."
Ve can leave the old gent to take a keviet nap by himself.,Ve can leave the old gent to take a keviet nap by himself.
"for Iam puzzled still,",for I am puzzled still.
"Simpkins says to him—says he, ‘ How are you, sir?","Simpkins says to him—says he, ‘How are you, sir?"
Trigge.,Trigge.
"“ To-night,” replied Darcy—* within this hour,","“To-night,” replied Darcy—“within this hour."
"“ T cannot,” rejoined Aurio], somewhat sternly.","“I cannot,” rejoined Auriol, somewhat sternly."
"« Witness his chastisement, then,” cried the voice.","“Witness his chastisement, then,” cried the voice."
"After remaining in this posture for a few minutes, he was about to retire, when a loud crash arrested him, and he turned to see whence it proceeded.","After remaining in this posture for a few minutes, he was about to retire, when a loud crash arrested him, and he turned to see whence it proceeded."
"“ Release her, or I renounce you wholly.” “ Fool!"" cried the stranger, “since you provoke my wrath, take your doom.” And he stamped on the ground.","“Release her, or I renounce you wholly.” “Fool!” cried the stranger, “since you provoke my wrath, take your doom.” And he stamped on the ground."
"Vell, the dog is lost.","Vell, the dog is lost."
Our werry ‘air stood on end ven ve first read the shockin’ particulars.,Our werry ‘air stood on end ven ve first read the shockin’ particulars.
He was not proof against his superstitious fears.,He was not proof against his superstitious fears.
I assented.,I assented.
"Behold her !” And at the words, the large black curtains at the farther end of the room were suddenly withdrawn, and discovered the figure of Ebba Thorneycroft standing at the foot of the marble staircase.","Behold her!” And at the words, the large black curtains at the farther end of the room were suddenly withdrawn, and discovered the figure of Ebba Thorneycroft standing at the foot of the marble staircase."
"Talbot, who had yawned frequently, but fruitlessly, to give him a hint, told him he might depend upon seeing him back on the evening of the third day, and in the mean time he committed him to the care of Mrs.","Talbot, who had yawned frequently, but fruitlessly, to give him a hint, told him he might depend upon seeing him back on the evening of the third day, and in the meantime he committed him to the care of Mrs."
“They were near kinsmen of mine own.,“They were near kinsmen of mine own.
"As I said afore, she’s in dreadful bad hands.” “ Do you allude to Mr.","As I said afore, she’s in dreadful bad hands.” “Do you allude to Mr."
"The servant then left them; and as soon as he was gone Auriol exclaimed—“ Is it to mock me that you have brought me hither ?” “To mock you—no,” replied Rougemont.","The servant then left them; and as soon as he was gone Auriol exclaimed, “Is it to mock me that you have brought me hither?” “To mock you—no,” replied Rougemont."
But the cream of the jest was to come.,But the cream of the jest was to come.
"“ Perfectly,” replied the little man.","“Perfectly,” replied the little man."
"“Tye already given you an explanation,” replied the dwarf.","“I’ve already given you an explanation,” replied the dwarf."
"“ Yes, ve'll take care on you,” added the Tinker and the Sandman.","“Yes, ve’ll take care on you,” added the Tinker and the Sandman."
"A climax was put to his fright, by the descent of the three chairs, with their occupants, through the floor into a vault beneath; and as the helmets were whisked up again to the ceiling, and the trap-doors closed upon the chairs, he dropped the bottle, and fell with his face upon the table.","A climax was put to his fright, by the descent of the three chairs, with their occupants, through the floor into a vault beneath; and as the helmets were whisked up again to the ceiling, and the trap-doors closed upon the chairs, he dropped the bottle, and fell with his face upon the table."
"At the same time, the occupants of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr.","At the same time, the occupants of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr."
Government itself is to blame.,Government itself is to blame.
"“Tt’s the Jaw !” exclaimed Ginger, triumphantly.",“It’s the law !” exclaimed Ginger triumphantly.
"Striding over the body of his aged relative, he threw open the window.","Striding over the body of his aged relative, he threw open the window."
"Midway up it stood a door, equally dilapidated, but secured by a chain and lock, of which Old Parr, as deputy-chamberlain, kept the key.","Midway up it stood a door equally dilapidated, but secured by a chain and lock, of which Old Parr, as deputy-chamberlain, kept the key."
"“Yes, that’s the vay,” replied Ginger.","“Yes, that’s the vay,” replied Ginger."
I expected you some days ago.,I expected you some days ago.
“ What the devil are you about ?” “Yes!,“What the devil are you about?” “Yes!
“ Ha!” cried Auriol.,“Ha!” cried Auriol.
178 AURIOL. “ Tt must be the devil !” cried Ginger running off.,"“It must be the devil!” cried Ginger, running off."
"Iv. THE PIT. So bewildered was the poor iron-merchant by the strange and terrible events that had befallen him, that, though released by the two masked attendants, who left him, as before. related, to seize Gerard Paston, he felt utterly incapable of exertion, and would probably have made no effort to regain his freedom, if his coat had not been vigorously plucked behind, while a low voice urged him to fly.","Chapter 4 THE PIT So bewildered was the poor iron-merchant by the strange and terrible events that had befallen him, that, though released by the two masked attendants, who left him, as before related, to seize Gerard Paston, he felt utterly incapable of exertion, and would probably have made no effort to regain his freedom, if his coat had not been vigorously plucked behind, while a low voice urged him to fly."
"The doctor passes for a cunning man, but if he can cure this poor youth without seeing him, by the help of his sympathetic ointment, I shall begin to believe, what some folks avouch, that he has relations with the devil.” While Baldred was ruminating in this manner, a sudden and extraordinary change took place in the sufferer.","The doctor passes for a cunning man, but if he can cure this poor youth without seeing him, by the help of his sympathetic ointment, I shall begin to believe, what some folks avouch, that he has relations with the devil.” While Baldred was ruminating in this manner, a sudden and extraordinary change took place in the sufferer."
"I shrieked out; but there was no one to heed my cries, unless it were my dead master, and two or three skeletons with which the walls were garnished.","I shrieked out; but there was no one to heed my cries, unless it were my dead master, and two or three skeletons with which the walls were garnished."
"This, then, was the ever-burning lamp of the Rosicrucians, and Rougemont gazed at it with astonishment.","This, then, was the ever-burning lamp of the Rosicrucians, and Rougemont gazed at it with astonishment."
"‘Now, doorin’ all that time, have you never felt inclined to kick the bucket 2” “Not the least,” replied Old Parr.","“Now, doorin’ all that time, have you never felt inclined to kick the bucket?” “Not the least,” replied Old Parr."
"I have destroyed your daughter.” “ You !” exclaimed the iron-merchant, in astonishment.",I have destroyed your daughter.” “You!” exclaimed the iron-merchant in astonishment.
"To you, she'll be five-an’twenty guineas.",To you she’ll be five-an’-twenty guineas.
"Vv. NEW PERPLEXITIES. For several hours deep sleep, occasioned by some potent medicaments, had bound up the senses of Auriol.","Chapter 5 NEW PERPLEXITIES For several hours deep sleep, occasioned by some potent medicaments, had bound up the senses of Auriol."
“I am under a terrible influence.,“I am under a terrible influence.
"“ You thought to delude me,” said Rougemont, in deep whisper, audible only to Auriol; “but you counted without your host.","“You thought to delude me,” said Rougemont, in a deep whisper, audible only to Auriol; “but you counted without your host."
"“ Would you destroy yourself, madman?” roared a voice.","“Would you destroy yourself, madman?” roared a voice."
"Beyond it was a gallery, from which several chambers opened.","Beyond it was a gallery, from which several chambers opened."
"Ihate te be kept in suspense.” “ She has left me,” replied Thorneycroft—* left her old indulgent father—run away.” “ Run away!” exclaimed Loftus.","I hate to be kept in suspense.” “She has left me,” replied Thorneycroft—“left her old indulgent father—run away.” “Run away!” exclaimed Loftus."
"“ You must control your impatience, my dear young friend.","“You must control your impatience, my dear young friend."
"Unable to shake off the gloom which had stolen over him, Auriol took his leave, promising to meet Mr.","Unable to shake off the gloom which had stolen over him, Auriol took his leave, promising to meet Mr."
"Proceeding to a short distance, this personage crossed over, and returned slowly towards the iron-merchant’s dwelling.","Proceeding to a short distance, this personage crossed over, and returned slowly towards the iron-merchant’s dwelling."
Here are the words:—‘ How many crimes have I to reproach myself with!,Here are the words: ‘How many crimes have I to reproach myself with!
"There's pretty plain signs on it at yonder door.” “So there be, John,” replied Ned, peeping round.","There’s pretty plain signs on it at yonder door.” “So there be, John,” replied Ned, peeping round."
"His first business was to procure a splendid carriage and horses, and to order some new and rich habiliments to be made with the utmost expedition.","His first business was to procure a splendid carriage and horses, and to order some new and rich habiliments to be made with the utmost expedition."
"“ And the thing was so unnecessary, for I would gladly have given her to the young man.","“And the thing was so unnecessary, for I would gladly have given her to the young man."
"I don’t care how he's kept, ve're sure to have him at last.","I don’t care how he’s kept, ve’re sure to have him at last."
"Baldred tapped against it, and the summons was instantly auswered by a diminutive personage, clad in a jerkin of coarse grey serge, and having a leathern apron tied round his waist.","Baldred tapped against it, and the summons was instantly answered by a diminutive personage, clad in a jerkin of coarse grey serge, and having a leathern apron tied round his waist."
"“Do you want to be captured, and shut up in a cell for the rest of your life?” “ Certainly not,” replied Thorneycroft, accelerating his movements ; “I hope there's no chance of it.” “ There’s every chance of it,” rejoined Old Parr.","“Do you want to be captured, and shut up in a cell for the rest of your life?” “Certainly not,” replied Thorneycroft, accelerating his movements; “I hope there’s no chance of it.” “There’s every chance of it,” rejoined Old Parr."
Ginger.,Ginger.
"“ What have you discovered—what have you found out ?” cried the iron-merchant, breathlessly.",“What have you discovered—what have you found out?” cried the iron-merchant breathlessly.
"Surrendering himself delightedly to their influence, he sank upon a couch, and for some time was wrapped in a dreamy elysium, imagining himself wandering with Edith Talbot in a lovely garden, redolent of sweets, and vocal with the melody of birds.","Surrendering himself delightedly to their influence, he sank upon a couch, and for some time was wrapped in a dreamy elysium, imagining himself wandering with Edith Talbot in a lovely garden, redolent of sweets, and vocal with the melody of birds."
"“ One was so,” replied Darcy, with a shudder.","“One was so,” replied Darcy, with a shudder."
"I will join you presently.” And as the girl, half sinking with apprehension, withdrew, he advanced quickly towards the intruder.","I will join you presently.” And as the girl, half sinking with apprehension, withdrew, he advanced quickly towards the intruder."
His demeanour had undergone a fearful change.,His demeanour had undergone a fearful change.
"Myriads of start paved the deep vault of heaven; the crescent moon hung like a silver lamp in the midst of them; a stream of rosy and quivering light issuing from the north traversed the sky, like the tail of some stupendous comet; while from its point of effluence broke forth, ever and anon, corascations rivalling in splendour and variety of hue the most brilliant discharge of fireworks.","Myriads of stars paved the deep vault of heaven; the crescent moon hung like a silver lamp in the midst of them; a stream of rosy and quivering light, issuing from the north, traversed the sky, like the tail of some stupendous comet; while from its point of effluence broke forth, ever and anon, coruscations rivalling in splendour and variety of hue the most brilliant discharge of fireworks."
"“The price is monstrous—preposterous.” “ Jt may appear so to you, sir,” said Ginger, “ because you're igncrant o’ the wally of sich a hanimal; but I can tell you, it’s cheap—dirt cheap.","“The price is monstrous—preposterous.” “It may appear so to you, sir,” said Ginger, “because you’re ignorant o’ the wally of sich a hanimal; but I can tell you, it’s cheap—dirt cheap."
"Sign!” At this injunction, the figure moved slowly towards the table, and, to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment.","Sign!” At this injunction, the figure moved slowly towards the table, and to his unspeakable horror, Auriol beheld it take up the pen and write upon the parchment."
"“ Whether my crimes are real or imaginary—whether I snatched the cup of immortality from my grandsire’s dying lips—whether I signed a compact with the Fiend, and delivered him a victim on each tenth year—I cannot now know; but if it is so, I deeply, bitterly regret them, and would expiate my offences by a life of penance.” At this moment Rougemont, attired in a dress similar to that of the prisoner, marched up the steps, and cried, “ What ho, Auriol !—Auriol Darcy !” “ Who speaks?” demanded Auriol.","“Whether my crimes are real or imaginary—whether I snatched the cup of immortality from my grandsire’s dying lips—whether I signed a compact with the Fiend, and delivered him a victim on each tenth year—I cannot now know; but if it is so, I deeply, bitterly regret them, and would expiate my offences by a life of penance.” At this moment Rougemont, attired in a dress similar to that of the prisoner, marched up the steps, and cried, “What ho, Auriol!—Auriol Darcy!” “Who speaks?” demanded Auriol."
"“ You terrify me, Auriol,” she rejoined.","“You terrify me, Auriol,” she rejoined."
"You're sure to meet him some time or other.” “That's true,” replied the Sandman ; “and there’s no fear of his knowin’ us, for the werry moment he looked round I knocked him on the head.” “ Arter all,” said the Tinker, “ there’s no branch o’ the perfession so safe as yours, Ginger.","You’re sure to meet him some time or other.” “That’s true,” replied the Sandman; “and there’s no fear of his knowin’ us, for the werry moment he looked round I knocked him on the head.” “Arter all,” said the Tinker, “there’s no branch o’ the perfession so safe as yours, Ginger."
I hold in my hand the treasure I have so long sought—so eagerly coveted.,I hold in my hand the treasure I have so long sought—so eagerly coveted.
"“ Instantly drawing my poniard, I plunged it to the rabbi’s heart.","“Instantly drawing my poniard, I plunged it to the rabbi’s heart."
"“ He alvays recovers from every kind of accident.” “ Alvays recovers !” exclaimed the Sandman, in amazement.","“He alvays recovers from every kind of accident.” “Alvays recovers!” exclaimed the Sandman, in amazement."
"Vy, bless you, a perliceman can’t detain us, even if he knows ve'’ve a stolen dog in our persession, and ve svears it’s our own; and yet he'd stop you in a minnit if he seed you with a suspicious-lookin’ bundle under your arm.","Vy, bless you, a perliceman can’t detain us, even if he knows ve’ve a stolen dog in our persession, and ve svears it’s our own; and yet he’d stop you in a minnit if he seed you with a suspicious-lookin’ bundle under your arm."
"He was there at the time appointed, and, to Mr.","He was there at the time appointed, and, to Mr."
"Plodwell, observes to his clients—what may be your object ?” “ You want an assistant, don’t you, sir?” rejoined the little man, humbly.","Plodwell, observes to his clients—what may be your object?” “You want an assistant, don’t you, sir?” rejoined the little man humbly."
