Contexte gauche,Chaîne,Contexte droit
upon his features. “, ,You here?” cried Aur
?” cried Auriol. @@“, ,"Of course,” replied "
ain this evening.” “, ,"Perchance,” replied "
@@@@@@@@@@@@@@@@@@@“, ,"You will,” rejoined "
ger@ peremptorily. “, ,"Remember, your ten y"
" hands, why hesitate", ,?” “@Because I will 
"s, why hesitate@?” “", ,Because I will not s
",” replied Auriol. “", ,You cannot help your
 who has just been “, ,"called,” ordering hi"
"led,” ordering his “", ,"first wig,” and you "
uture distinction. “, ,"Ah, sir,” he will sa"
ntion to his remarks, ,; or screaming with 
mart special pleader, ,; or talking of the 
gge chiefly delights, ,"; with them, indeed,"
spruce West End hair, ,-@@@@@@@@@@@@@@@@@@@
rd screamed forth: “, ,Pretty dear@!—pretty
forth: “@Pretty dear, ,!—pretty dear@!” “Ah
y dear@!—pretty dear, ,!” “Ah! what’s that?
at’s that? Who is it, ,?” cried Trigge. “Pr
Trigge. “Pretty dear, ,!—pretty dear!” reit
ead of black hair. “, ,Pretty dear@!—pretty
 hair. “@Pretty dear, ,!—pretty dear!” scre
hought Mr. Trigge. “, ,What a strange littl
” said the barber. “, ,High wages@!—high wa
barber. “@High wages, ,!—high wages@!” scre
h wages@!—high wages, ,!” screamed the magp
 in the newspaper. “, ,"Yes, yes, that’s my "
eplied Mr. Trigge. “, ,But what of it?” Bef
tleman@ furiously. “, ,What the devil are y
 devil are you about, ,"?” “Yes! take care, "
"ess,” cried Trigge—”", ,"‘@take care, or I’ll"
"s,” cried Trigge—”@‘", ,"take care, or I’ll c"
“D—n Judge Learmouth, ,!” cried the gentlem
Mag—“sarve him right, ,"!” “@Beg pardon, sir"
sarve him right@!” “, ,"Beg pardon, sir,” cr"
t may be your object, ,?” “@You want an ass
 be your object@?” “, ,You want an assistan
n behalf of a friend, ,?” asked Trigge. “On
s?” demanded Trigge—, ,“@what are your qual
” demanded Trigge—@“, ,what are your qualif
 your qualifications, ,?” “I fancy I unders
Queen Anne’s time—eh, ,?” “@You have hit it
 Anne’s time—eh@?” “, ,You have hit it exac
ueen Anne’s time.” “, ,Perhaps you recollec
 cried Mr. Trigge. “, ,"Perfectly,” replied "
ed the little man. “, ,French periwigs were
"u saw ’em, of course", ,"?” cried the barber,"
"ber, with a sneer. “", ,"I did,” replied the "
ttle man@ quietly. “, ,"Oh, he must be out o"
"d,” cried Trigge. @“", ,We shall have a comm
” replied Mr. Trigge, ,; “I don’t think you
——” “Lord Chancellor, ,!—Lord Chancellor@!”
or@!—Lord Chancellor, ,!” @screamed Mag. @@
” @screamed Mag. @@“, ,"Precisely, Mag,” sai"
n@ disconsolately. “, ,Pretty dear@!” screa
ately. “@Pretty dear, ,!” screamed Mag; “@p
r@!” screamed Mag; “, ,pretty dear@!” “@Wha
d Mag; “@pretty dear, ,!” “@What a wonderfu
; “@pretty dear@!” “, ,What a wonderful bir
thing!” screamed Mag, ,—“little or nothing@
@—“little or nothing, ,!” “What is your nam
gered in the shop. “, ,"Why, sir, I’ve had m"
"time,” he replied. “", ,At one time I was ca
se—Gregory Morse.” “, ,An Old Bailey answer
 shaking his head. “, ,"Flapdragon, alias Ol"
—alias Gregory Morse, ,—alias——” “@Pretty d
ry Morse@—alias——” “, ,Pretty dear!” scream
ar!” screamed Mag. “, ,And you want a place
eing him narrowly. “, ,"Sadly,” replied Mors"
"y,” replied Morse. “", ,"Well, then, follow m"
e shop together. Cha, ,pter @@@@@@@@@@@@@@@
 Ebba@ playfully. @“, ,Promise me not to in
"Ebba,” he replied. “", ,But my spirits are n
 flowing at our feet, ,!—how tender is the 
ough the sun has set, ,"!—And see, yonder ha"
er first quarter.” “, ,The moon in her firs
in her first quarter, ,"!” cried Auriol, in "
a tone of anguish. “, ,All then is over.” “
All then is over.” “, ,What means this sudd
s this sudden change, ,"?” cried Ebba, frigh"
 you are with me.” “, ,But you do not know 
 be accomplished.” “, ,Your moody fancies d
ng his arm kindly. “, ,"Ebba,” he cried, “I "
ll hold you fast.” “, ,You know not what yo
do!” cried Auriol. “, ,"Release me! oh, rele"
"e me! oh, release me", ,!” “In a few moments
"ed,” she rejoined. “", ,Let us walk towards 
mmer on the scene. “, ,What a strange place
",” replied Auriol. “", ,But why did we come 
y did we come hither, ,"?” As he spoke, ther"
"eet,” she replied. “", ,You alarm yourself w
pths of the vault. “, ,"Some one spoke,” cri"
@@@@@@@@@@@@@@@@@@@“, ,"Come, then,” said Au"
"hen,” said Auriol. “", ,"Not so fast,” cried "
their passage out. “, ,"Ebba, you are mine,”"
ried the stranger. “, ,Auriol has brought y
rought you to me.” “, ,It is false!” cried 
yield her to you.” “, ,Remember your compac
h a mocking laugh. “, ,"Oh, Auriol@!” cried "
" laugh. “@Oh, Auriol", ,"!” cried Ebba, “I fe"
ith this fiend?” @@“, ,"He has,” replied the"
lied the stranger; “, ,and by that compact 
nstantly @stifled. “, ,You shall not go!” c
"riol, seizing him. “", ,"Release her, or I re"
ounce you wholly.” “, ,Fool!” cried the str
ing smile to Auriol—, ,“@Behold! the moon i
g smile to Auriol—@“, ,Behold! the moon is 
 words are fulfilled, ,!” @@@@A@@@@@@@@nd h
en with that view. “, ,By Jove! what a nobl
"e,” replied Morse. “", ,That was in the time
the Protectorate.” “, ,You cannot get those
uries and a half.” “, ,Would you could have
" his beloved wife, ‘", ,Eleanor of Castile@’
he other’s remark. “, ,It was much mutilate
"r,” replied Morse, “", ,for I was assistant 
 statue was sold.” “, ,Ah! indeed@!” exclai
 sold.” “@Ah! indeed, ,!” exclaimed Loftus.
full particulars.” “, ,"You shall hear them,"
"n,” replied Morse. “", ,"Yon statue, which, a"
 back his outlay.” “, ,Ha! ha! ha!” laughed
"tion,” pursued Morse", ,; “@and my master ma
",” pursued Morse@; “", ,and my master made k
rossed over the road, ,"; and, taking off hi"
 stump beside him. “, ,You are aware that t
"m,” replied Loftus—“", ,to be sure. What fan
nt of these trophies, ,!”@ “@The execution 
these trophies@!”@ “, ,The execution of the
",” rejoined Loftus—“", ,"never, upon my life."
butcher’s apprentice, ,; “they’re a tryin’ 
into a millstone.” “, ,Only think of living
e work of art before, ,"!” cried Loftus, qui"
 cried the porter. “, ,"The nearer you get, "
you’ll admire it.” “, ,"Quite true,” replied"
",” replied the other", ,; “but just give us 
"ft, and I’ll try.” “", ,Wot are you arter th
e perlice to you.” “, ,Wot two precious guy
ecious guys these is, ,!” cried a ragamuffi
"him. Here, boy, here", ,!” “@That ‘ud be fam
"Here, boy, here@!” “", ,That ‘ud be famous f
"re, you young divils", ,!” cried an Irish br
@@@@@@@@@@@@@@@@@@@“, ,"Oh, they’re antiquar"
"ntiquaries, are they", ,?” screamed the litt
le street-sweeper. “, ,"Vell, I never see th"
" afore; did you, Sam", ,"?” “@Never,” replied"
"e; did you, Sam@?” “", ,"Never,” replied the "
eplied the porter. “, ,"Och, murther in Iris"
ad run his barrow. “, ,Divil seize you for 
o people in that way, ,"?” “@Axes pardon, Mo"
ple in that way@?” “, ,"Axes pardon, Molly,”"
idn’t obsarve ye.” “, ,Antiquaries be hange
woman@ furiously. @“, ,You’ve destroyed my 
d bad luck to ye!” “, ,"Well, never heed, Mo"
"eiving Loftus, cried", ,"—“Why, brother-in-la"
y of the trophies. “, ,What are you talking
e stout gentleman. “, ,"Grinling Gibbons,” r"
mobbed presently.” “, ,"Why, how the devil d"
brother Thorneycroft, ,"?” cried Loftus, at "
 clear of the mob; “, ,you’ll be shocked to
"your niece, Ebba.” “", ,"Why, what has happen"
kept in suspense.” “, ,"She has left me,” re"
plied Thorneycroft—“, ,left her old indulge
 father—run away.” “, ,Run away!” exclaimed
 exclaimed Loftus. “, ,Impossible! I’ll not
n from your lips.” “, ,Would it were not so
croft@ mournfully. “, ,And the thing was so
"at,” cried Loftus. “", ,Rest easy on that sc
hom has she run away, ,?” “@With a young ma
as she run away@?” “, ,With a young man nam
ied Thorneycroft. @“, ,He was brought to my
"him,” said Loftus. “", ,"But I have,” interpo"
wo hundred years.” “, ,Eh day@! who’s this?
red years.” “@Eh day, ,! who’s this?” cried
ried Thorneycroft. “, ,A crack-brained litt
elixir as myself.” “, ,"If you know him, can"
s a clue to find him, ,?” asked Thorneycrof
 the black cloak.” “, ,What’s that you say?
gentleman to be——” “, ,What@!—who@?” demand
eman to be——” “@What, ,!—who@?” demanded Th
o be——” “@What@!—who, ,?” demanded Thorneyc
nded Thorneycroft. “, ,Neither more nor les
rse@ mysteriously. “, ,Pshaw! poh!” cried L
"ing his hat, said, “", ,"Mr. Thorneycroft, I "
"rneycroft, I believe", ,?” “My name is Thorn
yeing him askance. “, ,"And your name, I fan"
", I fancy, is Ginger", ,"?” “@Exactly, sir,” "
"ancy, is Ginger@?” “", ,"Exactly, sir,” repli"
" touching his hat, “", ,ex-actly. I didn’t t
s of your darter.” “, ,Of Ebba!” exclaimed 
our news is good.” “, ,I wish it wos better
dog-fancier@ gravely, ,; “but I’m afeerd sh
 werry bad hands.” “, ,"That she is, if she’"
",” observed Morse. “", ,"Vy, Old Parr, that a"
m in astonishment. “, ,"Vy, ‘ow you are tran"
"ogrified, to be sure", ,!” “@But what of my 
"ied, to be sure@!” “", ,But what of my daugh
” cried Thorneycroft, ,; “where is she? Tak
be well rewarded.” “, ,I’ll do my best to t
",” replied Ginger, “", ,for my heart bleeds 
eadful bad hands.” “, ,Do you allude to Mr.
"ter,” replied Ginger", ,; “I thought him qui
 to my knowledge.” “, ,You alarm me greatly
ried Thorneycroft. “, ,What is to be done@?
“@What is to be done, ,?” “@I shall know in
t is to be done@?” “, ,I shall know in a fe
said Thorneycroft. “, ,He couldn’t help you
he hurried away. Cha, ,pter@@@ 11@ Preparat
trio at the table; “, ,and I’m happy to say
. Ginger’s remark. “, ,As I said to you thi
rin’ your darter.” “, ,"Yes, it’s your only "
 @@@@@@@@@@@@@@@@@@“, ,Ve’re about to risk 
"r,” said the Sandman", ,"; “so, in coorse, ve"
ortionate revard.” “, ,If you enable me to 
"s,” said the Tinker—", ,“@that’s my lowest.”
” said the Tinker—@“, ,that’s my lowest.” “
that’s my lowest.” “, ,"And mine, too,” said"
” remarked Ginger. “, ,I’m sworn champion o
heir own bargins.” “, ,"Well, I assent,” ret"
 Mr. Thorneycroft; “, ,and the sooner we se
t out the better.” “, ,Are you armed@?” ask
er.” “@Are you armed, ,?” asked Ginger. “I 
lied Thorneycroft. “, ,"All right, then—ve’v"
ce of black crape. “, ,Who is this@?” he de
crape. “@Who is this, ,?” he demanded with 
",” replied Ginger. “", ,Vithout him ve could
n our enterprise.” “, ,He claims a reward t
"eward too, I suppose", ,?” said Thorneycroft
?” said Thorneycroft, ,.@ “@@@@@@I@@@ @@wil
"the iron-merchant, “", ,provided always——” “
provided always——” “, ,"No provision, sir,” "
he other@ quickly. “, ,You must swear to ke
hter is detained.” “, ,"Svear, sir; it is yo"
 whispered Ginger. “, ,"Well, if it must be,"
 very mysterious.” “, ,The whole affair is 
"s,” replied Reeks. “", ,You must also consen
t into the coach.” “, ,Anything more@?” ask
ch.” “@Anything more, ,?” asked the iron-me
the iron-merchant. “, ,You must engage to o
",” rejoined Reeks. “", ,"Otherwise, there is "
hance of success.” “, ,"Be it as you will,” "
t perforce agree.” “, ,All then is clearly 
. It made many turns, ,; but at length proc
lapidated mansion. “, ,"We are now arrived,”"
"the iron-merchant, “", ,and you will have ne
w their cutlasses. “, ,"Now then, follow me,"
upon his features. “, ,Drink@!” he cried; “
is features. “@Drink, ,!” he cried; “it wil
 it to the ground. “, ,You have acted fooli
"y,” he said@ sternly", ,; “the potion would 
 two vases of jet. “, ,What is behind that 
"anon,” he replied. “", ,"Meanwhile, seat your"
ed over her frame. “, ,"By this,” she cried,"
"and body, to you?” “", ,"You do,” replied the"
Who@ and what are ye, ,"?” she cried, wild w"
 wild with terror. “, ,The victims of Aurio
he victims of Auriol, ,!” replied the figur
gure on the right. “, ,"As we are, such will"
 you be ere long.” “, ,What crime have you 
e have you committed, ,?” demanded Ebba. “@
@?” demanded Ebba. “, ,"We have loved him,” "
ulpable with you.” “, ,You will share our d
 the third figure. “, ,Heaven have mercy up
"curtain exclaimed, “", ,"Sign, or Auriol is l"
bba@ distractedly. “, ,Witness his chastise
 her distractedly. “, ,Will you save him be
"iving, into the tomb", ,?” cried the voice. 
undered the voice. “, ,Your attempt at self
ther veiled forms. “, ,"All is accomplished,"
” cried the voice. “, ,Away with him!” On t
n brought forth. Cha, ,p@@@@@@@@@@@@@@@@@@@
eneath the footsteps, ,; the wide and empty
ing@ in a loud voice, ,": “@Dost hear me, I "
 in a loud voice@: “, ,"Dost hear me, I say,"
"re. Dost hear, I say", ,?” And he repeated t
ell to the ground. “, ,What is this?” cried
ation has been heard, ,"!” And, snatching up"
"mb,” cried Rougemont", ,; “@there can be no 
 cried Rougemont@; “, ,there can be no doub
"ver, and a pitchfork", ,; armed with which a
ollowing inscription, ,: “@POST C.C.L. ANNO
wing inscription@: “, ,POST C.C.L. ANNOS PA
ollowing inscription, ,: “Hoc universi comp
i sepulcrum feci.” “, ,"Here, then, old Cypr"
upon his features. “, ,"Aha!” he exclaimed, "
source it comes from, ,!—ha! ha!” And seizi
"y wish,” he cried. “", ,"Boundless wealth, an"
"n, for the gift.” Ch", ,apt@er@@@@@ 2@@ The 
or the gift.” Ch@apt, ,er@@@@@ 2@@ The Comp
ounded in his ear. “, ,It is useless to med
o had checked him. “, ,If you find life a b
well known to him. “, ,"Leave me, Rougemont@"
"@Leave me, Rougemont", ,!” he cried@ fiercel
ve your distress.” “, ,Will you give me bac
me?” cried Auriol. “, ,Will you pay my inex
ave me from a prison, ,?” “@I will do all t
e from a prison@?” “, ,"I will do all this, "
” @@@@@@@@@@@@@@@@@“, ,Spare your insulting
ejoined Rougemont. “, ,"Come with me, and yo"
ere?” he inquired. “, ,"Ask no questions,” r"
ew words in an under, ,"tone to them, and th"
" Auriol exclaimed, “", ,Is it to mock me tha
ve brought me hither, ,"?” “To mock you—no,”"
",” said Rougemont. “", ,You will be better a
"ad,” cried Auriol. “", ,It is some damnable 
 you once quaffed—eh, ,?” “A truce to this 
uce to this raillery, ,!” cried Auriol@ ang
n no mood to bear it, ,.” “@Pshaw! I mean n
mood to bear it@.” “, ,Pshaw! I mean no off
anging his manner. “, ,What think you of th
nk you of this house, ,?” “@That it is magn
u of this house@?” “, ,That it is magnifice
replied Rougemont. “, ,Mine! you are mockin
"e, if you please.” “", ,At what price?” aske
replied the other. “, ,"Come this way, and w"
sh you with them.” “, ,Notes to an immense 
g at its contents. “, ,"They are yours, toge"
"” cried Rougemont, “", ,if you will but sign
 compact with me.” “, ,A compact@!” cried A
ith me.” “@A compact, ,"!” cried Auriol, reg"
definable terror. @“, ,Who@ and what are yo
re could you require, ,?” “@But upon what t
uld you require@?” “, ,But upon what terms@
@But upon what terms, ,?” demanded Auriol. 
replied the other. “, ,You shall judge for 
om it a parchment. “, ,"Sit down,” he added,"
"t down,” he added, “", ,and read this.” Auri
"ew,” cried Auriol. “", ,Avaunt! I will have 
You are immortal.” “, ,"True,” rejoined Auri"
Auriol@ thoughtfully, ,; “@@but yet——” “@Ps
ly@; “@@but yet——” “, ,Pshaw!” rejoined the
tim—a female victim—, ,whenever you shall r
"it,” cried Auriol. “", ,"Precisely,” replied "
g that condition.” “, ,But if I fail in doi
"so, I am doomed——” “", ,But you will not fai
ing the parchment. “, ,Now sign it.” Auriol
" it,” he muttered. “", ,A stroke of the pen 
ver his shoulder. @“, ,Riches and happiness
er chance.” “Tempter, ,"!” cried Auriol, has"
pent—give it me back, ,"!” he cried, endeavo"
@@@@@“It is too late, ,"!” cried the latter,"
rredeemably mine.” “, ,Ha@!” exclaimed Auri
deemably mine.” “@Ha, ,"!” exclaimed Auriol,"
pursued Rougemont; “, ,but I shall return i
"t victim! oh, Heaven", ,!” exclaimed Auriol.
alls on Edith Talbot, ,!” replied Rougemont
ol; “she your victim, ,! Think you I would 
th a bitter laugh. “, ,And such will ever b
"l then, farewell!” “", ,Stay@!” cried Auriol
"n, farewell!” “@Stay", ,!” cried Auriol. “@I
 had made for him. “, ,And we hope nothing 
ne?” cried Auriol. “, ,"Oh, quite sure, sir,"
ried Auriol@ sharply, ,; “mind that. Deny m
 enter the house.” “, ,Your orders shall be
ing with surprise. “, ,"Now leave me,” cried"
"e deepest despair, “", ,All precautions are 
ss. I am indeed lost, ,!” C@hapt@@@@@@@@er 
 am indeed lost@!” C, ,hapt@@@@@@@@er @3@ I
t@@@@@@@@er @3@ Irre, ,solution@@@@@ On ret
"ight, he exclaimed—“", ,"Yes, yes—all obstacl"
nly checking himself, ,"—“worse than mad, to"
 upon him to stay. “, ,It will be in vain t
he unseen speaker. “, ,You cannot escape me
 Talbot from you!” “, ,"Where are you, fiend"
around@ furiously. “, ,"Show yourself, that "
o this injunction. “, ,Give me back the com
riol@ imploringly. “, ,It was signed in ign
me without Edith.” “, ,Without wealth you c
replied the voice. “, ,"You are only, theref"
 @@@@@@@@@@@@@@@@@@“, ,How am I to account 
"ol, after a pause. “", ,"You a gambler, and a"
nd ask that question, ,!” returned the unse
th a bitter laugh. “, ,But I will make your
"y. And now, farewell", ,!” The voice was the
"-desk, exclaiming, “", ,It is useless to str
I must yield to fate, ,"!” This done, he wen"
sion for anything. “, ,Show me to my bedroo
t of the room. Chapt, ,er@@@@@ @4@ @@@@Edit
reakfast awaited him, ,; and having partake
go?” cried Auriol. “, ,"Scarcely, I fear,” r"
", smiling blandly. “", ,You must control you
n its proportions. “, ,"You have heard, dear"
nd blushed deeply. “, ,He has fixed Wednesd
"ext,” pursued Auriol", ,; “@but I wish an ea
” pursued Auriol@; “, ,but I wish an earlie
ake place at all.” “, ,You are full of misg
" step,” she cried. “", ,You cannot urge me t
"day, and in the mean", ,time he committed hi
dly and delightfully, ,; and on the evening
from this journey. “, ,"Well, here I am!” he"
” exclaimed Edith. “, ,"Now, Auriol, you can"
o more apprehensions, ,.” @@@@@@@@@@@@@@@“@
@.” @@@@@@@@@@@@@@@“, ,Apprehensions of wha
pprehensions of what, ,?” cried Mr. Talbot.
 cried Mr. Talbot. “, ,Of some accident bef
",” replied Auriol. “", ,"Oh, lovers are full "
 cried Mr. Talbot. “, ,They are unreasonabl
ade happy—ha! ha!” “, ,"Do you know, papa, A"
"ol, turning pale. @“", ,But why do you parti
ou particularise him, ,?” “@Because I have 
rticularise him@?” “, ,Because I have heard
eplied Mr. Talbot. “, ,What—what have you h
” demanded Auriol. “, ,"Why, one shouldn’t b"
eplied Mr. Talbot; “, ,but I should be glad
n his future wife. “, ,You are a perfect ma
e no doubt of it.” “, ,"Nor I,—if I ever pos"
t his intrusion. Cha, ,pter@@@ 5@@ The Seve
antly disappeared. “, ,Are you prepared to 
"scene with me, Edith", ,"?” he asked, with a "
@@@@@@@@@@@@@@@@@@@“, ,"Quite so,” she repli"
 him with tenderness, ,; “I long to be alon
e alone with you.” “, ,"Come, then,” said Au"
as now impossible. “, ,You thought to delud
ctim.” @@@@@@@@@@@@“, ,What is the matter w
iol?” cried Edith. “, ,Who is this strange 
 this strange person, ,?” But her husband r
ower of utterance. “, ,Your carriage waits 
d taking her hand. “, ,"You are coming, Auri"
ack or go forward. “, ,"Yes—yes,” cried Auri"
mont—go with him.” “, ,Mr. Rougemont!” crie
ont!” cried Edith. “, ,You told my father h
ould not be here.” “, ,Your husband did not
 fiendish triumph. “, ,What is the matter?”
here is the carriage, ,?—what has become of
 has become of Edith, ,?” “@She is in the p
become of Edith@?” “, ,She is in the power 
 Auriol@ gloomily. “, ,"What mean you, wretc"
"hat mean you, wretch", ,"?” cried Mr. Talbot,"
one off with her?” “, ,You have hit the tru
” replied Auriol. @“, ,He bought her with t
 myself to perdition, ,!” “@Horror!” exclai
lf to perdition@!” “, ,Horror!” exclaimed t
falling backwards. “, ,"Ay, breathe your las"
ed Auriol@ wildly. “, ,Would I could yield 
"up my life, likewise", ,!” And he hurried aw
luding his survey. “, ,Did you expect to fi
to find any one here, ,"?” “I hardly know,” "
re till I return.” “, ,You are not going to
"out, do not stir.” “", ,What are we likely t
t mean to abandon us, ,?” persisted Thorney
"ent,” said Ginger. “", ,"Yes, ve’ll take care"
" sir,” said Reeks. “", ,Before we explore th
"partments, Mr. Reeks", ,?” interposed Ginger
interposed Ginger. “, ,Ve ain’t a-goin’ bel
ructions in an under, ,tone to the monkey. 
"from within cried, “", ,Leave me in peace!” 
iol Darcy who speaks, ,?” demanded Reeks. “
?” demanded Reeks. “, ,"It is,” replied the "
lied the prisoner. “, ,Who are you that put
hat put the question, ,"?” “A friend,” repli"
",” replied Auriol. “", ,What has happened to
 has happened to her, ,?” demanded Reeks. “
?” demanded Reeks. “, ,She is in the power 
"mont,” said Reeks. “", ,But what has befalle
tims—like my victims, ,!” cried Auriol@ dis
ow?” cried Auriol. “, ,All is over.” “So it
 exclaimed Auriol. “, ,But no—I saw her fal
at I then beheld.” “, ,"Despite all this, yo"
give me this promise, ,?” asked Auriol. “@A
e@?” asked Auriol. “, ,As I have already de
"d,” replied Reeks. “", ,Are you human@?” “@A
eks. “@Are you human, ,?” “@As yourself.” “
“@Are you human@?” “, ,As yourself.” “Then 
"eks, with a laugh. “", ,Your voice seems fam
l me who you are?” “, ,"You shall know anon,"
"n,” replied Reeks. “", ,"But, hist@!—@we are "
"d Reeks. “@But, hist", ,!—@we are interrupte
"eeks. “@But, hist@!—", ,we are interrupted. 
"p to Ginger, said— “", ,Wot the devil can Mr
"re,” remarked Ginger", ,"; “@or if you do, tr"
 remarked Ginger@; “, ,"or if you do, treat "
h proper respect.” “, ,Pshaw@!” exclaimed t
er respect.” “@Pshaw, ,!” exclaimed the Tin
nker@ impatiently; “, ,I don’t like a man s
d then come back.” “, ,"Stay where you are, "
"here you are, rascal", ,!” cried Thorneycrof
"u are, I command you", ,"!” “@Vell, ve’ve got"
", I command you@!” “", ,"Vell, ve’ve got a no"
ng at the others. @“, ,Ve’ve no vish to dis
"he tried the door, “", ,it’s locked@!” “@Wha
" door, “@it’s locked", ,!” “@What’s locked@?
", “@it’s locked@!” “", ,What’s locked@?” cri
d@!” “@What’s locked, ,?” cried Thorneycrof
eplied the Tinker. “, ,Ve’re prisoners.” “@
@Ve’re prisoners.” “, ,"O@@ Lord, you don’t "
n agony of fright. “, ,What will become of 
at will become of us, ,?” A roar of laughte
"it is,” he cried. @“", ,You have entrapped m
the Tinker’s head. “, ,Holloa! wot are you 
d with his hands. @“, ,You’re a-labourin’ u
’ into a passion.” “, ,"Well, well, I must r"
e things quietly.” “, ,"Besides, there’s no "
", seating himself. “", ,That remains to be s
site Thorneycroft. “, ,If Reeks don’t come 
ovisions were spread, ,; “@wot do you say t
ions were spread@; “, ,wot do you say to a 
 mouthful o’ wittles, ,?” “I wouldn’t touch
plied the Sandman. “, ,"Nor I,” added the Ti"
"I,” added the Tinker", ,; “@they may be piso
added the Tinker@; “, ,they may be pisoned.
y may be pisoned.” “, ,Pisoned—nonsense@!” 
” “@Pisoned—nonsense, ,!” cried Ginger; “do
inish it for him.” “, ,"Vith all my ‘art,” s"
” said the Tinker. “, ,Don’t touch it on an
a dish before him. “, ,As good a pigeon-pie
zing satisfaction. “, ,Never tasted sich a 
ot it’s called@@?” “, ,"Prussic acid,” repli"
the vorse for it!” “, ,"He’s gettin’ svipy,”"
er it’s really Tokay, ,"?” “@No such thing,”"
’s really Tokay@?” “, ,"No such thing,” crie"
” cried Thorneycroft, ,; “let him alone.” “
"e us a glass, Ginger", ,"!” “@Vith pleasure,”"
"a glass, Ginger@!” “", ,"Vith pleasure,” repl"
handing it to him. “, ,You’d better be perw
"iled upon, Sandy.” “", ,"Vell, I s’pose I mus"
let proffered him. “, ,Here’s the beaks’ he
 us dog-fanciers.” “, ,"Dog-fanciers—say, ra"
"@@@@@@@@ laughing, “", ,but I’ll relate a ci
beaks upholds it.” “, ,There can be but one
e don’t offer enough, ,; so he goes to an a
"ys to him—says he, ‘", ,"How are you, sir? I "
"tare, Mr. S. adds, ‘", ,"Vel, I’ll tell you w"
s the gent@ angrily—, ,‘and what has it giv
ay no such money.’ ‘, ,"Werry vell,’ replies"
afore your door.’” “, ,You don’t mean to sa
d in the relation. “, ,"Only t’other day, I "
roft@ indignantly. “, ,"And sarve him right,"
s out o’ the vay.” “, ,Shameful!” cried Mr.
" Ginger, laughing. “", ,Thinkin’ his dog saf
s stolen from it.” “, ,Under the noses of t
croft. @@@@@@@@@@@@“, ,Under their werry no
",” replied Ginger. “", ,But now comes the cr
"rupts him, sayin’@—‘", ,Then let there be a 
th a second time.” “, ,Halloa! wot’s that?”
in!” cried Ginger; “, ,wot an awful din!” “
wot an awful din!” “, ,"Now it’s underneath,"
nd swore frightfully, ,; but their vocifera
"him, and exclaimed—“", ,Will you swear to go
ce if you are spared, ,"?” “No, I will not,”"
d him by his name. “, ,Who is it?” groaned 
d the dog-fancier. “, ,Look up@!” cried the
g-fancier. “@Look up, ,!” cried the speaker
seated beside him. “, ,"Vy, it can’t be, sur"
 it was Old Parr.” “, ,You’re near the mark
", or rayther undress", ,?” inquired Ginger. 
” inquired Ginger. “, ,Ven I see you this m
 shaking his head. “, ,You haven’t sold you
ke Doctor Forster—eh, ,"?” “@Faustus, my dea"
ctor Forster—eh@?” “, ,"Faustus, my dear Gin"
master’s service.” “, ,I don’t like to ask 
a deprecatory tone—“, ,but is your master—@
@but is your master—, ,hem@!—is he—hem@!—th
 is your master—@hem, ,!—is he—hem@!—the—th
ter—@hem@!—is he—hem, ,!—the—the——” “@The d
e—hem@!—the—the——” “, ,"The devil, you would"
supplied Old Parr. “, ,"Between ourselves, I"
"nger, with a shudder", ,; “it makes the fles
 your master’s power, ,"?” “@Very like it,” "
 master’s power@?” “, ,"Very like it,” repli"
 replied Old Parr. “, ,And there ain’t no c
hance o’ deliverance, ,?” “@None that occur
 o’ deliverance@?” “, ,None that occurs to 
@@@@@@@@@@@@@@@@@@@“, ,But wot is to become
” demanded Ginger. “, ,"Oh, leave them to th"
"do,” cried Ginger. “", ,Ve’re all in the sam
 him by the throat—“, ,your master may be t
the other’s gripe. “, ,"Now get out, if you "
" out, if you can.” “", ,"Don’t be angry,” cri"
ng to conciliate him, ,; “@I only meant to 
o conciliate him@; “, ,I only meant to frig
ol Darcy is here?” “, ,"Yes, he is, and a cl"
 replied Old Parr. “, ,And the girl—Miss Eb
g.” “Then she’s dead, ,"!” cried Ginger, wit"
 a look of horror. “, ,"That’s a secret,” re"
 dwarf@ mysteriously, ,; “and I’m bound by 
mare.” @@@@@@@@@@@@“, ,"Let this waken you, "
buffet on the ear. “, ,"Holloa, wenerable! n"
rd!” cried Ginger. “, ,Ha! ha! ha!” screame
reamed the dwarf. @“, ,You know what you’re
you’re about now.” “, ,"Not exactly,” said G"
o’ this cursed place, ,!” “@You shouldn’t h
is cursed place@!” “, ,You shouldn’t have v
 a taunting tone. @“, ,"But come with me, an"
ter complied. Chapte, ,r@@@@@@ 3@@ @@@@Gera
daughter. Behold her, ,"!” And at the words,"
rigid and motionless, ,; but her eyes blaze
him by main force. “, ,Ebba!” he cried@—“@E
e. “@Ebba!” he cried, ,—“@Ebba@!” But she a
“@Ebba!” he cried@—“, ,Ebba@!” But she appe
a!” he cried@—“@Ebba, ,!” But she appeared 
ned away from him. “, ,What ails her?” crie
e agonised father. “, ,Ebba! Ebba!” “@Call 
er. “@Ebba! Ebba!” “, ,"Call louder,” said R"
@@@@@@@@@@@@@@@@@@@“, ,"Not so, not so!” cri"
en! she hears me not, ,! she heeds me not! 
 senses are gone.” “, ,She is fast bound by
oft groaned aloud. “, ,Are you not content?
” cried Rougemont. “, ,Will you depart in p
 your companions.” “, ,So far from complyin
" you, accursed being", ,!” cried Thorneycrof
ft@ energetically. “, ,You have sealed your
