Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
119,"Eighty gineas, as Tm a lirin' man, and made no bones about it neither.","“Eighty guineas, as I’m a livin’ man, and made no bones about it neither.","Eighty years, as Tm a lirin' man, and made no bones about it neither.","Eighty years, as I’m a livin’ man, and made no bones about it neither.",0.136986301369863,0.0821917808219178,40.0
120,"I wish I conld afford to give her to yo, miss,'' replied Ginger; ``yon should have her, and welcomo.","“I wish I could afford to give her to you, miss,” replied Ginger; “you should have her, and welcome.","I wish I conld afford to give her to yo, miss,'' replied Ginger; ``yon should have her, and welcome.","I wish I could afford to give her to you, miss,” replied Ginger; “you should have her, and welcome.",0.08,0.01,87.50000000000001
121,I will be gone.,I will be gone.,I will be gone.,I will be gone.,0.0,0.0,
122,"Am I deceied, or is this real 7'"" 4 Yon are not deceiei, my son,'' replied the old man.","Am I deceived, or is this real?” “You are not deceived, my son,” replied the old man.","Am I deceived, or is this real 7'"" 4 Yon are not deceive, my son,'' replied the old man.","Am I deceived, or is this real?” “You are not deceived, my son,” replied the old man.",0.11764705882352941,0.0,100.0
123,"But you know, sir,'' he added, touching his forehend, `` you have been a little wrong here, and your memory and reason are not of the clearest.'' Wuere does my grandsire dwell '' asked Auriol.","But you know, sir,” he added, touching his forehead, “you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandsire dwell?” asked Auriol.","But you know, sir,'' he added, touching his forehead, `` you have been a little wrong here, and your memory and reason are not of the clearest.'' Wuere does my grandson dwell '' asked Auriol.","But you know, sir,” he added, touching his forehead, “you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandson dwell?” asked Auriol.",0.0797872340425532,0.015957446808510637,80.0
124,"e ain't a-goin' below, oh t Bat withont paying any attention to the inquiry, Reek quitted the room, and closed the door carefully after him.","“Ve ain’t a-goin’ below, eh?” But without paying any attention to the inquiry, Reeks quitted the room, and closed the door carefully after him.","e ain't a-goin' below, oh t Bat withont paying any attention to the inquiry, Reek quitted the room, and closed the door carefully after him.","I ain’t a-goin’ below, then, oh?” “But without paying any attention to the inquiry, Reeks quitted the room, and closed the door carefully after him.",0.06993006993006994,0.06993006993006994,0.0
125,"I have,'' replied the little old man.","“I have,” replied the little old man.","I have,'' replied the little old man.","I have,” replied the little old man.",0.08108108108108109,0.02702702702702703,66.66666666666666
126,"Nothing occurred during the morning to give him uneasiness, and he gare orders that a carriage and four should bo reaiy an honr before midnight, to conrey him and his brida to Richmond, whoere they were to spend their honeymoon.","Nothing occurred during the morning to give him uneasiness, and he gave orders that a carriage and four should be ready an hour before midnight, to convey him and his bride to Richmond, where they were to spend their honeymoon.","Nothing occurred during the morning to give him uneasiness, and he gare orders that a carriage and four should bo ready an hour before midnight, to convey him and his bride to Richmond, where they were to spend their honeymoon.","Nothing occurred during the morning to give him uneasiness, and he gave orders that a carriage and four should be ready an hour before midnight, to convey him and his bride to Richmond, where they were to spend their honeymoon.",0.00881057268722467,0.0,100.0
127,"Doctor Lamb then applied himsolf to his task with reneved ardour, and in a few seconds became wlolly inscnsible of the presence of a stranger.","Doctor Lamb then applied himself to his task with renewed ardour, and in a few seconds became wholly insensible of the presence of a stranger.","Doctor Lamb then applied himsolf to his task with renewed ardour, and in a few seconds became wholly insensible of the presence of a stranger.","Doctor Lamb then applied himself to his task with renewed ardour, and in a few seconds became wholly insensible of the presence of a stranger.",0.007042253521126761,0.0,100.0
128,"He began to cast handloes aof knives nnd forks in brass, giving it out that they were made from the metal of the statue.","He began to cast handles of knives and forks in brass, giving it out that they were made from the metal of the statue.","He began to cast handlock and knives nnd forks in brass, giving it out that they were made from the metal of the statue.","He began to cast handlocks and knives and forks in brass, giving it out that they were made from the metal of the statue.",0.059322033898305086,0.05084745762711865,14.285714285714283
129,"Glancing at kis watch, and finding it wnted nearly three-quarters of an hour of tha time appointed for his meeting with the mysterions stranger, he struck across the Park, in the direction of the Serpentine Rier.","Glancing at his watch, and finding it wanted nearly three-quarters of an hour of the time appointed for his meeting with the mysterious stranger, he struck across the park, in the direction of the Serpentine River.","Glancing at kis watch, and finding it was nearly three-quarters of an hour of tha time appointed for his meeting with the mysterious stranger, he struck across the Park, in the direction of the Serpentine Rier.","Glancing at his watch, and finding it was nearly three-quarters of an hour of the time appointed for his meeting with the mysterious stranger, he struck across the Park, in the direction of the Serpentine River.",0.037383177570093455,0.02336448598130841,37.5
130,"Hero, givre us a glass, Ginger 1' Vith pleasure,'' replied Ginger, filling a goblet to the brim, and handing it to him.","“Here, give us a glass, Ginger!” “Vith pleasure,” replied Ginger, filling a goblet to the brim, and handing it to him.","Hero, give us a glass, Ginger 1' Vith pleasure,'' replied Ginger, filling a goblet to the brim, and handing it to him.","“Here, give us a glass, Ginger!” “Vith pleasure,” replied Ginger, filling a goblet to the brim, and handing it to him.",0.06779661016949153,0.0,100.0
131,"at do you want, my littlo friend, eh7'' said th bnrber.","“What do you want, my little friend, eh?” said the barber.","at do you want, my littlo friend, eh7'' said th barber.","“What do you want, my little friend?” said the barber.",0.13793103448275862,0.06896551724137931,50.0
132,"Ginger-that's my namc, miss.","Ginger—that’s my name, miss.","Ginger-that's my name, miss.","Ginger—that’s my name, miss.",0.07142857142857142,0.0,100.0
133,"TI not believe it-even from your lips.'' 4 Wonld it were not sol-bnt it is, alasl","I’ll not believe it—even from your lips.” “Would it were not so!—but it is, alas!","TI not believe it-even from your lips.'' 4 Wonld it were not sol-bnt it is, alas","I don’t believe it—even from your lips.” “Would it were not so—but it is, alas!

### Instruction:
Fix the OCR errors in the provided text.

### Input:
Talbot, who had been a silent spectator of the scene, now stepped forward, and, taking the hand of the young man, said, I am glad to see you, Ebba.

### Response:
Talbot, who had been a silent spectator of the scene, now stepped forward, and, taking the hand of the young man, said— “I am glad to see you, Ebba.",0.1728395061728395,4.802469135802469,-2678.571428571429
134,"I wonder where that trap leads to 2'' Into the vault beneath, no doubt,'' replied Auriol.","I wonder where that trap leads to?” “Into the vault beneath, no doubt,” replied Auriol.","I wonder where that trap leads to 2'' Into the vault beneath, no doubt,'' replied Auriol.","I wonder where that trap leads to?” “Into the vault beneath, no doubt,” replied Auriol.",0.08045977011494253,0.0,100.0
135," see, the key is in the laock.","And see, the key is in the lock."," see, the key is in the lock.","see, the key is in the lock.",0.09375,0.125,-33.33333333333333
136,"Tha chief furniture consisted of three large high-backed and grotesquely-carved arm-chairs, near one of which stood a powerful electrical machine.","The chief furniture consisted of three large high-backed and grotesquely-carved arm-chairs, near one of which stood a powerful electrical machine.","Tha chief furniture consisted of three large high-backed and grotesquely-carved arm-chairs, near one of which stood a powerful electrical machine.","The chief furniture consisted of three large high-backed and grotesquely carved arm-chairs, near one of which stood a powerful electrical machine.",0.00684931506849315,0.00684931506849315,0.0
137,"``And you want as place l'' demanded the sour-looking gentleman, eyeing him nurrowly.","“And you want a place?” demanded the sour-looking gentleman, eyeing him narrowly.","``And you want as place l'' demanded the sour-looking gentleman, eyeing him narrowly.","“And you want a place?” demanded the sour-looking gentleman, eyeing him narrowly.",0.08641975308641975,0.0,100.0
138,et Bnt his chief aim was to produce the Elixir of Long Life.,“But his chief aim was to produce the elixir of long life.,et Bnt his chief aim was to produce the Elixir of Long Life.,But his chief aim was to produce the Elixir of Long Life.,0.1206896551724138,0.06896551724137931,42.85714285714286
139,"But there's dog-fanciers in France, ain't thore 7'' asked tho Sandman.","“But there’s dog-fanciers in France, ain’t there?” asked the Sandman.","But there's dog-fanciers in France, ain't thore 7'' asked tho Sandman.","But there’s dog-fanciers in France, ain’t there?” “There’s dog-fanciers in every country, I should think,” replied the Sandman.",0.13043478260869565,0.8695652173913043,-566.6666666666666
140,"e Of some accident befalling you, which might hare interfered with our happiness, sir,'' replied Ariol.","“Of some accident befalling you, which might have interfered with our happiness, sir,” replied Auriol.","e Of some accident befalling you, which might hare interfered with our happiness, sir,'' replied Ariol.","“Of some accident befalling you, which might have interfered with our happiness, sir,” replied Auriol.",0.058823529411764705,0.0,100.0
141,What's that2'' he cried.,What’s that?” he cried.,What's that2'' he cried.,“What’s that?” he cried.,0.17391304347826086,0.043478260869565216,75.0
142,"During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to moe or cry out.","During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to move or cry out.","During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to move or cry out.","During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to move or cry out.",0.0,0.0,
143,"In a few days it will bc at an end; and if yon renew it not, you will c","In a few days it will be at an end; and if you renew it not, you will incur the penalty, and you know it to be terrible.","In a few days it will bc at an end; and if yon renew it not, you will c","In a few days it will be at an end; and if you renew it not, you will cease to be mine.",0.425,0.30833333333333335,27.45098039215686
144,"I have nothing left to tie mo to life,'' I would hae the miseruable lie,'' said Rougemont, withl a diabolical lugh.","I have nothing left to tie me to life.” “I would have the miserable live,” said Rougemont, with a diabolical laugh.","I have nothing left to tie mo to life,'' I would hae the miserable lie,'' said Rougemont, with a diabolical lugh.","I have nothing left to tie me to life.” “I would have the miserable lie,” said Rougemont, with a diabolical laugh.",0.08695652173913043,0.008695652173913044,89.99999999999999
145,"Quite within your rench, if you cloose to apply.","Quite within your reach, if you choose to apply.","Quite within your reach, if you choose to apply.","Quite within your reach, if you choose to apply.",0.0,0.0,
146,"e Now, Auriol, you can hare no more apprehensions. `Apprehensions of what t'' cried Mr.","“Now, Auriol, you can have no more apprehensions.” “Apprehensions of what?” cried Mr.","e Now, Auriol, you can hare no more apprehensions. `Apprehensions of what t'' cried Mr.","“Now, Auriol, you can have no more apprehensions.” “Apprehensions of what?” cried Mr.",0.10588235294117647,0.0,100.0
147,"At the same time, the occnpanta of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr.","At the same time, the occupants of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr.","At the same time, the occupants of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr.","At the same time, the occupants of the chairs received a sharp electrical shock, that agitated every limb, and caused Mr.",0.0,0.0,
148,Tis was their destination.,This was their destination.,Tis was their destination.,"Talbot, “this is their destination.",0.037037037037037035,0.4074074074074074,-1000.0
149,? Take care and keep near me.,“Take care and keep near me.,? Take care and keep near me.,Take care and keep near me.,0.07142857142857142,0.03571428571428571,50.0
150,"On recovrering, all wns till.","On recovering, all was still.","On recovering, all was till.","On recovering, all was still.",0.034482758620689655,0.0,100.0
151,", As 1I said to you this mornin', Mr."," “As I said to you this mornin’, Mr.",", As 1I said to you this morning', Mr.","As I said to you this morning, Mr.",0.1388888888888889,0.08333333333333333,40.00000000000001
152,"I don't know the villain's namo,'' rejoined the dwarf, bnt he's a very tall, dark man, and is generally wrapped in a long black cloak.'' a l'' exclaimed Auriol.","“I don’t know the villain’s name,” rejoined the dwarf, “but he’s a very tall, dark man, and is generally wrapped in a long black cloak.” “Ha!” exclaimed Auriol.","I don't know the villain's name,'' rejoined the dwarf, bnt he's a very tall, dark man, and is generally wrapped in a long black cloak.'' a l'' exclaimed Auriol.","I don’t know the villain’s name,” rejoined the dwarf, “but he’s a very tall, dark man, and is generally wrapped in a long black cloak.” “Ha!” exclaimed Auriol.",0.09375,0.00625,93.33333333333333
153,"When I recoered, I found all tranquil.","When I recovered, I found all tranquil.","When I recovered, I found all tranquil.","When I recovered, I found all tranquil.",0.0,0.0,
154,"I shall finish the bottle, and neer be the vorse for it1 He's gettin' svipy,'' said tha Tinler","I shall finish the bottle, and never be the vorse for it!” “He’s gettin’ svipy,” said the Tinker.","I shall finish the bottle, and neer be the horse for it1 He's gettin' stripy,'' said tha Tinler","I shall finish the bottle, and never be the worse for it.” “He’s gettin’ stripy,” said the Tinker.",0.14432989690721648,0.041237113402061855,71.42857142857143
155,"oh, Heaen I'' exelaimed Auriol.","oh, Heaven!” exclaimed Auriol.","oh, Heaen I'' exclaimed Auriol.","oh, Heaven!” exclaimed Auriol.",0.16666666666666666,0.0,100.0
156,"What is it?"" Vy, it's relative to yor age,'' rejoinel the Tinker.","“What is it?” “Vy, it’s relative to your age,” rejoined the Tinker.","What is it?"" Vy, it's relative to your age,'' rejoined the Tinker.","What is it?” “Vy, it’s relative to your age,” rejoined the Tinker.",0.08955223880597014,0.014925373134328358,83.33333333333333
157,ITm tho only honest man in the dog-fancyin' line.,I’m the only honest man in the dog-fancyin’ line.,ITm tho only honest man in the dog-fancyin' line.,I’m the only honest man in the dog-fancyin’ line.,0.061224489795918366,0.0,100.0
158,I-Dr. Lamb's grandson 1'' cried Auriol.,I—Doctor Lamb’s grandson!” cried Auriol.,I-Dr. Lamb's grandson 1'' cried Auriol.,I—Dr. Lamb’s grandson!” cried Auriol.,0.275,0.125,54.545454545454554
159,Ask Mr.,Ask Mr.,Ask Mr.,Ask Mr.,0.0,0.0,
160,onr its contents domn my throat-quickI,Pour its contents down my throat—quick!,onr its contents down my throat-quickI,on its contents down my throat—quick!,0.10256410256410256,0.07692307692307693,24.999999999999993
161,It was a great disappointment.,It was a great disappointment.,It was a great disappointment.,It was a great disappointment.,0.0,0.0,
162,"too trae,'' rcplied Thorneycroft, mournfully.","too true,” replied Thorneycroft mournfully.","too true,'' replied Thorneycroft, mournfully.","“Too true,” replied Thorneycroft mournfully.",0.06976744186046512,0.046511627906976744,33.33333333333333
163,"Auriol became impatient for the appearanco of his keeper, but honr after hour passed and he did not arrie.","Auriol became impatient for the appearance of his keeper, but hour after hour passed and he did not arrive.","Auriol became impatient for the appearance of his keeper, but hour after hour passed and he did not arrive.","Auriol became impatient for the appearance of his keeper, but hour after hour passed and he did not arrive.",0.0,0.0,
164,"They are yours, togetler with the house,'' eried Rougemont, `` if you will but sign a compact 1I'' cried Auriol, regarding im with a look of undefinable terror.","“They are yours, together with the house,” cried Rougemont, “if you will but sign a compact with me.” “A compact!” cried Auriol, regarding him with a look of undefinable terror.","They are yours, together with the house,'' eried Rougemont, `` if you will but sign a compact 1I'' cried Auriol, regarding im with a look of undefinable terror.","They are yours, together with the house,” cried Rougemont, “if you will but sign a compact.” “I!” cried Auriol, regarding him with a look of undefinable terror.",0.1694915254237288,0.1016949152542373,39.99999999999999
165,"Vell, the dog is lost.","Vell, the dog is lost.","Vell, the dog is lost.","Vell, the dog is lost.",0.0,0.0,
166,Yon seem paler-eh 7,You seem paler—eh?,Yon seem paler-eh 7,You seem paler—eh?,0.2222222222222222,0.0,100.0
167,What has happened to her ?'' dcmanded Reeks.,“What has happened to her?” demanded Reeks.,What has happened to her ?'' demanded Reeks.,What has happened to her?” demanded Reeks.,0.09302325581395349,0.023255813953488372,75.0
168,But let us aoid those persons.'' In another moment they were at the door.,But let us avoid those persons.” In another moment they were at the door.,But let us avoid those persons.'' In another moment they were at the door.,“But let us avoid those persons.” In another moment they were at the door.,0.0273972602739726,0.0136986301369863,50.0
169,", Yon thonght to delude me,'' said Rongemont, in a dcep whisper, audible only to Auriol; ``but you counted withont your host."," “You thought to delude me,” said Rougemont, in a deep whisper, audible only to Auriol; “but you counted without your host.",", Yon thought to delude me,'' said Rongemont, in a deep whisper, audible only to Auriol; ``but you counted withont your host.","You thought to delude me,” said Rougemont, in a deep whisper, audible only to Auriol; “but you counted without your host.",0.07317073170731707,0.016260162601626018,77.77777777777777
170,Prcetty dcar.-pretty lea' reiterated the magpic.,“Pretty dear!—pretty dear!” reiterated the magpie.,Prcetty scar.-pretty lea' reiterated the magpie.,"Pretty scarce—pretty rare,” reiterated the magpie.",0.2,0.18,10.000000000000009
171,"The whole was surmounted by an immense entilator, stuck on the end of ARIoL. an iron rod, ascending, like a lightning-conductor, from tha steam-engine pump.","The whole was surmounted by an immense ventilator, stuck on the end of an iron rod, ascending, like a lightning-conductor, from the steam-engine pump.","The whole was surmounted by an immense ventilator, stuck on the end of ARIoL. an iron rod, ascending, like a lightning-conductor, from tha steam-engine pump.","The whole was surmounted by an immense ventilator, stuck on the end of an iron rod, ascending, like a lightning-conctor, from the steam-engine pump.",0.05333333333333334,0.013333333333333334,75.0
172,I expected you some days ago.,I expected you some days ago.,I expected you some days ago.,I expected you some days ago.,0.0,0.0,
173,"I am comae to claim my ictim,'' 1sa t i s ettet re, tet ra tblo ae.","I am come to claim my victim.” “What is the matter with you, that you tremble so, dear Auriol?” cried Edith.","I am comae to claim my victim,'' 1sa t i s petted re, tet ra blok ab.","I am come to claim my victim.” “I shall not let you have him, if I can help it,” cried the Tinker, thrusting his blockade before him.",0.5555555555555556,0.7037037037037037,-26.666666666666668
174,"IIaggard fcatures, stamped deeply with the characterse of crime and , debauehery; fierce, restless eyes; beards of several days' growth; wild, unkempt hesds of hair, formod their chief personal charaeteristics; whilo sordid and ragged clothes; shoes without soles; and old hats withiont crown, -.nstitated the sum of their apparel, ARIOL.","Haggard features, stamped deeply with the characters of crime and debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes, shoes without soles, and old hats without crowns, constituted the sum of their apparel.","IIaggard features, stamped deeply with the characters of crime and , debauchery; fierce, restless eyes; beards of several days' growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes; shoes without soles; and old hats without crown, -.nstitated the sum of their apparel, ARIOL.","Haggard features, stamped deeply with the characters of crime and debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes, shoes without soles, and old hats without crowns, constituted the sum of their apparel.",0.05504587155963303,0.0,100.0
175,"Vell, the moment I spies it, I unties my apron, wlips up the dog, and eorers it up in a trice.","Vell, the moment I spies it, I unties my apron, whips up the dog, and covers it up in a trice.","Vell, the moment I spies it, I unties my apron, clips up the dog, and wraps it up in a trice.","Vell, the moment I spies it, I unties my apron, clips up the dog, and wraps it up in a trice.",0.07446808510638298,0.07446808510638298,0.0
176,"Yon see how ineffectnual your weapons are,'' ssid Rongemont, with a derisive langh.","“You see how ineffectual your weapons are,” said Rougemont, with a derisive laugh.","Yon see how ineffectual your weapons are,'' ssid Rongemont, with a derisive laugh.","You see how ineffectual your weapons are,” said Rougemont, with a derisive laugh.",0.07317073170731707,0.012195121951219513,83.33333333333334
177,"The baffled marauder looked round, and remarking the open winlow at which bDoctor Lnmb was stationed, hurledl the sacek and its contents tlrough it.","The baffled marauder looked round, and remarking the open window at which Doctor Lamb was stationed, hurled the sack and its contents through it.","The baffled marauder looked round, and remarking the open window at which doctor Lnmb was stationed, hurled the sack and its contents through it.","The baffled marauder looked round, and remarking the open window at which Doctor Lamb was stationed, hurled the sack and its contents through it.",0.013793103448275862,0.0,100.0
178,The morning psssed in other preparations.,The morning passed in other preparations.,The morning passed in other preparations.,The morning passed in other preparations.,0.0,0.0,
179,IIis love of play and his assion for lith Talbot shall bo the means by which I will ork.,His love of play and his passion for Edith Talbot shall be the means by which I will work.,IIis love of play and his passion for lithe Talbot shall bo the means by which I will work.,His love of play and his passion for the Talbot shall be the means by which I will work.,0.06666666666666667,0.044444444444444446,33.33333333333333
180,Saved-saved 1'' shrieked Darcy.,“Saved—saved!” shrieked Darcy.,Saved-saved 1'' shrieked Darcy.,Saved—saved!” shrieked Darcy.,0.2,0.03333333333333333,83.33333333333334
181,"Whle listening to this clamour, Auriol gazed at the popnlous and picturesgue city stretched out before him, and bathed in the moonlight.","While listening to this clamour, Auriol gazed at the populous and picturesque city stretched out before him, and bathed in the moonlight.","Whle listening to this clamour, Auriol gazed at the populous and picturesque city stretched out before him, and bathed in the moonlight.","While listening to this clamour, Auriol gazed at the populous and picturesque city stretched out before him, and bathed in the moonlight.",0.0072992700729927005,0.0,100.0
182,ee What if it be poison yon hae now confected?,“What if it be poison you have now confected?,ee What if it be poison yon hae now infected?,“What if it be poison you have now infected?,0.15555555555555556,0.044444444444444446,71.42857142857142
183,You will witncss its effect anon.,You will witness its effect anon.,You will witness its effect anon.,You will witness its effect anon.,0.0,0.0,
184,"There's no difficulty in that,'' rejoined Ginger.","“There’s no difficulty in that,” rejoined Ginger.","There's no difficulty in that,'' rejoined Ginger.","There’s no difficulty in that,” rejoined Ginger.",0.08163265306122448,0.02040816326530612,75.0
185,I dessay Mr.,I dessay Mr.,I essay Mr.,I essay Mr.,0.08333333333333333,0.08333333333333333,0.0
186,Bring the poor oung gentleman along.'' Preceled by Mr.,Bring the poor young gentleman along.” Preceded by Mr.,Bring the poor young gentleman along.'' Preceled by Mr.,Bring the poor young gentleman along.” Preceded by Mr.,0.05555555555555555,0.0,100.0
187,"Tho hall, which they were obliged to cross, and which they enterel from a side-door, was spacious and boautifully proportioned, and adorned with nnmerous statnes on pedestals,","The hall, which they were obliged to cross, and which they entered from a side-door, was spacious and beautifully proportioned, and adorned with numerous statues on pedestals.","Tho hall, which they were obliged to cross, and which they entered from a side-door, was spacious and beautifully proportioned, and adorned with numerous statues on pedestals,","The hall, which they were obliged to cross, and which they entered from a side-door, was spacious and beautifully proportioned, and adorned with numerous statues on pedestals.",0.011428571428571429,0.0,100.0
188,"He seems to hold converse with me-to lead me into strange places.'' Exactly the case with the t'other,'' whispered tha Tinker to the Sandman.","He seems to hold converse with me—to lead me into strange places.” “Exactly the case with the t’other,” whispered the Tinker to the Sandman.","He seems to hold converse with me-to lead me into strange places.'' Exactly the case with the t'other,'' whispered tha Tinker to the Sandman.","He seems to hold converse with me—to lead me into strange places.” “Exactly the case with the t’other,” whispered the Tinker to the Sandman.",0.05714285714285714,0.0,100.0
189,"His great wish was to see his dsuglter nnited to the husband of her choice, and in the hope of smoothing the way, ho let Auriol understand that le should give her a considerable marriage-portion.","His great wish was to see his daughter united to the husband of her choice, and in the hope of smoothing the way, he let Auriol understand that he should give her a considerable marriage portion.","His great wish was to see his daughter united to the husband of her choice, and in the hope of smoothing the way, ho let Auriol understand that le should give her a considerable marriage-portion.","His great wish was to see his daughter united to the husband of her choice, and in the hope of smoothing the way, he let Auriol understand that he should give her a considerable marriage-portion.",0.015384615384615385,0.005128205128205128,66.66666666666667
190,"'And now,'' said tha Sandman, nnable to control his cur. xiosity longer, and taking ont his pocket-book, ` well see what fortun' has gien us.'' So saying, he unclasped the poeket-book, while the Tinker bent over him in eager curiosity.","“And now,” said the Sandman, unable to control his curiosity longer, and taking out his pocket-book, “we’ll see what fortun’ has given us.” So saying, he unclasped the pocket-book, while the Tinker bent over him in eager curiosity.","'And now,'' said tha Sandman, unable to control his cur. pilosity longer, and taking ont his pocket-book, ` well see what fortun' has given us.'' So saying, he unclasped the poeket-book, while the Tinker bent over him in eager curiosity.","“And now,” said the Sandman, unable to control his curiosity longer, and taking out his pocket-book, “we’ll see what fortin’ has given us.” So saying, he unclasped the pocket-book, while the Tinker bent over him in eager curiosity.",0.06926406926406926,0.004329004329004329,93.74999999999999
191,"Worn out, at lenigth, with doubt and bewildering speculations, the miserable captie was beset with the desire to put an end to his torments by suicide, and he determined to execute his fell purpose without delay.","Worn out, at length, with doubt and bewildering speculations, the miserable captive was beset with the desire to put an end to his torments by suicide, and he determined to execute his fell purpose without delay.","Worn out, at length, with doubt and bewildering speculations, the miserable captive was beset with the desire to put an end to his torments by suicide, and he determined to execute his fell purpose without delay.","Worn out at length with doubt and bewildering speculations, the miserable captive was beset with the desire to put an end to his torments by suicide, and he determined to execute his fell purpose without delay.",0.0,0.009433962264150943,-inf
192,"TiIl then, farewell.'' And as the words were uttered, he passed through the door.","Till then, farewell.” And as the words were uttered, he passed through the door.","TiIl then, farewell.'' And as the words were uttered, he passed through the door.","Till then, farewell.” And as the words were uttered, he passed through the door.",0.0375,0.0,100.0
193,"This fellow had high cheekbones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.","This fellow had high cheek-bones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.","This fellow had high cheekbones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.","This fellow had high cheekbones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.",0.007936507936507936,0.007936507936507936,0.0
194,"And the thing was so unnecessnry, for I wonld gladly hne giren her to tho young man.","“And the thing was so unnecessary, for I would gladly have given her to the young man.","And the thing was so unnecessary, for I wonld gladly have siren her to tho young man.","And the thing was so unnecessary, for I would gladly have served her to the young man.",0.05813953488372093,0.05813953488372093,0.0
195,"The room might be the retreat of a man of science, or it might be the repository of s juggler.","The room might be the retreat of a man of science, or it might be the repository of a juggler.","The room might be the retreat of a man of science, or it might be the repository of s juggler.","The room might be the retreat of a man of science, or it might be the repository of a juggler.",0.010638297872340425,0.0,100.0
196,"And yet, is ita fable?","And yet, is it a fable?","And yet, is it fable?","And yet, is it fable?",0.08695652173913043,0.08695652173913043,0.0
197,I heard Doctor Lamb call him so.,“I heard Doctor Lamb call him so.,I heard Doctor Lamb call him so.,I heard Doctor Lamb call him so.,0.030303030303030304,0.030303030303030304,0.0
198,"Trigge's art; and, above these, are several specimens of legal wigs.",Trigge’s art; and above these are several specimens of legal wigs.,"Trigge's art; and, above these, are several specimens of legal wigs.","Trigge’s art; and, above these, are several specimens of legal wigs.",0.045454545454545456,0.030303030303030304,33.33333333333333
199,"t Miss Bailey, unfortinte Miss Bailoy 1-Fol-deriddle-tol-ol-lol-unfortinate Miss Bailcyl'' sang the Tinker."," Miss Bailey, unfortinate Miss Bailey!—Fol-de-riddle-tol-ol-lol—unfortinate Miss Bailey!” sang the Tinker.","t Miss Bailey, unfortunate Miss Bailoy 1-Fol-deriddle-tol-ol-lol-unfortinate Miss Bailcyl'' sang the Tinker.","Miss Bailey, unfortunate Miss Bailey!” “Fol-de-riddle-tol-ol-lol—unfortunate Miss Bailey!” sang the Tinker.",0.11320754716981132,0.05660377358490566,50.0
200,"e It'a him I'' hiserel tho taller and darkoer of the two to his companion-`` it's the young man ve've been lookin' for-Auriol Darcy.'' It seems lilce him,'' said the other, edging round the pillar as far as he conld withont exposure.","“It’s him!” whispered the taller and darker of the two to his companion—“it’s the young man ve’ve been lookin’ for—Auriol Darcy.” “It seems like him,” said the other, edging round the pillar as far as he could without exposure.","e It'a him I'' whispered tho taller and darker of the two to his companion-`` it's the young man ve've been lookin' for-Auriol Darcy.'' It seems like him,'' said the other, edging round the pillar as far as he conld withont exposure.","“It’s him!” whispered the taller and darker of the two to his companion—“it’s the young man ve’ve been lookin’ for—Auriol Darcy.” “It seems like him,” said the other, edging round the pillar as far as he could without exposure.",0.10572687224669604,0.0,100.0
201,"Tho shorter rffian carried a mallet upon his sholder, and his companion concealed something beneath the breast of his cost, which nfterwards proved to be a dark lantern.","The shorter ruffian carried a mallet upon his shoulder, and his companion concealed something beneath the breast of his coat, which afterwards proved to be a dark lantern.","Tho shorter ruffian carried a mallet upon his shoulder, and his companion concealed something beneath the breast of his cost, which afterwards proved to be a dark lantern.","The shorter ruffian carried a mallet upon his shoulder, and his companion concealed something beneath the breast of his cost, which afterwards proved to be a dark lantern.",0.011695906432748537,0.005847953216374269,50.0
202,"Tho powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she straggled with all her power.","The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power.","Tho powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she straggled with all her power.","The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power.",0.014598540145985401,0.0,100.0
203,olloaI,“Holloa!,olloaI,"“Follow me.”

### Instruction:
Fix the OCR errors in the provided text.

### Input:
The next moment, he was in the midst of a long passage, at the farther end of which he beheld a light.

### Response:
The next moment, he was in the midst of a long passage, at the farther end of which he beheld a light.",0.375,37.25,-9833.333333333332
