Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
129,"Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient.","Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient.","Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient.","Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient.",0.0,0.0,
130,"« Begone!” cried the doctor, so fiercely that the dwarf darted out of the room, clapping the door after him.","“Begone!” cried the doctor, so fiercely that the dwarf darted out of the room, clapping the door after him.","« Begone!” cried the doctor, so fiercely that the dwarf darted out of the room, clapping the door after him.","“Begone!” cried the doctor, so fiercely that the dwarf darted out of the room, clapping the door after him.",0.018691588785046728,0.0,100.0
131,"“ You shall judge for yourself.” And as he spoke, he opened a writing-desk upon the table, and took from it a parchment.","“You shall judge for yourself.” And as he spoke, he opened a writing-desk upon the table, and took from it a parchment.","“ You shall judge for yourself.” And as he spoke, he opened a writing-desk upon the table, and took from it a parchment.","“You shall judge for yourself.” And as he spoke, he opened a writing-desk upon the table, and took from it a parchment.",0.008403361344537815,0.0,100.0
132,"“ That remains to be seen,” observed the Sandman, taking the chair opposite Thorneycroft.","“That remains to be seen,” observed the Sandman, taking the chair opposite Thorneycroft.","“ That remains to be seen,” observed the Sandman, taking the chair opposite Thorneycroft.","“That remains to be seen,” observed the Sandman, taking the chair opposite Thorneycroft.",0.011363636363636364,0.0,100.0
133,Ebba gazed into the abyss with indescribable terror.,Ebba gazed into the abyss with indescribable terror.,Ebba gazed into the abyss with indescribable terror.,Ebba gazed into the abyss with indescribable terror.,0.0,0.0,
134,“ Can death assail me when I am just about to enter upon perpetual life?,“Can death assail me when I am just about to enter upon perpetual life?,“ Can death assail me when I am just about to enter upon perpetual life?,“Can death assail me when I am just about to enter upon perpetual life?,0.014084507042253521,0.0,100.0
135,"“Tt was my intention to call, and give you an explanation of my strange conduct, to-day,” replied Auriol.","“It was my intention to call, and give you an explanation of my strange conduct, to-day,” replied Auriol.","“Tt was my intention to call, and give you an explanation of my strange conduct, to-day,” replied Auriol.","“It was my intention to call, and give you an explanation of my strange conduct, to-day,” replied Auriol.",0.009523809523809525,0.0,100.0
136,"I see no one.” “ Not a tail man, wrapped in a long black cloak 2?” rejoined Ebba, following him cautiously.","I see no one.” “Not a tall man, wrapped in a long black cloak?” rejoined Ebba, following him cautiously.","I see no one.” “ Not a tail man, wrapped in a long black cloak 2?” rejoined Ebba, following him cautiously.","I see no one.” “Not a tall man, wrapped in a long black cloak?” rejoined Ebba, following him cautiously.",0.038461538461538464,0.0,100.0
137,"Take me to her, and you shall be well rewarded.” “ T'll do my best to take you to her, and without any reward, sir,” replied Ginger, ‘ for my heart bleeds for the poor young creater.","Take me to her, and you shall be well rewarded.” “I’ll do my best to take you to her, and without any reward, sir,” replied Ginger, “for my heart bleeds for the poor young creater.","Take me to her, and you shall be well rewarded.” “ T'll do my best to take you to her, and without any reward, sir,” replied Ginger, ‘ for my heart bleeds for the poor young greater.","Take me to her, and you shall be well rewarded.” “I’ll do my best to take you to her, and without any reward, sir,” replied Ginger, “for my heart bleeds for the poor young greater.",0.03333333333333333,0.005555555555555556,83.33333333333333
138,"As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year.","As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year.","As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year.","As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year.",0.0,0.0,
139,"He was about to despatch this letter, when a note was brought him by his servant.","He was about to despatch this letter, when a note was brought him by his servant.","He was about to despatch this letter, when a note was brought him by his servant.","He was about to despatch this letter, when a note was brought him by his servant.",0.0,0.0,
140,"“ He don’t look so old now.” “ That’s the cur’ousest part of it,” said the Tinker.","“He don’t look so old now.” “That’s the cur’ousest part of it,” said the Tinker.","“ He don’t look so old now.” “ That’s the cur’ousest part of it,” said the Tinker.","“He don’t look so old now.” “That’s the cur’ousest part of it,” said the Tinker.",0.025,0.0,100.0
141,"Here, lazy-bones, bring two glasses o’ rum-and-water—stiff, d’ye hear?” While the sleepy youth bestirred himself to obey these injunctions, the Tinker read over every memorandum in the pocket-book, and then proceeded carefully to examine the different scraps of paper with which it was filled.","Here, lazy-bones, bring two glasses o’ rum-and-water—stiff, d’ye hear?” While the sleepy youth bestirred himself to obey these injunctions, the Tinker read over every memorandum in the pocket-book, and then proceeded carefully to examine the different scraps of paper with which it was filled.","Here, lazy-bones, bring two glasses o’ rum-and-water—stiff, d’ye hear?” While the sleepy youth bestirred himself to obey these injunctions, the Tinker read over every memorandum in the pocket-book, and then proceeded carefully to examine the different scraps of paper with which it was filled.","Here, lazy-bones, bring two glasses o’ rum-and-water—stiff, d’ye hear?” While the sleepy youth bestirred himself to obey these injunctions, the Tinker read over every memorandum in the pocket-book, and then proceeded carefully to examine the different scraps of paper with which it was filled.",0.0,0.0,
142,"His walk, on the present occasion, was taken with that view.","His walk, on the present occasion, was taken with that view.","His walk, on the present occasion, was taken with that view.","His walk, on the present occasion, was taken with that view.",0.0,0.0,
143,"His self-satisfied air made it evident he thought himself a smart clever fellow, —and adroit and knavish he was, no doubt,—while his droll, plausible, and rather winning manners, helped him materially to impose upon his customers.","His self-satisfied air made it evident he thought himself a smart, clever fellow,—and adroit and knavish he was, no doubt,—while his droll, plausible, and rather winning manners helped him materially to impose upon his customers.","His self-satisfied air made it evident he thought himself a smart clever fellow, —and adroit and knavish he was, no doubt,—while his droll, plausible, and rather winning manners, helped him materially to impose upon his customers.","His self-satisfied air made it evident he thought himself a smart, clever fellow—and adroit and knavish he was, no doubt—while his droll, plausible, and rather winning manners, helped him materially to impose upon his customers.",0.013100436681222707,0.013100436681222707,0.0
144,Still Auriol did not quit the bench.,Still Auriol did not quit the bench.,Still Auriol did not quit the bench.,Still Auriol did not quit the bench.,0.0,0.0,
145,"He was clad in a black coat, rather rusty, but well brushed, buttoned up to the chin, black tights, short drab gaiters, and wore a white neckcloth and spectacles.","He was clad in a black coat, rather rusty, but well brushed, buttoned up to the chin, black tights, short drab gaiters, and wore a white neckcloth and spectacles.","He was clad in a black coat, rather rusty, but well brushed, buttoned up to the chin, black tights, short drab gaiters, and wore a white neckcloth and spectacles.","He was clad in a black coat, rather rusty, but well brushed, buttoned up to the chin, black tights, short drab gaiters, and wore a white neckcloth and spectacles.",0.0,0.0,
146,"Remain here, while Flapdragon and I ascertain his wishes.” So saying, he quitted the chamber by a farther outlet with the dwarf.","Remain here, while Flapdragon and I ascertain his wishes.” So saying, he quitted the chamber by a farther outlet with the dwarf.","Remain here, while Flapdragon and I ascertain his wishes.” So saying, he quitted the chamber by a farther outlet with the dwarf.","Remain here, while Flapdragon and I ascertain his wishes.” So saying, he quitted the chamber by a farther outlet with the dwarf.",0.0,0.0,
147,"Seize ’em—seize ’em!” And, as he spoke, he discharged a pistol, the ball from which whistled past the ears of the Tinker.","Seize ’em—seize ’em!” And, as he spoke, he discharged a pistol, the ball from which whistled past the ears of the Tinker.","Seize ’em—seize ’em!” And, as he spoke, he discharged a pistol, the ball from which whistled past the ears of the Tinker.","Seize ’em—seize ’em!” And, as he spoke, he discharged a pistol, the ball from which whistled past the ears of the Tinker.",0.0,0.0,
148,"“Then he'll be glad to buy those papers at any price,” said Ginger,","“Then he’ll be glad to buy those papers at any price,” said Ginger.","“Then he'll be glad to buy those papers at any price,” said Ginger,","“Then he’ll be glad to buy those papers at any price,” said Ginger.",0.029850746268656716,0.0,100.0
149,Bring the poor young gentleman along.” Preceded by Mr.,Bring the poor young gentleman along.” Preceded by Mr.,Bring the poor young gentleman along.” Preceded by Mr.,Bring the poor young gentleman along.” Preceded by Mr.,0.0,0.0,
150,"“ Show me to my bedroom—that is all I require,” replied Auriol, scarcely able to shake off the effect of the vision.","“Show me to my bedroom—that is all I require,” replied Auriol, scarcely able to shake off the effect of the vision.","“ Show me to my bedroom—that is all I require,” replied Auriol, scarcely able to shake off the effect of the vision.","“Show me to my bedroom—that is all I require,” replied Auriol, scarcely able to shake off the effect of the vision.",0.008695652173913044,0.0,100.0
151,"“ Thave a brace of pistols in my pocket,” replied Thorneycroft.","“I have a brace of pistols in my pocket,” replied Thorneycroft.","“ Thave a brace of pistols in my pocket,” replied Thorneycroft.","“I have a brace of pistols in my pocket,” replied Thorneycroft.",0.031746031746031744,0.0,100.0
152,"« But you neglected to tell me how to acknowledge the gift.” “T could not give an address at the moment,” said Anriol.","“But you neglected to tell me how to acknowledge the gift.” “I could not give an address at the moment,” said Auriol.","« But you neglected to tell me how to acknowledge the gift.” “T could not give an address at the moment,” said Anriol.","“But you neglected to tell me how to acknowledge the gift.” “I could not give an address at the moment,” said Darcy.",0.03418803418803419,0.042735042735042736,-24.99999999999999
153,"Though, the moment before, he had contemplated selfdestruction, and had only been restrained from the attempt by the certainty of failing in his purpose, instinct prompted him to rescue the perishing creature before him.","Though, the moment before, he had contemplated self-destruction, and had only been restrained from the attempt by the certainty of failing in his purpose, instinct prompted him to rescue the perishing creature before him.","Though, the moment before, he had contemplated self-destruction, and had only been restrained from the attempt by the certainty of failing in his purpose, instinct prompted him to rescue the perishing creature before him.","Though the moment before he had contemplated self-destruction, and had only been restrained from the attempt by the certainty of failing in his purpose, instinct prompted him to rescue the perishing creature before him.",0.0,0.00904977375565611,-inf
154,"He persuaded himself, also, that he could distinguish through the gloom the venerable Gothic pile of Saint Paul’s Cathedral on the other side of the water, and, as if to satisfy him that he was right, a deep solemn bell tolled forth the hour of two.","He persuaded himself, also, that he could distinguish through the gloom the venerable Gothic pile of Saint Paul’s Cathedral on the other side of the water, and, as if to satisfy him that he was right, a deep solemn bell tolled forth the hour of two.","He persuaded himself, also, that he could distinguish through the gloom the venerable Gothic pile of Saint Paul’s Cathedral on the other side of the water, and, as if to satisfy him that he was right, a deep solemn bell tolled forth the hour of two.","He persuaded himself, also, that he could distinguish through the gloom the venerable Gothic pile of Saint Paul’s Cathedral on the other side of the water, and, as if to satisfy him that he was right, a deep solemn bell tolled forth the hour of two.",0.0,0.0,
155,"“T must have a hundred pounds,” said the Tinker— “ that’s my lowest.” “ And mine, too,” said the Sandman.","“I must have a hundred pounds,” said the Tinker—“that’s my lowest.” “And mine, too,” said the Sandman.","“T must have a hundred pounds,” said the Tinker— “ that’s my lowest.” “ And mine, too,” said the Sandman.","“I must have a hundred pounds,” said the Tinker—“that’s my lowest.” “And mine, too,” said the Sandman.",0.0392156862745098,0.0,100.0
156,"“ Will you convey him to the nearest tavern?” he added, placing money in the hands of the man who held the dwarf in his arms.","“Will you convey him to the nearest tavern?” he added, placing money in the hands of the man who held the dwarf in his arms.","“ Will you convey him to the nearest tavern?” he added, placing money in the hands of the man who held the dwarf in his arms.","“Will you convey him to the nearest tavern?” he added, placing money in the hands of the man who held the dwarf in his arms.",0.008064516129032258,0.0,100.0
157,But a curse went with me!,But a curse went with me!,But a curse went with me!,But a curse went with me!,0.0,0.0,
158,"My sole hope is that she has not utterly disgraced herself.” “No, she is too high principled for that,” cried Loftus.","My sole hope is that she has not utterly disgraced herself.” “No, she is too high principled for that,” cried Loftus.","My sole hope is that she has not utterly disgraced herself.” “No, she is too high principled for that,” cried Loftus.","My sole hope is that she has not utterly disgraced herself.” “No, she is too high-principled for that,” cried Loftus.",0.0,0.008547008547008548,-inf
159,Thorneycroft noticed the growing attachment between them with satisfaction.,Thorneycroft noticed the growing attachment between them with satisfaction.,Thorneycroft noticed the growing attachment between them with satisfaction.,Thorneycroft noticed the growing attachment between them with satisfaction.,0.0,0.0,
160,Talbot returned from his journey.,Talbot returned from this journey.,Talbot returned from his journey.,Talbot returned from his journey.,0.029411764705882353,0.029411764705882353,0.0
161,How many innocents have I destroyed!,How many innocents have I destroyed!,How many innocents have I destroyed!,How many innocents have I destroyed!,0.0,0.0,
162,"“I thought your violence was abated, and that you might go forth in safety.","“I thought your violence was abated, and that you might go forth in safety.","“I thought your violence was abated, and that you might go forth in safety.","“I thought your violence was abated, and that you might go forth in safety.",0.0,0.0,
163,"“ Flapdragon, alias Old Parr—alias Gregory Morse —alias. ” “ Pretty dear!” screamed Mag.","“Flapdragon, alias Old Parr—alias Gregory Morse—alias——” “Pretty dear!” screamed Mag.","“ Flapdragon, alias Old Parr—alias Gregory Morse —alias. ” “ Pretty dear!” screamed Mag.","“Flapdragon, alias Old Parr—alias Gregory Morse—alias.",0.058823529411764705,0.36470588235294116,-519.9999999999999
164,Talbot seated himself beside Mrs.,Talbot seated himself beside Mrs.,Talbot seated himself beside Mrs.,Talbot seated himself beside Mrs.,0.0,0.0,
165,no!—he must be dead ages ago!,no!—he must be dead ages ago!,no!—he must be dead ages ago!,no!—he must be dead ages ago!,0.0,0.0,
166,But how to dispose ef it was the difiiculty?,But how to dispose of it was the difficulty?,But how to dispose of it was the difficulty?,But how to dispose of it was the difficulty?,0.0,0.0,
167,"This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.","This chamber, which was large and cased with oak, was wholly unfurnished, like the hall, and in an equally dilapidated condition.",0.0,0.0,
168,“I call upon Heaven for protection!,“I call upon Heaven for protection!,“I call upon Heaven for protection!,“I call upon Heaven for protection!,0.0,0.0,
169,"“Some of the Fancy is given to cruelty,” pursued Ginger, “and crops a dog’s ears, or pulls out his teeth to disguise him; but I'm too fond o' the animal for that.","“Some of the Fancy is given to cruelty,” pursued Ginger, “and crops a dog’s ears, or pulls out his teeth to disguise him; but I’m too fond o’ the animal for that.","“Some of the Fancy is given to cruelty,” pursued Ginger, “and crops a dog’s ears, or pulls out his teeth to disguise him; but I'm too fond o' the animal for that.","“Some of the Fancy is given to cruelty,” pursued Ginger, “and crops a dog’s ears, or pulls out his teeth to disguise him; but I’m too fond o’ the animal for that.",0.012345679012345678,0.0,100.0
170,I'm as proud of that title as if I were ” “Lord Chancellor !—Lord Chancellor !” ‘screamed Mag.,I’m as proud of that title as if I were——” “Lord Chancellor!—Lord Chancellor!” screamed Mag.,I'm as proud of that title as if I were ” “Lord Chancellor !—Lord Chancellor !” ‘screamed Mag.,I’m as proud of that title as if I were—Lord Chancellor—Lord Chancellor!” screamed Mag.,0.06521739130434782,0.05434782608695652,16.666666666666664
171,"“Tf you won't believe what I tell you, it’s useless to give an answer,” said Old Parr, somewhat gruffly.","“If you won’t believe what I tell you, it’s useless to give an answer,” said Old Parr, somewhat gruffly.","“Tf you won't believe what I tell you, it’s useless to give an answer,” said Old Parr, somewhat gruffly.","“If you won’t believe what I tell you, it’s useless to give an answer,” said Old Parr somewhat gruffly.",0.019230769230769232,0.009615384615384616,50.0
172,But what of that?,But what of that?,But what of that?,But what of that?,0.0,0.0,
173,"The crack o’ the skull I gave him has done his bus’ness.” “ Nuffin’ o’ the kind,” replied the Tinker.","The crack o’ the skull I gave him has done his bus’ness.” “Nuffin’ o’ the kind,” replied the Tinker.","The crack o’ the skull I gave him has done his bus’ness.” “ Nuffin’ o’ the kind,” replied the Tinker.","The crack o’ the skull I gave him has done his bus’ness.” “Nuffin’ o’ the kind,” replied the Tinker.",0.01,0.0,100.0
174,"Suddenly, Rougemont stopped, and turning over several leaves of the book, which were covered with cabalistic characters, appeared in search of some magic formula.","Suddenly, Rougemont stopped, and turning over several leaves of the book, which were covered with cabalistic characters, appeared in search of some magic formula.","Suddenly, Rougemont stopped, and turning over several leaves of the book, which were covered with cabalistic characters, appeared in search of some magic formula.","Suddenly, Rougemont stopped, and turning over several leaves of the book, which were covered with cabalistic characters, appeared in search of some magic formula.",0.0,0.0,
175,Maitland and Edith.,Maitland and Edith.,Maitland and Edith.,Maitland and Edith.,0.0,0.0,
176,"Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.","Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.","Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.","Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.",0.0,0.0,
177,"It was as if I had swallowed fire, and at first I thought all was over with me.","It was as if I had swallowed fire, and at first I thought all was over with me.","It was as if I had swallowed fire, and at first I thought all was over with me.","It was as if I had swallowed fire, and at first I thought all was over with me.",0.0,0.0,
178,"“JT would have shunned you, if I could, Ebba,” he replied; “ but a fate, against which it is vain to contend, has brought us together again.” “ Tam glad of it,” she replied; “because, ever since our last interview, I have been reflecting on what you then said to me, and am persuaded you are labouring under some strange delusion, occasioned by your recent accident.” “ Be not deceived, Ebba,” cried Auriol.","“I would have shunned you, if I could, Ebba,” he replied; “but a fate, against which it is vain to contend, has brought us together again.” “I am glad of it,” she replied; “because, ever since our last interview, I have been reflecting on what you then said to me, and am persuaded you are labouring under some strange delusion, occasioned by your recent accident.” “Be not deceived, Ebba,” cried Auriol.","“JT would have shunned you, if I could, Ebba,” he replied; “ but a fate, against which it is vain to contend, has brought us together again.” “ Tam glad of it,” she replied; “because, ever since our last interview, I have been reflecting on what you then said to me, and am persuaded you are labouring under some strange delusion, occasioned by your recent accident.” “ Be not deceived, Ebba,” cried Auriol.","“I would have shunned you, if I could, Ebba,” he replied; “but a fate, against which it is vain to contend, has brought us together again.” “I’m glad of it,” she replied; “because, ever since our last interview, I have been reflecting on what you then said to me, and am persuaded you are labouring under some strange delusion, occasioned by your recent accident.” “Be not deceived, Ebba,” cried Auriol.",0.01485148514851485,0.0049504950495049506,66.66666666666666
179,“ What if it be poison you have now confected?,“What if it be poison you have now confected?,“ What if it be poison you have now infected?,“What if it be poison you have now infected?,0.06666666666666667,0.044444444444444446,33.33333333333333
180,"And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshless arms and gibbered; and the various strange objects with which the chamber was filled, seemed to deride and menace me.","And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshless arms and gibbered; and the various strange objects, with which the chamber was filled, seemed to deride and menace me.","And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshiest arms and gibbered; and the various strange objects with which the chamber was filled, seemed to deride and menace me.","And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshiest arms and gibbered; and the various strange objects with which the chamber was filled, seemed to deride and menace me.",0.011235955056179775,0.011235955056179775,0.0
181,"Having accomplished his object, the mysterious planderer thrust his spoil into a leathern bag with which he was provided, tied its mouth, and was about to take his departure by means of a rope-ladder attached to the battlements, when his retreat was suddenly cut off by the gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon the leads.","Having accomplished his object, the mysterious plunderer thrust his spoil into a leathern bag with which he was provided, tied its mouth, and was about to take his departure by means of a rope-ladder attached to the battlements, when his retreat was suddenly cut off by the gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon the leads.","Having accomplished his object, the mysterious slanderer thrust his spoil into a leather bag with which he was provided, tied its mouth, and was about to take his departure by means of a rope-ladder attached to the battlement, when his retreat was suddenly cut off by the gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon the leads.","Having accomplished his object, the mysterious slanderer thrust his spoil into a leather bag with which he was provided, tied its mouth, and was about to take his departure by means of a rope-ladder attached to the battlement, when his retreat was suddenly cut off by the gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon the leads.",0.010610079575596816,0.010610079575596816,0.0
182,Yet at such an hour it will now be necessary to enter its penetralia.,Yet at such an hour it will now be necessary to enter its penetralia.,Yet at such an hour it will now be necessary to enter its penetralia.,Yet at such an hour it will now be necessary to enter its penetralia.,0.0,0.0,
183,"“ A hundred years hence,” he thought, “ and scarcely one soul of the thousands within those houses will be living, save myself.","“A hundred years hence,” he thought, “and scarcely one soul of the thousands within those houses will be living, save myself.","“ A hundred years hence,” he thought, “ and scarcely one soul of the thousands within those houses will be living, save myself.","“A hundred years hence,” he thought, “and scarcely one soul of the thousands within those houses will be living, save myself.",0.016,0.0,100.0
184,don’t be so chicken-’arted!” cried the Tinker.,don’t be so chicken-‘arted!” cried the Tinker.,don’t be so chicken-’arted!” cried the Tinker.,don’t be so chicken-’arted!” cried the Tinker.,0.021739130434782608,0.021739130434782608,0.0
185,"“ You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf.","“You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf.","“ You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf.","“You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf.",0.0125,0.0,100.0
186,I will think no more of it.,I will think no more of it.,I will think no more of it.,I will think no more of it.,0.0,0.0,
187,"“ I'm sworn champion o’ poor distressed young damsils; but my friends must make their own bargins.” “ Well, I assent,” returned Mr.","“I’m sworn champion o’ poor distressed young damsils; but my friends must make their own bargins.” “Well, I assent,” returned Mr.","“ I'm sworn champion o’ poor distressed young damsels; but my friends must make their own barging.” “ Well, I assent,” returned Mr.","“I’m sworn champion o’ poor distressed young damsels; but my friends must make their own barging.” “Well, I assent,” returned Mr.",0.03875968992248062,0.015503875968992248,60.0
188,"“I have no fear while you are with me.” “ But you do not know the terrible fate I am linked to,” he said.","“I have no fear while you are with me.” “But you do not know the terrible fate I am linked to,” he said.","“I have no fear while you are with me.” “ But you do not know the terrible fate I am linked to,” he said.","“I have no fear while you are with me.” “But you do not know the terrible fate I am linked to,” he said.",0.009615384615384616,0.0,100.0
189,"But what a precious donkey he must ke to register his crimes i’ that way.” “ He didn’t expect the pocket-book to fall into our hands,” said the Tinker.","But what a precious donkey he must be to register his crimes i’ that way.” “He didn’t expect the pocket-book to fall into our hands,” said the Tinker.","But what a precious donkey he must ke to register his crimes i’ that way.” “ He didn’t expect the pocket-book to fall into our hands,” said the Tinker.","But what a precious donkey he must have to register his crimes i’ that way.” “He didn’t expect the pocket-book to fall into our hands,” said the Tinker.",0.013333333333333334,0.02,-49.99999999999999
190,"“ Should you rekilect it, if you heerd it?” asked the Tinker.","“Should you rekilect it, if you heerd it?” asked the Tinker.","“ Should you reflect it, if you heed it?” asked the Tinker.","“Should you reflect it, if you heed it?” asked the Tinker.",0.06666666666666667,0.05,24.999999999999993
191,A thrill of apprehension passed through Auriol’s frame.,A thrill of apprehension passed through Auriol’s frame.,A thrill of apprehension passed through Auriol’s frame.,A thrill of apprehension passed through Auriol’s frame.,0.0,0.0,
192,"Auriol looked at him earnestly, but could not catch another glance, so intently was the old man occupied.","Auriol looked at him earnestly, but could not catch another glance, so intently was the old man occupied.","Auriol looked at him earnestly, but could not catch another glance, so intently was the old man occupied.","Auriol looked at him earnestly, but could not catch another glance, so intently was the old man occupied.",0.0,0.0,
193,"I have nuffin’ more to do vith it.’ In course the dog is delivered up to us.” “The law seems made for dog-fanciers,” remarked the Tinker.","I have nuffin’ more to do vith it.’ In course the dog is delivered up to us.” “The law seems made for dog-fanciers,” remarked the Tinker.","I have nuffin’ more to do vith it.’ In course the dog is delivered up to us.” “The law seems made for dog-fanciers,” remarked the Tinker.","I have nuffin’ more to do vith it.’ In course the dog is delivered up to us.” “The law seems made for dog-fanciers,” remarked the Tinker.",0.0,0.0,
194,"With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.","With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.","With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.","With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.",0.0,0.0,
195,"‘TI never will yield her to you.” “ Remember your compact,” rejoined the stranger, with a mocking laugh.","“I never will yield her to you.” “Remember your compact,” rejoined the stranger, with a mocking laugh.","‘TI never will yield her to you.” “ Remember your compact,” rejoined the stranger, with a mocking laugh.","“I never will yield her to you.” “Remember your compact,” rejoined the stranger, with a mocking laugh.",0.029411764705882353,0.0,100.0
196,"‘ There’s dates as far back as that.” “ Five-an’-sixty devils!” cried the Sandman; “ there must be some mistake i’ the reckonin’ there.” “ No, it’s all clear an’ reg’lar,” rejoined the other; “and that doesn’t seem to be the end of it neither.","“There’s dates as far back as that.” “Five-an’-sixty devils!” cried the Sandman; “there must be some mistake i’ the reckonin’ there.” “No, it’s all clear an’ reg’lar,” rejoined the other; “and that doesn’t seem to be the end of it neither.","‘ There’s dates as far back as that.” “ Five-an’-sixty devils!” cried the Sandman; “ there must be some mistake i’ the reckonin’ there.” “ No, it’s all clear an’ reg’lar,” rejoined the other; “and that doesn’t seem to be the end of it neither.","“There’s dates as far back as that.” “Five-an’-sixty devils!” cried the Sandman; “there must be some mistake i’ the reckonin’ there.” “No, it’s all clear an’ reg’lar,” rejoined the other; “and that doesn’t seem to be the end of it neither.",0.02092050209205021,0.0,100.0
197,"Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.","Apparently he was now perfectly recovered, for his arm was without the support of the sling, and he walked with great swiftness.",0.0,0.0,
198,"“ What—what have you heard, sir?” demanded Auriol.","“What—what have you heard, sir?” demanded Auriol.","“ What—what have you heard, sir?” demanded Auriol.","“What—what have you heard, sir?” demanded Auriol.",0.02040816326530612,0.0,100.0
199,"“ Drink !” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.","“Drink!” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.","“ Drink !” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.","“Drink!” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.",0.009615384615384616,0.0,100.0
200,Serjeant Larkins; he will tell you how many briefs the great Mr.,Serjeant Larkins; he will tell you how many briefs the great Mr.,Serjeant Larkins; he will tell you how many briefs the great Mr.,Serjeant Larkins; he will tell you how many briefs the great Mr.,0.0,0.0,
201,"Let us quit this place.” “ Come, then,” said Auriol.","Let us quit this place.” “Come, then,” said Auriol.","Let us quit this place.” “ Come, then,” said Auriol.","Let us quit this place.” “Come, then,” said Auriol.",0.0196078431372549,0.0,100.0
202,"It was about two o'clock, and Mr.","It was about two o’clock, and Mr.","It was about two o'clock, and Mr.","It was about two o’clock, and Mr.",0.030303030303030304,0.0,100.0
203,There's scarcely a steamer as leaves the port o’ London but takes out a cargo o’ dogs.,There’s scarcely a steamer as leaves the port o’ London but takes out a cargo o’ dogs.,There's scarcely a steamer as leaves the port o’ London but takes out a cargo o’ dogs.,There’s scarcely a steamer as leaves the port o’ London but takes out a cargo o’ dogs.,0.011627906976744186,0.0,100.0
