OCR Text,Ground Truth
:A thick smoko fills tho passage.,“A thick smoke fills the passage.
"In the . midst of the chaotic mass frowned the bearded and colossal head of Neptune, whieh had onee deeorated the forepart of a man-of-war.","In the midst of the chaotic mass frowned the bearded and colossal head of Neptune, which had once decorated the forepart of a man-of-war."
she heeds me not1,she heeds me not!
"He drank of tha asame elixir as myself'' e If yon know him, cn yo give us a clue to find him 1'' asked Thorneyeroft.","He drank of the same elixir as myself.” “If you know him, can you give us a clue to find him?” asked Thorneycroft."
"You alarm yourself without reason, Auriol.' No, not withont reason,'' he cried.","“You alarm yourself without reason, Auriol.” “No, not without reason,” he cried."
"We are now arrived,'' said Reeks, to the iron-merchant, `tand yon will have need of all your resolution.'' I ill delirer her, or perish in the attempt,'' said Thorneeroft, taking out his pistols.","“We are now arrived,” said Reeks to the iron-merchant, “and you will have need of all your resolution.” “I will deliver her, or perish in the attempt,” said Thorneycroft, taking out his pistols."
"I am the possessor of thc wondrons secret, which the greatest plilosophers of all ages hae songht to discover--the miraculous preserutive of tho boly against deeay.'' The man who brought me hither told me yon were my kiusman,'' said Auriol.","I am the possessor of the wondrous secret, which the greatest philosophers of all ages have sought to discover—the miraculous preservative of the body against decay.” “The man who brought me hither told me you were my kinsman,” said Auriol."
"Thinkin' his dog safe enongh in the hands o' the police, the gent sleeps soundly that night, but ven he goes back next mornin' he finds it has disappeared.","“Thinkin’ his dog safe enough in the hands o’ the police, the gent sleeps soundly that night, but ven he goes back next mornin’ he finds it has disappeared."
"' i L3 ami, The Sixteenth Century drew to a close.",Lamb The Sixteenth Century drew to a close.
": Relense her, or I renounee you wholly.'' 4 Fol l'' cried the stranger, ``since you provoke my wrath, take your doom.'' And he stamped on the ground.","“Release her, or I renounce you wholly.” “Fool!” cried the stranger, “since you provoke my wrath, take your doom.” And he stamped on the ground."
"Can yon tell us anytlin' more about him 2' eNot now,'' renlied Old Purr.","Can you tell us anythin’ more about him?” “Not now,” replied Old Parr."
"Somewhat revived, did so, for ho suddenly arrived at the brink of a pit abont eight feet in depth, into which, if he had approached it incantionsly, he must infallibly have stumbled, and in all probability hae broken his neck.","Somewhat revived, he went on, but with great deliberation, and it was well he did so, for he suddenly arrived at the brink of a pit about eight feet in depth, into which, if he had approached it incautiously, he must infallibly have stumbled, and in all probability have broken his neck."
They hanve been murderin' a gentleman.,“They have been murderin’ a gentleman.
"Less noise, Peggy-less noise, or you'll wakon Miss Ebba, and I wouldn't have her disturbed for the world.'' With this, he snatched the bottle of brandy from the maid, filled a wine-glass with the spirit, and pourel it down tho throat of the wounded man.","Less noise, Peggy—less noise, or you’ll waken Miss Ebba, and I wouldn’t have her disturbed for the world.” With this, he snatched the bottle of brandy from the maid, filled a wine-glass with the spirit, and poured it down the throat of the wounded man."
"ee Yon are te illains wha beset me in the ruined house in tho Vauxhall-road,'' Your pocket-book has been found, I tell you,'' replied tho Tinkcr, `' and from it vo hae made the most awful diskieries.","“You are the villains who beset me in the ruined house in the Vauxhall Road.” “Your pocket-book has been found, I tell you,” replied the Tinker, “and from it ve have made the most awful diskiveries."
"TIl tell yon wot I give for her myself, and yo 8E AIIOI. shll hao hoer at a trifle beyonl it.","I’ll tell you wot I give for her myself, and you shall have her at a trifle beyond it."
"The two men, however, tlought nothing of these things, and saw nothing of them; but, on arriing within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary hualt.","The two men, however, thought nothing of these things, and saw nothing of them; but, on arriving within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary halt."
"As to the cellars, they looked like dismal caverns, which a wild best would shun.","As to the cellars, they looked like dismal caverns, which a wild beast would shun."
Dut I must not neglect another agent wlich is offered me.,But I must not neglect another agent which is offered me.
It might meet vith some aecident in the ay.'' 'Accident l-stuff and nonsensel'' cried Mr.,It might meet vith some accident in the vay.” “Accident!—stuff and nonsense!” cried Mr.
"e Wot's the gemman's name 1'' e The name on the card is Ano. Danor,'' replied the Tinker.","“Wot’s the gemman’s name?” “The name on the card is Auriol Darcy,” replied the Tinker."
"To hisself, I s'pose,'' answered the Tinker; for, as l told yon afore, I conld see no one vith him.'' Do you think he's one of our perfession 7'' inquired the Sandman.","“To hisself, I s’pose,” answered the Tinker; “for, as I told you afore, I could see no one vith him.” “Do you think he’s one of our perfession?” inquired the Sandman."
"'And the girl-Miss Ebber, wot of her 1'' I cnn't say,'' rejoined Old Parr.","“And the girl—Miss Ebber, wot of her?” “I can’t say,” rejoined Old Parr."
"e Come in, grandson,'' said the old man, kindly.","“Come in, grandson,” said the old man kindly."
Phaw1,Pshaw!
"Passing throngh a door, ho entered the yard, and creeping cautionsly along the wall, reached a low window, which he contrived to open without noise.","Passing through a door, he entered the yard, and creeping cautiously along the wall, reached a low window, which he contrived to open without noise."
"The same game is played oer agin, and she comes down with another four pound.","The same game is played over agin, and she comes down with another four pound."
"Promise me not to indulge in any more of those gloomy fancies.'' Iwill not indulge in them if I can help it, rest assured n sweet Ebba,'' he replied.","“Promise me not to indulge in any more of those gloomy fancies.” “I will not indulge in them if I can help it, rest assured, sweet Ebba,” he replied."
"In the window, thoere is an assortment of busts moulded in wax, exhibiting the triumphs of Mr.","In the window, there is an assortment of busts moulded in wax, exhibiting the triumphs of Mr."
"For the last few days a wonderful alteration had taken place in Auriol's manner, and he seemed to have shaken off altogether the cloud that had hithierto sat upon his spirits.","For the last few days a wonderful alteration had taken place in Auriol’s manner, and he seemed to have shaken off altogether the cloud that had hitherto sat upon his spirits."
"4 Vo onght to hae double that,'' said tho Sandman, for scrcecuia' sich atterocious crimcs as he has parpctrated.","“Ve ought to have double that,” said the Sandman, “for screenin’ sich atterocious crimes as he has parpetrated."
"tI know she is detained by Cprian Rougemont,'' snid eeka.","“I know she is detained by Cyprian Rougemont,” said Reeks."
Thorneycroft began to fancy they had gained the oountry.,Thorneycroft began to fancy they had gained the country.
"Well then, to obligo yon, Tll go through it again,'' rejoined the dwart.","“Well then, to oblige you, I’ll go through it again,” rejoined the dwarf."
"o we'vo had all this tronble for nuffin', and nearly got shot into the bargain,'' eried the Sandman, slapping down the book on the table with an oasth.","“So we’ve had all this trouble for nuffin’, and nearly got shot into the bargain,” cried the Sandman, slapping down the book on the table with an oath."
"no-that he ain't,'' returned the Tinker.","no—that he ain’t,” returned the Tinker."
"Horace Walpole said that no one before him could gie to wood the airy lightness of a flower, and here he has gien it to s stone. This may be all very fine, my good fellow,'' said tha stout gentleman, seizing him by the shonulder, but don't you see the crowd you're collccting round you7","“Horace Walpole said that no one before him could give to wood the airy lightness of a flower, and here he has given it to a stone.” “This may be all very fine, my good fellow,” said the stout gentleman, seizing him by the shoulder; “but don’t you see the crowd you’re collecting round you?"
Peace 1'' thundered Anriol.,“Peace!” thundered Auriol.
"Then there's no escape.'' None whatever, rascal,'' replied the unseen speaker.","“Then there’s no escape.” “None whatever, rascal,” replied the unseen speaker."
"Aoiding the footpath near the river, they movel stealthily along toe farther sile of the road, wrhere thue opcn groun offerei them au easy reans of flight, in case such a course should bo found expedient.","Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient."
"There were several memorands and slips of paper, a foew cards, and an almanack for the year-that was all.","There were several memoranda and slips of paper, a few cards, and an almanac for the year—that was all."
"Leae me, I say, or I may do you a mischief,'' Tut, tut, Auriol, I am your friend1' replied Rougemont.","Leave me, I say, or I may do you a mischief.” “Tut, tut, Auriol, I am your friend!” replied Rougemont."
He held as pistol in either hand.,He held a pistol in either hand.
" silvery light astreamed forth, and, stepping forward, Rongemont found himself in a spacious vault, from tho ceiling of which hung a large globe of crystal, containing in its heart a little flame, which diffused a radiance, gentle as that of the moon, aronnd.","From the aperture left by the fallen door, a soft and silvery light streamed forth, and, stepping forward, Rougemont found himself in a spacious vault, from the ceiling of which hung a large globe of crystal, containing in its heart a little flame, which diffused a radiance, gentle as that of the moon, around."
"He was tall, slight, and well-proportioned; and the general cnt of his attire, the tightly-bnttoned, single-breasted coat, together with the moustache upon his lip, gave hima military sir.","He was tall, slight, and well-proportioned; and the general cut of his attire, the tightly-buttoned, single-breasted coat, together with the moustache upon his lip, gave him a military air."
"F Re collect, you are bond to me by the sams ties as Auriol, nnd you shll share his fatoe.'' I am not to be intimidated by threats,'' replied Paston, with a scornful laugh.","“Recollect, you are bound to me by the same ties as Auriol, and you shall share his fate.” “I am not to be intimidated by threats,” replied Paston, with a scornful laugh."
"This is very kind of you, Mr.","“This is very kind of you, Mr."
"He was aronaed at length by the dwarf, who returnel alone.","He was aroused at length by the dwarf, who returned alone."
"He seems to be a terrible chap, and to have committed murder wholesale,'' Wholesale I'' echoed the Sandman, remoing tho pipe from his lips.","“He seems to be a terrible chap, and to have committed murder wholesale.” “Wholesale!” echoed the Sandman, removing the pipe from his lips."
"Now then, come with me,'' hs said, ``' and do not maka any attempt at evasion, or you will rae it'' Like one in a dream, Auriol followed his conduetor down tle flight of stone steps leading from the dungeon, and long a nsrrow passage.","“Now then, come with me,” he said, “and do not make any attempt at evasion, or you will rue it.” Like one in a dream, Auriol followed his conductor down the flight of stone steps leading from the dungeon, and along a narrow passage."
"On this night, and at the tenth hour, a man of striking and venerable appearanee wns sccn to emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque structure situated at the southcrn extremity of London-bridge.","On this night, and at the tenth hour, a man of striking and venerable appearance was seen to emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque structure situated at the southern extremity of London Bridge."
"Don't you perceive it, Mr.","Don’t you perceive it, Mr."
"If I could believoe in tho ` eil eye,' I should bs sure he possessed it.'' s Tis he, thero can be no doubt,'' rejoined Auriol, in a sombre tone.","If I could believe in the ‘evil eye,’ I should be sure he possessed it.” “’Tis he, there can be no doubt,” rejoined Auriol, in a sombre tone."
"ell only jist gi' a look about ns, and thei come baek.'' Sty where you are, rascnl' cried Thorneyeroft, agrily.","Ve’ll only jist giv’ a look about us, and then come back.” “Stay where you are, rascal!” cried Thorneycroft angrily."
"The crape was gone from his brow, and in its place was seen the handsome and resolute featares of a man of middle life.","The crape was gone from his brow, and in its place was seen the handsome and resolute features of a man of middle life."
"-No you von't, sir-no you von't,'' repliod the Tinker, shaking his head.","“No, you von’t, sir—no, you von’t,” replied the Tinker, shaking his head."
It was fortanate I wasn't gone to bed; and still more fortnnate you happened to be comin' up at the time.,It was fortunate I wasn’t gone to bed; and still more fortunate you happened to be comin’ up at the time.
"I vish you would lend mo a knock on tha head, old feller.","“I vish you would lend me a knock on the head, old feller."
"Thorneyeroft to let fall lis pistol, which went off as it reached the ground.","Thorneycroft to let fall his pistol, which went off as it reached the ground."
"I thought your violence was abated, and that you might go forth in safety.","“I thought your violence was abated, and that you might go forth in safety."
"I recollect an old man tellin' me that he knew the deputy sixty years ago, and he looked jist the same then as now,neither older nor younger'' Humph l'' exclaimed Ginger.","“I recollect an old man tellin’ me that he knew the deputy sixty years ago, and he looked jist the same then as now,—neither older nor younger.” “Humph!” exclaimed Ginger."
What is the mattert'' cried Mr.,“What is the matter?” cried Mr.
"Of late, tlo progress of improement has caused its removal; but whetler any lcss cogent motive would haro abatod tho nuisance, may bo questioned.","Of late, the progress of improvement has caused its removal; but whether any less cogent motive would have abated the nuisance may be questioned."
"Noerer saw anything finer,'' rejoined Loftus-'`nerer, npon my lite."" Eery one kows how easily a crowd is oollocted in London, and it cannot be supposed that our two antiquaries would be allowed to pursue their investigations unmolosted.","“Never saw anything finer,” rejoined Loftus—“never, upon my life.” Every one knows how easily a crowd is collected in London, and it cannot be supposed that our two antiquaries would be allowed to pursue their investigations unmolested."
"ITho whole world'a wealth shonld not purchase it from me.'' Auriol gazed earnestly at his aged relative, but he said nothing.","The whole world’s wealth should not purchase it from me.” Auriol gazed earnestly at his aged relative, but he said nothing."
"Tll come to you in the evening,",“I’ll come to you in the evening.
"Scareely, I fear,'' replied Mr.","“Scarcely, I fear,” replied Mr."
"I have proceedel by calcitration, solution, putrefaction-hae produced the oils whiech will fix crudo mucrcuiry, and convert uall bodies into sol and luna; but I have over failed in fermenting the stono into the truo elixir.","I have proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude mercury, and convert all bodies into sol and luna; but I have ever failed in fermenting the stone into the true elixir."
"A bottle of salts, placed to his nose, revied him after a time; but he had nearly relapsed into insensibility on seeing to strange figures, in hideous mssks and snble cloaks, standing on either side of him, while at a little distance was a third, who carried a strangely-fashioned lantern.","A bottle of salts, placed to his nose, revived him after a time; but he had nearly relapsed into insensibility on seeing two strange figures, in hideous masks and sable cloaks, standing on either side of him, while at a little distance was a third, who carried a strangely-fashioned lantern."
"e It is useless to brare my power,'' sail tho stranger.","“It is useless to brave my power,” said the stranger."
"Of,-off' cried tho old man, drawing back ss if alarmed.","“Off—off!” cried the old man, drawing back as if alarmed."
Ah 1,“Ah!
"You have mentioned ]but one.'' The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.","“You have mentioned but one.” “The other was not so foul as that I have described,” replied Darcy, in an altered tone, “inasmuch as it was unintentional, and occasioned by no base motive."
"I debated with myself what to do-whether to pursue his mnrderer, for such I acconnted the young man; but, on reflection, I thought the coursa uscless.","I debated with myself what to do—whether to pursue his murderer, for such I accounted the young man; but, on reflection, I thought the course useless."
"I have destroyed your dsughter.'' 1Yon 1' exelsimed the iron-merchant, in astonishmnt.",I have destroyed your daughter.” “You!” exclaimed the iron-merchant in astonishment.
"'It was a cowardly and trcacherous deed, aggravated by the basest ingratitule.","“It was a cowardly and treacherous deed, aggravated by the basest ingratitude."
"Wherefore, he suid, `there will ,still be peril from some hidden canse.' Oh, with wlat greediness I drank in his words1","Wherefore, he said, ‘there will still be peril from some hidden cause.’ Oh, with what greediness I drank in his words!"
"There could be no illusion in what I then beheld,'' Despite all this, you will see her again,'' ssid Reeks.","There could be no illusion in what I then beheld.” “Despite all this, you will see her again,” said Reeks."
Bless yon 1,“Bless you!
"My curiosity being aroused, I listened at the door, and thougk I conld not distinguish much that passed inside, I hcard sufficient to convrince me that Doctor Lamb had made the grand discoery, and succeeded in distilling tho elixsir.","My curiosity being aroused, I listened at the door, and though I could not distinguish much that passed inside, I heard sufficient to convince me that Doctor Lamb had made the grand discovery, and succeeded in distilling the elixir."
"Een if Tm catched i' the fact I may get fined twenty pound, or have six months' imprisonment; vile, if you steals an old fogle, walue three farlens, you'll get seven years abroad, to a desd certainty.'' That seems hard on us,'' observed tho Sandman, relectisely.","Even if I’m catched i’ the fact I may get fined twenty pound, or have six months’ imprisonment; vile, if you steals an old fogle, walue three fardens, you’ll get seven years abroad, to a dead certainty.” “That seems hard on us,” observed the Sandman reflectively."
: I discanrages all cruelty to hanimals.,“I discourages all cruelty to hanimals.
"e I will tell ou what reward I claim, Mr","“I will tell you what reward I claim, Mr."
Our werry 'air stood on end ven ve first rend the shockin' particulnrs.,Our werry ‘air stood on end ven ve first read the shockin’ particulars.
"It was of iron, and as ho struck itwith his hand, retnrned a hollow clangour.","It was of iron, and as he struck it with his hand, returned a hollow clangour."
"MIany of then were withont windows, and whero the frames were left, brown paper or tin supplied the place of glass; some even wanted loors, and no offort was nade to conceal the squalor within.","Many of them were without windows, and where the frames were left, brown paper or tin supplied the place of glass; some even wanted doors, and no effort was made to conceal the squalor within."
"eOnly for a moment,'' ssid Reeks.","“Only for a moment,” said Reeks."
" .:z:::: And he finishod his rum-and-water, and set down tho youth."," And he finished his rum-and-water, and set down the glass, which was instantly filled again by the drowsy youth."
"I shall pasy no such money.' tWorry vell,' replies Mr.","I shall pay no such money.’ ‘Werry vell,’ replies Mr."
At length he ventured to break the silence.,At length he ventured to break the silence.
"Hor complexion was pure white, tinged with a slight bloom.","Her complexion was pure white, tinged with a slight bloom."
"In six of the corners were placed large chests, ornamented with ironwork of the most exquisite workcmanship, and these Rougemont's imagination pictured as filled with inexhanstible treasure; while in the seenth corner, near the door, wus a beautiful little piece of monumental sculpture in white marble, representing two kneeling and hooded figures, holding a veil between them, which partly conccalcd the entrance to s small recess.","In six of the corners were placed large chests, ornamented with ironwork of the most exquisite workmanship, and these Rougemont’s imagination pictured as filled with inexhaustible treasure; while in the seventh corner, near the door, was a beautiful little piece of monumental sculpture in white marble, representing two kneeling and hooded figures, holding a veil between them, which partly concealed the entrance to a small recess."
"Ha1'' cxelaimed the doctor, suddenly recollecting the wounded man, and concealing tle phial beneath his gon.","“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial beneath his gown."
"And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleslless arms and gibbered; and tho various strange objects with which the chamber was filled, sceemed to deride and menace me.","And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshless arms and gibbered; and the various strange objects, with which the chamber was filled, seemed to deride and menace me."
Vell cxmine it below.,Ve’ll examine it below.
"It was eident, from the manner of their descent, that thes helmets must drop on the heade of the sitters-a conviction that filled them with inexpressible terror.","It was evident, from the manner of their descent, that these helmets must drop on the heads of the sitters—a conviction that filled them with inexpressible terror."
All this is madness.,All this is madness.
"Near it stood a lamp, which servred to illumine the scene.","Near it stood a lamp, which served to illumine the scene."
"Where are you taking met'' he inuirel, attempting to stop.","“Where are you taking me?” he inquired, attempting to stop."
"He was pale, as if from recent suffering, and bore his left arm in a sling.","He was pale, as if from recent suffering, and bore his left arm in a sling."
But the worst was to come.,But the worst was to come.
"Ebba,'' he cried, ` I implore you to let me gol","“Ebba,” he cried, “I implore you to let me go!"
"I am sorry I cannot,'' replied Morse.","“I am sorry I cannot,” replied Morse."
"What have yon diseovered-what have you fotnd out 1'' eried tho iron-merchant, breathlessly.",“What have you discovered—what have you found out?” cried the iron-merchant breathlessly.
"Yon're stre to mcet him some time or other.'' That's true,'' repliod the Sandman ; `'and there's no feur of his knowin' ns, for the werry moment he looked round I knocked him on the hend,' :Arter all,'' aaid the Tinker, '' there's no branch o' the perfession so safe as yours, Ginger.","You’re sure to meet him some time or other.” “That’s true,” replied the Sandman; “and there’s no fear of his knowin’ us, for the werry moment he looked round I knocked him on the head.” “Arter all,” said the Tinker, “there’s no branch o’ the perfession so safe as yours, Ginger."
Xou shall hear wot tho beak says to him ven the gent craves his assistanee.,You shall hear wot the beak says to him ven the gent craves his assistance.
"' Come in, and close the door after you. The draught affeets the furnace-my Athanor, as we adepts term it.","“Come in, and close the door after you. The draught affects the furnace—my Athanor, as we adepts term it."
"That will account for the strange delusion under which I have laboured.'' I will aet upon that hint,'' muttered the listener.","That will account for the strange delusion under which I have laboured.” “I will act upon that hint,” muttered the listener."
"It was digged forth, placed in its old position-but I forget whether the brazier was rewarded.","It was digged forth, placed in its old position—but I forget whether the brazier was rewarded."
"Did you expect to find any one here ?'"" I hardly know,'' replied the other.","“Did you expect to find any one here?” “I hardly know,” replied the other."
Pshawl,“Pshaw!
Arter a bit more chafferin' ith Mr.,Arter a bit more chafferin’ vith Mr.
"Ere an hour had elapsed, Mr.","Ere an hour had elapsed, Mr."
Do yon not know me?,“Do you not know me?
I told yon the beasks vos our best friends; they alvays takes onr parts.,“I told you the beaks vos our best friends; they alvays takes our parts.
"4 You have bcen thrown into the water, Master Flapdragon 7'' cried a bystander, noticing the cord ronnd the dwarf's throat.","“You have been thrown into the water, Master Flapdragon?” cried a bystander, noticing the cord round the dwarf’s throat."
"eHe's a reg'lar slap-up svell, That's no reason at all,'' snid the Sandman.","“He’s a reg’lar slap-up svell.” “That’s no reason at all,” said the Sandman."
"`And yet I could almost svear it was Old Par,'' You're near the mark,'' replied the other, with a shrill langh,","“And yet I could almost svear it was Old Parr.” “You’re near the mark,” replied the other, with a shrill laugh."
"Bnt you neglected to tell me how to acknowlelge the gift.'' I could not give an address at the moment,'' said Auriol.","“But you neglected to tell me how to acknowledge the gift.” “I could not give an address at the moment,” said Auriol."
"n. AD. Revied by the stimulant, Anriol presently opened his eyes, and gazing round the room, tlought he must be dreaming, so strange and fantastical did all appear.","Revived by the stimulant, Auriol presently opened his eyes, and gazing round the room, thought he must be dreaming, so strange and fantastical did all appear."
"Drink :'' he ecried; ``it will restore you, and you have much to go through.'' Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger's glance of exultation, dashed it to the ground.","“Drink!” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground."
"On a table, at the farther end of tle room, stood n large open volume, with parchment leaves, covered with cabalistical characters, refcrring to the names of spirits.","On a table at the farther end of the room, stood a large open volume, with parchment leaves, covered with cabalistical characters, referring to the names of spirits."
"I should feel perfectly convinced, if I might look forth from that window,'' he asaid.","“I should feel perfectly convinced, if I might look forth from that window,” he said."
"The latter remuined erect, and apparently nninjured.","The latter remained erect, and apparently uninjured."
"Horrors erowd so thick upon me that my brain reels,'' eriod Thorneyoroft.","“Horrors crowd so thick upon me that my brain reels,” cried Thorneycroft."
indeed 1'' exclaimed Loftns.,indeed!” exclaimed Loftus.
"1Taste this wine-it has been long in onr family,'' he added, filling the cup.","“Taste this wine—it has been long in our family,” he added, filling the cup."
Thorneycroft has come too late.,Thorneycroft has come too late.
Without a moment's hesitation Auriol compliad.,Without a moment’s hesitation Auriol complied.
"What has happened ' Not much,'' she rcplied, a deep blush mantling hcr cheeks.","“What has happened?” “Not much,” she replied, a deep blush mantling her cheeks."
"Doctor Lmb must have wiped the hallerd,'' he added to limself.","Doctor Lamb must have wiped the halberd,” he added to himself."
" this knowledge, you are at liberty to go.","With this knowledge, you are at liberty to go."
"take me forth,'' cried Anriol.","take me forth,” cried Auriol."
"Vy, ve drives a smartish trade wi' them through them foreign steamers.","Vy, ve drives a smartish trade wi’ them through them foreign steamers."
"The heavy nass of marble fell with a thundering crash, breaking asunder the flag beneatl it.","The heavy mass of marble fell with a thundering crash, breaking asunder the flag beneath it."
"Griuling Gibbons,'' replied Loftus, without tarning round.","“Grinling Gibbons,” replied Loftus, without turning round."
"An alarum-bell, fixed against the wall, began to ring, and at the same moment the doors of a cabinet flew open, and a large ape (for snch it seemed to Reeks), clothod in a woollen shirt and drawers, sprang forth, and bounding upon tho table beside Rougemont, placed its mouth to his ear.","An alarum-bell, fixed against the wall, began to ring, and at the same moment the doors of a cabinet flew open, and a large ape (for such it seemed to Reeks), clothed in a woollen shirt and drawers, sprang forth, and bounding upon the table beside Rougemont, placed its mouth to his ear."
He was brought to my house under peculiar circumstances.,“He was brought to my house under peculiar circumstances.
"His real name wns Taylor, bnt he was known among his companions by the appellation of Ginger.","His real name was Taylor, but he was known among his companions by the appellation of Ginger."
"A terrible fatality attaches to me, in which you must hae no share,'' he said, in a solemn tone.","“A terrible fatality attaches to me, in which you must have no share,” he said, in a solemn tone."
"what a noble statue that is, MIorso1'' cried Loftus, gazing at it.","what a noble statue that is, Morse!” cried Loftus, gazing at it."
"Aftecr regarling the portrait for some time fixellr, h tlus addresscl it: TDost hear me, old aneestor7'' he criod.","After regarding the portrait for some time fixedly, he thus addressed it: “Dost hear me, old ancestor?” he cried."
":I have no fear while you are with me.'' ee But you do not know the terrible fato I am linked to,' he said.","“I have no fear while you are with me.” “But you do not know the terrible fate I am linked to,” he said."
"When tha week has elapsed, I shall require Edith at your hands.","When the week has elapsed, I shall require Edith at your hands."
"I wish vo could hear their discoorse.'' e No, that ain't fair,'' replied John, raking some amall coal upon the fire, and working away at the bellows.","I wish ve could hear their discoorse.” “No, that ain’t fair,” replied John, raking some small coal upon the fire, and working away at the bellows."
no l-he mst be dead agesagol,no!—he must be dead ages ago!
"ell, if yon mnst go, step this vay, then,'' rejoined thei Tinker, proceeding towards the archway.","“Vell, if you must go, step this vay, then,” rejoined the Tinker, proceeding towards the archway."
Where is shat,Where is she?
"Can you tell me if MIr, Auriol Darcy is here 2' e Yes, he is, and a close prisoner,'' repliel Old Parr.","Can you tell me if Mr. Auriol Darcy is here?” “Yes, he is, and a close prisoner,” replied Old Parr."
I hae dovoted myself to abstrusest science; hae held commune with tho stars; and have wrested the most hidden seerets from Nature-but that is all.,"I have devoted myself to abstrusest science, have held commune with the stars, and have wrested the most hidden secrets from Nature—but that is all."
Irottr dear l-pretty denr I'' seeamel tle magpie.,“Pretty dear!—pretty dear!” screamed the magpie.
"But I hae,'' interposed Morse.","“But I have,” interposed Morse."
"This part of tho premises, being strewn wit ironwork of every pcssible shape, presented a very singular appearance, and may merit some description.","This part of the premises, being strewn with ironwork of every possible shape, presented a very singular appearance, and may merit some description."
"e By your goernor-that is, by this person 7'' eried ]another, laying hold of Auriol.","“By your governor—that is, by this person?” cried another, laying hold of Auriol."
Riches and happiness are yours.,“Riches and happiness are yours.
""" He fancies he was born in Qaeen Elizabeth's time.'' ee It's no faney,'' ecried Morse.","“He fancies he was born in Queen Elizabeth’s time.” “It’s no fancy,” cried Morse."
"A glass of wine will revie you,'' And as he spoke, he stepped towards a small cabinet, and took from it a cnrionsly-shaped bottle and a goblt.","A glass of wine will revive you.” And as he spoke, he stepped towards a small cabinet, and took from it a curiously-shaped bottle and a goblet."
"Perhaps she scarcely desired a solitary stroll; but however this might be, she was too much engrossed by tho reerie to notiee a tall man, wrapped in a long black clonk, who regarded her with the most fixed attention, as he passed on the opposite side of the road.","Perhaps she scarcely desired a solitary stroll; but however this might be, she was too much engrossed by the reverie to notice a tall man, wrapped in a long black cloak, who regarded her with the most fixed attention, as he passed on the opposite side of the road."
"`` Ask no questions,'' rejoined the dwarf, pulling him along.","“Ask no questions,” rejoined the dwarf, pulling him along."
"Vell, now, miss, as she seems to like you, and you seem to like her, I won't copy the manners o' them 'ere fathers as has stony 'arts, and part two true loryers.","Vell, now, miss, as she seems to like you, and you seem to like her, I won’t copy the manners o’ them ’ere fathers as has stony ‘arts, and part two true lovyers."
"Much, much,'' he replied, with a perceptible shudder.","“Much, much,” he replied, with a perceptible shudder."
"Thorneyeroft,'' ho added, filling a goblet from one of the bottles.","Thorneycroft,” he added, filling a goblet from one of the bottles."
"After a while, he looked np at Rongemont, who was leaning oer his shoulder, and wlse fentures were wrinkled with a derisive smile.","After a while he looked up at Rougemont, who was leaning over his shoulder, and whose features were wrinkled with a derisive smile."
"If it be man, I am scurcely lees terribly fettered.","If it be man, I am scarcely less terribly fettered."
I ain't got the exaet clue yet.,“I ain’t got the exact clue yet.
"To-night,'' replied Darcy-`` within this hour.","“To-night,” replied Darcy—“within this hour."
But Auriol seemed nnable to proceed.,But Auriol seemed unable to proceed.
"Maitland, and] began to give her some aecnt of his journey, which appeared to have been as pleasant as it had been rapid.","Maitland, and began to give her some account of his journey, which appeared to have been as pleasant as it had been rapid."
"Immeliately before him stood the Southwark Gateaya equare stons building, with a ronnd, embattlod turret at enach corner, and a flat, leaden roof, planted with a forest of poles, fifteen or sixteen feet high, garnished with human henls.","Immediately before him stood the Southwark Gateway—a square stone building, with a round, embattled turret at each corner, and a flat leaden roof, planted with a forest of poles, fifteen or sixteen feet high, garnished with human heads."
"Yon hae not made s compact with this fiend'"" . J He has,'' replied the stranger; `"" and by that compact you are surrendered to me,'' And, as he spoke, he advanced towards her, and eneloping her in his cloak, her cries were instantly stifled.","You have not made a compact with this fiend?” “He has,” replied the stranger; “and by that compact you are surrendered to me.” And, as he spoke, he advanced towards her, and enveloping her in his cloak, her cries were instantly stifled."
"The bandage was then reroed from Thormneyerof's eyes, and he fonnd himself in a large and apparently neglected garden.","The bandage was then removed from Thorneycroft’s eyes, and he found himself in a large and apparently neglected garden."
