id,Ground Truth,OCR Text,CER
169,"“To-night,” replied Darcy—“within this hour.","To-night,'' replied Darcy-`` within this hour.",0.14893617021276595
170,For nigh fifty years after that fatal night I have been making fruitless experiments.,or nigh fifty years after that fatal night I haso been making fruitlcss experiments.,0.047058823529411764
171,A film of blood has obscured my mental sight.,A film of blood has obscured my mnental sight.,0.021739130434782608
172,"I have proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude mercury, and convert all bodies into sol and luna; but I have ever failed in fermenting the stone into the true elixir.","I have proceedel by calcitration, solution, putrefaction-hae produced the oils whiech will fix crudo mucrcuiry, and convert uall bodies into sol and luna; but I have over failed in fermenting the stono into the truo elixir.",0.05357142857142857
173,"To-night, it came into my head to wash the blood-stained page containing the secret with a subtle liquid.","1-night, it came into my hend to wash the lood-stained y:c coutaining the secret with a subtle liquid.",0.08571428571428572
174,"I did so; and doubting the efficacy of the experiment, left it to work, while I went forth to breathe the air at my window.","I did so; ul loubting thc efficacy of the experient, left it to work, hilo I went forth to breathe the air at my window.",0.06504065040650407
175,"My eyes were cast upwards, and I was struck with the malignant aspect of my star.","My eyes were cnst upwnrds, and I wss struck with the malignant aspect of my star.",0.037037037037037035
176,"How to reconcile this with the good fortune which has just befallen me, I know not—but so it was.","How to reconcile this with the geod fortune which hass just befallen me, I know not-bnt so it was.",0.04081632653061224
177,"At this juncture, your rash but pious attempt occurred.","At this juncture, your rash, but pious attempt DR. LAB. occurred.",0.15384615384615385
178,"Having discovered our relationship, and enjoined the gatekeeper to bring you hither, I returned to my old laboratory.","Having discovered our relationship, and enjoined the gatekeeper to bring yon hither, I returmaed to my old laboratory.",0.025423728813559324
179,"On glancing towards the mystic volume, what was my surprise to see the page free from blood!” Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","On glancing towards the mystic volame, what was my surprise to see the page free from blood 1' Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.",0.022598870056497175
180,"“The sight was so surprising that I dropped the sack I had brought with me,” pursued Darcy.","IThe sight was so surprising, that I dropped tle sack I ad brought with me,'' pursued Darey.",0.07526881720430108
181,"“Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire, dismissed my attendant with brief injunctions relative to you. I then set to work.","Fearful of again losing the secret, I nerved mysolf to the task, and placing fuel on the fire, dismissed my attendunt with brief injunctions relatie to you. I then set to work.",0.02247191011235955
182,"How I have succeeded, you perceive.","IHow I hae succeeded, you perceie.",0.08333333333333333
183,I hold in my hand the treasure I have so long sought—so eagerly coveted.,I hold in my hand tho treasure I have so long sought-so eagerly coveted.,0.027777777777777776
184,"The whole world’s wealth should not purchase it from me.” Auriol gazed earnestly at his aged relative, but he said nothing.","ITho whole world'a wealth shonld not purchase it from me.'' Auriol gazed earnestly at his aged relative, but he said nothing.",0.056
185,"“In a few moments I shall be as full of vigour and activity as yourself,” continued Darcy.","t In a few moments I shall be as full of rigour and aetivity as yourself,'' continued Darey.",0.07608695652173914
186,"“We shall be no longer the great-grandsire and his descendant, but friends—companions—equals,—equals in age, strength, activity, beauty, fortune—for youth is fortune—ha!","s We shall be no longer the great-grandsire and his descendant, but friends --companions-equals,-equals in age, strength, activity, beauty, fortune-for youth is fortnne-hal",0.06395348837209303
187,ha!,ha1,0.3333333333333333
188,"Methinks I am already young again!” “You spoke of two crimes with which your conscience was burdened,” remarked Auriol.","Methinks I am already yonng sgain l'' Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.",0.11382113821138211
189,"“You have mentioned but one.” “The other was not so foul as that I have described,” replied Darcy, in an altered tone, “inasmuch as it was unintentional, and occasioned by no base motive.","You have mentioned ]but one.'' The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.",0.08290155440414508
190,"My wife, your ancestress, was a most lovely woman, and so passionately was I enamoured of her, that I tried by every art to heighten and preserve her beauty.","My wife, your ancestress, was a most lovely woman, and so passion ARIOL. ately wae I enamonred of her, that I tried by every art to heighten and preserve her beauty.",0.06060606060606061
191,"I fed her upon the flesh of capons, nourished with vipers; caused her to steep her lovely limbs in baths distilled from roses and violets; and had recourse to the most potent cosmetics.","I fed her upon the flosh of capons, nourished with vipers; cansed her to steep her loely limbs in baths distilled from roscs and violets; and hnd recourse to the most potent cosmcties.",0.03783783783783784
192,"At last I prepared a draught from poisons—yes, poisons —the effect of which, I imagined, would be wondrous.","At last I preparel a draught from poisons-yes, poisons-the effect of which I imagined would be wondrous.",0.056074766355140186
193,"She drank it, and expired horribly disfigured.","She drank it, andl expired horribly disfigured.",0.02127659574468085
194,Conceive my despair at beholding the fair image of my idolatry destroyed—defaced by my hand.,Conceive my despair at beholding the fair imsge of my idolatry destroyed-dofaeed by my hand.,0.043478260869565216
195,"In my frenzy I should have laid violent hands upon myself, if I had not been restrained.","In my frenzy I shonld have laid violent hands npon myself, if I had not been restrained.",0.022727272727272728
196,"Love may again rule my heart—beauty may again dazzle my eyes, but I shall never more feel the passion I entertained for my lost Amice—never more behold charms equal to hers.” And he pressed his hand to his face.","Loe may again rule my heart-beauty may again dazzle my eyes, but I shall never moro feel the passion I entertained for my lost mice-neer more behold charms equal to hcrs'' And he pressed his hand to his face.",0.04265402843601896
197,"“The mistake you then committed should serve as a warning,” said Auriol.","The mistake you then committed shonld sere as a warning,'' said Auriol.",0.0684931506849315
198,“What if it be poison you have now confected?,ee What if it be poison yon hae now confected?,0.10638297872340426
199,"Try a few drops of it on some animal.” “No—no; it is the true elixir,” replied Darcy.","Try a few drops of it on somo animal.'' e No-no; it is tho true elixir,'' replied Darey.",0.11363636363636363
200,“Not a drop must be wasted.,Not a drop must be wasted.,0.037037037037037035
201,You will witness its effect anon.,You will witncss its effect anon.,0.030303030303030304
202,"Like the snake, I shall cast my slough, and come forth younger than I was at twenty.” “Meantime, I beseech you to render me some assistance,” groaned Auriol, “or, while you are preparing for immortality, I shall expire before your eyes.” “Be not afraid,” replied Darcy; “you shall take no harm.","Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.'' MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol, or, while you are preparing for immortality, I shall expire beforo your eyes.'' Be not afraid,'' replicd Darey; `yon shall take no harm.",0.07333333333333333
203,"I will care for you presently; and I understand leechcraft so well, that I will answer for your speedy and perfect recovery.” “Drink, then, to it!” cried Auriol.","I will care for you presently; and I understand leechcraft so well, that I will answer for or speedy anl perfect reeoery.'' Drink, then, to it'' eried Anriol.",0.07407407407407407
204,"“I know not what stays my hand,” said the old man, raising the phial; “but now that immortality is in my reach, I dare not grasp it.” “Give me the potion, then,” cried Auriol.","4 I know not what stays my hand,'' said the old man, raising the phial; `' but now that immortality is in my reaeh, I dare not grasp it'' t Give mo the potion, then,'' eried Auriol.",0.08839779005524862
205,"“Not for worlds,” rejoined Darcy, hugging the phial to his breast.","e Not for worls,'' rejoined Dare, hugging the phial to his breast.",0.10294117647058823
206,“No; I will be young again—rich—happy.,No; I will be young again-rich-happy.,0.07894736842105263
207,"I will go forth into the world—I will bask in the smiles of beauty—I will feast, revel, sing—life shall be one perpetual round of enjoyment.","I will go forth into the world-I will bask in the smiles of beauty-I will feast, reel, sing-life shall be one perpetal ronnd of onjoyment.",0.05
208,"Now for the trial—ha!” and, as he raised the potion towards his lips, a sudden pang shot across his heart.","Now for the trial-hal'' and, as he raised the potion towards his lips, a sudden pang shot aeross his henrt.",0.056074766355140186
209,"“What is this?” he cried, staggering.","e WVhat is this 2'' he cried, staggering.",0.17073170731707318
210,“Can death assail me when I am just about to enter upon perpetual life?,2 Can death assail me when I am just about to enter upon perpetual life7,0.041666666666666664
211,"Help me, good grandson!","IIelp me, good grandsonl",0.125
212,Place the phial to my lips.,Place the phial to my lips.,0.0
213,Pour its contents down my throat—quick!,onr its contents domn my throat-quickI,0.1282051282051282
214,"quick!” “I am too weak to stir,” groaned Auriol.","uick :'' I am too weak to stir,'' groaned Auriol.",0.1568627450980392
215,"“You have delayed it too long.” “Oh, heavens!","e You laa delayed it too long.'' e Oh, HIeaensl",0.2653061224489796
216,"we shall both perish,” shrieked Darcy, vainly endeavouring to raise his palsied arm,—“perish with the blissful shore in view.” And he sank backwards, and would have fallen to the ground if he had not caught at the terrestrial sphere for support.","we shall both perish,'' slricked Dare, vainly endeaouring to raise lis palsied arm,-``perish with the blissful shore in view,'' And he sank backwards, and wonld hare fallen to th ground if he had not caught ut the terrestrial sphere for support.",0.07258064516129033
217,"“Help me—help me!” he screamed, fixing a glance of unutterable anguish on his relative.","Help me-help mel'' he screamed, fixing a glanee of unatterable anguish on his relative.",0.07954545454545454
218,"“It is worth the struggle,” cried Auriol.","o 2 20 AURIOL. e It is worth, the straggle,'' cried Auriol.",0.3559322033898305
219,"And, by a great effort, he raised himself, and staggered towards the old man.","And, by a great effort, he raised himself, and staggered towards the old man.",0.0
220,“Saved—saved!” shrieked Darcy.,Saved-saved 1'' shrieked Darcy.,0.1875
221,“Pour it down my throat.,Ponr it down my throat.,0.08333333333333333
222,"An instant, and all will be well.” “Think you I have done this for you?” cried Auriol, snatching the potion; “no—no.” And, supporting himself against the furnace, he placed the phial to his lips, and eagerly drained its contents.","An instant, and all will be well, e Think you I have done this for you 7'' cried Auriol, snatching the potion; `` no-no.'' And, supporting himself against the furnace, he placed the phial to is lips, and eagerly drained its contents.",0.06382978723404255
223,"The old man seemed paralysed by the action, but kept his eye fixed upon the youth till he had drained the elixir to the last drop.","ITho old man seemed paralysed by the action, but kept his eye fied upon the youth till he had drained the elixir to the last drop.",0.022900763358778626
224,"He then uttered a piercing cry, threw up his arms, and fell heavily backwards.","He then nttered a piercing cry, threw up his arms, and fell heavily backwards.",0.01282051282051282
225,Dead—dead!,Dead-deadl,0.2
226,"Flashes of light passed before Auriol’s eyes, and strange noises smote his ears.","FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.",0.037037037037037035
227,"For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.","For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.",0.0
228,Every object reeled and danced around him.,Every object reeled and danced around him.,0.0
229,"The glass vessels and jars clashed their brittle sides together, yet remained uninjured; the furnace breathed forth flames and mephitic vapours; the spiral worm of the alembic became red hot, and seemed filled with molten lead; the pipe of the bolt-head ran blood; the sphere of the earth rolled along the floor, and rebounded from the wall as if impelled by a giant hand; the skeletons grinned and gibbered; so did the death’s-head on the table; so did the skulls against the chimney; the monstrous sea-fish belched forth fire and smoke; the bald, decapitated head opened its eyes, and fixed them, with a stony glare, on the young man; while the dead alchemist shook his hand menacingly at him.","The glass vessels and jars clashed thoeir brittle sides together, yet remained uninjured; the furnace breathed fortl flames and mephitic apours; the spiral worm of the alembic becname red hot, and seemed filled with molten lend; the pipe of the bolt-head ran blood; tho sphere of the earth rolled along the floor, anl rebounded from the wall as if impelled by a giant hand; the skeletons grinned and gibbered; so did the death's-head on the table; so did the skulls against the chimney; the monstrous sea-fish belched forth firo and smoke; the bald decapitated head opened its eyes, and fixed them, with a stony glare, on the young man; while the dead alchemist shook his hand menacingly at him.",0.014347202295552367
230,"Unable to bear these accumulated horrors, Auriol became, for a short space, insensible.","Unable to bear these accumulated horrors, Auriol became, for a short space, insensible.",0.0
231,"On recovering, all was still.","On recovrering, all wns till.",0.1
232,"The lights within the lamp had expired; but the bright moonlight, streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on the cabalistic characters of the open volume beside him.","The lights within the lamp had expired; but the bright moonlight, astreaming throngh tho window, fell upon the rigid features of tha unfortunato alchemist, and on the cabalistic characters of the open volume besido him.",0.0273972602739726
233,"Eager to test the effect of the elixir, Auriol put his hand to his side.","Eager to test the effect of the elixir, Auriol put his hand to his side.",0.0
234,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,0.0
235,"On the contrary, he seemed endowed with preternatural strength.","On tho eontrary, he seemed endowed with preternatural strength.",0.031746031746031744
236,"His breast dilated with rapture, and he longed to expand his joy in active motion.","His breast dilated with rapture, and he longed to expand his joy in actire motion.",0.012195121951219513
237,"Striding over the body of his aged relative, he threw open the window.","Striding over the body of his aged relative, he thren open the window.",0.014285714285714285
238,"As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year.","As he did so, joyous peals burst from surrounding churehes, announcing the arrival of the new year.",0.010101010101010102
239,"While listening to this clamour, Auriol gazed at the populous and picturesque city stretched out before him, and bathed in the moonlight.","Whle listening to this clamour, Auriol gazed at the popnlous and picturesgue city stretched out before him, and bathed in the moonlight.",0.021897810218978103
240,"“A hundred years hence,” he thought, “and scarcely one soul of the thousands within those houses will be living, save myself.","A hundred years henese,'' he thonght, `` and scarcely one soul of the thousands within those houses will he living, save myself.",0.07751937984496124
241,"A hundred years after that, and their children’s children will be gone to the grave.","A hundred years after that, and their children's children will be gone to the grae.",0.023809523809523808
242,But I shall live on—shall live through all changes—all customs—all time.,But I shall live onshall lie throngh all changes-all customs-all time.,0.06944444444444445
243,"What revelations I shall then have to make, if I should dare to disclose them!” As he ruminated thus, the skeleton hanging near him was swayed by the wind, and its bony fingers came in contact with his cheek.","What rorelations I shall then hae to make, if I shonld dare to disclose them l'' As he ruminated thns, the skeleton hanging near him] was swayed by the wind, and its bony fingers cme in contact with his cheek.",0.052132701421800945
244,A dread idea was suggested by the occurrence.,A dread ides was suggested by the e,0.24444444444444444
245,"“There is one peril to be avoided,” he thought; ”ONE PERIL!—what is it?","There is one peril to be avoided,'' he thoght;`` oE] rn l-what is itt",0.24
246,Pshaw!,Phaw1,0.3333333333333333
247,I will think no more of it.,I iIl think no more of it.,0.07407407407407407
248, It may never arise.,] It may never arise.,0.047619047619047616
249,I will be gone.,I will be gone.,0.0
250,"This place fevers me.” With this, he left the laboratory, and hastily descending the stairs, at the foot of which he found Flapdragon, passed out of the house.","This place fevers ma.''] With this, he left the labortory, and hastily desoending] the stim, at the foot of whish he femnd Flaprgen, psed asi tfe rs",0.18518518518518517
251,"Chapter 1 The Ruined House in the Vauxhall Road Late one night, in the spring of 1830, two men issued from a low, obscurely situated public-house, near Millbank, and shaped their course apparently in the direction of Vauxhall Bridge.","t-iis. T nDIYD OCBE T TII vAEALL-OAD. LrE one night, in the spring of 1880, two men issued .from a low, obsenrely-situated public-house, near Iiillbank, and ahaped their course apparently in the direction of Vauxhall-bridge.",0.226890756302521
252,"Avoiding the footpath near the river, they moved stealthily along the farther side of the road, where the open ground offered them an easy means of flight, in case such a course should be found expedient.","Aoiding the footpath near the river, they movel stealthily along toe farther sile of the road, wrhere thue opcn groun offerei them au easy reans of flight, in case such a course should bo found expedient.",0.05825242718446602
253,"So far as it could be discerned by the glimpses of the moon, which occasionally shone forth from a rack of heavy clouds, the appearance of these personages was not much in their favour.","So fur as it could he disccrnol by the glimpses of the moon, which ecasionally shone forth from a raek of heay clonds, the apearancee of these personages was not mnucl in their faour.",0.08021390374331551
254,"Haggard features, stamped deeply with the characters of crime and debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes, shoes without soles, and old hats without crowns, constituted the sum of their apparel.","IIaggard fcatures, stamped deeply with the characterse of crime and , debauehery; fierce, restless eyes; beards of several days' growth; wild, unkempt hesds of hair, formod their chief personal charaeteristics; whilo sordid and ragged clothes; shoes without soles; and old hats withiont crown, -.nstitated the sum of their apparel, ARIOL.",0.07964601769911504
255,"One of them was tall and gaunt, with large hands and feet; but despite his meagreness, he evidently possessed great strength: the other was considerably shorter, but broad-shouldered, bow-legged, long-armed, and altogether a most formidable ruffian.","One of them was tall and gaunt, with large hands and foet; but despite his meagreness, he eridently possessed great strength: the other was considerably shorter, but broad-shouldered, bow-legged, long-armed, and altogether n most formidable ruffian.",0.012048192771084338
256,"This fellow had high cheek-bones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.","This fellow had high cheekbones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.",0.007936507936507936
257,"He had a stubby red beard, with sandy hair, white brows and eyelashes.","He hada stubby red beard, with sandy hair, white brows and eyelashes.",0.014285714285714285
258,"The countenance of the other was dark and repulsive, and covered with blotches, the result of habitual intemperance.","The oountenance of the other was dark and repulsive, and covered with blotches, the result of habitual intemperance.",0.008620689655172414
259,His eyes had a leering and malignant look.,His eyes had s leering and malignant look.,0.023809523809523808
260,"A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity.","A. handkcerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and incrensed his natural appearanc of ferocity.",0.025
261,"The shorter ruffian carried a mallet upon his shoulder, and his companion concealed something beneath the breast of his coat, which afterwards proved to be a dark lantern.","Tho shorter rffian carried a mallet upon his sholder, and his companion concealed something beneath the breast of his cost, which nfterwards proved to be a dark lantern.",0.029239766081871343
262,"Not a word passed between them; but keeping a vigilant look-out, they trudged on with quick, shambling steps.","Not a word passed between them; but keeping a vigilant look-out, they trudged on with quick, shambling steps.",0.0
263,"A few sounds arose from the banks of the river, and there was now and then a plash in the water, or a distant cry, betokening some passing craft; but generally all was profoundly still.","A few sounds arose from the banks of the river, and there was no and then a plash in the water, or a distant cry, betokening some passing craft; but generally all was profonndly still.",0.010810810810810811
264,"The quaint, Dutch-looking structures on the opposite bank, the line of coal-barges and lighters moored to the strand, the great timber-yards and coal-yards, the brewhouses, gasworks, and waterworks, could only be imperfectly discerned; but the moonlight fell clear upon the ancient towers of Lambeth Palace, and on the neighbouring church.","The quaint, Dutch-looking structures on the opposite bank, the line of coal-barges and lighters oored to the strand, the great timber-yards and coal-yards, the brewhouses, gasworks, and waterworks, could only bo imperfectly discerned; but the moonlight fell clear upon th ancient towers of Lambeth Palace, and on the neighbouring chrh.",0.014749262536873156
265,"The same glimmer also ran like a silver belt across the stream, and revealed the great, stern, fortress-like pile of the Penitentiary—perhaps the most dismal-looking structure in the whole metropolis.","Ihe same glimmer aleo ran like a silver bel T across the stream, and reealed the great, stern, fortresslIike pile of the Penitentiary-perhaps the most dismallooking structure in tho whole metropolis.",0.04950495049504951
266,The world of habitations beyond this melancholy prison was buried in darkness.,The world of habitations beyond this melancholy prison were buried in larkness.,0.05063291139240506
267,"The two men, however, thought nothing of these things, and saw nothing of them; but, on arriving within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary halt.","The two men, however, tlought nothing of these things, and saw nothing of them; but, on arriing within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary hualt.",0.009174311926605505
268,"“You ain’t a-been a-gammonin’ me in this matter, Tinker?” observed the shorter individual.","You ain't a-been a-gammonin' me in this matter, Tinker 2' observed the shorter individual.",0.06593406593406594
269,"“The cove’s sure to come?” “Why, you can’t expect me to answer for another as I can for myself, Sandman,” replied the other; “but if his own word’s to be taken for it, he’s sartin to be there.","ss The coe'as sure to come f' Why, you can't expect me to answer for anothoer as I can for myself, Sandman,'' replied the other; ' but if his own word's to be taken for it, he's sartin to be there.",0.09045226130653267
270,"I heerd him say, as plainly as I’m a speakin’ to you—‘I’ll be here to-morrow night—at the same hour——’” “And that wos one o’clock?” said the Sandman.","I heerd him say, as plainly as 'm a-speakin' to yo,- ITll be here to-morrow night-at the same honr---' "" And that wos one o'clock ?'' said the Sandman.",0.13157894736842105
271,"“Thereabouts,” replied the other.","Thereabouts,'' replied the other.",0.08823529411764706
272,“And who did he say that to?” demanded the Sandman.,And who did he say that tot'' demanded tho Sandman.,0.09615384615384616
273,"“To hisself, I s’pose,” answered the Tinker; “for, as I told you afore, I could see no one vith him.” “Do you think he’s one of our perfession?” inquired the Sandman.","To hisself, I s'pose,'' answered the Tinker; for, as l told yon afore, I conld see no one vith him.'' Do you think he's one of our perfession 7'' inquired the Sandman.",0.09411764705882353
274,“Bless you!,Bless yon 1,0.3333333333333333
275,"no—that he ain’t,” returned the Tinker.","no-that he ain't,'' returned the Tinker.",0.1
276,"“He’s a reg’lar slap-up svell.” “That’s no reason at all,” said the Sandman.","eHe's a reg'lar slap-up svell, That's no reason at all,'' snid the Sandman.",0.12987012987012986
277,“Many a first-rate svell practises in our line.,Manya first-rate svell practises in ourline.,0.06382978723404255
278,"But he can’t be in his right mind to come to such a ken as that, and go on as you mentions.” “As to that I can’t say,” replied the Tinker; “and it don’t much matter, as far as ve’re consarned.” “Devil a bit,” rejoined the Sandman, “except—you’re sure it worn’t a sperrit, Tinker.","But he can't be in his AUnIOD right mind to come to such a ken as tlat, and go on as you mentions.'' As to that I can't say,'' replied the Tinker; `` and it don't much matter, as far as ve're consarned.'' Deil a bit,'' rejoined the Sandman, ``except-yon'rs sure it worn't a sperrit, Tinker.",0.11262798634812286
279,"I’ve heerd say that this crib is haanted, and though I don’t fear no livin’ man, a ghost’s a different sort of customer.” “Vell, you’ll find our svell raal flesh and blood, you may depend upon it,” replied the Tinker.","Ive heerd say that this crib is haanted, and though I don't fesr no liin' man, a ghost's a different sort of customer.'' Vell, you'll find our svell rasl lesh and blood, you msy depend upon it,'' replied the Tinker.",0.0684931506849315
280,"“So come along, and don’t let’s be frightenin’ ourselves vith ould vimen’s tales.” With this they emerged from the pit, crossed the lower part of the field, and entered a narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall Bridge Road.",""" So come along, and don't let's bo frightenin' ourselves vith ould vimen's tales.'' With tlis they emerged from tle pit, crossed the lower part of thoe field, and entered a narrow thoroughfare, skirted by a few detached houses, wlich brought them iuto tho Vauxhall-bridge-road.",0.0683453237410072
281,"Here they kept on the side of the street most in shadow, and crossed over whenever they came to a lamp.","Here thcy kept on the side of the street most in shadow, and crosscd ocr whcneer they came to a lamp.",0.05825242718446602
282,"By-and-by, two watchmen were seen advancing from Belvoir Terrace, and, as the guardians of the night drew near, the ruffians crept into an alley to let them pass.","By-nndby, two watclmen were seen adancing from Belvoir-terrace, and, as the guardians of the niglt drew near, the ruflians crept into nn nlley to let tlc pass.",0.08024691358024691
283,"As soon as the coast was clear, they ventured forth, and quickening their pace, came to a row of deserted and dilapidated houses.","As soon as the coast was clcar, they ventured forth, and quickening their pnce, cnme to a row of deserted and dilapidated houscs.",0.031007751937984496
284,This was their destination.,Tis was their destination.,0.037037037037037035
285,"The range of habitations in question, more than a dozen in number, were, in all probability, what is vulgarly called “in Chancery,” and shared the fate of most property similarly circumstanced.","The range of lbitations in qucstion, more than a dozen in numbcr, wero, in all probability, what is ulgarly called `in Chancery,'' and shared the fate of most property similnrly circumstanced.",0.05154639175257732
286,"They were in a sad ruinous state—unroofed, without windows and floors.","They were in a sad ruinous state-anroofed, without windows and floors.",0.02857142857142857
287,"The bare walls were alone left standing, and these were in a very tumble-down condition.","Tho bare walls were lone left standing, and these were in a very tumble-down condition.",0.022727272727272728
288,"These neglected dwellings served as receptacles for old iron, blocks of stone and wood, and other ponderous matters.","These neglected dwellings served as receptacles for old iron, blocks of stone and wood, and other ponderous matters.",0.0
289,"The aspect of the whole place was so dismal and suspicious, that it was generally avoided by passengers after nightfall.","The aspect of the whole place was so dismal and suspicious, that it was generally aoided by passengers after nightfiall.",0.01652892561983471
290,"Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling.","Bkulking along the blank and dresry walls, the Tinker, who was now a little in advance, stopped hefore a door, and pushing it open, entered the dwelling.",0.0196078431372549
291,His companion followed him.,His companion followed him.,0.0
292,"The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman, coupled with the deserted appearance of the place, produced an effect upon his hardy but superstitious nature.","Tle extraordinary and incongruous assemblage of objects which met the gaze of tho Sandman, coupled with the deserted appearanco of the plsce, produced an effeet upon his hardy but superstitious nature.",0.024875621890547265
293,"Looking round, he beheld huge mill-stones, enormous water-wheels, boilers of steam-engines, iron vats, cylinders, cranes, iron pumps of the strangest fashion, a gigantic pair of wooden scales, old iron safes, old boilers, old gas-pipes, old water-pipes, cracked old bells, old bird-cages, old plates of iron, old pulleys, ropes, and rusty chains, huddled and heaped together in the most fantastic disorder.","Looking round, he beheld hnge mill-stones, enormous water-wheels, boilers of steam-engines, iron vatse, eylinders, cranes, iron pumps of the strangest fashion, a gigantie pair of wooden scales, old iron safes, old boilers, old gas-pipes, old water-pipes, cracked old bells, old birdcsges, old plates of iron, old pnlleys, ropes, and rusty chains, hnddled and heaped together in the most fantsstie disorder.",0.02457002457002457
294,"In the midst of the chaotic mass frowned the bearded and colossal head of Neptune, which had once decorated the forepart of a man-of-war.","In the . midst of the chaotic mass frowned the bearded and colossal head of Neptune, whieh had onee deeorated the forepart of a man-of-war.",0.03597122302158273
295,"Above it, on a sort of framework, lay the prostrate statue of a nymph, together with a bust of Fox, the nose of the latter being partly demolished, and the eyes knocked in.","Above it, on a sort of framework, lay tha the nosoe of the latter being partly demolished, and the eyes knocked in.",0.3372093023255814
296,"Above these, three garden divinities laid their heads amicably together.","Abee these, three garden divrinities laid their heads amieably together.",0.0547945205479452
297,"On the left stood a tall Grecian warrior, minus the head and right hand.","On the left stood a tall Grecian warrior, minns the head and right hand.",0.013888888888888888
298,"The whole was surmounted by an immense ventilator, stuck on the end of an iron rod, ascending, like a lightning-conductor, from the steam-engine pump.","The whole was surmounted by an immense entilator, stuck on the end of ARIoL. an iron rod, ascending, like a lightning-conductor, from tha steam-engine pump.",0.05732484076433121
299,"Seen by the transient light of the moon, the various objects above enumerated produced a strange effect upon the beholder’s imagination.","Seen by the transient light of the moon, the various objects above enumerated produced a strange effect upon the beholler's imagination.",0.014705882352941176
300,There was a mixture of the grotesque and terrible about them.,There was a mixture of the grotesque and terribloe abont them.,0.03225806451612903
301,Nor was the building itself devoid of a certain influence upon his mind.,Nor was the building itself deoid of a certain influence npon his mind.,0.027777777777777776
302,"The ragged brickwork, overgrown with weeds, took with him the semblance of a human face, and seemed to keep a wary eye on what was going forward below.","Tho ragged brickwork, overgrown with weeds, took with him the sema blance of a human face, and seemoed to keep a wary eye on what was going forward below.",0.025974025974025976
303,"A means of crossing from one side of the building to the other, without descending into the vault beneath, was afforded by a couple of planks; though as the wall on the farther side was some feet higher than that near at hand, and the planks were considerably bent, the passage appeared hazardous.","A means of crossing from one side of the bnilding to tha other, without descending into the vault beneath, was afforded by s couple of plsnks; though as the wall on the farther side was some feet higher than that near at hand, and tho planks were considerably bent, the passage appeared hazardous.",0.016835016835016835
304,"Glancing round for a moment, the Tinker leaped into the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his companion.","Glancing round for a moment, tha Tinker leaped inta the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boilor, to which he invited his companion.",0.015306122448979591
305,The Sandman jumped down.,The Sandman jumped down.,0.0
306,"“The ale I drank at the ‘Two Fighting Cocks’ has made me feel drowsy, Tinker,” he remarked, stretching himself on the bulk; “I’ll just take a snooze.","Ihe ale I drank at the ITo Fighting Cocks' has made me feel drawsy, Tinker,'' he remarked, stretching himsolf on the bulk; Il1 just take a snooze.",0.08
307,"Vake me up if I snore—or ven our sperrit appears.” The Tinker replied in the affirmative; and the other had just become lost to consciousness, when he received a nudge in the side, and his companion whispered—“He’s here!” “Vhere—vhere?” demanded the Sandman, in some trepidation.","Vake me up if I snore -or en our sperrit appears.'' Thoe Tinker replied in tle affirmatie; and tho other had just become lost to consciousness, when he received a nudge in the sid, and his companion whispered--t He's here I'' TIhere --- vhere t'' demanded the Sandman, in some] trepidation.",0.10580204778156997
308,"“Look up, and you’ll see him,” replied the other.","Look np, and youll soa him,'' replied the other.",0.14
