Contexte gauche,Chaîne,Contexte droit
l not divulge it.”@ ,“,"I give it,”@ replied"
rovided always——”@@ ,“,"No provision, sir,”@"
hter is detained.”@ ,“,"Svear, sir; it is yo"
@ whispered Ginger. ,“,"Well, if it must be,"
d Mr. Thorneycroft; ,“,but your proceedings
t into the coach.”@ ,“,Anything more@?”@ as
 the iron-merchant. ,“,You must engage to o
ance of suc@cess.”@ ,“,"Be it as you will,”@"
"urned Thorneycroft, ",“,I must perforce agre
st perforce agree.” ,“,All then is clearly 
ilapidated mansion. ,“,"We are now arrived,”"
 your resolution.”@ ,“,"I will deliver her, "
ew their cutlasses. ,“,"Now then, follow me,"
 upon his features. ,“,Drink@!”@ he @cried;
a of her companion. ,“,"You will see anon,”@"
sed over her frame. ,“,"By this,”@ she cried"
"and body, to you@?” ",“,"You do,”@ replied th"
a few paces of her. ,“,Who@ and what are ye
", wild with terror. ",“,The victims of Aurio
 you be ere long.”@ ,“,What crime have you 
d?”@ demanded Ebba. ,“,"We have loved him,”@"
the se@cond figure. ,“,Is that a crime?”@ c
rime?”@ cried Ebba. ,“,"If so, I am equally "
ulpable with you.”@ ,“,You will share our d
Ebba@ distractedly. ,“,Witness his chastise
of the Inquisition. ,“,Do not yield to the 
describable terror. ,“,There he will be imm
rnity of torture.”@ ,“,I cannot save him so
nless at its brink. ,“,Ebba!”@ exclaimed Au
a voice of despair. ,“,Is it you?” @@@@@@@@
other veiled forms. ,“,"All is accomplished,"
”@ cried the voice. ,“,Away with him!” On t
g@ in a loud voice: ,“,"Dost hear me, I say,"
fell to the ground. ,“,W@hat is this?”@ cri
"NNOS PATEBO, 1550.” ",“,In two hundred and f
lowing inscription: ,“,Hoc universi compend
 transports of joy. ,“,At length I have my 
" wish,”@ he @cried. ",“,"Boundless wealth, an"
ho had checked him. ,“,If you find life a b
 well known to him. ,“,"Leave me, Rougemont@"
he cried@ fiercely. ,“,I want no society—ab
o you a mischief.”@ ,“,"Tut, tut, Auriol, I "
 replied Rougemont. ,“,I purpose to relieve
me?”@ cried Auriol. ,“,Will you pay my inex
e from a prison@?”@ ,“,"I will do all this, "
 replied Rougemont. ,“,I will make you one 
"ir,”@ cried Auriol. ",“,I am in no mood to b
ood to bear them.”@ ,“,"I am not jesting,”@ "
rejoined Rougemont. ,“,"Come with me, and yo"
 with astonishment. ,“,Do you live here?”@ 
ere?”@ he inquired. ,“,"Ask no questions,”@ "
" Auriol exclaimed,@ ",“,Is it to mock me tha
brought me hither?” ,“,"To mock you—no,”@ re"
 replied Rougemont. ,“,I have told you tha@
nd before his eyes. ,“,You have taken it up
",”@ said Rougemont. ",“,You will be better a
l be better anon.”@ ,“,I feel as if I were 
"ad,”@ cried Auriol. ",“,It is some damnable 
ou have given me.”@ ,“,Ha! ha!”@ laughed Ro
 laughed Rougemont. ,“,It reminds you of th
o mood to bear it.” ,“,Pshaw@! I mean no of
u of this house@?”@ ,“,That it is magnifice
"iol, gazing around. ",“,I envy you its posse
 replied Rougemont. ,“,M@ine! you are mocki
mocking me again.”@ ,“,Not in the least. Yo
"e, if you please.”@ ",“,At what price?”@ ask
d Auriol@ bitterly. ,“,At a price you can e
 replied the other. ,“,"Come this way, and w"
ng at its contents. ,“,"They are yours, toge"
undefinable terror. ,“,Who@ and what are yo
gemont@ carelessly. ,“,But you know me too 
h a derisive smile. ,“,Then you are the Fie
 Fiend?”@ he cried. ,“,If you will have it 
rejoined the other. ,“,Granting even your s
ully; “@@but yet——” ,“,Pshaw@!”@ rejoined t
 with the matter.”@ ,“,By this compact I am
"it,”@ cried Auriol. ",“,"Precisely,”@ replied"
"so, I am doomed——”@ ",“,But you will not fai
ly on the document. ,“,I shall bring eterna
" it,”@ he muttered. ",“,A stroke of the pen 
 over his shoulder. ,“,Riches and happiness
h another chance.”@ ,“,Tempter@!”@ cried Au
t rang in his ears. ,“,I repent—give it me 
 my first victim.”@ ,“,Your first victim! o
@ exclaimed Auriol; ,“,she your victim@! Th
han life to you@?”@ ,“,It is because she lo
"l then, farewell@!” ",“,Stay@!” cried Auriol
ay@!” cried Auriol. ,“,I break the bargain 
e had made for him. ,“,And we hope nothing 
e@?”@ cried Auriol. ,“,"Oh, quite sure, sir,"
ed the hall porter. ,“,I helped him on with
rn this day week.”@ ,“,If he comes I will n
he @unseen speaker. ,“,You cannot escape me
 Talbot from you@!” ,“,"Wher@e are you, fien"
to this injunction. ,“,Give me back the com
e@ without Edith.”@ ,“,Without wealth you c
"iol, after a pause. ",“,"You a gambler, and a"
ith a bitter laugh. ,“,But I will make your
n under three days. ,“,But we can be marrie
go?”@ cried Auriol. ,“,"Scarcely, I fear,”@ "
and blushed deeply. ,“,He has fixed Wednesd
ake place at all.”@ ,“,You are full of misg
"iol,”@ she replied. ",“,"I confess it,”@ he s"
 from this journey. ,“,"Well, here I am@!”@ "
ire satisfaction.”@ ,“,"Oh, how delighted I "
",”@ replied Auriol. ",“,"Oh, lovers are full "
@ cried Mr. Talbot. ,“,They are unreasonabl
made happy—ha! ha!” ,“,"Do you know, papa, A"
t?” remarked Edith. ,“,I hope you have not 
arding him fixedly. ,“,"I have not, sir,”@ r"
"riol, turning pale. ",“,But why do you parti
particularise him?” ,“,Because I have heard
replied Mr. Talbot. ,“,What—what have you h
”@ demanded Auriol. ,“,"Why, one shouldn’t b"
on his future wife. ,“,You are a perfect ma
tantly disappeared. ,“,Are you prepared to 
im with tenderness; ,“,I long to be alone w
ment near a pillar. ,“,Ha! who is this?” cr
as now impossible.@ ,“,You thought to delud
 claim my victim.”@ ,“,Wha@t i@s the matter
power of utterance. ,“,Your carriage waits 
back or go forward. ,“,"Yes—yes,”@ cried Aur"
would not be here.” ,“,Your husband did not
 fiendish tri@umph. ,“,What is the matter?”
s become of Edith?” ,“,She is in the power 
d Auriol@ gloomily. ,“,"What mean you, wretc"
lf to perdition@!”@ ,“,Horror!” exclaimed t
 falling backwards. ,“,"Ay, breathe your las"
cluding his survey. ,“,Did you expect to fi
nd any one here@?”@ ,“,"I hardly know,”@ rep"
 replied the other. ,“,That bell may have g
re till I return.”@ ,“,You are not going to
"out, do not stir.”@ ",“,What are we likely t
anger our safety.”@ ,“,You are quite sure y
ned Reeks@ sternly. ,“,Oh! ve’ll take care 
er and the Sandman. ,“,You may depend upon 
eave me in peace@!” ,“,Is it Auriol Darcy w
?”@ demanded Reeks. ,“,"It is,” replied the "
plied the prisoner. ,“,Who are you that put
ut the question@?”@ ,“,"A friend,”@ replied "
",”@ rejoined Reeks. ",“,I have come@ with Mr
ft to deliver you.” ,“,Mr. Thorneycroft has
"r,” replied Auriol. ",“,What has happened to
?”@ demanded Reeks. ,“,She is in the power 
has befallen her@?” ,“,She has become like 
riol@ distractedly. ,“,"Do not despair,”@ re"
may yet be saved.”@ ,“,Saved! how@?”@ cried
w@?”@ cried Auriol. ,“,All is over.”@ “So i
ol. “All is over.”@ ,“,So it may seem to yo
ctim of delusion.”@ ,“,Oh@ that I could thi
at I then beheld.”@ ,“,"Despite all this, yo"
"gain,”@ said Reeks. ",“,Who are you who give
e@?”@ asked Auriol. ,“,As I have already de
”@ “@As yourself.”@ ,“,Then you seek in vai
"eeks, with a laugh. ",“,Your voice seems fam
" me,”@ said Auriol. ",“,Tell me who you are@
"up to Ginger, said— ",“,Wot the devil can Mr
h proper respect.”@ ,“,Pshaw@!”@ exclaimed 
inker@ impatiently; ,“,I don’t like a man s
d then come back.”@ ,“,"Stay where you are, "
rneycroft@ angrily. ,“,I won’t be left. Sta
eycroft@ in dismay. ,“,"The door, to be sure"
“Ve’re prisoners.”@ ,“,"O@@ Lord, you don’t "
" it is,”@ he cried. ",“,You have entrapped m
ead with his hands. ,“,You’re a-labourin’ u
 vell as yourself.” ,“,"To be sure ve is,”@ "
nking into a chair. ,“,It’s a terrible situ
e things quietly.”@ ,“,"Besides, there’s no "
"r, seating himself. ",“,That remains to be s
osite Thorneycroft. ,“,If Reeks don’t come 
st open the door.”@ ,“,Plenty o’ time for t
isions were spread; ,“,wot do you sa@y to a
eplied the Sandman. ,“,"Nor I,” added the Ti"
inish it for him.”@ ,“,"Vith all my ‘art,”@ "
”@ said the Tinker. ,“,Don’t touch it on an
d Mr. Thorneycroft. ,“,I agree with your co
 may be poisoned.”@ ,“,"Oh! I ain’t afeerd,”"
 a dish before him. ,“,As good a pigeon-pie
nishing the goblet: ,“,I wonder wot it’s ca
r wot it’s called?” ,“,"Prussic acid,”@ repl"
rneycroft@ gruffly. ,“,Proossic fiddlestick
 the vorse for it!” ,“,"He’s gettin’ svipy,”"
”@ said the Tinker. ,“,I vonder vether it’s
t’s really Tokay@?” ,“,"No such thing,”@ cri"
; “@let him alone.” ,“,"I must taste it,”@ s"
ist the temptation. ,“,"Here, giv@e us a gla"
" a glass, Ginger@!” ",“,"Vith pleasure,”@ rep"
 handing it to him. ,“,You’d better be perw
blet proffered him. ,“,Here’s the beaks’ he
s@!”@ cried Ginger. ,“,I gives that toast ‘
 us dog-fanciers.”@ ,“,"Dog-fanciers—say, ra"
with some asperity. ,“,"Vell, ve von’t quarr"
eaks @upholds it.”@ ,“,There can be but one
ces are punished.”@ ,“,"So I think, sir,”@ s"
afore your door.’”@ ,“,You don’t mean to sa
ed in the relation. ,“,"Only t’other da@y, I"
croft@ indignantly. ,“,"And sarve him right,"
s out o’ the vay.”@ ,“,Shameful!”@ cri@ed M
"d Ginger, laughing. ",“,Thinkin’ his dog saf
"ou tvig that, sir?” ",“,"I do, indeed,”@ said"
d from the bench.”@ ,“,You’re right to say 
",”@ laughed Ginger. ",“,I told you the bea@k
fancier’s friend.”@ ,“,"It looks like it, I "
"ale, and trembling. ",“,It sounds as if some
ed him by his name. ,“,Who is it?”@ groaned
ed the dog-fancier. ,“,Look up@!”@ cried th
 seated beside him. ,“,"Vy, it can’t be, sur"
r it was Old Parr.” ,“,You’re near the mark
ith a shrill laugh. ,“,It is your venerable
”@ inquired Ginger. ,“,Ven I see you this m
ce of Mr. Loftus.”@ ,“,I’ve got a new maste
Doctor Forster—eh?” ,“,"Faustus, my dear Gin"
corrected Old Parr. ,“,"No, no, I’ve made no"
master’s service.”@ ,“,I don’t like to ask 
—hem@!—the—the——”@@ ,“,"The devil, you would"
’s no denying it.”@ ,“,La! wot a horrible i
 master’s power@?”@ ,“,"Very like it,”@ repl"
e o’ deliverance@?” ,“,None that occurs to 
hat occurs to me.”@ ,“,O@ Lord! O@ Lord!” g
d!” groaned Ginger; ,“,I’ll repent. I’ll be
",”@ said @Old Parr. ",“,I think I could help
?” demanded Ginger. ,“,"Oh, leave them to th"
 the other’s gripe. ,“,"Now get o@ut, if you"
"o@ut, if you can.”@ ",“,"Don’t be angry,”@ cr"
"ber, wot of her@?”@ ",“,"I can’t say,”@ rejoi"
”@ muttered Ginger. ,“,I vish you would len
 buffet on the ear. ,“,"Holloa, wenerable! n"
d!”@@ cried Ginger. ,“,Ha! ha! ha!”@ scream
you’re about now.”@ ,“,"Not exactly,”@ said "
"ant triumph, cried— ",“,You have come to see
th a jeering laugh. ,“,Do you not know me? 
cried Thorneycroft. ,“,"Come to me, Ebba@!—c"
 senses are gone.”@ ,“,She is fast bound by
roft groaned aloud. ,“,Are you not content?
 your companions.”@ ,“,So far from complyin
oft@ energetically. ,“,You have sealed your
 replied Rougemont. ,“,But before you are y
"A@uriol, at length, ",“,I beseech you forgiv
t@ in astonishment. ,“,"It is true,”@ said R"
",”@ said Rougemont. ",“,I would have saved h
ble!” cried Auriol. ,“,I warned her that to
lated Thorneycroft. ,“,You see you ought to
h a derisive laugh. ,“,I would have giv@en 
le!”@ cried Auriol. ,“,Horrors crowd so thi
cried Thorneycroft. ,“,Merciless wretch@!”@
o tie me to life.”@ ,“,I would have the mis
a diabolical laugh. ,“,It is only the happy
ths of the passage. ,“,Ha@!—who speaks@?” d
tol in either hand. ,“,"Is it you, Gerard Pa"
"iol, regarding him; ",“,the brother of Clara
my second victim@!” ,“,"It is,”@ replied the"
 replied the other. ,“,Your deliverance is 
" at hand, Auriol.”@ ",“,And you have dared t
 share his fat@e.”@ ,“,I am not to be intim
the pistols at him. ,“,Fire@!” cried Rougem
is towering height. ,“,No earthly bullets c
parently uninjured. ,“,You see how ineffect
"inger, running off. ",“,"I will try mine,”@ s"
 round like a maze. ,“,Where are you taking
 pulling him along. ,“,Do you want to be ca
est of your life@?” ,“,"Certainly not,” repl"
 no chance@ of it.” ,“,There’s every chance
 rejoined Old Parr. ,“,"If you’re taken, you"
 the iron-merchant. ,“,"I declare, you frigh"
drop in a minute.”@ ,“,"Come along, I say,”@"
screamed the dwarf. ,“,I hear them close be
 along the passage. ,“,I can’t stir another
er yield at once.”@ ,“,"What, without a stru"
 dwarf@ tauntingly. ,“,Think of your daught
rejoined the dwarf. ,“,Come on—come on—they
 could not find it. ,“,We are entrapped—we 
replied by a groan. ,“,It’s all over with m
Mr. Thorneycroft.”@ ,“,"I’ll try,”@ replied "
d into this place!” ,“,It’s too late to thi
 the iron-merchant. ,“,"Not in the least,”@ "
 replied the dwarf; ,“,but I find it more d
 we started from.”@ ,“,I think we are turni
an agony of fright. ,“,My head is going. Oh
", coming to a halt. ",“,I could almost fancy
moving around us.”@ ,“,"They are moving,”@ c"
ching out his hand. ,“,I feel ’em. Lord hav
 of the Evil One!”@ ,“,The place seems on f
@! poah—pish—puff!” ,“,"Come on, I tell you—"
 the iron-merchant. ,“,We’ve come to that l
@ replied Old Parr. ,“,Blocked up@!”@ excla
aimed Thorneycroft. ,“,Then we’re entombed 
a voice above them. ,“,"Did you speak, Mr. T"
 the iron-merchant. ,“,I’m suffocating—help
p to drag me out.”@ ,“,"Get out if you can,”"
at had just spoken. ,“,It’s Rougemont himse
he dwarf@ in alarm. ,“,Then there’s no esca
here’s no escape.”@ ,“,"None whatever, rasca"
rk for you to do.”@ ,“,I won’t leave M@r. T
”@ cried the other. ,“,You must obey when I
s@creamed Old Parr. ,“,I’m going up again—l
e Tinker exclaimed— ,“,"Vy, bless my ‘art, i"
ster Thorneycroft.” ,“,"Yes, it’s me, certai"
@ added the Tinker. ,“,What have you discov
hant@ breathlessly. ,“,Have@@@@@@@@@@@@@@@@
ice young ‘ooman.”@ ,“,Oh@! it must be her—
a moment’s delay.”@ ,“,But ve can’t get to 
replied the Tinker. ,“,Ve knows the place v
"t up,—that’s all.”@ ",“,"Take me to it,”@ cri"
 door arter you@?”@ ,“,"Not I,” replied the "
other; “@open it.”@ ,“,"Easily said,”@ rejoi"
 on t’other side@!” ,“,Some one must have f
n accents of alarm. ,“,What’s the matter? W
 the iron-merchant. ,“,"Look up, I say,”@ cr"
 cried the Sandman. ,“,"Don’t ye see, Tinker"
 mean@?”@ he cried. ,“,Have I endured a lon
 I have laboured.”@ ,“,I will act upon that
tered the listener. ,“,Of what use is memor
"d Auriol@ musingly, ",“,if things that are n
laughed to himself. ,“,"How else, if I were "
ed fit of laughter. ,“,Would I could look f
cried the listener. ,“,"Oh, that I could sha"
 said the listener. ,“,W@h@eth@er my crimes
"e steps, and cried, ",“,"What ho, Auriol@!—Au"
”@ demanded Auriol. ,“,"Ah! is it you, Fiend"
" is it you, Fiend?” ",“,"What, you are still "
have amended you.”@ ,“,Tell me who and what
ight mind or not?”@ ,“,"For the first, you a"
over your reason.”@ ,“,Amazement!”@ cried A
 his clenched hand. ,“,Then I am mad.” “@It
raging fren@zies.”@ ,“,And I have been shut
 replied Rougemont. ,“,M@y God! what a brai
 replied Rougemont. ,“,But she is a mere cr
 forcibly arrested. ,“,Would you destroy yo
@?” roared a voice. ,“,I thought your viole
strictly watched.”@ ,“,Take me forth—oh@! t
ich I now repent.”@ ,“,I dare not trust you
e met a mischief.”@ ,“,I have no recollecti
Auriol@ mournfully. ,“,"But it may be true, "
epressible chuckle. ,“,Ha@!”@ ex@claimed Au
"d Auriol, starting. ",“,I am not so mad but 
rible interviews.”@ ,“,"What, you are in you"
@@@@@@@@@@fiercely. ,“,"Nay, then I must cal"
"s, and bind@ you.”@ ",“,Let me be—let me be@
"y me,” said Auriol. ",“,"Well,”@ rejoined the"
 it to the captive. ,“,Drink@!” he said. Wi
on Auriol complied. ,“,It seems to me rathe
emptying the phial. ,“,You are in no condit
ten Auriol’s chain. ,“,"Now then, come with "
 mind how or where. ,“,Is your master a-bed
demanded Rougemont. ,“,"A-bed! Good lack, si"
”@ repeated Auriol. ,“,Surely I have heard 
hat name before@?”@ ,“,"Very likely,”@ repli"
ratingly at Auriol. ,“,My master often make
y to confine him.”@ ,“,His grandson! I—Doct
n@!”@ cried Auriol. ,“,"In sooth are you, yo"
to recollec@t it.”@ ,“,"Am I in a dream, goo"
 of the clearest.”@ ,“,Where does my grands
ll@?” asked Auriol. ,“,"Why here, sir,”@ rep"
warf and Rougemont. ,“,Will it disturb Doct
fter a brief pause. ,“,My master does not l
 if he desires it.” ,“,You will confer the 
"ied Auriol, rising. ",“,Sit down—sit down@!”
@ authoritativ@ely. ,“,You cannot go up til
who returned alone. ,“,Your grandsire will 
 said the mannikin. ,“,One word before we g
brought me hither?” ,“,"What, your keeper@?”"
?”@ said the dwarf. ,“,"Oh, he is within cal"
me—@m@uch better.”@ ,“,Are you indeed livin
g to take his hand. ,“,Off—off!” cried the 
back as if alarmed. ,“,You disturb my opera
"sir,”@ said Auriol; ",“,indeed I have not. I
 break the silence. ,“,I should feel perfec
"window,”@ he @said. ",“,Convinced of what?” 
",”@ replied Auriol. ",“,"Look forth, then,”@ "
