Contexte gauche,Chaîne,Contexte droit
",'' replied Ginger. ",“,V@thout him @e conld
l not di@ulge it.'' ,“,"I give it,'' replied"
rovided always---'' ,“,"No provision, sir,''"
hter is detained.'' ,“,"Svear, sir; it is yo"
' whispered Ginger. ,“,"Well, if it must be,"
d Mr. Thorneycroft; ,“,bat your proceedings
t into the coach.'' ,“,Anything more 7'' as
 the iron-merchant. ,“,You must engage to o
ance of sucecess.'' ,“,"Bo it as you will,''"
"umned Thorneyeroft, ",“,I must@@@@@@@@@ @@@@
st@@@@@@@@@ @@@@e@@ ,“,All then is clearly 
ilapidated mansion. ,“,"We are now arrived,'"
 your resolution.'' ,“,"I @ill delirer her, "
ew their cutlasses. ,“,"Now then, follow me,"
 upon his features. ,“,Drink :'' he ecried;
a of her companion. ,“,"You will see anon,''"
sed over her frame. ,“,"By this,'' she cried"
"and boly, to you t' ",“,"You do,'' replied th"
a fe@ paces of her. ,“,"Who, and what are ye"
", wild with terror. ",“,Tho @ictims of Aurio
 you bo ere long.'' ,“,What erime have you 
d?'' demanded Ebba. ,“,"We have lored him,''"
the seecond figure. ,“,Is that a crimel'' c
rimel'' cried Ebba. ,“,"If so, I am equally "
ulpable with you.'' ,“,Yon will share our d
"Ebba, distractelly. ",“,Witness his chastise
of tho @@quisition. ,“,Do not yield to the 
describable terror. ,“,There he will be imm
rnity of torture.'' ,“,I cannot save him so
nless at its brink. ,“,Ebbal'' exclaimed Au
a voice of despsir. ,“,Is it you?' 1A AU1OL
other @eiled forms. ,“,"All is accomplished,"
'' cried the @oice. ,“,Away with him@@ On t
"g, in a loud @oice: ",“,"Dost hear me, I say,"
fell to the ground. ,“,WYhat is this1'' cri
"@NO8 PAT@@o, 1550.@ ",“,In two hnndred and f
lowing inscription: ,“,boe uniners@ cem@enu
 transports of joy. ,“,At length I hase my 
" wish,'' he ecriel. ",“,"Boundless wealth, an"
lo had che@ked him. ,“,If you find life a b
 well known to him. ,“,"Leare me, Rougemont "
"he eried, fiercely. ",“,I want no society-ab
"o you a mischief,'' ",“,"Tut, tut, Auriol, I "
 replied Rougemont. ,“,I purpose to relieve
me1'' cried Auriol. ,“,Will you pay my inex
e from s prison 7'' ,“,"I will do all this, "
 replied Rougemont. ,“,I will make you one 
"ir,'' cried Auriol. ",“,I@am in no mood to b
"ood to bear them,'' ",“,"I am not jesting,'' "
rejoined Rougemont. ,“,"Come with me, and yo"
 with asto@is@ment. ,“,Do yon live heret'' 
eret'' he inquired. ,“,"Ask no questions,'' "
 Anriol exclaimed-` ,“,Is it to mock me tha
brought me hither 2 ,“,"To moek you-no,'' re"
 replied Rougemont. ,“,I have told you thas
nd bofore his eyes. ,“,Yon ha@e taken it up
",'' said Rougemout. ",“,Yon will be bctter n
l be bctter nnon.'' ,“,I feel as if I were 
"ad,'' cried Auriol. ",“,It is somo damnable 
ou have given me.'' ,“,Ha1 hal'' laughed Ro
 laughed Rougemont. ,“,It reminds you of th
o mood to bear it@@ ,“,Pshaw 1 I mean no of
u of this house ?'' ,“,That it is magnifice
"iol, gazing around. ",“,I enry you its posse
 replied Rougemont. ,“,MIinel you are mocki
mocking me again.'' ,“,Not in the least. Yo
"e, if you plense.'' ",“,At what price?'' ask
"d Auriol, bitterly. ",“,At a price you can e
 replied tho other. ,“,"Come this way, and w"
ng at its contents. ,“,"They are yours, toge"
undefinable terror. ,“,"Who, and what are yo"
"gemont, carelessly. ",“,But you know me too 
h a derisive smile. ,“,Then you are the Fic
 Ficnd7'' he cried. ,“,If you will ha@e it 
rejoined the other. ,“,Granting even your s
ully; `' bat yet-'' ,“,P@haw 1'' rejoined t
" with the matter,'' ",“,By this compact I am
"it,'' cried Auriol. ",“,"Precisely,'' replied"
"so, I am doomed--'' ",“,But you will not fai
ly on the doenment. ,“,I shall bring etemna
" it,'' Ee muttered. ",“,A stroke of the pen 
 over his shoulder. ,“,Riches and happiness
h another chance.'' ,“,Tempter 1'' cried Au
t rang in his ears. ,“,I repent-give it me 
 my first @ictim.'' ,“,Your first victim1 o
' exclaimed Auriol; ,“,she your vietim l Th
han life to yon 2'' ,“,It is becauso she lo
"l then, farewell l' ",“,Stay 1' eried Auriol
ay 1' eried Auriol. ,“,I brenk the bargain 
e hsd made for him. ,“,And we hope nothing 
e 7'' eried Auriol. ,“,"Ol, quite snre, sir,"
"ed the hall porter, ",“,I hel@ed him on with
rn this day week.'' ,“,If he eomes I will n
he nunseen speaker. ,“,You cannot escspe me
 Talbot from you 1' ,“,"Wheroe are you, fien"
to this injunetion. ,“,Give me back the com
e. without Edith.'' ,“,Withont wealth you c
"iol, after a pause. ",“,"Yon a gambler, and a"
ith a bitter laugh. ,“,But I will mako your
n under three days. ,“,Bnt we can be marrie
gof'' cried Auriol. ,“,"Scareely, I fear,'' "
and blushed deeply. ,“,Ie has fixed Welnesd
"ake place at all,'' ",“,Yon are full of misg
"iol,'' she replied. ",“,"I confess it,'' he s"
 from @his journey. ,“,"Well, here I am 1'' "
ire satisfaction.'' ,“,"Oh, how delighted I "
",'' replied A@riol. ",“,"Oh, lovers are f@ll "
' eried Mr. Talbot. ,“,They are unreasonabl
made happy-hal hs1' ,“,"Do yon know, papa, A"
t@7 remarked Edith. ,“,I hope you ha@e not 
arding him fixedly. ,“,"I ha@e not, sir,'' r"
"riol, turning pale. ",“,But why do you parti
particularise him 2 ,“,Becanse I have heard
replied Mr. Talbot. ,“,What-what have yon h
'' demanded Anriol. ,“,"Why, one shouldn't b"
on his future wife. ,“,You are a perfect ma
tantly disappeared. ,“,Are you prepared to 
im with tenderness; ,“,I long to be alone w
ment near a pillar. ,“,Ha1 who is this'' cr
"as now impossible., ",“,Yon thonght to delud
" claim my @ictim,'' ",“,1sa t i s @@e@@@tte@
power of ntterance. ,“,Y@ar @aariags wsius 
back or go forward. ,“,"Yes-yes,'' cried Aur"
wonld not be here'' ,“,Your husband did not
 fiendish trinumph. ,“,What is the mattert'
s become of Edith 1 ,“,She is in the power 
"d Auriol, gloomily. ",“,"What mean you, wretc"
lf to perdition I'' ,“,Borrorl' exclaimed t
 falling backwards. ,“,"Ay, breathe your las"
cluding his surrey. ,“,Did you expect to fi
"nd any one here ?'"" ",“,"I hardly know,'' rep"
 replied the other. ,“,That bell may have g
re till I return.'' ,“,You are not going to
"ont, do not stir,'' ",“,What aro we likely t
anger our safety.'' ,“,Yon are quite sure y
"ned Reeks, sternly. ",“,Oh1 @e'll take care 
er and the Bandman. ,“,You may depend upon 
eave me in peace l' ,“,Is it Anriol Darcy w
7'' demanded Reeks. ,“,"It is,' replied the "
plied the prisoner. ,“,Who are you that put
ut the question 7'' ,“,"A friend,'' replied "
",'' rejoined Reeks. ",“,I haoe come] with Mr
ft to deliver you.' ,“,Mr. Thorneycroft has
"r,' replied Auriol. ",“,What has happened to
?'' dcmanded Reeks. ,“,She is in the power 
has befallen her ?@ ,“,She has become like 
"riol, distractedly. ",“,"Do not despair,'' re"
may yet be sa@ed.'' ,“,Sa@ed1 how t'' cried
w t'' cried Auriul. ,“,All is over.'' @So i
ul. @All is over.'' ,“,So it may seem to yo
"ctim of delusion,'' ",“,OhI that I could thi
"at I then beheld,'' ",“,"Despite all this, yo"
"gain,'' ssid Reeks. ",“,Who are yon who gi@e
e ?'' asked Auriol. ,“,Aa I have already de
"'' t As yonrself,'' ",“,Then you seek in vai
"eeks, with a l@sgh. ",“,Yonr voice seems fam
" me,'' aaid Anriol. ",“,T@Il me who yon are 
"@p to Ginger, said- ",“,Wot the devil can Mr
h proper respect.'' ,“,P@haw I'' exclaimed 
"inker, impatiently; ",“,I don't like a man s
d thei come baek.'' ,“,"St@y where you are, "
"rneyeroft, a@grily. ",“,I won't be loft. Bta
"eyeroft, in dismay. ",“,"Tha door, to be sure"
@@e@ra prisoners.'' ,“,"Oh, Lord, you don't "
" it is,'' he cried. ",“,Yon hare entrapped m
ead with his hands. ,“,Yon're s labonrin' n
 vell as yourself@' ,“,"To be sure ve is,'' "
nking into a chair. ,“,It's a terrible situ
e things quietly.'' ,“,"Besides, there@s no "
"r, seating himself. ",“,That remains to be s
osite Thorneyeroft. ,“,If Reeks don't come 
st open the door.'' ,“,Plenty o' time for t
isions were spread; ,“,wot do you sasy to a
eplied the Sand@@@e ,“,"Nor I,' added tho Ti"
inish it for him.'' ,“,"Vith all my 'art,'' "
'' said the Tinker. ,“,Don't touch it on an
d Mr. Thorneycroft. ,“,I agree with your co
 may be poisoned.'' ,“,"Oht I ain't afeerd,'"
@a dish bofore him. ,“,As good a pigeon-pie
nishing the goblet: ,“,I wonder wot it's ca
r wot it's called 2 ,“,"Prussie acid,'' repl"
"rneyeroft, gru@fly. ",“,Proossio fiddlestick
 the vorse for it@1 ,“,"He's gettin' svipy,'"
'' said tha Tinler@ ,“,I@vonder vether it's
t's really Iokay 1' ,“,"No such thing,'' cri"
; : let him alone.' ,“,"I must taste it,'' s"
ist the temptation. ,“,"Hero, givre us a gla"
" a glass, Ginger 1' ",“,"Vith pleasure,'' rep"
 handing it to him. ,“,You@' better be perw
blet proffored him. ,“,Here's the beaks' he
s I'' eried Ginger. ,“,I gi@es that toast '
 us dog-faneiers.'' ,“,"Dog-fanciers-s@y, ra"
with some asperity. ,“,"Vell, @e von't quarr"
eaka nupholds it.'' ,“,Thero c@n be but one
ces are panished.'' ,“,"So I think, sir,'' s"
"afore yonr door.''"" ",“,You don't mean to sa
ed in the relation. ,“,"Only t'other dasy, I"
"eroft, indignantly. ",“,"And sar@e him right,"
s ont o' the vay.'' ,“,ShamefulI'' orioed M
"d Ginger, laughing. ",“,Thinkin' his dog saf
"ou tvig that, sir@7 ",“,"I do, indeed,'' aaid"
d from tho bench.'' ,“,You're right to say 
",'' laughed Ginger. ",“,I told yon the beask
fancier's friend.'' ,“,"It looks likc it, I "
"ale, and trembling. ",“,It sonnds as if some
ed him by his name. ,“,Who is it1'' groaned
ed the dog-fancier. ,“,Look up l'' cried th
 seated beside him. ,“,"Vy, it can't be, sur"
"r it was Old Par,'' ",“,You're near the mark
"ith a shrill langh, ",“,It is your venerable
'' inquirel Ginger. ,“,Ven I soe you this m
ce of Mr. Loftus.'' ,“,I@@e got a new maste
Doctor Forster-ch 2 ,“,"Fanstas, my dear Gin"
corrected Old Parr. ,“,"No, no, @@ve made no"
master's service.'' ,“,I don't like to ask 
-hem l-the-the---'' ,“,"The de@il, you would"
's no denying it.'' ,“,Lnl wot n horrible i
 master's power t'' ,“,"Yory like it,'' repl"
"e o' dvliveranco 2"" ",“,None that occurs to 
hat occurs to me.'' ,“,Ol Lordl oh Lord@' g
d@' gro@ned Ginger; ,“,I@l1 repent. ITll be
",'' said 0Old Parr. ",“,I think I oould help
'' demanded Ginger. ,“,"Oh, lea@e them to th"
 the other's gripe. ,“,"Now get onut, if you"
"onut, if you can.'' ",“,"Don't be angry,'' cr"
"ber, wot of her 1'' ",“,"I cnn't say,'' rejoi"
'' muttered Ginger. ,“,I vish you would len
 bu@fet on the ear. ,“,"Holloa, wenerable1 n"
d1I'' cried Ginger. ,“,Ha1 ha1 ha1'' scream
you're about now.'' ,“,"Not exactly,'' said "
"ant triumph, cried, ",“,Yo@ hsve come to see
th a jeering laugh. ,“,Do yon not know me? 
cried Thorneycroft. ,“,"Come to me, Ebba :-c"
 senses are gone.'' ,“,She is fast bound by
roft grouned aloud. ,“,Aro yon not content1
 your companions.'' ,“,So far from complyin
"oft, energetically. ",“,Yon ha@e sealed your
 replied Rongemont. ,“,nut @eforo you are y
"Anuriol, @t length, ",“,I beseech you forgir
"t, in astonishm@nt. ",“,"It is true,'' said R"
",'' said Rougemont. ",“,I would have sared h
ble@' cried Auriol. ,“,I warned her that to
lated Thorneyeroft. ,“,You see you o@ght to
h a derisi@e langh. ,“,I would havo givren 
le1'' @ried Auriol. ,“,Horrors erowd so thi
eriod Thorneyoroft. ,“,Merciless wretch I''
"o tie mo to life,'' ",“,I would ha@e the mis
a diabolical l@ugh. ,“,It is only the happy
ths of the passage. ,“,Ha 1-who speaks '' d
tol in either hand. ,“,"Is it yon, Gerard Pa"
"iol, regarding him; ",“,the brother of Cl@ra
my seeond victim 1' ,“,"It is,'' replied the"
 replied the other. ,“,Your deli@erance is 
" at hand, Auriol.'' ",“,And you have dared t
 share his fatoe.'' ,“,I am not to be intim
tho pistols at him. ,“,F@re I' cried Rougem
is towering height. ,“,No earthly ballets c
parently nninjured. ,“,Yon see how ineffect
inger@ r@nning off. ,“,"I will try mine,'' s"
 round lik@@@@@@@es ,“,Where are you taking
 pulling him along. ,“,Do you want to be ca
"est of your life 7"" ",“,Certainly not'' repl
 no chan@es of it'' ,“,There's every chanee
 rejoined Old Panr. ,“,"If you@re taken, you"
 the iron-merchant. ,“,"I declare, you frigh"
drop in a minute.'' ,“,"Come along, I say,''"
screamed the dwnrf. ,“,I hear them close be
 along the passage. ,“,I cnn't stir another
er yield at onco.'' ,“,"What, without a str@"
" dwarf, tanntingly. ",“,Think of yonr danght
rejoined the dwarf. ,“,Come on-come on-they
 could not find it. ,“,Wo are entrapped-we 
replied by a groan. ,“,It's all o@er with m
"Mr. Thorneyeroft,'' ",“,"I@I1 try,'' replied "
d into this plaeel' ,“,It's too late to thi
 the iron-merchant. ,“,"Not in the least,'' "
 replied the dwarf; ,“,bat I find it more d
 we started from.'' ,“,I think we are turni
an agony of fright. ,“,My head is geing. Oh
", coming to s halt. ",“,I conld almost fancy
moving around us.'' ,“,"Tley are moving,'' e"
ching out his hand. ,“,I feel 'em. Lord ha@
 of the E@il Onel'' ,“,The place seems on f
 1 poah-pish-puffl' ,“,"Como on, I tell you-"
 the iron-merchant. ,“,We've como to that l
' replied Old Parr. ,“,Blocked up l'' excla
aimed Thomneyeroft. ,“,Then we're antombed 
a @oice abo@o them. ,“,"Did @ou speak, Mr. T"
 tho iron-merchant. ,“,I@m suffocating-help
p to drag me o@t.'' ,“,"Get out if yon can,'"
at had just spoken. ,“,It'a Rougemont himse
"he dwarf, in alarm. ",“,Then there's no esca
here's no escape.'' ,“,"None whatever, rasca"
rk for you to do.'' ,“,I won't lea@e MIr. T
'' cried tho other. ,“,You mnst obey when I
secreamed Old Parr. ,“,I@m going @p again-l
"e Tinker exclaimed, ",“,"Vy, bless my 'art, i"
ster Thorneycroft'' ,“,"Yes, it's me, certai"
' added the Tinker. ,“,What have yon diseov
"hant, breathlessly. ",“,Hare LILLLLLLLLLLLLL
ice young 'ooman.'' ,“,Oh 1 it m@st be her-
a moment's delay.'' ,“,But ve can't get to 
replied the Iinker. ,“,Wo knows the place v
"t up,-that's all.'' ",“,"Take me to it,'' cri"
 door arter yon 7'' ,“,"Not I,' replied the "
other; ``open it.'' ,“,"Easily said,'' rejoi"
 on t'other tide t' ,“,Some one mnst ha@e f
n accents of alarm. ,“,What's the matter2 W
 the iron-merehant. ,“,"Look np, I say,'' cr"
 cried the Sandman. ,“,"Don't ye ses, Tinker"
 mean 7'' he cried. ,“,Have I endured@a lon
 I have laboured.'' ,“,I will aet upon that
tered the listener. ,“,Of what use is memor
"d A@riol, musingly, ",“,if things that are n
langhed to himself. ,“,"How else, if I were "
ed fit of langhter. ,“,Would I coull look f
eried the listener. ,“,"Oh, that I conld sha"
 said the listener. ,“,WVhiethier my crimes
"e stops, and cried, ",“,"Wlat ho, Auriol 1-Au"
'' demanded Auriol. ,“,"Ahl is it you, Fiond"
" is it you, Fiond@1 ",“,"What, you are still "
ha@e amended you.'' ,“,Tell me who and what
ight mind or not7'' ,“,"For the first, yon a"
orer your reason.'' ,“,Amazement?'' cried A
 his clenched hand. ,“,Then I am mad'' 4 It
raging frenxzies.'' ,“,And I have been shut
 replied Rongemont. ,“,MIy Godl what a brai
 replied Rougemont. ,“,But aho is a mere er
 forcibly arrested. ,“,Wonld you destroy yo
 1' ronred a voice. ,“,I thought your viole
strictly watched.'' ,“,Take me forth-oh I t
ich I now repent.'' ,“,I dare not trust you
e met a misehiet.'' ,“,I have no recollecti
"Auriol, mournfully. ",“,"But it may be true, "
epressible chuckle. ,“,Ha 1'' execlaimed An
"d Anriol, starting. ",“,I am not so mad bnt 
rible interviaws.'' ,“,"What, you are in you"
4 AURIOI. f@ercely. ,“,"Nsy, then I must csl"
"s, and bind] you.'' ",“,Let me be-let ms be 
"y mo,' said Anriol. ",“,"Well,'' rejoined tle"
 it to the captire. ,“,Drink :' he said. Wi
on Auriol compliad. ,“,It seems to me rathe
emptying the phial. ,“,You are in no condit
ten Auriol's chain. ,“,"Now then, come with "
 mind how or where. ,“,Is your master a-bed
demanded Rougemont. ,“,"A-bed1 Good lack, si"
'' repeated Auriol. ,“,Sarely I hare heard 
"hat name before 2'"" ",“,"Very likely,'' repli"
ratingly at Airiol. ,“,My master often @ake
y to confine him.'' ,“,His grandson1 I-D@@@
n 1'' cried Auriol. ,“,"In sooth are you, yo"
"to recollecet it,'' ",“,"Am I in a dream, goo"
 of the clearest.'' ,“,Wuere does my grands
ll '' asked Auriol. ,“,"why here, sir,'' rep"
warf and Rougemont. ,“,WiII it disturb D@@@
fter a brief pause. ,“,My master does not l
 if he desires it@' ,“,Yon will eonfer the 
"ied Auriol, rising. ",“,Sit down-sit down I'
", suthoritativrely. ",“,Yon cannot go up til
who returnel alone. ,“,Your gr@ndsire will 
 said the mannikin. ,“,One word before we g
brought me hither 2 ,“,"What, your keeper 2'"
2'' said tha dwarf. ,“,"Oh, he is within cal"
me--mnuch better.'' ,“,Are yon indeed li@in
g to take his hand. ,“,"Of,-off@' cried tho "
back ss if alarmed. ,“,Yo@ distarb my opera
"sir,'' ssid Anriol; ",“,indeed I have not. I
 break the silence. ,“,I should feel perfec
"window,'' he asaid. ",“,Convineed of what'' 
",'' replied Auriol. ",“,"Look forth, then,'' "
