Contexte gauche,Chaîne,Transcription,Contexte droit
"t beneath, no doubt,",”,',@ replied Auriol. “B
"ter from the street,",”,',@ she replied. “You 
"hout reason, Auriol.",”,'," “No, not without re"
" not without reason,",”,',@ he cried. “@I am i
red it is the truth.,”,',@ “Beware@!”@ cried 
"lt. “Some one spoke,",”,',@ cried Ebba. “@I be
 us quit this place.,”,',@ “@@@@@@@@@@@@@@@@@
"@@@@@@@@@Come, then,",”,',@ said Auriol. “@Not
"ol. “@Not s@o fa@st,",”,',@ cried a deep voice
"@Ebba, you are mine,",”,',@ cried the stranger
s brought you to me.,”,',@ “It is false!” cri
ll yield her to you.,”,',@ “@Remember your co
"member your compact,",”,',@ rejoined the stran
" fiend?” “@@@He has,",”,',@ replied the strang
renounce you wholly.,”,',@ “@Foo@l!” cried th
"ath, take your doom.",”,',@ And he stamped on 
itively magnificent.,”,',@ “I recollect when 
of the Protectorate.,”,',@ “You cannot get th
"of your head, Morse,",”,',"@ said Loftus, smili"
" have been charming,",”,',"@ observed Loftus, r"
"t came to pass, sir,",”,',"@ replied Morse, “@@"
ve full particulars.,”,',@ “You shall hear th
"all hear them, then,",”,',@ replied Morse. “Yo
"ame the Restoration,",”,',@ pursued M@orse; “@
"k not.”@ “No matter,",”,',@ cried Loftus; “@@h
estal @more closely.,”,',@ W@@@@@@@@@@@@@@@@@
" “T@@o be sure I am,",”,',@ replied Loftus—“@@
"s equally admirable,",”,',@ cried Morse. “N@ev
" saw anything finer,",”,',@ rejoined Loftus—“@
"reen ‘uns, I’m done.",”,',@ “Old Spectacles th
"as found it all out,",”,',@ remarked the porte
"@@.” “Plesh ma ‘art,",”,',"@ cried the Jew, “va"
"ll tell ‘ee, master,",”,',@ rejoined the butch
t into a@ millstone.,”,',@ “Only think of liv
" at it, old gem’man,",”,',@ cried the porter. 
"e it.” “@Quite true,",”,',"@ replied Loftus, fa"
 closest inspection.,”,',"@ “I say, Ned,”@ obs"
"tion.”@ “I say, Ned,",”,',@ observed one of th
ide. See what it is.,”,',@ “@I’m afraid o’ sp
"spikin’ myself, Joe,",”,',@ replied the other;
" lift, and I’ll try.",”,',@ “Wot are you arter
 the perlice to you.,”,',@ “Wot two pr@ecious
iceable antiquaries.,”,',@ “@@@@@@@@@@@@@@@@@
"d you, Sam?” “Never,",”,',@ replied the porter
"uits of my industry,",”,',@ cried an applewoma
"“Axes pardon, Molly,",”,',@ said the bricklaye
I didn’t obsarve ye.,”,',@ “Antiquaries be ha
", never heed, Molly,",”,',@ cried the good-nat
". “Grinling Gibbons,",”,',"@ replied Loftus, wi"
"ine, my good fellow,",”,',@ said the stout gen
be mobbed presently.,”,',"@ “Why, how the devi"
" and @I’ll tell you,",”,',@ replied the iron-m
"lad to have met you,",”,',@ pursued Thorneycro
be kept in suspense.,”,',"@ “She has left me,”"
"”@ “She has left me,",”,',@ replied Thorneycro
ent father—run away.,”,',@ “@Run away!” excla
even from your lips.,”,',@ “@Would it were no
" is, alas! too true,",”,',@ replied Thorneycro
y disgraced herself.,”,',"@ “No, she is too hi"
"principled for that,",”,',@ cried Loftus. “Res
"named Auriol Dar@cy,",”,',@ replied Thor@neycr
" never heard of him,",”,',@ said Loftus. “But 
"Loftus. “But I have,",”,',@ interposed Morse. 
e two hundred years.,”,',@ “Eh day@! who’s th
"ve engaged as valet,",”,',@ replied Loftus. “@
en Elizabeth’s time.,”,',"@ “@@It’s no fancy,”"
"”@ “@@It’s no fancy,",”,',@ @cried Morse. “I a
"I am sorry I cannot,",”,',@ replied Morse. “I 
 in the black cloak.,”,',@ “What’s that you s
h her disappearance.,”,',@ “I shouldn’t wonde
"’t wonder if he had,",”,',@ replied Morse. “I 
"less than the devil,",”,',@ replied Morse@ mys
ow was half cracked.,”,',"@ At this moment, a "
"ger?” “Exactly, sir,",”,',@ replied the dog-fa
news of your darter.,”,',@ “Of Ebba!”@ exclai
e your news is good.,”,',@ “@@@@@@@I wish it 
 in werry bad hands.,”,',"@ “That she is, if s"
"the black gentleman,",”,',@ observed Morse. “V
ll be well rewarded.,”,',@ “I’ll do my best t
"out any reward, sir,",”,',"@ replied Ginger, “@"
dreadful bad ha@nds.,”,',@ “Do you allude to 
to Mr. Auriol Darcy?,”,',@ cried Thorneycroft
"plot as your darter,",”,',@ replied Ginger; “@
ome to my knowledge.,”,',@ “You alarm me grea
"by these dark hints,",”,',@ cried Thorneycroft
"know in a few hours,",”,',@ replied Ginger. “I
You must come alone.,”,',@ “@I should wish th
"aw, to accompany me,",”,',@ said Thorneycroft.
"e couldn’t help you,",”,',@ replied Ginger. “I
meet again ere long.,”,',@ And without a word
", M@r. Thorneycroft,",”,',"@ said Ginger, who w"
 easy terms as mine.,”,',@ The Tinker and the
"’, Mr. Thorneycroft,",”,',"@ pursued Ginger, “@"
overin’ your darter.,”,',"@ “Yes, it’s your on"
"’s your only chance,",”,',@ echoed the Tinker.
" lives for you, sir,",”,',@ said the Sandman@;
" find me ungrateful,",”,',@ rejoined the iron-
"ve a hundred pounds,",”,',@ said the Tinker—“t
".” “@@And mine, too,",”,',@ said the Sandman. 
"ry, as I said afore,",”,',@ remarked Ginger. “
e their own bargins.,”,',"@ “Well, I assent,”@"
".”@ “Well, I assent,",”,',@ returned Mr. Thorn
 set out the better.,”,',@ “Are you armed@?”@
"istols in my pocket,",”,',@ replied Thorneycro
" pops and cutlashes,",”,',@ said Ginger. “So l
"isgiving. “A friend,",”,',@ replied Ginger. “V
n in our enterprise.,”,',@ “@@@He claims a re
"m, Mr. Thorneycroft,",”,',"@ rejoined Reeks, in"
will not divulge it.,”,',"@ “I give it,”@ repl"
"ge it.”@ “I give it,",”,',@ replied the iron-m
" “No provision, sir,",”,',@ interrupted the ot
aughter is detained.,”,',"@ “Svear, sir; it is"
"is your only chance,",”,',@ whispered Ginger. 
"ear to keep silence,",”,',@ rejoined Mr. Thorn
ear very mysterious.,”,',@ “@The whole affair
"ffair is mysterious,",”,',@ replied Reeks. “@Y
 get into the coach.,”,',@ “Anything more@?”@
" at our destination,",”,',@ rejoined Reeks. “@
 chance of suc@cess.,”,',@ “Be it as you will
" “Be it as you will,",”,',@ returned Thorneycr
" clearly understood,",”,',"@ said Reeks, “@@and"
"“We are now arrived,",”,',@ said Reeks@ to the
all your resolution.,”,',@ “I will deliver he
"rish in the attempt,",”,',"@ said Thorneycroft,"
"Now then, follow me,",”,',"@ said Reeks, “@and "
and act as I direct.,”,', With this he struck
 much to go through.,”,',@ Ebba mechanically 
"ave acted foolishly,",”,',@ he said@ sternly; 
 have done you good.,”,',@ Withdraw@ing her e
behind that curtain?,”,',@ shudderingly deman
" “You will see anon,",”,',@ he replied. “@Mean
"itten on that paper,",”,',@ he cried@ imperiou
"her frame. “By this,",”,',"@ she cried, “I surr"
", to you@?” “You do,",”,',@ replied the strang
" power of the Fiend,",”,',"@ cried Ebba, fallin"
ill you be ere long.,”,',@ “What crime have y
 have you committed?,”,',@ demanded Ebba. “We
" “We have loved him,",”,',@ replied the se@con
y culpable with you.,”,',@ “You will share ou
"will share our doom,",”,',@ replied the third 
ol is lost for ever.,”,',@ “@I cannot yield m
", ev@en to save him,",”,',@ cried Ebba@ distra
" chastisement, then,",”,',@ cried the voice. A
"ed, unless you sign,",”,',@ cried@ the voice; 
eternity of torture.,”,',@ “I cannot save him
"t I may precede him,",”,',@ cried Ebba. And th
despair. “Is it you?,”,', @@@@@@@@@@The figur
"All is accomplished,",”,',@ cried the voice. “
ere is thy treasure?,”,',"@ After a pause, he "
" my ancestor’s tomb,",”,',@ cried Rougemont; “
 further difficulty.,”,',@ With this@ he hast
"n, old Cyprian lies,",”,',"@ he cried. And, pro"
"ngth I have my wish,",”,',@ he @cried. “Boundl
"Satan, for the gift.",”,',@ Chapter 2@@@@@ The
"ction, Auriol Darcy,",”,',@ cried the person w
it tolerable to you.,”,',@ Turning round at t
lieve your distress.,”,',@ “@Will you give me
" all this, and more,",”,',@ replied Rougemont.
chest men in London.,”,',@ “@@@@@@@@@@@@@@@@S
"nsulting jests, sir,",”,',@ cried Auriol. “I a
"@ “I am not jesting,",”,',@ rejoined Rougemont
ed of my since@rity.,”,',@ Auriol at length a
". “Ask no questions,",”,',"@ replied Rougemont,"
"r?” “To mock you—no,",”,',@ replied Rougemont.
" long in our family,",”,',"@ he added, filling "
", bewildering drink,",”,',"@ @cried Auriol, set"
"stomach—that is all,",”,',@ said Rougemont. “Y
will be better anon.,”,',@ “I feel as if I we
"if I were going mad,",”,',@ cried Auriol. “It 
n you have given me.,”,',@ “Ha! ha!”@ laughed
"! I mean no offence,",”,',@ rejoined the other
 you of this house@?,”,',@ “That it is magnif
"t it is magnificent,",”,',"@ replied Auriol, ga"
 you its possession.,”,',@ “@@It shall be you
"ours, if you please,",”,',@ replied Rougemont.
re mocking me again.,”,',@ “Not in the least.
"m me, if you please.",”,',@ “At what price?”@ 
e.”@ “At what price?,”,',@ asked Auriol@ bitt
" you can easily pay,",”,',@ replied the other.
onclude the bargain.,”,',@ Proceeding towards
"ans of living in it,",”,',"@ said Rougemont, ca"
rnish you with them.,”,',@ “@Notes to an imme
"ther with the house,",”,',"@ cried Rougemont, “"
" easiest imaginable,",”,',@ replied the other.
"archment. “Sit down,",”,',"@ he added, “a@n@d r"
"d, “a@n@d read this.",”,',"@ Auriol complied, a"
"ave it so—certainly,",”,',@ replied the other.
"he man @I once knew,",”,',@ cried Auriol. “Ava
o dealings with you.,”,',@ “@@@@@I@@@ @@thoug
"h idle fears, Darcy,",”,',@ rejoined the other
"immortal.”@ “@@True,",”,',@ rejoined Auriol@ t
"ou shall require it,",”,',@ cried Auriol. “Pre
" Auriol. “Precisely,",”,',@ replied the other;
ling that condition.,”,',@ “@But if I fail in
"t you will not fail,",”,',@ interrupted the ot
"myself if I sign it,",”,',@ he muttered. “A st
"ou from@ utter ruin,",”,',"@ said Rougemont, le"
such another chance.,”,',@ “Tempter@!”@ cried
e—irredeemably mine.,”,',@ “Ha@!”@ exclaimed 
"ssion of your house,",”,',@ pursued Rougemont;
ire my first victim.,”,',@ “Your first victim
"t I have chosen her,",”,',@ rejoined Rougemont
f it. I abjure thee.,”,',@ And he rushed wild
"Oh, quite sure, sir,",”,',@ cried the hall por
eturn this day week.,”,',@ “If he comes I wil
" I will not see him,",”,',@ cried Auriol@ shar
" be strictly obeyed,",”,',@ replied the porter
"se. “@@Now leave me,",”,',@ c@ried Auriol. And
"ghter. But I am mad,",”,',"@ he added, suddenly"
ed me to my undoing.,”,',"@ And, hurling the p"
"l be in vain to fly,",”,',@ said the @unseen s
I ma@y confront you.,”,',@ A mocking laugh wa
"me back the compact,",”,',@ cried Auriol@ impl
o me@ without Edith.,”,',@ “Without wealth yo
"ould not obtain her,",”,',@ replied the voice.
ghts in the morning.,”,',@ “@@@@@@@@@@@@@@@@@
"at is all I require,",”,',"@ replied Auriol, sc"
". “Scarcely, I fear,",”,',@ replied Mr. Talbot
shall be made happy.,”,',@ The coincidence be
"ixed Wednesday next,",”,',@ pursued Auriol@; “
" misgivings, Auriol,",”,',@ she replied. “I co
"lied. “I confess it,",”,',@ he sa@id; “@@and m
ur father’s absence.,”,',"@ “@Oh@ no, Auriol; "
"ent to s@uch a step,",”,',@ she cried. “@You c
l never deceive you.,”,',@ Further conversati
entire satisfaction.,”,',"@ “Oh, how delighted"
" our happiness, sir,",”,',@ replied Auriol. “O
"y. “I have not, sir,",”,',"@ replied Auriol, tu"
" much to his credit,",”,',@ replied Mr. Talbot
"f Cyprian Rougemont,",”,',@ replied Mr. Talbot
 change the subject.,”,',@ Mr. Talbot seated 
"n of honour, Auriol,",”,',"@ said Mr. Talbot, c"
have no doubt of it.,”,'," “@Nor I,—@if I ever"
" I ever possess her,",”,',@ mentally ejaculate
"@@@@@@@@@@@Quite so,",”,',"@ she replied, gazin"
o be alone with you.,”,',"@ “@Come, then,”@ sa"
"you.”@ “@Come, then,",”,',@ said Auriol. Edith
"hought to delude me,",”,',"@ said Rougemont, in"
"dam—all is prepared,",”,',"@ said Rougemont, ad"
"o forward. “Yes—yes,",”,',"@ cried Auriol, who "
gemont—go with@ him.,”,',@ “@Mr. Rougemont!”@
"ot invite me, madam,",”,',"@ said Rougemont, wi"
avoid those persons.,”,',@ In another moment 
"ave sold her to him,",”,',@ replied Auriol@ gl
" have hit the truth,",”,',@ replied Auriol. “@
". “@A singular room,",”,',@ he observed to Ree
 find any one here@?,”,',"@ “I hardly know,”@ "
"@?”@ “I hardly know,",”,',@ replied the other.
 here till I return.,”,',@ “You are not going
" “Only for a moment,",”,',@ said Reeks. “Keep 
"s impossible to say,",”,',@ answered Reeks; “@
endanger our safety.,”,',@ “You are quite sur
"e no such intention,",”,',@ rejoined Reeks@ st
"be afeerd, old gent,",”,',@ said Ginger. “@Yes
"ll take care on you,",”,',@ added the Tinker a
"hem as upon me, sir,",”,',@ said Reeks. “@Befo
"anded Reeks. “It is,",”,', replied the prisone
"stion@?”@ “A friend,",”,',@ replied Reeks. “@I
"have no friend here,",”,',@ said Auriol. “Y@@@
"@@@@ou are mistaken,",”,',@ rejoined Reeks. “I
roft to deliver you.,”,', “Mr. Thorneycroft h
"s lost his daughter,",”,', replied Auriol. “Wh
as happened to her@?,”,',@ demanded Reeks. “S
" power of the Fiend,",”,',@ replied Auriol. “I
"y Cyprian Rougemont,",”,',@ said Reeks. “But w
"ly. “Do not despair,",”,',@ rejoined Reeks. “S
he may yet be saved.,”,',@ “Saved! how@?”@ cr
uriol. “All is over.,”,',@ “So it may seem to
" it may seem to you,",”,',@ rejoined Reeks; “@
" will see her again,",”,',@ said Reeks. “Who a
ve me this promise@?,”,',@ asked Auriol. “As 
" declared, a friend,",”,',@ replied Reeks. “@A
" powers of darkness,",”,',@ said Auriol. “@@@I
"f Cyprian Rougemont,",”,',"@ rejoined Reeks, wi"
"eems familiar to me,",”,',@ said Auriol. “Tell
"You shall know anon,",”,',@ replied Reeks. “@B
has happened to him.,”,',@ “@Don’t mention a 
"in gent’s name here,",”,',@ remarked Ginger; “
vith proper respect.,”,',@ “Pshaw@!”@ exclaim
 and then come back.,”,',@ “Stay where you ar
"ere you are, rascal!",”,', cried Thorneycroft@
"ain, I’m a-thinkin’,",”,',"@ said the Tinker, w"
"he door, to be sure,",”,',@ replied the Tinker
r. “Ve’re prisoners.,”,',"@ “O@@ Lord, you don"
"y. “I see how it is,",”,',@ he cried. “You hav
is brains blown out.,”,',"@ And as he spoke, h"
"are you arter, sir@?",”,',@ cried that individ
as vell as yourself.,”,'," “To be sure ve is,”"
"” “To be sure ve is,",”,',@ added the Sandman.
tin’ into a passion.,”,',"@ “@Well, well, I mu"
"n myself, I suppose,",”,',@ groaned Thorneycro
 in a haunted house.,”,',@ “I’ve been in many
" vurser sitivations,",”,',"@ observed Ginger, “"
take things quietly.,”,',"@ “Besides, there’s "
"re’s no help for it,",”,',"@ said the Tinker, s"
" remains to be seen,",”,',@ observed the Sandm
 bust open the door.,”,',@ “Plenty o’ time fo
"ty o’ time for that,",”,',"@ said Ginger, saunt"
outhful o’ wittles@?,”,', “I wouldn’t touch ’
"h ’em for the world,",”,',@ replied the Sandma
"the Sandman. “Nor I,",”,', added the Tinker; “
they may be pisoned.,”,',@ “Pisoned—nonsense@
t finish it for him.,”,',"@ “Vith all my ‘art,"
"@ “Vith all my ‘art,",”,',@ said the Tinker. “
"h it on any account,",”,',@ cried Mr. Thorneyc
 it may be poisoned.,”,',@ “Oh! I ain’t afeer
"“Oh! I ain’t afeerd,",”,',"@ cried Ginger, help"
"h, Mr. Thorneycroft,",”,',"@ he added, filling "
"in all my born days,",”,',"@ he continued, repl"
"led?” “Prussic acid,",”,',@ replied Mr. Thorne
"“He’s gettin’ svipy,",”,',@ said the Tinker. “
"y@?” “No such thing,",”,',@ cried Thorneycroft
ft; “@let him alone.,”,'," “I must taste it,”@"
".” “I must taste it,",”,',"@ said the Tinker, u"
"r@!” “Vith pleasure,",”,',"@ replied Ginger, fi"
"ll, I s’pose I must,",”,',@ replied the Sandma
 to us dog-fanciers.,”,',"@ “Dog-fanciers—say,"
"erve to be known by,",”,',@ said Mr. Thorneycr
"quarrel about names,",”,',"@ replied Ginger,@@@"
e beaks @upholds it.,”,',@ “There can be but 
"efarious profession,",”,',@ said Mr. Thorneycr
fences are punished.,”,',"@ “So I think, sir,”"
"”@ “So I think, sir,",”,',"@ said Ginger, winki"
" da@y, I assure you,",”,',@ replied Ginger. “I
"arve him right, too,",”,',@ said Ginger. “@I d
t is out o’ the vay.,”,',@ “Shameful!”@ cri@e
"ameful, indeed, sir,",”,',"@ echoed Ginger, lau"
noses of the police?,”,', cried Thorneycroft.
"r their werry noses,",”,',@ replied@ Ginger. “
"sir?” “I do, indeed,",”,',"@ said Thorneycroft,"
pped from the bench.,”,',@ “You’re right to s
"ropped from it, sir,",”,',@ laughed Ginger. “I
og-fancier’s friend.,”,',"@ “It looks like it,"
"like it, I must own,",”,',@ replied Thorneycro
ght to be protected.,”,',@ “@@@@@I’@@@@@@@@@@
"nt state of the law,",”,', said Ginger; “@here
ealth a second time.,”,',@ “@@Halloa! wot’s t
"oise.”@ “@@So did I,",”,',@ rejoined the Sandm
lin’ sound overhead.,”,',@ “@There it goes ag
"Now it’s underneath,",”,',@ said Mr. Thorneycr
hinery were at work.,”,',"@ The noise, which u"
"?”@ “No, I will not,",”,',@ replied the iron-m
" can’t be, sure ly ,",”,',@ he cried. “And yet
"ou’re near the mark,",”,',"@ replied the other,"
ur venerable friend.,”,',@ “V@@@@@@@@@ot the 
rwice of Mr. Loftus.,”,',@ “I’ve got a new ma
" master since th@en,",”,',@ replied the dwarf.
"’m sorry to hear it,",”,',"@ said Ginger, shaki"
" Ginger—not Forster,",”,',@ corrected Old Parr
nt master’s service.,”,',@ “I don’t like to a
"directly, wenerable,",”,',"@ said Ginger, in a "
"evil, you would say,",”,',@ supplied Old Parr.
ere’s no denying it.,”,',@ “La! wot a horribl
"r@?”@ “Very like it,",”,',@ replied Old Parr. 
e that occurs to me.,”,',@ “O@ Lord! O@ Lord!
@ “O@ Lord! O@ Lord!,”,', groaned Ginger; “I’
"some chance for you,",”,',@ said @Old Parr. “I
try and get you out.,”,',@ “@@@@@@@@@@@@@@@@B
" them to their fate,",”,',@ replied Old Parr. 
"o, that’ll never do,",”,',@ cried Ginger. “Ve’
"ot it is, wenerable,",”,',"@ he added, seizing "
ur windpipe for you.,”,',@ “That’s not the wa
"duce me to help you,",”,',"@ said Old Parr, twi"
"et o@ut, if you can.",”,',"@ “Don’t be angry,”@"
".”@ “Don’t be angry,",”,',"@ cried Ginger, seei"
"nd a close prisoner,",”,',@ replied Old Parr. 
"er@?”@ “I can’t say,",”,',@ rejoined Old Parr.
speak to the living.,”,', “Then she’s dead!”@
". “@That’s a secret,",”,',@ replied the dwarf@
 not to disclose it.,”,',@ “I’ll have it o@ut
"you notvithstandin’,",”,',@ muttered Ginger. “
it o’ the nightmare.,”,',@ “@@@@@@@@@Let this
"his waken you, then,",”,',"@ said Old Parr, giv"
at you’re about now.,”,',"@ “Not exactly,”@ sa"
"now.”@ “Not exactly,",”,',@ said Ginger. “I vi
"into the lion’s den,",”,',"@ said Old Parr, in "
your libera@@@@tion.,”,',"@ So saying, he drew"
"bba!” “@Call louder,",”,',"@ said Rougemont, wi"
" you should see her,",”,',"@ replied Rougemont,"
s beyond your reach.,”,',@ “@@@@@@@@@@@@@@@@@
Her senses are gone.,”,',@ “She is fast bound
"st bound by a spell,",”,',@ said Rougemont. “@
ill see her no more.,”,',"@ And, stretching ou"
and your companions.,”,',@ “So far from compl
"led your doom, then,",”,',@ replied Rougemont.
ed. Bring him along.,”,',"@ And, followed by t"
"h, Mr. Thorneycroft,",”,',"@ cried A@uriol, at "
royed your daughter.,”,',@ “@@@@@@@@@@@@@You@
"shment. “It is true,",”,',@ said Rougemont. “I
t had been possible!,”,', cried Auriol. “I wa
 meshes—but in vain.,”,',@ “@Oh@!”@ ejaculate
"o blame him, not me,",”,',"@ said Rougemont, wi"
"that my brain reels,",”,',@ cried Thorneycroft
"the miser@able live,",”,',"@ said Rougemont, wi"
word before we part.,”,',"@ “@Ay, hold!”@ echo"
"nd victim@!” “It is,",”,',@ replied the other.
" is at hand, Auriol.",”,',@ “And you have dare
all share his fat@e.,”,',@ “I am not to be in
"imidated by threats,",”,',"@ replied Paston, wi"
llets can injure me.,”,',@ “Ve’ll try that!”@
"al your weapons are,",”,',"@ said Rougemont, wi"
"f. “I will try mine,",”,',@ said Paston. But b
"“@@Ask no questions,",”,',@ rejoined the dwarf
" every chance of it,",”,',@ rejoined Old Parr.
share Auriol’s fate.,”,',@ “@@O@@ Lord! I hop
"@@ Lord! I hope not,",”,',@ groaned the iron-m
ll drop in a minute.,”,',"@ “Come along, I say"
" “Come along, I say,",”,',@ screamed the dwarf
hem close behind us.,”,',"@ And as he spoke, s"
"t stir another step,",”,',@ gasped the iron-me
etter yield at once.,”,',"@ “What, without a s"
"t for ever as it is,",”,',@ cried the iron-mer
"he may yet be saved,",”,',@ rejoined the dwarf
are close behind us.,”,',@ And it was evident
"—we shall be caught,",”,',"@ he cried, “@and th"
emont’s displeasure.,”,',@ The iron-merchant 
"’s all over with me,",”,',@ he said. “I give i
"@ “@No—we are saved,",”,',"@ cried the dwarf, a"
"way to intercept us,",”,',"@ cried Old Parr, wh"
"ycroft.”@ “I’ll try,",”,',@ replied the iron-m
"escue your daughter,",”,',@ rejoined Old Parr.
". “Not in the least,",”,',@ returned the dwarf
hoice in the matter.,”,',@ “You haven’t told 
" hardly know myself,",”,',@ replied the dwarf;
int we started from.,”,',@ “I think we are tu
"ing round ourselves,",”,',@ cried Thorney@crof
"strange, I must say,",”,',@ remarked the dwarf
re moving around us.,”,',"@ “They are moving,”"
"”@ “They are moving,",”,',@ cried Thorneycroft
"place seems on fire,",”,',@ cried the dwarf@. 
"I!—@to be sure I do,",”,',@ cried the iron-mer
"!”@ “@Don’t mind it,",”,',"@ cried the dwarf, w"
be out of the smoke.,”,',"@ “I can’t stand it,"
"@ “I can’t stand it,",”,',@ cried Mr. Thorneyc
"esh air in a minute,",”,',@ rejoined Old Parr.
come to a dead stop.,”,',"@ “Dead stop, indeed"
"lid wall—that’s all,",”,',@ replied Old Parr. 
e’re entombed alive.,”,',"@ “@@@ @I am,”@ said"
"alive.”@ “@@@ @I am,",”,',"@ said the dwarf, wi"
nothing can harm me.,”,',@ “Don’t be too sure
"be too sure of that,",”,',@ cried a voice abov
"warf. “@N-o-o—not I,",”,',@ gasped the iron-me
help to drag me out.,”,',@ “Get out if you ca
"“Get out if you can,",”,',@ cried the voice th
"s Rougemont himself,",”,',@ cried the dwarf@ i
n there’s no escape.,”,',"@ “None whatever, ra"
"ne whatever, rascal,",”,',@ replied the unseen
 work for you to do.,”,',@ “I won’t leave M@r
"e M@r. Thorneycroft,",”,',@ cried the dwarf@ r
d I’ll keep my word.,”,',@ “@@Fool@!”@ cried 
"e, Mr. Thorneycroft,",”,',@ s@creamed Old Parr
of me—pull me@ down.,”,',@ Well-nigh stifled 
"rtainly, Mr. Tinker,",”,',@ replied the iron-m
ou’ve got with you@?,”,',"@ “@Vy, who should i"
" be but the Sandman,",”,',@ rejoined the other
ies into the bargin.,”,',"@ “@Yes, ve’ve found"
"ve found it all out,",”,',@ added the Tinker. 
"d gent, not so fast,",”,',@ rejoined the Tinke
a nice young ‘ooman.,”,',@ “Oh@! it must be h
" her—no doubt of it,",”,',@ cried the iron-mer
ut a moment’s delay.,”,',@ “But ve can’t get 
" to her, I tell ‘ee,",”,',@ replied the Tinker
"shut up,—that’s all.",”,',"@ “Take me to it,”@ "
"l.”@ “Take me to it,",”,',@ cried Mr. Thorneyc
"step this vay, then,",”,',@ rejoined the@ Tink
"rter you@?”@ “Not I,",”,', replied the other; 
he other; “@open it.,”,',"@ “Easily said,”@ re"
" it.”@ “Easily said,",”,',@ rejoined the Tinke
"t have followed you,",”,',@ groaned Thorneycro
"and from above, too,",”,',@ cried the Sandman.
"nt. “Look up, I say,",”,',@ cried the Sandman.
"@@@@@@Ay, ay, I see,",”,',@ replied the other.
s as fast as ve can.,”,',@ And he kicked and 
ming all this while.,”,', “@@@@@@@@@@@@@@@@@@
" works to a miracle,",”,',@ muttered a persona
"Ah! I see how it is,",”,',"@ he added, with a s"
ich I have laboured.,”,',@ “I will act upon t
" act upon that hint,",”,',@ muttered the liste
" what use is memory,",”,',@ continued Auriol@ 
"h from this dungeon,",”,',"@ pursued Auriol, ag"
"@!”@ “@Now it comes,",”,',@ cried the listener
"pursues this strain,",”,',@ said the listener.
y a life of penance.,”,',@ At this moment Rou
"in your old fancies,",”,',@ rejoined @@@@@@@@@
ld have amended you.,”,',@ “Tell me who and w
"e who and what I am,",”,',"@ cried Auriol, stup"
"called Auriol Darcy,",”,',@ replied Rougemont;
recover your reason.,”,',@ “Amazement!”@ crie
"s of your condition,",”,',@ replied Rougemont;
to raging fren@zies.,”,',@ “And I have been s
up here for safety@?,”,',@ demanded Auriol. “
"Auriol. “@Precisely,",”,',@ observed the other
"re——” “@Your keeper,",”,',@ replied Rougemont.
"en rav@ed about her,",”,',@ replied Rougemont.
 of the imagination.,”,',"@ Auriol groaned, an"
"orth into the world,",”,',@ said Rougemont; “@
ll@ for the present.,”,',@ And casting a sini
"ts, solve my doubts,",”,',@ he cried aloud. “I
are worse than ever.,”,',@ Auriol uttered a g
" to another chamber,",”,',"@ he pursued, “@wher"
re strictly watched.,”,',@ “Take me forth—oh@
"—oh@! take me forth,",”,',@ cried Auriol. “@It
 which I now repent.,”,',@ “I dare not trust 
l we met a mischief.,”,',@ “I have no recolle
"y such circumstance,",”,',@ returned Auriol@ m
"!”@ “@Ay, both gone,",”,',"@ cried the other, w"
terrible interviews.,”,',"@ “What, you are in "
"ants, and bind@ you.",”,',@ “Let me be—let me 
 Only take me forth.,”,',@ “@I came for that 
"me for that purpose,",”,',@ said Rougemont; “b
master of yourself@.,”,'," “Try me,” said Auri"
"yourself@.” “Try me,",”,'," said Auriol. “Well,"
" said Auriol. “Well,",”,',@ rejoined the other
 can do to calm you.,”,',"@ So saying, he disa"
"n a soothing potion,",”,',"@ he remarked, after"
" condition to judge,",”,',@ rejoined the other
" then, come with me,",”,',"@ he said, “@@@and d"
"re@?”@ “Very likely,",”,',"@ replied Rougemont,"
sary to confine him.,”,',@ “His grandson! I—D
" are you, young sir,",”,',@ returned the dwarf
"nt. “Alack, no, sir,",”,',@ replied the dwarf;
". But you know, sir,",”,',"@ he added, touching"
not of the clearest.,”,',@ “Where does my gra
"iol. “Why here, sir,",”,',@ replied the dwarf;
hey are damp enough.,”,',@ Auriol was lost in
"s, as you know, sir,",”,',"@ replied the dwarf,"
"l, if he desires it.",”,', “You will confer th
"r on me by doing so,",”,',"@ cried Auriol, risi"
scertain his wishes.,”,',"@ So saying, he quit"
"ndsire will see you,",”,',@ said the mannikin.
"e word before we go,",”,',"@ cried Auriol, seiz"
"ster.”@ “@Pardon me,",”,',@ replied Auriol; “I
anon. Now follow me.,”,',@ And taking up the 
"“@Come in, grandson,",”,',@ said the old man@ 
ls me—@m@uch better.,”,',@ “Are you indeed li
 his hand. “Off—off!,”,'," cried the old man, "
ay do me a mischief.,”,',@ “@I have no such i
"such intention, sir,",”,',@ said Auriol; “inde
re my aged relative.,”,',@ “@To be sure he is
"re he is, young sir,",”,',@ interposed the dwa
"ubt it?” “@O@ @@sir,",”,',"@ cried Auriol, thro"
"ot deceived, my son,",”,',@ replied the old ma
lk the matter over@.,”,',"@ And, as he said th"
"th from that window,",”,',@ he @said. “Convinc
"at I am what I seem,",”,',@ replied Auriol. “L
". “Look forth, then,",”,',@ said the old man. 
een so long waiting.,”,',@ Auriol then walked
