Contexte gauche,Chaîne,Contexte droit
ess.” “@What witness, ,?” cried Auriol. “@D
s@?” cried Auriol. “, ,Don’t you reckilect 
to serve Doctor Lamb, ,?” rejoined the Tink
ejoined the Tinker. ,‘,“@He’s alive still; 
oined the Tinker. @“, ,He’s alive still; an
of his great age.” “, ,Where is he@?—what h
 age.” “@Where is he, ,?—what has become of
” demanded Auriol. “, ,"Oh, ve’ll perduce hi"
” replied the Tinker,",", cunningly. “@But te
Tinker@ cunningly. “, ,But tell me where th
is?” cried Auriol. “, ,Have you seen him si
rf must be found.” “, ,"Vy, as to that, I ca"
” replied the Tinker, ,; “there’s a difficu
"se, you see. But the"," THE HAND, AGAIN! 89", pocket-book’ll neve
"me,” cried Auriol. “", ,Here’s a bit o’ pape
"ook,” said Ginger. “", ,Would you like to he
ere are the words: ‘, ,How many crimes have
atal compact with——’, ,” “@Give me that pap
 compact with——’@” “, ,"Give me that paper,”"
 was closed again. “, ,Halloa! What’s that?
d. “The paper’s gone, ,!” “@The hand again@
he paper’s gone@!” “, ,The hand again@!” cr
@!” “@The hand again, ,!” cried the Sandman
—open the door—quick, ,!” Ginger cautiously
" peeping forth, said", ,— “@There’s no one t
"ping forth, said@— “", ,There’s no one there
o wi’ the matter.” “, ,Poh! poh! don’t be s
 cried the Tinker. “, ,"But come what may, t"
" may, the gemman sha",’,n’t stir till he und
e hundred pounds.” “, ,You seek to frighten
ad not been lost. “I, 90 AURIOL., have but to stamp m
stantly bring assist,e ,ance that shall over
he Tinker’s sleeve. ,‘,"“@For my part, I sha"
 Tinker’s sleeve. @“, ,"For my part, I sha@n"
"“@For my part, I sha",’,n’t stay any longer.
 quitted the room. “,T,I’ll go and see wot’
perstitious fears. “, ,"Here, take this purs"
upon his features. “, ,You here?” cried Aur
ere?” cried Auriol. ,‘ ,"“@Of course,” replie"
?” cried Auriol. @@“, ,"Of course,” replied "
ain this evening.” “, ,"Perchance,” replied "
"e,” replied Auriol. ",THE BARBER OF LONDON. 91 ,"“@You will,” rejoine"
@@@@@@@@@@@@@@@@@@@“, ,"You will,” rejoined "
ejoined the stranger,",", peremptorily. “@Rem
ger@ peremptorily. “, ,"Remember, your ten y"
" hands, why hesitate", ,?” “@Because I will 
"s, why hesitate@?” “", ,Because I will not s
",” replied Auriol. “", ,You cannot help your
” cried the stranger,",", scornfully. “I comm
The Barber of London,., Who has not heard o
are of Mr. Tuffnell ,92 AURIOL. ,Trigge. Not only wil
 who has just been “, ,"called,” ordering hi"
"led,” ordering his “", ,"first wig,” and you "
uture distinction. “, ,"Ah, sir,” he will sa"
ntion to his remarks, ,; or screaming with 
mart special pleader, ,; or talking of the 
gge chiefly delights, ,"; with them, indeed,"
spruce West End hair, ,-@@@@@@@@@@@@@@@@@@@
ruce West End hair@-,HE BARBER OF LONDON. 93 ,cutting establishmen
r. Trigge’s art; and,",", above these@ are se
rt; and@ above these,",", are several specime
id large pots of pom,m,ade and bears’-greas
ll as a Christian.” ,94 ,A@@@@@@@@nd now as t
s a Christian.” @@@A,URIOL. A,nd now as to Mr. Tuf
eir apparently conce,c,ited expression. A f
Trigge bowed to the ,TIE BARBER OF LONDON. 95 ,sour-looking gentlem
rd screamed forth: “, ,Pretty dear@!—pretty
forth: “@Pretty dear, ,!—pretty dear@!” “Ah
y dear@!—pretty dear, ,!” “Ah! what’s that?
at’s that? Who is it, ,?” cried Trigge. “Pr
Trigge. “Pretty dear, ,!—pretty dear!” reit
ead of black hair. “, ,Pretty dear@!—pretty
 hair. “@Pretty dear, ,!—pretty dear!” scre
hought Mr. Trigge. “, ,What a strange littl
” said the barber. “, ,High wages@!—high wa
barber. “@High wages, ,!—high wages@!” scre
h wages@!—high wages, ,!” screamed the magp
 in the newspaper. “, ,"Yes, yes, that’s my "
eplied Mr. Trigge. “, ,But what of it?” Bef
 Watts neglected to ,96 AURIOL. ,draw forth the hot c
 cried the gentleman,",", furiously. “@What t
tleman@ furiously. “, ,What the devil are y
 devil are you about, ,"?” “Yes! take care, "
"ess,” cried Trigge—”", ,"‘@take care, or I’ll"
"s,” cried Trigge—”@‘", ,"take care, or I’ll c"
“D—n Judge Learmouth, ,!” cried the gentlem
 cried the gentleman,",", angrily. “If I were
Mag—“sarve him right, ,"!” “@Beg pardon, sir"
sarve him right@!” “, ,"Beg pardon, sir,” cr"
t may be your object, ,?” “@You want an ass
 be your object@?” “, ,You want an assistan
oined the little man,",", humbly. “Do you app
n behalf of a friend, ,?” asked Trigge. “On
s?” demanded Trigge—, ,“@what are your qual
” demanded Trigge—@“, ,what are your qualif
 your qualifications, ,?” “I fancy I unders
 than they are now.”, THE BARBER OF LONDON. 97, “Ha! indeed!” said 
Queen Anne’s time—eh, ,?” “@You have hit it
 Anne’s time—eh@?” “, ,You have hit it exac
ueen Anne’s time.” “, ,Perhaps you recollec
 cried Mr. Trigge. “, ,"Perfectly,” replied "
ed the little man. “, ,French periwigs were
"u saw ’em, of course", ,"?” cried the barber,"
"ber, with a sneer. “", ,"I did,” replied the "
plied the little man,","," quietly. “@Oh, he m"
ttle man@ quietly. “, ,"Oh, he must be out o"
"ind,” cried Trigge. ",‘,“@We shall have a co
"d,” cried Trigge. @“", ,We shall have a comm
” replied Mr. Trigge, ,; “I don’t think you
——” “Lord Chancellor, ,!—Lord Chancellor@!”
or@!—Lord Chancellor, ,!” @screamed Mag. @@
—Lord Chancellor@!” ,‘,screamed Mag. @@“@Pr
r@!” @screamed Mag. ,” ,"“@Precisely, Mag,” s"
” @screamed Mag. @@“, ,"Precisely, Mag,” sai"
 said the little man,",", disconsolately. “@P
n@ disconsolately. “, ,Pretty dear@!” screa
ately. “@Pretty dear, ,!” screamed Mag; “@p
r@!” screamed Mag; “, ,pretty dear@!” “@Wha
d Mag; “@pretty dear, ,!” “@What a wonderfu
; “@pretty dear@!” “, ,What a wonderful bir
quite appropriate.” ,98 AUBIOL. ,“Ah! Mag is a clever
thing!” screamed Mag, ,—“little or nothing@
@—“little or nothing, ,!” “What is your nam
gered in the shop. “, ,"Why, sir, I’ve had m"
"time,” he replied. “", ,At one time I was ca
se—Gregory Morse.” “, ,An Old Bailey answer
 shaking his head. “, ,"Flapdragon, alias Ol"
—alias Gregory Morse, ,—alias——” “@Pretty d
ry Morse@—alias——” “, ,Pretty dear!” scream
ar!” screamed Mag. “, ,And you want a place
eing him narrowly. “, ,"Sadly,” replied Mors"
"y,” replied Morse. “", ,"Well, then, follow m"
e shop together. Cha, ,pter @@@@@@@@@@@@@@@
 together. Cha@pter ,IN THE FIRST QUARTER. ,9@ The @@@@Moon in t
@@@@@@@@@@@@@@@@@@@9,9, The @@@@Moon in the
@@@@@@@@@@@@@9@ The ,THE ,Moon in the First Qu
in the First Quarter,., In spite of his res
"week ago,” said Ebba",",", playfully. @“@Promi
id Ebba@ playfully. ,‘,“@Promise me not to 
 Ebba@ playfully. @“, ,Promise me not to in
gloomy fancies.” “I ,T,will not indulge in 
"elp it, rest assured", H2 100,", @@@@@@@@sweet Ebba"
"est assured@@@@@@@, ",AURIOL. ,"sweet Ebba,” he repl"
"Ebba,” he replied. “", ,But my spirits are n
 flowing at our feet, ,!—how tender is the 
ough the sun has set, ,"!—And see, yonder ha"
er first quarter.” “, ,The moon in her firs
in her first quarter, ,"!” cried Auriol, in "
a tone of anguish. “, ,All then is over.” “
All then is over.” “, ,What means this sudd
s this sudden change, ,"?” cried Ebba, frigh"
"onset, but you would",., not believe me. Let
 you are with me.” “, ,But you do not know 
 be accomplished.” “, ,Your moody fancies d
"ol,” she rejoined, “",‘ ,because I know them 
ng his arm kindly. “, ,"Ebba,” he cried, “I "
nless you aid me.” “,HE MOON ,I’@@@@@@@@@@@@@@@@@@
aid me.” “@@@@@@@@I’, THE FIRST QUARTER. 101 “T,"m glad to hear it,” "
ll hold you fast.” “, ,You know not what yo
do!” cried Auriol. “, ,"Release me! oh, rele"
"e me! oh, release me", ,!” “In a few moments
"ed,” she rejoined. “", ,Let us walk towards 
",” ejaculated Auriol",",", despairingly. And h
ground. With this a ,102 AURIOL. ,"plank communicated, "
mmer on the scene. “, ,What a strange place
",” replied Auriol. “", ,But why did we come 
y did we come hither, ,"?” As he spoke, ther"
"eet,” she replied. “", ,You alarm yourself w
 it is the truth.” “,« ,Beware!” cried a dee
pths of the vault. “, ,"Some one spoke,” cri"
s quit this place.” ,THE MOON IN THE FIRST QUARTER 103 ,"“@Come, then,” said "
@@@@@@@@@@@@@@@@@@@“, ,"Come, then,” said Au"
"hen,” said Auriol. “", ,"Not so fast,” cried "
their passage out. “, ,"Ebba, you are mine,”"
ried the stranger. “, ,Auriol has brought y
rought you to me.” “, ,It is false!” cried 
se!” cried Auriol. “,T,I never will yield h
yield her to you.” “, ,Remember your compac
h a mocking laugh. “, ,"Oh, Auriol@!” cried "
" laugh. “@Oh, Auriol", ,"!” cried Ebba, “I fe"
t with this fiend?” ,- ,"“@He has,” replied t"
ith this fiend?” @@“, ,"He has,” replied the"
lied the stranger; “, ,and by that compact 
ries were instantly ,‘,stifled. “@You shall
nstantly @stifled. “, ,You shall not go!” c
"riol, seizing him. “", ,"Release her, or I re"
ounce you wholly.” “, ,Fool!” cried the str
ing smile to Auriol—, ,“@Behold! the moon i
g smile to Auriol—@“, ,Behold! the moon is 
 words are fulfilled, ,!” @@@@A@@@@@@@@nd h
ds are fulfilled@!” ,104 ,A@@@@@@@@nd he disap
e fulfilled@!” @@@@A,URIOL. A,nd he disappeared. A
tue at Charing Cross,.," One morning, two pe"
en with that view. “, ,By Jove! what a nobl
"t is, Morse!” cried ",THE STATUE AT CHARING-CROSS. 105 ,"Loftus, gazing at it"
"e,” replied Morse. “", ,That was in the time
the Protectorate.” “, ,You cannot get those
uries and a half.” “, ,Would you could have
" his beloved wife, ‘", ,Eleanor of Castile@’
‘@Eleanor of Castile,",","’!” said Morse, heed"
he other’s remark. “, ,It was much mutilate
"r,” replied Morse, “", ,for I was assistant 
 statue was sold.” “, ,Ah! indeed@!” exclai
 sold.” “@Ah! indeed, ,!” exclaimed Loftus.
xclaimed Loftus. “I ,I,have heard something
full particulars.” “, ,"You shall hear them,"
"n,” replied Morse. “", ,"Yon statue, which, a"
" Rivers, being a sta",u,"nch Royalist, though"
"vow his principles, ",106 AURIOL. ,determined to preser
 back his outlay.” “, ,Ha! ha! ha!” laughed
"tion,” pursued Morse", ,; “@and my master ma
",” pursued Morse@; “", ,and my master made k
estal more closely.”, THE STATUE AT CHARING-CROSS. 107, With this@ he cross
@@@@@@@@@@ With this,",", he crossed over the
rossed over the road, ,"; and, taking off hi"
 stump beside him. “, ,You are aware that t
"m,” replied Loftus—“", ,to be sure. What fan
nt of these trophies, ,!”@ “@The execution 
of these trophies@!”,”, “@The execution of 
these trophies@!”@ “, ,The execution of the
",” rejoined Loftus—“", ,"never, upon my life."
ear wot it all means,",", by-and-by.”@@@@@@@@
l means@ by-and-by.”, 108 AURIOL.," “Plesh ma ‘art,” cr"
butcher’s apprentice, ,; “they’re a tryin’ 
into a millstone.” “, ,Only think of living
e work of art before, ,"!” cried Loftus, qui"
 cried the porter. “, ,"The nearer you get, "
you’ll admire it.” “, ,"Quite true,” replied"
",” replied the other", ,; “but just give us 
"ft, and I’ll try.” “", ,Wot are you arter th
e perlice to you.” “, ,Wot two precious guy
ecious guys these is, ,!” cried a ragamuffi
ccompanied by a bull,-,dog. “I’ve a good mi
"him. Here, boy, here", ,!” “@That ‘ud be fam
"Here, boy, here@!” “", ,That ‘ud be famous f
"re, you young divils", ,!” cried an Irish br
eable antiquaries.” ,THE STATUE AT CHARING-CROSS. 109 ,"“@Oh, they’re antiqu"
@@@@@@@@@@@@@@@@@@@“, ,"Oh, they’re antiquar"
"ntiquaries, are they", ,?” screamed the litt
le street-sweeper. “, ,"Vell, I never see th"
" afore; did you, Sam", ,"?” “@Never,” replied"
"e; did you, Sam@?” “", ,"Never,” replied the "
eplied the porter. “, ,"Och, murther in Iris"
ad run his barrow. “, ,Divil seize you for 
o people in that way, ,"?” “@Axes pardon, Mo"
ple in that way@?” “, ,"Axes pardon, Molly,”"
idn’t obsarve ye.” “, ,Antiquaries be hange
cried the applewoman,",", furiously. @“@You’v
lewoman@ furiously. ,‘,“@You’ve destroyed m
woman@ furiously. @“, ,You’ve destroyed my 
d bad luck to ye!” “, ,"Well, never heed, Mo"
"eiving Loftus, cried", ,"—“Why, brother-in-la"
y of the trophies. “, ,What are you talking
"lking about, brother", 2,?” cried the stout g
e stout gentleman. “, ,"Grinling Gibbons,” r"
ven it to a stone.” ,"110 AURIOL, ",“This may be all ver
mobbed presently.” “, ,"Why, how the devil d"
brother Thorneycroft, ,"?” cried Loftus, at "
 clear of the mob; “, ,you’ll be shocked to
"your niece, Ebba.” “", ,"Why, what has happen"
kept in suspense.” “, ,"She has left me,” re"
plied Thorneycroft—“, ,left her old indulge
 father—run away.” “, ,Run away!” exclaimed
 exclaimed Loftus. “, ,Impossible! I’ll not
n from your lips.” “, ,Would it were not so
replied Thorneycroft,",", mournfully. “@And t
croft@ mournfully. “, ,And the thing was so
"at,” cried Loftus. “", ,Rest easy on that sc
hom has she run away, ,?” “@With a young ma
as she run away@?” “, ,With a young man nam
plied Thorneycroft. ,‘,“@He was brought to 
ied Thorneycroft. @“, ,He was brought to my
ar circumstances.” “,HE STATUE AT CHAR,I@@@@@@@@@@@@@@@@@ n
 “@@@@@@@@@@@@@@@@@I,NG-CRoSS. 111 “ T," never heard of him,"
"him,” said Loftus. “", ,"But I have,” interpo"
wo hundred years.” “, ,Eh day@! who’s this?
red years.” “@Eh day, ,! who’s this?” cried
ried Thorneycroft. “, ,A crack-brained litt
elixir as myself.” “, ,"If you know him, can"
s a clue to find him, ,?” asked Thorneycrof
 the black cloak.” “, ,What’s that you say?
” cried Thorneycroft,",", quickly. “I have he
gentleman to be——” “, ,What@!—who@?” demand
eman to be——” “@What, ,!—who@?” demanded Th
o be——” “@What@!—who, ,?” demanded Thorneyc
nded Thorneycroft. “, ,Neither more nor les
"evil,” replied Morse",",", mysteriously. “@Psh
rse@ mysteriously. “, ,Pshaw! poh!” cried L
elveteen jacket with, 112 AURIOL.," ivory buttons, who "
"ing his hat, said, “", ,"Mr. Thorneycroft, I "
"rneycroft, I believe", ,?” “My name is Thorn
yeing him askance. “, ,"And your name, I fan"
", I fancy, is Ginger", ,"?” “@Exactly, sir,” "
"ancy, is Ginger@?” “", ,"Exactly, sir,” repli"
" touching his hat, “", ,ex-actly. I didn’t t
s of your darter.” “, ,Of Ebba!” exclaimed 
our news is good.” “, ,I wish it wos better
lied the dog-fancier,",", gravely@; “but I’m 
dog-fancier@ gravely, ,; “but I’m afeerd sh
 werry bad hands.” “, ,"That she is, if she’"
",” observed Morse. “", ,"Vy, Old Parr, that a"
m in astonishment. “, ,"Vy, ‘ow you are tran"
"ogrified, to be sure", ,!” “@But what of my 
"ied, to be sure@!” “", ,But what of my daugh
” cried Thorneycroft, ,; “where is she? Tak
be well rewarded.” “, ,I’ll do my best to t
",” replied Ginger, “", ,for my heart bleeds 
eadful bad hands.” “, ,Do you allude to Mr.
ried Thorneycroft. “,HE STATUE AT CHARI,"N@@@@@@@@@@@@@@o, he"
“@@@@@@@@@@@@@@@@@@N,G-CROSS. 113 N,"o, he’s as much a wi"
"ter,” replied Ginger", ,; “I thought him qui
 to my knowledge.” “, ,You alarm me greatly
ried Thorneycroft. “, ,What is to be done@?
“@What is to be done, ,?” “@I shall know in
t is to be done@?” “, ,I shall know in a fe
",” replied Ginger. “",T,I ain’t got the exac
said Thorneycroft. “, ,He couldn’t help you
he hurried away. Cha, ,pter@@@ 11@ Preparat
rried away. Cha@pter,OL., 11@ Preparations@ O
away. Cha@pter@@@ 11,., Preparations@ On th
@@@ 11@ Preparations,.," On that same night,"
ped in a rough great,-,"coat, and did not tu"
trio at the table; “, ,and I’m happy to say
. Ginger’s remark. “, ,As I said to you thi
rin’ your darter.” “, ,"Yes, it’s your only "
 echoed the Tinker. ,PREPARATIONS. 115 ,“@Ve’re about to ris
 @@@@@@@@@@@@@@@@@@“, ,Ve’re about to risk 
"r,” said the Sandman", ,"; “so, in coorse, ve"
ortionate revard.” “, ,If you enable me to 
"s,” said the Tinker—", ,“@that’s my lowest.”
” said the Tinker—@“, ,that’s my lowest.” “
that’s my lowest.” “, ,"And mine, too,” said"
said the Sandman. “I,J, shall take nuffin’ 
” remarked Ginger. “, ,I’m sworn champion o
heir own bargins.” “, ,"Well, I assent,” ret"
 Mr. Thorneycroft; “, ,and the sooner we se
t out the better.” “, ,Are you armed@?” ask
er.” “@Are you armed, ,?” asked Ginger. “I 
?” asked Ginger. “I ,T,have a brace of pist
lied Thorneycroft. “, ,"All right, then—ve’v"
n in the rough great,-,"coat, who had hither"
ned round. To the ir,v,on-merchant’s surpri
ce of black crape. “, ,Who is this@?” he de
crape. “@Who is this, ,?” he demanded with 
",” replied Ginger. “", ,Vithout him ve could
ve could do nuffin’.,”," His name is Reeks, "
n our enterprise.” “, ,He claims a reward t
"eward too, I suppose", ,?” said Thorneycroft
?” said Thorneycroft, ,.@ “@@@@@@I@@@ @@wil
 said Thorneycroft@.,2, “@@@@@@I@@@ @@will 
id Thorneycroft@.@ “,16 AUR,I@@@ @@will tell you
neycroft@.@ “@@@@@@I,"OL,", @@will tell you wha
roft@.@ “@@@@@@I@@@ ,T ,will tell you what r
"the iron-merchant, “", ,provided always——” “
provided always——” “, ,"No provision, sir,” "
nterrupted the other,",", quickly. “@You must
he other@ quickly. “, ,You must swear to ke
u must swear to keep,), silence uncondition
hter is detained.” “, ,"Svear, sir; it is yo"
 whispered Ginger. “, ,"Well, if it must be,"
 very mysterious.” “, ,The whole affair is 
"s,” replied Reeks. “", ,You must also consen
t into the coach.” “, ,Anything more@?” ask
ch.” “@Anything more, ,?” asked the iron-me
the iron-merchant. “, ,You must engage to o
",” rejoined Reeks. “", ,"Otherwise, there is "
hance of success.” “, ,"Be it as you will,” "
t perforce agree.” “, ,All then is clearly 
ate Mr. Thorneycroft, PREPARATIONS. 117, heard the Tinker an
t have got outside. ,. ,"The next moment, the"
. It made many turns, ,; but at length proc
"d passed through, it",",", closed. The bandage
lapidated mansion. “, ,"We are now arrived,”"
"arrived,” said Reeks",",", to the iron-merchan
"the iron-merchant, “", ,and you will have ne
king out his pistols,", 118 AURIOL",. The others drew th
w their cutlasses. “, ,"Now then, follow me,"
e others. Chapter 12,., The Chamber of Myst
e Chamber of Mystery,., We shall now return
in pieces. At length,",", the vehicle stopped
pened. Having passed, THE CHAMBER OF MYSTERY. 119," through it, she was"
upon his features. “, ,Drink@!” he cried; “
is features. “@Drink, ,!” he cried; “it wil
 it to the ground. “, ,You have acted fooli
" foolishly,” he said",",", sternly@; “the poti
"y,” he said@ sternly", ,; “the potion would 
tstretched wings. In, 120 AURIOL., this lamp were seve
 two vases of jet. “, ,What is behind that 
"anon,” he replied. “", ,"Meanwhile, seat your"
"hat paper,” he cried",",", imperiously. Ebba g
ed over her frame. “, ,"By this,” she cried,"
"and body, to you?” “", ,"You do,” replied the"
 suddenly fell upon ,of Mys,t@@@@@@h@@@e@@@@@@@@
ly fell upon @@@@@@t,e ry C,h@@@e@@@@@@@@@@@@@@@
 upon @@@@@@t@@@@@@h,amb,e@@@@@@@@@@@@@@@@@@@
n @@@@@@t@@@@@@h@@@e,r THE CHAMBER OF MYSTERY. 121 the," lamp, and the chamb"
w the reflection of ,122 AURIOL. ,a gigantic figure up
w paces of her. “Who,",", and what are ye@?” 
Who@ and what are ye, ,"?” she cried, wild w"
 wild with terror. “, ,The victims of Aurio
he victims of Auriol, ,!” replied the figur
gure on the right. “, ,"As we are, such will"
 you be ere long.” “, ,What crime have you 
e have you committed, ,?” demanded Ebba. “@
@?” demanded Ebba. “, ,"We have loved him,” "
ulpable with you.” “, ,You will share our d
 the third figure. “, ,Heaven have mercy up
"curtain exclaimed, “", ,"Sign, or Auriol is l"
"ave him,” cried Ebba",",", distractedly. “@Wit
bba@ distractedly. “, ,Witness his chastise
ragged forth from it, THE CHAMBER OF MYSTERY. 123, by two masked perso
" of this fiend, Ebba", 1,"!” cried Auriol, gaz"
 her distractedly. “, ,Will you save him be
"iving, into the tomb", ,?” cried the voice. 
ternity of torture.”,”, “I cannot save him 
espair. “Is it you?”," 124 AURIOL,", The figure bowed it
undered the voice. “, ,Your attempt at self
"wards the table, and",",", to his unspeakable 
ther veiled forms. “, ,"All is accomplished,"
” cried the voice. “, ,Away with him!” On t
n brought forth. Cha, ,p@@@@@@@@@@@@@@@@@@@
brought forth. Cha@p,"F THE FIRST BOOK, Jn",ter@@@@@@@@@@@ 1@ Th
@@@@@@@@@@@@@@@@@ter,"mean,—1800.", 1@ The Tomb of the 
@@@@ter@@@@@@@@@@@ 1,., The Tomb of the Ros
 of the 1st of March,","," 1800, and at a late"
", were loosened, and", 126 AURIOL., quaked beneath the 
eneath the footsteps, ,; the wide and empty
"trait, with the date",",", 1550. Pausing befor
thus addressed it: “,HE TOMB OF THE ROSICRUCIAN. 127 * ,"Dost hear me, old an"
cestor?” he cried. “,T,"I, thy descendant, C"
"hed hand, exclaiming",",", in a loud voice@: “
ing@ in a loud voice, ,": “@Dost hear me, I "
 in a loud voice@: “, ,"Dost hear me, I say,"
"re. Dost hear, I say", ,?” And he repeated t
ell to the ground. “, ,What is this?” cried
left by the plate. “,‘ ,Ha!—my invocation ha
ation has been heard, ,"!” And, snatching up"
pen space beyond it., 128 AURIOL. . .," “This, then, is the"
"mb,” cried Rougemont", ,; “@there can be no 
 cried Rougemont@; “, ,there can be no doub
fficulty.” With this,",", he hastily quitted 
"ver, and a pitchfork", ,; armed with which a
ollowing inscription, ,: “@POST C.C.L. ANNO
wing inscription@: “, ,POST C.C.L. ANNOS PA
 “and the date 1550—,—,"why, the exact time "
" what would happen, ",“,and evidently intend
nd it fell inwards. ,_ ,From the aperture le
", gentle as that of ",THE TOMB OF THE ROSIORUCLAN. 129 ,"the moon, around. Th"
of eternity—wrought ,| ,in purest gold; whil
"es, squares, and dia", K 130 AURIOL. ,"grams, and in some p"
ollowing inscription, ,: “Hoc universi comp
i sepulcrum feci.” “, ,"Here, then, old Cypr"
of marble fell with ,o,"a thundering crash, "
hanced upon one page,",", the@@@@@@@@@@@@@@@@
d upon one page@ the, THE TOMB OF THE ROSICRUCIAN. 131 —, import of which he 
"ion, while an almost",., fiendish smile play
upon his features. “, ,"Aha!” he exclaimed, "
source it comes from, ,!—ha! ha!” And seizi
"y wish,” he cried. “", ,"Boundless wealth, an"
"n, for the gift.” Ch", ,apt@er@@@@@ 2@@ The 
or the gift.” Ch@apt, ,er@@@@@ 2@@ The Comp
the gift.” Ch@apt@er,BIOL., 2@@ The Compact@ Ab
t.” Ch@apt@er@@@@@ 2,L., The Compact@ Abou@t
@@@@ 2@@ The Compact,., Abou@t two months a
@@ The Compact@ Abou,r,t two months after t
ounded in his ear. “, ,It is useless to med
o had checked him. “, ,If you find life a b
well known to him. “, ,"Leave me, Rougemont@"
"@Leave me, Rougemont", ,!” he cried@ fiercel
ougemont@!” he cried,",", fiercely. “I want n
ve your distress.” “, ,Will you give me bac
me?” cried Auriol. “, ,Will you pay my inex
ave me from a prison, ,?” “@I will do all t
e from a prison@?” “, ,"I will do all this, "
est men in London.” ,THE COMPACT. 133 ,“@Spare your insulti
” @@@@@@@@@@@@@@@@@“, ,Spare your insulting
ejoined Rougemont. “, ,"Come with me, and yo"
ere?” he inquired. “, ,"Ask no questions,” r"
ew words in an under, ,"tone to them, and th"
eously-furnished and,_, brilliantly-illumin
lliantly-illuminated," ,", apartment. The serv
" Auriol exclaimed, “", ,Is it to mock me tha
ve brought me hither, ,"?” “To mock you—no,”"
bottle and a goblet., 134 AURIOL., “Taste this wine—it
",” said Rougemont. “", ,You will be better a
"ad,” cried Auriol. “", ,It is some damnable 
 you once quaffed—eh, ,?” “A truce to this 
uce to this raillery, ,!” cried Auriol@ ang
lery@!” cried Auriol,",", angrily. “I have sa
n no mood to bear it, ,.” “@Pshaw! I mean n
mood to bear it@.” “, ,Pshaw! I mean no off
anging his manner. “, ,What think you of th
nk you of this house, ,?” “@That it is magn
u of this house@?” “, ,That it is magnifice
replied Rougemont. “, ,Mine! you are mockin
"e, if you please.” “", ,At what price?” aske
price?” asked Auriol,",", bitterly. “At a pri
replied the other. “, ,"Come this way, and w"
 this house without ,THE COMPACT. 135 ,the means of living 
sh you with them.” “, ,Notes to an immense 
g at its contents. “, ,"They are yours, toge"
"” cried Rougemont, “", ,if you will but sign
 compact with me.” “, ,A compact@!” cried A
ith me.” “@A compact, ,"!” cried Auriol, reg"
undefinable terror. ,‘,“@Who@ and what are 
definable terror. @“, ,Who@ and what are yo
nable terror. @“@Who,",", and what are you?” 
!” replied Rougemont,",", carelessly. “But yo
re could you require, ,?” “@But upon what t
uld you require@?” “, ,But upon what terms@
@But upon what terms, ,?” demanded Auriol. 
replied the other. “, ,You shall judge for 
om it a parchment. “, ,"Sit down,” he added,"
"t down,” he added, “", ,and read this.” Auri
grasp. After a while,",", he looked up at Rou
"ew,” cried Auriol. “", ,Avaunt! I will have 
ealings with you.” “,36 AUR,I@@@ @@@thought you 
 with you.” “@@@@@@I,OL., @@@thought you wise
h you.” “@@@@@@I@@@ ,“T ,thought you wiser th
You are immortal.” “, ,"True,” rejoined Auri"
"ue,” rejoined Auriol",",", thoughtfully@; “@@b
Auriol@ thoughtfully, ,; “@@but yet——” “@Ps
ol@ thoughtfully@; “,‘ ,but yet——” “@Pshaw!”
ly@; “@@but yet——” “, ,Pshaw!” rejoined the
tim—a female victim—, ,whenever you shall r
"it,” cried Auriol. “", ,"Precisely,” replied "
g that condition.” “, ,But if I fail in doi
"so, I am doomed——” “", ,But you will not fai
"er, lighting a taper",",", and sealing the par
ing the parchment. “, ,Now sign it.” Auriol
 on the document. “I,T, shall bring eternal
" it,” he muttered. “", ,A stroke of the pen 
 over his shoulder. ,‘,“@Riches and happine
ver his shoulder. @“, ,Riches and happiness
er chance.” “Tempter, ,"!” cried Auriol, has"
rang in his ears. “I,J, repent—give it me b
pent—give it me back, ,"!” he cried, endeavo"
ust into his bosom. ,” THE COMPACT. 137 ,“It is too late@!” c
@@@@@“It is too late, ,"!” cried the latter,"
rredeemably mine.” “, ,Ha@!” exclaimed Auri
deemably mine.” “@Ha, ,"!” exclaimed Auriol,"
ack on the couch. “I,J, leave you in posses
pursued Rougemont; “, ,but I shall return i
"t victim! oh, Heaven", ,!” exclaimed Auriol.
alls on Edith Talbot, ,!” replied Rougemont
ol; “she your victim, ,! Think you I would 
th a bitter laugh. “, ,And such will ever b
"l then, farewell!” “", ,Stay@!” cried Auriol
"n, farewell!” “@Stay", ,!” cried Auriol. “@I
y@!” cried Auriol. “,T,I break the bargain 
"se some moments ago,", 138 AURIOL., telling them that t
 had made for him. “, ,And we hope nothing 
ne?” cried Auriol. “, ,"Oh, quite sure, sir,"
d the hall porter. “,T,I helped him on with
im on with his cloak,",", myself. He said he 
"e him,” cried Auriol",",", sharply@; “mind tha
ried Auriol@ sharply, ,; “mind that. Deny m
 enter the house.” “, ,Your orders shall be
ing with surprise. “, ,"Now leave me,” cried"
"e deepest despair, “", ,All precautions are 
ss. I am indeed lost, ,!” C@hapt@@@@@@@@er 
 am indeed lost@!” C, ,hapt@@@@@@@@er @3@ I
ndeed lost@!” C@hapt,SOLUTION,er @3@ Irre@solution
!” C@hapt@@@@@@@@er ,1,3@ Irre@solution@@@@
 C@hapt@@@@@@@@er @3,9, Irre@solution@@@@@ 
t@@@@@@@@er @3@ Irre, ,solution@@@@@ On ret
er @3@ Irre@solution,TION., On returning to the
"ight, he exclaimed—“", ,"Yes, yes—all obstacl"
nly checking himself, ,"—“worse than mad, to"
