Contexte gauche,Chaîne,Transcription,Contexte droit
u can settle for us.,”,',"@ “Well, let’s see,”"
settle for us.”@ “We,l,I,"l, let’s see,”@ sque"
"for us.”@ “Well, let",’,',"s see,”@ squeaked th"
"”@ “Well, let’s see,",”,',@ squeaked the dwarf
"e,”@ squeaked the dw",a,n,rf. “What is it?” “V
 dwarf. “What is it?,”,""""," “Vy, it’s relative "
"What is it?” “Vy, it",’,',s relative to your a
"elative to your age,",”,',@ rejoined the Tinke
" your age,”@ rejoine",d,l, the Tinker. “Ven wo
joined the Tinker. “,V,W,en wos you born@?”@ 
wos you born@?”@ “It,’,',"s so long ago, I can"
"t’s so long ago, I c",a,n,"n’t recollec@t,”@ re"
"s so long ago, I can",’,',"t recollec@t,”@ retu"
" ago, I can’t recoll",e,c,"c@t,”@ returned Old "
" I can’t recollec@t,",”,',@ returned Old Parr@
d Old Parr@ rather s,u,n,lkily. “@You must ha
rr@ rather sulkily. ,“,4,@You must ha’ seen s
lkily. “@You must ha,’,', seen some changes i
rayther think I have,—,-,"a few,”@ repli@ed Ol"
" think I have—a few,",”,',"@ repli@ed Old Parr,"
"ave—a few,”@ repli@e",d,l," Old Parr, whose ton"
"arr, whose tongue th",e,o, generous liquid had
e the generous liqui,d,l, had loosened. “I’ve
city of London pulle,d,l," down, and built up "
", and built up again",—,-,if that’s anything. 
ilt up again—if that,’,',s anything. I’ve see
again—if that’s anyt,h,l,ing. I’ve seen it gr
this Rookery of ours,—,-,this foul vagabond n
kery of ours—this fo,u,n,l vagabond neighbour
gabond neighbourhood,—,-,an open country fiel
a lovely spot it was,.,l, Broad Saint Giles’s
s. Broad Saint Giles,’,',"s, at the time I spe"
uses@ standing by th,e,o," roadside, and there"
"side, and there wasn",’,',t a single habi@@tat
 which was fenced ro,u,n,"nd with pales, like "
d from Saint M@artin,’,',@s Lane to Drury Hou
nsion situated on th,e,o, easterly side of Dr
asterly side of Drur,y,-," Lane, amid a grove "
terly side of Drury ,L,l,"ane, amid a grove of"
", amid a grove of be",a,n,utiful timber.”@ “@M
beautiful timber.”@ ,“,e,@My eyes!” cried Gin
 prolonged whistle; ,“,t,the place must be pr
mogrified indeed@!” ,“,4,@If I were to descri
@!” “@If I were to d,e,o,scribe the changes t
” “@If I were to des,c,e,ribe the changes tha
cribe the changes th,a,u,t have taken place i
changes that have ta,k,l,en place in London s
e in London since I’,v,',"e known it, I might "
"talking for a month,",”,',@ pursued Old Parr. 
place is altered. Th,e,o, Thames itself is un
he Thames itself is ,u,n,nlike the Thames of 
lear and bright abov,e,r,@ London Bridge as t
 as they are now at ,K,I,ew or Richmond; and 
 Richmond; and its b,a,n,"nks, from Whitefriar"
"Scotland Yard, were ",e,c,dged with gardens. A
gardens. And then th,e,o, thousand gay wherri
at covered its bosom,—,-,all are gone—all are
s bosom—all are gone,—,-,all are gone@!” “Tho
ll are gone@!” “Thos,e,o, must ha’ been nice 
ne@!” “Those must ha,’,', been nice times for
en nice times for th,e,o, jolly young vaterme
vatermen vich at Bla,c,e,k friars wos used fo
"wos used for to ply,",”,',@ chanted @@@@@@@@@@
@@@@@@@@@@@@@the Tin,k,l,@er; “@@but the stea
@@@@@@@the Tink@er; ,“,`,@@but the steamers h
ut their noses out o,’,'," joint.”@ “True,”@ r"
 noses out o’ joint.,”,',"@ “True,”@ replied O"
"t o’ joint.”@ “True,",”,',@ replied Old Parr; 
@ replied Old Parr; ,“,',"@@and I, for one, am"
"r it. Remembering, a",s,e," I do, what the rive"
 the river used to b,e,a, when enlightened by
 enlightened by gay ,c,e,raft and merry compa
"merry company, I can",’,',t help wishing its w
e city of Queen Bess,’,',s days. You should h
ueen Bess’s days. Yo,u,n, should have seen th
Bess’s days. You sho,u,n,ld have seen the Str
seen the Strand then,—,-,a line of noblemen’s
n—a line of noblemen,’,',s houses—and as to L
r wealthy goldsmiths,’,', shops—but I don’t l
hy goldsmiths’ shops,—,-,but I don’t like to 
ths’ shops—but I don,’,',t like to think of ’
ike to think of ’em.,”,',"@ “Vell, I’m content"
"f ’em.”@ “Vell, I’m ",c,o,ontent vith Lunnun a
"ith Lunnun as it is,",”,',@ replied the Tinker
"un as it is,”@ repli",e,o,"d the Tinker, “@‘spe"
"replied the Tinker, ",“,`,@‘specially as there
"plied the Tinker, “@",‘,',specially as there a
ecially as there ain,’,',t much chance o’ the
 ain’t much chance o,’,', the ould city bein’
e o’ the ould city b,e,c,in’ rewived.”@ “@Not
’ the ould city bein,’,', rewived.”@ “@Not mu
 city bein’ rewived.,”,',"@ “@Not much,”@ repl"
ty bein’ rewived.”@ ,“,t,"@Not much,”@ replied"
"wived.”@ “@Not much,",”,',"@ replied the dwarf,"
"rf, finishing his gl",a,e,"ss, which was replen"
gn from the Tinker. ,“,t,"@I s’pose, my wenera"
om the Tinker. “@I s,’,',"pose, my wenerable, "
", my wenerable, you’",v,',e seen the king as b
e seen the king as b,e,o,queathed his name to
"ese pretty creaters,",”,',"@ said Ginger, raisi"
ibit the heads of th,e,o, two little black-an
 black-and-tan spani,e,c,ls. “What! old Rowle
-tan spaniels. “What,!,1, old Rowley@?”@ cri@
 “What! old Rowley@?,”,',@ cri@ed the dwarf—“
ey@?”@ cri@ed the dw,a,n,rf—“@often. I was pa
"chess of Cleveland, ",a,n,nd I have seen him a
s with a pack of dog,s,e, of that description
iption at his heels.,”,',@ “Old Rowley wos a@
@ king arter my own ,‘,',"art,”@ said Ginger, "
"g arter my own ‘art,",”,',"@ said Ginger, risin"
ting a pipe at the f,i,l,re. “@@He loved the 
a pipe at the fire. ,“,t,@@He loved the femi@
fire. “@@He loved th,e,o, femi@-@ n@@@@@@@@in
@@He loved the femi@,-,5,@ n@@@@@@@@ine speci
e loved the femi@-@ ,n,A,@@@@@@@@ine specious
 n@@@@@@@@ine specio,u,n,s as well as the ca-
ine specious. Can yo,u,n, tell us anythin’ mo
Can you tell us anyt,h,l,in’ more about him@?
 you tell us anythin,’,', more about him@?” “
’ more about him@?” ,“,e,"Not now,”@ replied O"
"out him@?” “Not now,",”,',@ replied Old Parr. 
"im@?” “Not now,”@ re",p,n,lied Old Parr. “I’ve
"now,”@ replied Old P",a,u,rr. “I’ve seen so mu
brain is quite addle,d,l,. My memory sometime
y memory sometimes d,e,c,"serts me altogether,"
and my past life app,e,c,ars like a dream. Im
t life appears like ,a,n, dream. Imagine what
life appears like a ,d,i,ream. Imagine what m
like a dream. Imagin,e,o, what my feelings mu
m. Imagine what my f,e,c,"elings must be, to w"
to walk through stre,e,c,"ts, still called by "
"streets, still calle",d,l," by the old names, b"
s wholly changed. Oh,!,1, if you could but ha
"don, you would not b",e,o, able to endur@e the
 the modern city. Th,e,o, very atmosphere was
he very atmosphere w,a,n,s different from tha
nt from that which w,e,o," now breathe, charge"
of myriads of sea-co,a,u,l fires; and the old
d the old picturesqu,e,o, houses had a charm 
esque houses had a c,h,l,"arm about them, whic"
"odious, altogether w",a,u,nt.”@ “You talk like
"us, altogether want.",”,',@ “You talk like one
“You talk like one o,’,', them smart chaps th
"erly, penny-a-liars,",”,',@ observed Ginger. “
rved Ginger. “But yo,u,n, make me long to ha’
you make me long to ,h,l,a’ lived i’ those ti
u make me long to ha,’,', lived i’ those time
 long to ha’ lived i,’,', those times.”@ “@If
d i’ those times.”@ ,“,4,@If you had lived in
elonged to Paris Gar,d,l,"en, or the bull-bait"
" Paris Garden, or th",e,o, bull-baiting and be
"houses in Southwark,",”,',@ replied Old Parr. 
een fellows just lik,e,o, you at each of thos
 you at each of thos,e,o," places. Strange, th"
ee@t a face that I c,a,n,n remember in James 
r in James the First,’,',s time. But the old 
 the First’s time. B,u,a,t the old places are
 But the old places ,a,n,re gone—clean gone@!
gone—clean gone@!”@ ,“,',@Accordin’ to your o
—clean gone@!”@ “@Ac,c,e,ordin’ to your ow@n 
 gone@!”@ “@Accordin,’,', to your ow@n showin
 to your ow@n showin,’,',", my wenerable frien"
"owin’, my wenerable ",f,I,"riend, you must ha’ "
" friend, you must ha",’,', lived uppards o’ tw
 ha’ lived uppards o,’,', two hundred and sev
ved uppards o’ two h,u,l,ndred and seventy ye
"ed and seventy year,",”,',"@ said Ginger, assum"
"ty year,”@ said Ging",e,c,"r, assuming a conseq"
"manner. “Now, doorin",’,'," all that time, have"
"hat time, have you n",e,c,ver felt inclined to
kick the bucket@?”@ ,“,T,@@@@@N@@@@@@@@@@@@@@
"@@@@@@@ot the least,",”,',@ replied Old Parr. 
"tle, I should think,",”,',"@ replied Ginger, he"
ignificantly. “I don,’,',t know vether you’re
on’t know vether you,’,',re a deceivin’ of us
ether you’re a decei,v,r,in’ of us or yoursel
er you’re a deceivin,’,'," of us or yourself, "
"elf, my wenerable; b",u,n,t von thing’s quite 
rable; but von thing,’,',s quite clear@—you c
but von thing’s quit,e,o, clear@—you can’t ha
thing’s quite clear@,—,-,you can’t have lived
quite clear@—you can,’,',t have lived all tha
clear@—you can’t hav,e,o, lived all that time
ed all that time. It,’,',s not in nater.” “Ve
"r.” “Very well, then",—,-,"I haven’t,”@ said Ol"
"y well, then—I haven",’,',"t,”@ said Old Parr.@"
"ell, then—I haven’t,",”,',@ said Old Parr.@@@@
"hen—I haven’t,”@ sai",d,1, Old Parr.@@@@@@@@ A
@@@@@@ And he finish,e,o,"d his rum-and-water,"
e drowsy youth. “You,’,',ve seen some picters
 seen some picters o,’,'," Old Lunnon, and the"
 picters o’ Old Lunn,o,u,"n, and they’ve haant"
"’ Old Lunnon, and th",e,o,y’ve haanted you in 
"Old Lunnon, and they",’,',ve haanted you in yo
"d Lunnon, and they’v",e,o, haanted you in your
d they’ve haanted yo,u,n," in your dreams, til"
nted you in your dre,a,n,"ms, till you’ve begu"
"ur dreams, till you’",v,',e begun to fancy you
 you’ve begun to fan,c,e,y you liv@ed in thos
"v@ed in those times,",”,',@ said Ginger. “Very
"inger. “Very likely,",”,',@ replied Old Parr—“
 Parr—“@very likely.,”,',@ There was somethin
r calculated to piqu,e,o, the dog-fancier’s c
 pique the dog-fanci,e,o,r’s curiosity. “@How
ique the dog-fancier,’,',s curiosity. “@How c
ancier’s curiosity. ,“,e,"@How comes it,”@ he "
"ity. “@How comes it,",”,',"@ he said, stretchin"
stretching out his l,e,c,"gs, and arranging hi"
"ing out his legs, an",d,l, arranging his neckc
"ow comes it, if you’",v,',"e lived so long, tha"
"s it, if you’ve live",d,l," so long, that you a"
"o long, that you ain",’,',t higher up in the s
r up in the stirrups,—,-,"better off, as folks"
up in the stirrups—b,e,c,"tter off, as folks s"
", as folks say@?” Th",e,o, dwarf made no reply
ks say@?” The dwarf ,m,r,"ade no reply, but co"
say@?” The dwarf mad,e,o," no reply, but cover"
but covering his fac,e,o," with his hands, s@e"
"with his hands, s@ee",m,n,@ed a prey to deep e
 After a few moments,’,'," pause, Ginger repea"
er a few moments’ pa,u,n,"se, Ginger repeated "
 a few moments’ paus,e,c,", Ginger repeated th"
eated the question. ,“,e,If you won’t believe
uestion. “If you won,’,',t believe what I tel
n’t believe what I t,e,c,"ll you, it’s useless"
" what I tell you, it",’,',s useless to give an
"s to give an answer,",”,',"@ said Old Parr, som"
"t gruffly. “Oh yes, ",I,T," believe you, deputy"
"y. “Oh yes, I believ",e,o," you, deputy,”@ obse"
"believe you, deputy,",”,',@ observed the Tinke
 observed the Tinker,",",;, “@and so does the S
"bserved the Tinker, ",“,',@and so does the San
"er, “@and so does th",e,o," Sandman.”@ “Well, t"
so does the Sandman.,”,',"@ “Well, then,”@ rep"
oes the Sandman.”@ “,W,w,"ell, then,”@ replied"
"dman.”@ “Well, then,",”,',"@ replied the dwarf,"
", then,”@ replied th",e,o," dwarf, “I’ll tell y"
"eplied the dwarf, “I",’,T,ll tell yo@u how it@
"rf, “I’ll tell yo@u ",h,l,ow it@@@@@@@ comes t
been against me. I’v,e,o, had plenty of chanc
 could get on. I’ve ,b,h,een in a hundred dif
s my destiny.” “That,’,',"s hard,”@ rejoined t"
"tiny.” “That’s hard,",”,',@ rejoined the Tinke
erry hard. But how d,’,',ye account for livin
ard. But how d’ye ac,c,e,ount for livin’ so l
ye account for livin,’,', so long@?”@ he adde
’ve already given yo,u,n," an explanation,”@ r"
" you an explanation,",”,',@ replied the dwarf.
eplied the dwarf. “A,v,y,", but it’s a cur’ous"
"e dwarf. “Av, but it",’,',"s a cur’ous story, a"
"warf. “Av, but it’s ",a,s," cur’ous story, and "
" “Av, but it’s a cur",’,',"ous story, and I van"
"Av, but it’s a cur’o",u,n,"s story, and I vants"
" friends to hear it,",”,',"@ said the Tinker, i"
"“Well then, to oblig",e,o," you, I’ll go throug"
"l then, to oblige yo",u,n,", I’ll go through it"
"en, to oblige you, I",’,T,ll go through it aga
"go through it again,",”,',@ rejoined the dwarf
”@ rejoined the dwar,f,t,. “You must know I w
w I was for some tim,e,o, servant to Doctor L
rying to find out th,e,o, secret of changing 
 changing lead and c,o,x,pper into gold.”@ “I
nd copper into gold.,”,',@ “I’ve known severa
"t secret, wenerable,",”,',@ observed Ginger. “
”@ observed Ginger. ,“,`,@And ve calls ’em sm
"lls ’em smashers, no",w,-,a@days—not halchemis
" smashers, nowa@days",—,-,not halchemists.”@ “
"s, nowa@days—not hal",c,e,hemists.”@ “Doctor L
ays—not halchemists.,”,',@ “Doctor Lamb’s obj
t halchemists.”@ “Do,c,e,tor Lamb’s object wa
ists.”@ “Doctor Lamb,’,',s object was actuall
ct was actually to t,u,n,rn base metal into g
"ase metal into gold,",”,',"@ rejoined Old Parr,"
of slight contempt. ,“,e,@@But his chief aim 
light contempt. “@@B,u,n,t his chief aim was 
 was to produce the ,e,E,lixir of long life. 
oduce the elixir of ,l,L,ong life. Night and 
 the elixir of long ,l,L,ife. Night and day h
ife. Night and day h,e,o, worked at the opera
ed at the operation;,—,-,night and day I labo
the verge of the gra,v,r,e in our search afte
mortality. One night,—,-,"I remember it well,—"
"—I remember it well,",—,-,it was the last nigh
"e sixteenth century,",—,-,"a young man, severel"
on London Bridge. I ,h,T,@@@@@@@@@@@@@@@@@@@@
@@@@@@@elped@ to con,v,r,ey him to the labora
"th the doctor, who w",a,s,s busy with his expe
"or, who was busy wit",h,l, his experiments. My
" the door, and thoug",h,k, I could not disting
"oor, and though I co",u,n,ld not distinguish m
"t passed inside, I h",e,c,ard sufficient to co
ded in distilling th,e,o, elix@ir. Hav@ing le
"nt this, I went down",-, ,"stairs, wondering wh"
"s, wondering what wo",u,n,ld next ensue. Half-
uld next ensue. Half,-, ,"an-hour elapsed, and"
 next ensue. Half-an,-, ,"hour elapsed, and wh"
"y, the young man who",m,n, I had assisted to c
 I had assisted to c,a,n,"rry up-stairs, and w"
 I supposed at death,’,',"s door, marched down"
"d at death’s door, m",a,n,rched down as firmly
"death’s door, marche",d,l, down as firmly as i
 as firmly as if not,h,l,"ing had happened, pa"
", and disappeared, b",e,o,fore I could shake o
ad drunk the elixir.,”,',@ “Ah@!—ah@!”@@ excl
ah@!”@@ exclaimed th,e,o," Tinker, with a know"
"panions, who returne",d,l, it with gestures of
it with gestures of ,e,c,qual significance. “
"soon as he was gone,",”,',"@ pursued the dwarf,"
"loor, I found the de",a,n,d body of Doctor@ La
th myself what to do,—,-,whether to pursue hi
ther to pursue his m,u,n,"rderer, for such I a"
"rer, for such I acco",u,n,nted the young man; 
 I thought the cours,e,a, useless. I next loo
hought the course us,e,c,less. I next looked 
seless. I next looke,d,l, round to see whethe
hether the precious ,e,o,lixir was gone. On t
as gone. On the tabl,e,o," stood a phial, from"
 On the table stood ,a,s," phial, from which a"
"a phial, from which ",a,n, strong spirituous o
ch a strong spirituo,u,n,s odour exhaled; but
trong spirituous odo,u,n,r exhaled; but it wa
d by a worm with an ,a,n,lembic on the furnac
 an alembic on the f,u,n,rnace. On examining 
lembic on the furnac,e,o,". On examining it, I"
ight transparent liq,u,n,"id, which, poured fo"
@@@@@@@@the same odo,u,n,r as the phial. Pers
al. Persuaded this m,u,n,st be the draught of
ersuaded this must b,e,a, the draught of immo
ght of the young man,’,',s miraculous recover
fed the potion. It w,a,n,s as if I had swallo
it were my dead mast,e,c,"r, and two or three "
ith which the walls ,w,s,ere garnished. And t
 which the walls wer,e,o, garnished. And thes
ons shook their fles,h,l,less arms and gibber
and gibbered; and th,e,o, various strange obj
r occasioned by thes,e,o," fantasies, combined"
ned by these fantasi,e,c,"s, combined with the"
th the potency of th,e,o," draught, took away "
oach on his fixed co,u,n,ntenance; and the sk
 their places. Convi,n,u,ced that I was proof
. Convinced that I w,a,u,s proof against deat
s proof against deat,h,l,", I went forth. But "
a curse went with me,!,l, From@ that day to t
ith me! From@ that d,a,s,y to this@ I have li
am constantly haunte,d,l, by visions of my ol
old converse with me,—,-,to lead me into stra
into strange places.,”,',@ “Exactly the case 
 the case with the t,’,',"other,”@ whispered t"
"se with the t’other,",”,',@ whispered the Tink
"ther,”@ whispered th",e,a, Tinker to the Sandm
Sandman. “Have you e,v,r,"er, in the coorse o’"
"u ever, in the coors",e,a," o’ your long life, "
"ver, in the coorse o",’,'," your long life, met"
 in the coorse o’ yo,u,n,"r long life, met the"
ng man as drank the ,‘,',lixir@?”@ he inquire
the ‘lixir@?”@ he in,q,g,uired of the dwarf. 
uired of the dwarf. ,“,m,@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@.” “Do yo,u,n, happen to rekilect 
you happen to rekile,c,e,t his name?”@ “@No; 
ekilect his name?”@ ,“,e,@No; it has@ quite e
"e escaped my memory,",”,',@ answered Old Parr.
 answered Old Parr. ,“,t,@Should you rekilect
ld Parr. “@Should yo,u,n," rekilect it, if you"
heerd it?”@ asked th,e,o, Tinker. “Perhaps I 
"r. “Perhaps I might,",”,',@ returned the dwarf
he dwarf; “but I can,’,',t say.”@ “@Wos it Au
f; “but I can’t say.,”,',@ “@Wos it Auriol Da
“but I can’t say.”@ ,“,e,@Wos it Auriol Darcy
arcy@?”@ demanded th,e,o, other. “@That was t
demanded the other. ,“,4,"@That was the name,”"
"“@That was the name,",”,',"@ cried Old Parr, st"
"hat was the name,”@ ",c,e,"ried Old Parr, start"
u come to know it?” ,“,e,"@Ve’ve got summat, a"
e to know it?” “@Ve’,v,',"e got summat, at las"
"got summat, at last,",”,',"@ said the Tinker, w"
 friends. “How do yo,u,n," come to know it, I "
 extreme agitation. ,“,e,"@Never mind,”@ rejoi"
reme agitation. “@Ne,v,o,"er mind,”@ rejoined "
"ation. “@Never mind,",”,',@ rejoined th@e Tink
ith a cunning look; ,“,`,@@you see I does kno
I does know some cur,’,',ous matters as veil 
ur’ous matters as ve,i,l,"l as you, my old fil"
"you, my old file. Yo",’,',"ll be good evidence,"
hes to prov@e the fa,c,e,t agin him.”@ “@Prov
e the fact agin him.,”,',@ “@Prove what?—and 
he fact agin him.”@ ,“,4,@Prove what?—and aga
t agin him.”@ “@Prov,e,o, what?—and against w
st whom@?”@ cried th,e,o, dwarf. “One more qu
" more questin, and I",’,T,"ve done,”@ pursued t"
"stin, and I’ve done,",”,',@ pursued the Tinker
", and I’ve done,”@ p",u,n,rsued the Tinker. “S
"e done,”@ pursued th",e,a, Tinker. “Should you
e Tinker. “Should yo,u,n, know this young man
"m?” “No doubt of it,",”,',@ replied Old Parr; 
"doubt of it,”@ repli",e,o,d Old Parr; “@his fi
",”@ replied Old Parr",;,g, “@his figure often 
@ replied Old Parr; ,“,`,@his figure often fl
 Old Parr; “@his fig,u,a,re often flits befor
often flits before m,e,o, in dreams.”@ “Shall
before me in dreams.,”,',@ “Shall ve let him 
 ve let him into it?,”,',"@ said the Tinker, c"
s in a low tone. “Ay,—,-,"ay,”@ replied the Sa"
" a low tone. “Ay—ay,",”,',@ replied the Sandma
"@@@etter vait a bit,",”,',"@ remark@ed Ginger, "
" remark@ed Ginger, s",h,l,aking his head dubio
"ger, shaking his hea",d,i, dubiously. “There’s
s head dubiously. “T,h,l,ere’s no hurry.”@ “@
ad dubiously. “There,’,',s no hurry.”@ “@No; 
. “There’s no hurry.,”,',@ “@No; ve must deci
There’s no hurry.”@ ,“,e,@No; ve must decide 
@ “@No; ve must deci,d,l,"e at vonce,”@ said t"
"ust decide at vonce,",”,',@ said the Tinker. “
"decide at vonce,”@ s",a,s,id the Tinker. “Jist
"x@amine them papers,",”,',"@ he added, handing "
the pocket-book to O,l,I,"d Parr, “@@and favou"
"t-book to Old Parr, ",“,`,@@and favour us vith
ith your opinion on ,’,',em.”@@ The dwarf was
your opinion on ’em.,”,',@@ The dwarf was abo
 when a hand was sud,d,l,enly thrust through 
er by the door. A pi,e,c,ce of heavy black dr
door. A piece of hea,v,r,y black drapery next
ce of heavy black dr,a,s,pery next descended 
ed by the nape of th,e,a," neck, lifted @up in"
"ck, lifted @up in th",e,o," air, and, notwithst"
tanding his shrieks ,a,n,"nd struggles, carrie"
ion attended his dis,a,n,ppearance. The dogs 
et up a prodigious b,a,n,"rking, and flew to t"
 flew to th@e rescue,—,-,one of the largest o
 over the body of th,e,o," drowsy waiter, who "
had sought his custo,m,r,ary couch upon the c
m his slumbers; whil,e,o," the Tinker, utterin"
"ierce impr@ecation, ",u,n,pset his chair in hi
ch hold of the dwarf,’,',s legs; but the latt
d vanish@ed entirely,.,",", “My eyes! here’s a 
d entirely. “My eyes,!,l, here’s a pretty go!
rely. “My eyes! here,’,',s a pretty go!”@ cri
 his back to the fir,e,o,", h@ad witnessed the"
tnessed the occurren,c,e,e in open-mouthed as
uthed astonishment. ,“,:,"@Vy, curse it!@ if t"
"ment. “@Vy, curse it",!,I,@ if the wenerable a
if the wenerable ain,’,',t a-taken the pocket
enerable ain’t a-tak,e,o,n the pocket-book wi
ble ain’t a-taken th,e,o, pocket-book with hi
pocket-book with him,!,1, It’s my opinion the
et-book with him! It,’,',s my opinion the dev
 time wos nearer at ,‘,',and than he expected
nearer at ‘and than ,h,l,e expected.”@ “Devil
nd than he expected.,”,',"@ “Devil or not, I’l"
n he expected.”@ “De,v,o,"il or not, I’ll have"
".”@ “Devil or not, I",’,',ll have him back agi
"e stairs, he caught ",h,l,old of the railing a
oval of one of the b,a,n,nisters. Groping alo
of one of the banist,e,c,rs. Groping along th
"o the dwarf, but rec",e,c,ived no answer to hi
"the dwarf, but recei",v,r,ed no answer to his 
erations; neither co,u,n,ld he discover any o
 he discover any one,",",., though he felt on e
"any one, though he f",e,o,lt on either side of
he felt on either si,d,l,e of the p@assage wi
 of the different ch,a,n,"mbers, alarmed by th"
"different chambers, ",a,n,"larmed by the noise,"
"ooms, they could ren",d,l,er no assistance. Wh
 render no assistanc,e,o,. While the Tinker w
 no assistance. Whil,e,o, the Tinker was thus
 disappointment in t,h,l,e most dreadful impr
rcase door was opene,d,l," by the landlord, wh"
was attended by all ,h,l,"is dogs, still barki"
king furiously; whil,e,o, the rear of the par
 furiously; while th,e,o, rear of the party w
"rowsy waiter, now wi",d,l,"e awake with fright,"
"aiter, now wide awak",e,o," with fright, and ca"
"ght, and carrying a ",c,e,andle. But though ev
he place was visited,—,-,though the attics we
as visited—though th,e,o, attics were searche
the windows examined,—,-,not a trace of the d
of the dwarf could b,e,c," discovered, nor any"
ce detected. Astonis,h,l,ment and alarm sat o
untenance. “W@hat th,e,o, devil can have beco
nance. “W@hat the de,v,s,il can have become o
 have become of him?,”,',@ cried the landlord
e of him?”@ cried th,e,a," landlord, with a@ l"
”@ cried the landlor,d,l,", with a@ look of di"
"of dismay. “Ay, that",’,',s the questin!”@ rej
"smay. “Ay, that’s th",e,o, questin!”@ rejoined
’s the questin!”@ re,j,i,oined the Tinker. “@
estin!”@ rejoined th,e,o, Tinker. “@@@@@@I@@@
”@ rejoined the Tink,e,o,r. “@@@@@@I@@@ begin
ejoined the Tinker. ,“,I,@@@@@@I@@@ begin to 
Tinker. “@@@@@@I@@@ ,b,l,egin to be of Ginger
egin to be of Ginger,’,',"s opinion, that the "
"opinion, that the de",v,r,il himself must have
evil himself must ha,v,r,e flown avay vith hi
th him. No von else ,c,e,ould ha’ taken a fan
 him. No von else co,u,n,ld ha’ taken a fancy
No von else could ha,’,', taken a fancy to hi
ould ha’ taken a fan,c,e,y to him.”@ “I only 
aken a fancy to him.,”,',@ “I only saw a hand
"d and a black cloak,",”,',@ said the Sandman. 
I thought I seed a p,a,s,"ir o’ hoofs,”@ cried"
ught I seed a pair o,’,'," hoofs,”@ cried the "
"eed a pair o’ hoofs,",”,',@ cried the waiter; 
d the waiter; “and I,’,',m quite sure I seed 
aiter; “and I’m quit,e,o, sure I seed a pair 
; “and I’m quite sur,e,o, I seed a pair o’ gr
sure I seed a pair o,’,', great glitterin’ ey
r o’ great glitterin,’,'," eyes,”@ he added, o"
"eat glitterin’ eyes,",”,',"@ he added, opening "
"itterin’ eyes,”@ he ",a,n,"dded, opening his ow"
"terin’ eyes,”@ he ad",d,l,"ed, opening his own "
tre orbs to their wi,d,l,est extent. “It’s a@
r widest extent. “It,’,',"s a@ strange affair,"
ent. “It’s a@ strang,e,o," affair,”@ observed "
"s a@ strange affair,",”,',@ observed the landl
"trange affair,”@ obs",e,c,rved the landlord@ g
dlord@ grav@ely. “It,’,',s certain that no on
oms. It was Old Parr,’,',"s business, as you k"
"rr’s business, as yo",u,n," know, to lo@ck ’em "
" you know, to lo@ck ",’,',em up carefully for 
fully for the night.,”,',"@ “Vell, all’s over "
" night.”@ “Vell, all",’,',"s over vith him now,"
"s over vith him now,",”,',@ said the Tinker; “
"ver vith him now,”@ ",s,a,aid the Tinker; “@an
"h him now,”@ said th",e,a, Tinker; “@and vith 
”@ said the Tinker; ,“,`,@and vith our affair
"h our affair, too, I",’,',m afeerd.”@ “Don’t s
"ir, too, I’m afeerd.",”,',@ “Don’t say die jis
", I’m afeerd.”@ “Don",’,',"t say die jist yet,”"
m afeerd.”@ “Don’t s,a,n,"y die jist yet,”@ re"
"’t say die jist yet,",”,',@ rejoined Ginger. “
nger. “The wenerable,’,',"s gone, to be sure; "
", to be sure; and th",e,o, only thing he has l
"t behind him, barrin",’,'," his top@coat, is th"
"behind him, barrin’ ",h,l,"is top@coat, is this"
", is this here bit o",’,', paper vich dropped 
e bit o’ paper vich ,d,l,ropped out o’ the po
r vich dropped out o,’,', the pocket-book@ as
k@ as he wos a-takin,’,'," flight, and vich I "
from the floor. It m,a,s,y be o’ some use to 
e floor. It may be o,’,', some use to us. But
. It may be o’ some ,u,n,"se to us. But come, "
It may be o’ some us,e,o," to us. But come, le"
"to us. But come, let",’,',s go down-stairs. Th
" come, let’s go down",-, ,stairs. There’s no g
o down-stairs. There,’,',s no good in stayin’
’s no good in stayin,’,', here any longer.”@ 
in’ here any longer.,”,',@ Concurring in whic
"n which sentiment, t",h,l,ey all descended to 
@@@@@@@@@@@@@Chapte@,r,D,@@@@@@@@@ 4@ @@@The 
@@Chapte@r@@@@@@@@@ ,4,G,@ @@@The Iron@@-merc
@r@@@@@@@@@ 4@ @@@Th,e,E, Iron@@-merchant’@s 
sed since Auriol Dar,c,e,y was conveyed to th
to the iron-merchant,’,',"s dwelling, after th"
e iron-merchant’s dw,e,o,"lling, after the att"
"welling, after the a",t,l,tack made upon him b
"ling, after the atta",c,e,k made upon him by t
 after the attack ma,d,l,e upon him by the ru
ter the attack made ,u,n,pon him by the ruffi
 made upon him by th,e,o, ruffians in the rui
ans in the ruined ho,u,n,se; and though almos
ough almost recovere,d,l, from the serious in
 injuries he had rec,e,c,"ived, he still remai"
@e guest of his pres,e,o,rver. It was a brigh
"ning, when a door le",a,n,ding to the yard in 
"d a young girl, brig",h,l,t and fresh as the m
fresh as the morning,’,',"s self, issued from "
. A lovelier creatur,e,o, than Ebba Thorneycr
annot b@e imagined. ,H,I,@er figure was perfe
imagined. H@er figur,e,o, was perfection—slig
igure was perfection,—,-,"slight, tall, and ra"
"aist, little limbs, ",a,n,nd fairy feet that w
